day,horizon,model,control_seed,latency,interpretation,blocks,adverse_before_fill,adverse_before_fill_defined_blocks,eligible_decisions,eligible_decisions_defined_blocks,eligible_decisions_total,excluded_invalid_placement,excluded_invalid_placement_defined_blocks,excluded_invalid_placement_total,fill_before_adverse,fill_before_adverse_defined_blocks,fill_probability,fill_probability_defined_blocks,fills,fills_defined_blocks,fills_total,markout_1,markout_1_defined_blocks,markout_10,markout_10_defined_blocks,markout_10_observations,markout_10_observations_defined_blocks,markout_10_observations_total,markout_1_observations,markout_1_observations_defined_blocks,markout_1_observations_total,markout_5,markout_5_defined_blocks,markout_5_observations,markout_5_observations_defined_blocks,markout_5_observations_total,markout_remaining,markout_remaining_defined_blocks,markout_remaining_observations,markout_remaining_observations_defined_blocks,markout_remaining_observations_total,mean_fill_time,mean_fill_time_defined_blocks,mean_queue_ahead,mean_queue_ahead_defined_blocks,median_fill_time,median_fill_time_defined_blocks,median_queue_ahead,median_queue_ahead_defined_blocks,no_event_fraction,no_event_fraction_defined_blocks,placed_orders,placed_orders_defined_blocks,placed_orders_total,queue_ahead_p10,queue_ahead_p10_defined_blocks,queue_ahead_p90,queue_ahead_p90_defined_blocks,simultaneous,simultaneous_defined_blocks,spread_1,spread_1_defined_blocks,spread_10,spread_10_defined_blocks,spread_10_observations,spread_10_observations_defined_blocks,spread_10_observations_total,spread_1_observations,spread_1_observations_defined_blocks,spread_1_observations_total,spread_5,spread_5_defined_blocks,spread_5_observations,spread_5_observations_defined_blocks,spread_5_observations_total,spread_remaining,spread_remaining_defined_blocks,spread_remaining_observations,spread_remaining_observations_defined_blocks,spread_remaining_observations_total,unfilled_fraction,unfilled_fraction_defined_blocks,zero_signal_decisions,zero_signal_decisions_defined_blocks,zero_signal_decisions_total
2017-12-27,50,linear,,0,reset,5,0.11636006356126491,5,32854.6,5,164273,0.0,5,0,0.08245835821264044,5,0.0994603303086029,5,2843.4,5,14217,-0.3398927767507135,5,-0.8143628078508657,5,2840.2,5,14201,2843.4,5,14217,-0.6261682738910943,5,2843.4,5,14217,-0.8992367567847456,5,2843.4,5,14217,31.26036360339806,5,1844.141478971816,5,31.8,5,1167.6,5,0.7963557362364739,5,32854.6,5,164273,412.44000000000005,5,5197.6,5,0.0048258419896207525,5,3.7433176422718923,5,2.7955356418618136,5,2840.2,5,14201,2843.4,5,14217,3.170728254836349,5,2843.4,5,14217,2.6245829157563088,5,2843.4,5,14217,0.9005396696913971,5,0.0,5,0
2017-12-27,50,linear,,0,retain,5,0.11636006356126491,5,32854.6,5,164273,0.0,5,0,0.08245835821264044,5,0.0994603303086029,5,2843.4,5,14217,-0.3398927767507135,5,-0.8143628078508657,5,2840.2,5,14201,2843.4,5,14217,-0.6261682738910943,5,2843.4,5,14217,-0.8992367567847456,5,2843.4,5,14217,31.26036360339806,5,1844.141478971816,5,31.8,5,1167.6,5,0.7963557362364739,5,32854.6,5,164273,412.44000000000005,5,5197.6,5,0.0048258419896207525,5,3.7433176422718923,5,2.7955356418618136,5,2840.2,5,14201,2843.4,5,14217,3.170728254836349,5,2843.4,5,14217,2.6245829157563088,5,2843.4,5,14217,0.9005396696913971,5,0.0,5,0
2017-12-27,50,linear,,1,reset,5,0.11969710310536627,5,32854.6,5,164273,0.0,5,0,0.08541565978499696,5,0.10316578921789754,5,2957.0,5,14785,-0.33202562890331555,5,-0.797167619859889,5,2953.4,5,14767,2957.0,5,14785,-0.6167953233201826,5,2957.0,5,14785,-0.8713695097954473,5,2872.4,5,14362,30.93753057752865,5,1822.4067934301115,5,31.8,5,1147.2,5,0.7899818352816329,5,32854.6,5,164273,391.2,5,5139.899999999996,5,0.004905401828003865,5,3.7681715823429274,5,2.8391602210744518,5,2953.4,5,14767,2957.0,5,14785,3.1985899206625046,5,2957.0,5,14785,2.6576999336292966,5,2872.4,5,14362,0.8968342107821025,5,0.0,5,0
2017-12-27,50,linear,,1,retain,5,0.11969710310536627,5,32854.6,5,164273,0.0,5,0,0.08541565978499696,5,0.10316578921789754,5,2957.0,5,14785,-0.33202562890331555,5,-0.797167619859889,5,2953.4,5,14767,2957.0,5,14785,-0.6167953233201826,5,2957.0,5,14785,-0.8713695097954473,5,2872.4,5,14362,30.93753057752865,5,1822.4067934301115,5,31.8,5,1147.2,5,0.7899818352816329,5,32854.6,5,164273,391.2,5,5139.899999999996,5,0.004905401828003865,5,3.7681715823429274,5,2.8391602210744518,5,2953.4,5,14767,2957.0,5,14785,3.1985899206625046,5,2957.0,5,14785,2.6576999336292966,5,2872.4,5,14362,0.8968342107821025,5,0.0,5,0
2017-12-27,50,linear,,5,reset,5,0.12938108301555032,5,32854.6,5,164273,0.0,5,0,0.09392348702953417,5,0.11315669960575155,5,3253.2,5,16266,-0.333244933269149,5,-0.7729071675640914,5,3248.0,5,16240,3253.2,5,16266,-0.6096467623866978,5,3253.2,5,16266,-0.7938294202386824,5,2812.4,5,14062,30.376123353996594,5,1758.3501339224865,5,31.0,5,1096.6,5,0.7713952637477166,5,32854.6,5,164273,329.0,5,5001.0,5,0.005300166207198982,5,3.7716589000881093,5,2.8939005712988797,5,3248.0,5,16240,3253.2,5,16266,3.2188012301967213,5,3253.2,5,16266,2.721428348225975,5,2812.4,5,14062,0.8868433003942485,5,0.0,5,0
2017-12-27,50,linear,,5,retain,5,0.12938108301555032,5,32854.6,5,164273,0.0,5,0,0.09392348702953417,5,0.11315669960575155,5,3253.2,5,16266,-0.333244933269149,5,-0.7729071675640914,5,3248.0,5,16240,3253.2,5,16266,-0.6096467623866978,5,3253.2,5,16266,-0.7938294202386824,5,2812.4,5,14062,30.376123353996594,5,1758.3501339224865,5,31.0,5,1096.6,5,0.7713952637477166,5,32854.6,5,164273,329.0,5,5001.0,5,0.005300166207198982,5,3.7716589000881093,5,2.8939005712988797,5,3248.0,5,16240,3253.2,5,16266,3.2188012301967213,5,3253.2,5,16266,2.721428348225975,5,2812.4,5,14062,0.8868433003942485,5,0.0,5,0
2017-12-27,50,xgboost,,0,reset,5,0.11507311986526607,5,32854.6,5,164273,0.0,5,0,0.08111621958442,5,0.09731593145736302,5,2805.8,5,14029,-0.3366364992972955,5,-0.8203783130671564,5,2802.2,5,14011,2805.8,5,14029,-0.6354339476166657,5,2805.8,5,14029,-0.9186581248772316,5,2805.8,5,14029,31.155990140538922,5,1825.472743932481,5,31.8,5,1142.0,5,0.7989545460247314,5,32854.6,5,164273,396.2,5,5185.2,5,0.004856114525582542,5,3.8286633807795014,5,2.8624765704831816,5,2802.2,5,14011,2805.8,5,14029,3.231025872181354,5,2805.8,5,14029,2.6645639355896313,5,2805.8,5,14029,0.9026840685426369,5,0.0,5,0
2017-12-27,50,xgboost,,0,retain,5,0.11507311986526607,5,32854.6,5,164273,0.0,5,0,0.08111621958442,5,0.09731593145736302,5,2805.8,5,14029,-0.3366364992972955,5,-0.8203783130671564,5,2802.2,5,14011,2805.8,5,14029,-0.6354339476166657,5,2805.8,5,14029,-0.9186581248772316,5,2805.8,5,14029,31.155990140538922,5,1825.472743932481,5,31.8,5,1142.0,5,0.7989545460247314,5,32854.6,5,164273,396.2,5,5185.2,5,0.004856114525582542,5,3.8286633807795014,5,2.8624765704831816,5,2802.2,5,14011,2805.8,5,14029,3.231025872181354,5,2805.8,5,14029,2.6645639355896313,5,2805.8,5,14029,0.9026840685426369,5,0.0,5,0
2017-12-27,50,xgboost,,1,reset,5,0.11842091310806173,5,32854.6,5,164273,0.0,5,0,0.08343604355894038,5,0.10046996570618298,5,2906.2,5,14531,-0.33135386135474565,5,-0.8071835700447612,5,2902.2,5,14511,2906.2,5,14531,-0.6286199937329028,5,2906.2,5,14531,-0.8934969364551015,5,2824.4,5,14122,30.852366515317193,5,1807.235397560414,5,31.8,5,1129.0,5,0.7931430384253192,5,32854.6,5,164273,382.68000000000006,5,5128.0000000000055,5,0.0050000049076787435,5,3.838999626682076,5,2.8887060955787662,5,2902.2,5,14511,2906.2,5,14531,3.2444237000167235,5,2906.2,5,14531,2.6866259949519895,5,2824.4,5,14122,0.8995300342938171,5,0.0,5,0
2017-12-27,50,xgboost,,1,retain,5,0.11842091310806173,5,32854.6,5,164273,0.0,5,0,0.08343604355894038,5,0.10046996570618298,5,2906.2,5,14531,-0.33135386135474565,5,-0.8071835700447612,5,2902.2,5,14511,2906.2,5,14531,-0.6286199937329028,5,2906.2,5,14531,-0.8934969364551015,5,2824.4,5,14122,30.852366515317193,5,1807.235397560414,5,31.8,5,1129.0,5,0.7931430384253192,5,32854.6,5,164273,382.68000000000006,5,5128.0000000000055,5,0.0050000049076787435,5,3.838999626682076,5,2.8887060955787662,5,2902.2,5,14511,2906.2,5,14531,3.2444237000167235,5,2906.2,5,14531,2.6866259949519895,5,2824.4,5,14122,0.8995300342938171,5,0.0,5,0
2017-12-27,50,xgboost,,5,reset,5,0.128531674596357,5,32854.6,5,164273,0.0,5,0,0.09192573765744601,5,0.11079543183302971,5,3210.0,5,16050,-0.33075441342491085,5,-0.7800269841032331,5,3204.4,5,16022,3210.0,5,16050,-0.6150797983321755,5,3210.0,5,16050,-0.8145905825438422,5,2774.8,5,13874,30.329542129941636,5,1745.0734076713022,5,31.0,5,1085.0,5,0.7741471426215231,5,32854.6,5,164273,323.24000000000007,5,4997.2,5,0.00539544512467391,5,3.8293831234691007,5,2.9324522339651744,5,3204.4,5,16022,3210.0,5,16050,3.2606731751702447,5,3210.0,5,16050,2.747364291892828,5,2774.8,5,13874,0.8892045681669704,5,0.0,5,0
2017-12-27,50,xgboost,,5,retain,5,0.128531674596357,5,32854.6,5,164273,0.0,5,0,0.09192573765744601,5,0.11079543183302971,5,3210.0,5,16050,-0.33075441342491085,5,-0.7800269841032331,5,3204.4,5,16022,3210.0,5,16050,-0.6150797983321755,5,3210.0,5,16050,-0.8145905825438422,5,2774.8,5,13874,30.329542129941636,5,1745.0734076713022,5,31.0,5,1085.0,5,0.7741471426215231,5,32854.6,5,164273,323.24000000000007,5,4997.2,5,0.00539544512467391,5,3.8293831234691007,5,2.9324522339651744,5,3204.4,5,16022,3210.0,5,16050,3.2606731751702447,5,3210.0,5,16050,2.747364291892828,5,2774.8,5,13874,0.8892045681669704,5,0.0,5,0
2017-12-28,10,linear,,0,reset,5,0.031037886590893665,5,30332.8,5,151664,0.0,5,0,0.004452575594149124,5,0.005368302675526323,5,142.8,5,714,-0.016353812580012138,5,-0.20146865345185477,5,142.8,5,714,142.8,5,714,-0.031899602719250644,5,142.8,5,714,0.03789020750087206,5,142.8,5,714,7.676735594154948,5,1410.882502638218,5,8.0,5,1101.2,5,0.9643986502170847,5,30332.8,5,151664,323.6,5,2737.4,5,0.0001108875978725579,5,3.9602546063133053,5,3.590149175236827,5,142.8,5,714,142.8,5,714,3.9291671486573576,5,142.8,5,714,4.068749532848257,5,142.8,5,714,0.9946316973244735,5,0.0,5,0
2017-12-28,10,linear,,0,retain,5,0.031037886590893665,5,30332.8,5,151664,0.0,5,0,0.004452575594149124,5,0.005368302675526323,5,142.8,5,714,-0.016353812580012138,5,-0.20146865345185477,5,142.8,5,714,142.8,5,714,-0.031899602719250644,5,142.8,5,714,0.03789020750087206,5,142.8,5,714,7.676735594154948,5,1410.882502638218,5,8.0,5,1101.2,5,0.9643986502170847,5,30332.8,5,151664,323.6,5,2737.4,5,0.0001108875978725579,5,3.9602546063133053,5,3.590149175236827,5,142.8,5,714,142.8,5,714,3.9291671486573576,5,142.8,5,714,4.068749532848257,5,142.8,5,714,0.9946316973244735,5,0.0,5,0
2017-12-28,10,linear,,1,reset,5,0.03302592813373093,5,30332.8,5,151664,0.0,5,0,0.005262507833755102,5,0.006436630046502065,5,171.8,5,859,-0.02516751895305146,5,-0.2562826148619584,5,171.8,5,859,171.8,5,859,-0.06296521410012304,5,171.8,5,859,0.11090076443994686,5,135.6,5,678,7.524197951227029,5,1391.1852498125972,5,8.0,5,1085.7,5,0.9615717066913673,5,30332.8,5,151664,305.2,5,2710.0,5,0.00013985734114661244,5,4.036146029281013,5,3.574026004187109,5,171.8,5,859,171.8,5,859,3.9605534715077026,5,171.8,5,859,4.2081153233562505,5,135.6,5,678,0.9935633699534978,5,0.0,5,0
2017-12-28,10,linear,,1,retain,5,0.03302592813373093,5,30332.8,5,151664,0.0,5,0,0.005262507833755102,5,0.006436630046502065,5,171.8,5,859,-0.02516751895305146,5,-0.2562826148619584,5,171.8,5,859,171.8,5,859,-0.06296521410012304,5,171.8,5,859,0.11090076443994686,5,135.6,5,678,7.524197951227029,5,1391.1852498125972,5,8.0,5,1085.7,5,0.9615717066913673,5,30332.8,5,151664,305.2,5,2710.0,5,0.00013985734114661244,5,4.036146029281013,5,3.574026004187109,5,171.8,5,859,171.8,5,859,3.9605534715077026,5,171.8,5,859,4.2081153233562505,5,135.6,5,678,0.9935633699534978,5,0.0,5,0
2017-12-28,10,linear,,5,reset,5,0.03823094809114316,5,30332.8,5,151664,0.0,5,0,0.006799496338472393,5,0.008562402051829125,5,231.4,5,1157,-0.12308214966019657,5,-0.3746914103558761,5,231.4,5,1157,231.4,5,1157,-0.20437622050616877,5,231.4,5,1157,0.34001961650103824,5,44.4,5,222,7.5484528844517484,5,1335.3000344747534,5,8.0,5,1024.2,5,0.9546946052029351,5,30332.8,5,151664,259.6,5,2665.4,5,0.00027495036744925455,5,3.667436151122115,5,3.1642569959915368,5,231.4,5,1157,231.4,5,1157,3.5047526613379545,5,231.4,5,1157,3.396646184945273,5,44.4,5,222,0.9914375979481708,5,0.0,5,0
2017-12-28,10,linear,,5,retain,5,0.03823094809114316,5,30332.8,5,151664,0.0,5,0,0.006799496338472393,5,0.008562402051829125,5,231.4,5,1157,-0.12308214966019657,5,-0.3746914103558761,5,231.4,5,1157,231.4,5,1157,-0.20437622050616877,5,231.4,5,1157,0.34001961650103824,5,44.4,5,222,7.5484528844517484,5,1335.3000344747534,5,8.0,5,1024.2,5,0.9546946052029351,5,30332.8,5,151664,259.6,5,2665.4,5,0.00027495036744925455,5,3.667436151122115,5,3.1642569959915368,5,231.4,5,1157,231.4,5,1157,3.5047526613379545,5,231.4,5,1157,3.396646184945273,5,44.4,5,222,0.9914375979481708,5,0.0,5,0
2017-12-28,10,xgboost,,0,reset,5,0.029749426363362298,5,30332.8,5,151664,0.0,5,0,0.004360745164261777,5,0.005228988467160563,5,138.0,5,690,-0.06462196499412066,5,-0.23577060230433125,5,138.0,5,690,138.0,5,690,-0.09083033663002459,5,138.0,5,690,0.05409772284646107,5,138.0,5,690,7.728697542010795,5,1401.7968516172275,5,8.1,5,1090.4,5,0.9657594471324742,5,30332.8,5,151664,319.0,5,2717.860000000014,5,0.0001303813399015575,5,3.9922380193335707,5,3.6500748029855266,5,138.0,5,690,138.0,5,690,3.939810481757901,5,138.0,5,690,4.229686944042185,5,138.0,5,690,0.9947710115328394,5,0.0,5,0
2017-12-28,10,xgboost,,0,retain,5,0.029749426363362298,5,30332.8,5,151664,0.0,5,0,0.004360745164261777,5,0.005228988467160563,5,138.0,5,690,-0.06462196499412066,5,-0.23577060230433125,5,138.0,5,690,138.0,5,690,-0.09083033663002459,5,138.0,5,690,0.05409772284646107,5,138.0,5,690,7.728697542010795,5,1401.7968516172275,5,8.1,5,1090.4,5,0.9657594471324742,5,30332.8,5,151664,319.0,5,2717.860000000014,5,0.0001303813399015575,5,3.9922380193335707,5,3.6500748029855266,5,138.0,5,690,138.0,5,690,3.939810481757901,5,138.0,5,690,4.229686944042185,5,138.0,5,690,0.9947710115328394,5,0.0,5,0
2017-12-28,10,xgboost,,1,reset,5,0.03175965256537142,5,30332.8,5,151664,0.0,5,0,0.005014605345018758,5,0.006092891261880219,5,162.0,5,810,-0.11205534181149597,5,-0.2788210365460758,5,162.0,5,810,162.0,5,810,-0.15875993644377362,5,162.0,5,810,0.06935119258560754,5,127.8,5,639,7.588327007131355,5,1383.9764516406801,5,8.0,5,1079.0,5,0.9630755572586226,5,30332.8,5,151664,303.8,5,2700.3600000000033,5,0.00015018483098722682,5,3.984097255475009,5,3.650665904212977,5,162.0,5,810,162.0,5,810,3.8906833354162416,5,162.0,5,810,4.2842026413518095,5,127.8,5,639,0.9939071087381197,5,0.0,5,0
2017-12-28,10,xgboost,,1,retain,5,0.03175965256537142,5,30332.8,5,151664,0.0,5,0,0.005014605345018758,5,0.006092891261880219,5,162.0,5,810,-0.11205534181149597,5,-0.2788210365460758,5,162.0,5,810,162.0,5,810,-0.15875993644377362,5,162.0,5,810,0.06935119258560754,5,127.8,5,639,7.588327007131355,5,1383.9764516406801,5,8.0,5,1079.0,5,0.9630755572586226,5,30332.8,5,151664,303.8,5,2700.3600000000033,5,0.00015018483098722682,5,3.984097255475009,5,3.650665904212977,5,162.0,5,810,162.0,5,810,3.8906833354162416,5,162.0,5,810,4.2842026413518095,5,127.8,5,639,0.9939071087381197,5,0.0,5,0
2017-12-28,10,xgboost,,5,reset,5,0.03797337344545145,5,30332.8,5,151664,0.0,5,0,0.0065682587582027285,5,0.00820272996313862,5,223.0,5,1115,-0.15147913458366707,5,-0.36486844967524035,5,223.0,5,1115,223.0,5,1115,-0.24858898454960765,5,223.0,5,1115,0.2435929038889868,5,42.8,5,214,7.542191277539878,5,1329.5714407317682,5,8.0,5,1016.8,5,0.9551811586421941,5,30332.8,5,151664,257.8,5,2655.6,5,0.00027720915415172,5,3.7161283403660548,5,3.28930022224134,5,223.0,5,1115,223.0,5,1115,3.5217570287931714,5,223.0,5,1115,3.401329657139595,5,42.8,5,214,0.9917972700368614,5,0.0,5,0
2017-12-28,10,xgboost,,5,retain,5,0.03797337344545145,5,30332.8,5,151664,0.0,5,0,0.0065682587582027285,5,0.00820272996313862,5,223.0,5,1115,-0.15147913458366707,5,-0.36486844967524035,5,223.0,5,1115,223.0,5,1115,-0.24858898454960765,5,223.0,5,1115,0.2435929038889868,5,42.8,5,214,7.542191277539878,5,1329.5714407317682,5,8.0,5,1016.8,5,0.9551811586421941,5,30332.8,5,151664,257.8,5,2655.6,5,0.00027720915415172,5,3.7161283403660548,5,3.28930022224134,5,223.0,5,1115,223.0,5,1115,3.5217570287931714,5,223.0,5,1115,3.401329657139595,5,42.8,5,214,0.9917972700368614,5,0.0,5,0
2017-12-28,20,linear,,0,reset,5,0.062093912810797305,5,30322.8,5,151614,0.0,5,0,0.019328339976891578,5,0.02396151520811769,5,657.8,5,3289,-0.1975634921644943,5,-0.6170872071752986,5,657.8,5,3289,657.8,5,3289,-0.36200402479215876,5,657.8,5,3289,-0.38156359932386763,5,657.8,5,3289,14.164484582342686,5,1411.2380705419928,5,14.8,5,1101.6,5,0.9175777677784105,5,30322.8,5,151614,322.6,5,2737.8,5,0.0009999794339006231,5,4.025187413084806,5,3.186123996251684,5,657.8,5,3289,657.8,5,3289,3.6962802968925033,5,657.8,5,3289,3.657172071499693,5,657.8,5,3289,0.9760384847918824,5,0.0,5,0
2017-12-28,20,linear,,0,retain,5,0.062093912810797305,5,30322.8,5,151614,0.0,5,0,0.019328339976891578,5,0.02396151520811769,5,657.8,5,3289,-0.1975634921644943,5,-0.6170872071752986,5,657.8,5,3289,657.8,5,3289,-0.36200402479215876,5,657.8,5,3289,-0.38156359932386763,5,657.8,5,3289,14.164484582342686,5,1411.2380705419928,5,14.8,5,1101.6,5,0.9175777677784105,5,30322.8,5,151614,322.6,5,2737.8,5,0.0009999794339006231,5,4.025187413084806,5,3.186123996251684,5,657.8,5,3289,657.8,5,3289,3.6962802968925033,5,657.8,5,3289,3.657172071499693,5,657.8,5,3289,0.9760384847918824,5,0.0,5,0
2017-12-28,20,linear,,1,reset,5,0.06496501600399174,5,30322.8,5,151614,0.0,5,0,0.020798010872953514,5,0.026030886983036784,5,715.2,5,3576,-0.19493710557987,5,-0.582376669702312,5,715.2,5,3576,715.2,5,3576,-0.3222013947253414,5,715.2,5,3576,-0.3427156099512596,5,651.2,5,3256,13.879493411526505,5,1391.506074169281,5,14.6,5,1085.4,5,0.9131255151777584,5,30322.8,5,151614,305.3,5,2710.6,5,0.0011114579452963804,5,4.0552032347787055,5,3.2803323946250735,5,715.2,5,3576,715.2,5,3576,3.8006653826133885,5,715.2,5,3576,3.731576056540969,5,651.2,5,3256,0.9739691130169632,5,0.0,5,0
2017-12-28,20,linear,,1,retain,5,0.06496501600399174,5,30322.8,5,151614,0.0,5,0,0.020798010872953514,5,0.026030886983036784,5,715.2,5,3576,-0.19493710557987,5,-0.582376669702312,5,715.2,5,3576,715.2,5,3576,-0.3222013947253414,5,715.2,5,3576,-0.3427156099512596,5,651.2,5,3256,13.879493411526505,5,1391.506074169281,5,14.6,5,1085.4,5,0.9131255151777584,5,30322.8,5,151614,305.3,5,2710.6,5,0.0011114579452963804,5,4.0552032347787055,5,3.2803323946250735,5,715.2,5,3576,715.2,5,3576,3.8006653826133885,5,715.2,5,3576,3.731576056540969,5,651.2,5,3256,0.9739691130169632,5,0.0,5,0
2017-12-28,20,linear,,5,reset,5,0.07233958352924641,5,30322.8,5,151614,0.0,5,0,0.023638848711133604,5,0.030257430483775705,5,834.8,5,4174,-0.21602514956316637,5,-0.567425906968807,5,834.8,5,4174,834.8,5,4174,-0.3313662312942952,5,834.8,5,4174,-0.2870432589377742,5,507.2,5,2536,13.528927395684567,5,1335.5735158673488,5,14.0,5,1023.6,5,0.9026859534438824,5,30322.8,5,151614,259.5400000000001,5,2668.4,5,0.0013356143157376497,5,3.9477202501164967,5,3.2449610738111048,5,834.8,5,4174,834.8,5,4174,3.7169845334703155,5,834.8,5,4174,3.640285900146201,5,507.2,5,2536,0.9697425695162243,5,0.0,5,0
2017-12-28,20,linear,,5,retain,5,0.07233958352924641,5,30322.8,5,151614,0.0,5,0,0.023638848711133604,5,0.030257430483775705,5,834.8,5,4174,-0.21602514956316637,5,-0.567425906968807,5,834.8,5,4174,834.8,5,4174,-0.3313662312942952,5,834.8,5,4174,-0.2870432589377742,5,507.2,5,2536,13.528927395684567,5,1335.5735158673488,5,14.0,5,1023.6,5,0.9026859534438824,5,30322.8,5,151614,259.5400000000001,5,2668.4,5,0.0013356143157376497,5,3.9477202501164967,5,3.2449610738111048,5,834.8,5,4174,834.8,5,4174,3.7169845334703155,5,834.8,5,4174,3.640285900146201,5,507.2,5,2536,0.9697425695162243,5,0.0,5,0
2017-12-28,20,xgboost,7.0,0,reset,5,0.09012991172062183,5,30322.8,5,151614,0.0,5,0,0.035537780858179976,5,0.044723814703896095,5,1262.4,5,6312,-0.10708168308252186,5,-0.4962556491230667,5,1262.4,5,6312,1262.4,5,6312,-0.33479922659565864,5,1262.4,5,6312,-0.30744636771258127,5,1262.4,5,6312,13.40849795822383,5,981.7455645752083,5,13.8,5,677.0,5,0.8723256142322647,5,30322.8,5,151614,145.0,5,2116.8,5,0.0020066931889334916,5,3.891057518652302,5,3.1128416559140364,5,1262.4,5,6312,1262.4,5,6312,3.4357025758006614,5,1262.4,5,6312,3.490442501029513,5,1262.4,5,6312,0.9552761852961039,5,0.0,5,0
2017-12-28,20,xgboost,7.0,0,retain,5,0.09012991172062183,5,30322.8,5,151614,0.0,5,0,0.035537780858179976,5,0.044723814703896095,5,1262.4,5,6312,-0.10708168308252186,5,-0.4962556491230667,5,1262.4,5,6312,1262.4,5,6312,-0.33479922659565864,5,1262.4,5,6312,-0.30744636771258127,5,1262.4,5,6312,13.40849795822383,5,981.7455645752083,5,13.8,5,677.0,5,0.8723256142322647,5,30322.8,5,151614,145.0,5,2116.8,5,0.0020066931889334916,5,3.891057518652302,5,3.1128416559140364,5,1262.4,5,6312,1262.4,5,6312,3.4357025758006614,5,1262.4,5,6312,3.490442501029513,5,1262.4,5,6312,0.9552761852961039,5,0.0,5,0
2017-12-28,20,xgboost,7.0,1,reset,5,0.09080354797245306,5,30322.8,5,151614,0.0,5,0,0.03549508961429539,5,0.04488771321207817,5,1268.8,5,6344,-0.10448569765320412,5,-0.4909078353819979,5,1268.8,5,6344,1268.8,5,6344,-0.32992851734750667,5,1268.8,5,6344,-0.28473170026577527,5,1167.4,5,5837,13.39976473001289,5,980.3187988469701,5,13.6,5,676.2,5,0.8716402016959638,5,30322.8,5,151614,143.6,5,2117.4800000000105,5,0.002061160717287903,5,3.8897534494084143,5,3.117041452813386,5,1268.8,5,6344,1268.8,5,6344,3.4389444116939396,5,1268.8,5,6344,3.466145999815597,5,1167.4,5,5837,0.9551122867879218,5,0.0,5,0
2017-12-28,20,xgboost,7.0,1,retain,5,0.09080354797245306,5,30322.8,5,151614,0.0,5,0,0.03549508961429539,5,0.04488771321207817,5,1268.8,5,6344,-0.10448569765320412,5,-0.4909078353819979,5,1268.8,5,6344,1268.8,5,6344,-0.32992851734750667,5,1268.8,5,6344,-0.28473170026577527,5,1167.4,5,5837,13.39976473001289,5,980.3187988469701,5,13.6,5,676.2,5,0.8716402016959638,5,30322.8,5,151614,143.6,5,2117.4800000000105,5,0.002061160717287903,5,3.8897534494084143,5,3.117041452813386,5,1268.8,5,6344,1268.8,5,6344,3.4389444116939396,5,1268.8,5,6344,3.466145999815597,5,1167.4,5,5837,0.9551122867879218,5,0.0,5,0
2017-12-28,20,xgboost,7.0,5,reset,5,0.09230150921520248,5,30322.8,5,151614,0.0,5,0,0.03572385950872864,5,0.04559388012962716,5,1283.8,5,6419,-0.11236753997900553,5,-0.4655030360769395,5,1283.8,5,6419,1283.8,5,6419,-0.2997076746100157,5,1283.8,5,6419,-0.13622975714619795,5,799.4,5,3997,13.34507770573419,5,975.9319617966328,5,13.6,5,666.8,5,0.8698766814169341,5,30322.8,5,151614,136.8,5,2106.6,5,0.0020979498591349047,5,3.8534519776992986,5,3.1472969661286725,5,1283.8,5,6419,1283.8,5,6419,3.4788196631502166,5,1283.8,5,6419,3.6252731297640466,5,799.4,5,3997,0.9544061198703728,5,0.0,5,0
2017-12-28,20,xgboost,7.0,5,retain,5,0.09230150921520248,5,30322.8,5,151614,0.0,5,0,0.03572385950872864,5,0.04559388012962716,5,1283.8,5,6419,-0.11236753997900553,5,-0.4655030360769395,5,1283.8,5,6419,1283.8,5,6419,-0.2997076746100157,5,1283.8,5,6419,-0.13622975714619795,5,799.4,5,3997,13.34507770573419,5,975.9319617966328,5,13.6,5,666.8,5,0.8698766814169341,5,30322.8,5,151614,136.8,5,2106.6,5,0.0020979498591349047,5,3.8534519776992986,5,3.1472969661286725,5,1283.8,5,6419,1283.8,5,6419,3.4788196631502166,5,1283.8,5,6419,3.6252731297640466,5,799.4,5,3997,0.9544061198703728,5,0.0,5,0
2017-12-28,20,xgboost,,0,reset,5,0.059308026876954065,5,30322.8,5,151614,0.0,5,0,0.01940129817947037,5,0.02361483269171278,5,645.8,5,3229,-0.19039124582806652,5,-0.5843637575372614,5,645.8,5,3229,645.8,5,3229,-0.3674118678217123,5,645.8,5,3229,-0.356836844211785,5,645.8,5,3229,14.197737152079267,5,1400.3209231791257,5,14.8,5,1090.4,5,0.9203097947256245,5,30322.8,5,151614,317.4,5,2712.06,5,0.0009808802179510979,5,4.111538186774905,5,3.3235713415967147,5,645.8,5,3229,645.8,5,3229,3.7574573156683093,5,645.8,5,3229,3.77862096942176,5,645.8,5,3229,0.9763851673082872,5,0.0,5,0
