symbol,horizon,model,control_seed,bin,day,latency,long_crossed_bps,prediction_bps,rows,short_crossed_bps
KGHM,10,xgboost,,4.0,2017-12-29,1,-11.738461468894352,-0.09032343086447232,3524,-11.371509635342662
KGHM,10,xgboost,,5.0,2017-12-29,1,-12.17589620683267,0.013474431033234325,3395,-12.034108288819208
KGHM,10,xgboost,,6.0,2017-12-29,1,-11.663323307580445,0.1202959528529265,3051,-11.602677958427293
KGHM,10,xgboost,,7.0,2017-12-29,1,-11.309307308230654,0.230640304258321,2985,-11.755000140340025
KGHM,10,xgboost,,8.0,2017-12-29,1,-11.581752137079098,0.35500487014602633,3062,-12.201257188597962
KGHM,10,xgboost,,9.0,2017-12-29,1,-8.56699015353322,0.4982653106168165,2242,-9.883114381336679
KGHM,10,xgboost,,10.0,2017-12-29,1,-6.602429429352805,0.8064523974431378,1722,-8.280843210674131
KGHM,10,xgboost,,1.0,all,5,-7.393873818479807,-0.785640317315108,8718,-6.575969350525697
KGHM,10,xgboost,,2.0,all,5,-9.427824937843218,-0.40914114756150877,8727,-8.87603227959818
KGHM,10,xgboost,,3.0,all,5,-9.240841071575385,-0.22673666766805536,8706,-8.86048339755756
KGHM,10,xgboost,,4.0,all,5,-10.190316937190142,-0.0921135784728937,8736,-9.741015777250553
KGHM,10,xgboost,,5.0,all,5,-10.357909087095292,0.014446346377420196,8699,-10.198261513542
KGHM,10,xgboost,,6.0,all,5,-10.094586634476318,0.11797149873193388,8720,-10.002111896765763
KGHM,10,xgboost,,7.0,all,5,-9.577633105230383,0.22995749828072642,8711,-9.956941473406543
KGHM,10,xgboost,,8.0,all,5,-10.195590618689526,0.3540195038374061,8732,-10.658908791065425
KGHM,10,xgboost,,9.0,all,5,-8.114598063505216,0.5046775504034113,8703,-8.836219143912468
KGHM,10,xgboost,,10.0,all,5,-6.493863343038028,0.8338483032309282,8716,-7.364932629595327
KGHM,10,xgboost,,1.0,2017-12-27,5,-6.4634590265983425,-0.7980063725402174,3343,-5.69063778938878
KGHM,10,xgboost,,2.0,2017-12-27,5,-7.36282596245937,-0.40797997282386633,2509,-6.93487395393646
KGHM,10,xgboost,,3.0,2017-12-27,5,-7.983543080678384,-0.22518642270903558,1972,-7.7454929642254795
KGHM,10,xgboost,,4.0,2017-12-27,5,-7.990047679010292,-0.09211236672631487,1868,-7.574482670992853
KGHM,10,xgboost,,5.0,2017-12-27,5,-8.296518850786914,0.015645850176472804,1928,-8.619463370088962
KGHM,10,xgboost,,6.0,2017-12-27,5,-8.373646394892031,0.12274247735080406,1856,-8.632274374422966
KGHM,10,xgboost,,7.0,2017-12-27,5,-7.321775120552339,0.23424936341626787,1693,-7.913192677397057
KGHM,10,xgboost,,8.0,2017-12-27,5,-7.727992106797808,0.3536502749385991,1947,-8.255752391859607
KGHM,10,xgboost,,9.0,2017-12-27,5,-7.2696116641234445,0.5032494021082232,2172,-7.8845381063575
KGHM,10,xgboost,,10.0,2017-12-27,5,-5.554410861324196,0.8635456761365089,3101,-6.240901247109006
KGHM,10,xgboost,,1.0,2017-12-28,5,-8.182369527524624,-0.7709533491438177,2812,-7.181387903958371
KGHM,10,xgboost,,2.0,2017-12-28,5,-9.029137856987953,-0.4159352451696724,2672,-8.232323287931955
KGHM,10,xgboost,,3.0,2017-12-28,5,-9.167760293122539,-0.22165853160257917,3130,-8.755288806062197
KGHM,10,xgboost,,4.0,2017-12-28,5,-10.034748217031932,-0.09400076259809889,3344,-9.437281500099813
KGHM,10,xgboost,,5.0,2017-12-28,5,-9.735692207569869,0.014738706942863802,3376,-9.445347713374545
KGHM,10,xgboost,,6.0,2017-12-28,5,-9.70620981403618,0.11378926798455083,3813,-9.485225610621598
KGHM,10,xgboost,,7.0,2017-12-28,5,-9.255395872026446,0.22765045550423463,4033,-9.576128043568243
KGHM,10,xgboost,,8.0,2017-12-28,5,-10.26137054243291,0.35340217830127457,3723,-10.727723984558187
KGHM,10,xgboost,,9.0,2017-12-28,5,-8.13855588825887,0.5087526680762241,4289,-8.752327149139633
KGHM,10,xgboost,,10.0,2017-12-28,5,-6.916685617322381,0.8223107220304064,3893,-7.900047554427039
KGHM,10,xgboost,,1.0,2017-12-29,5,-7.742343079277979,-0.7856247230428204,2563,-7.066498588382909
KGHM,10,xgboost,,2.0,2017-12-29,5,-11.189351815813705,-0.4048432227469943,3546,-10.734564897990003
KGHM,10,xgboost,,3.0,2017-12-29,5,-9.992265731566036,-0.23199517181459464,3604,-9.561931845368703
KGHM,10,xgboost,,4.0,2017-12-29,5,-11.504256998055354,-0.09032343086447232,3524,-11.177670506331557
KGHM,10,xgboost,,5.0,2017-12-29,5,-12.147294819313371,0.013474431033234325,3395,-11.843551590108357
KGHM,10,xgboost,,6.0,2017-12-29,5,-11.626853399801353,0.1202959528529265,3051,-11.481399294515986
KGHM,10,xgboost,,7.0,2017-12-29,5,-11.29245733624258,0.230640304258321,2985,-11.630605551859448
KGHM,10,xgboost,,8.0,2017-12-29,5,-11.684655166879127,0.35500487014602633,3062,-12.103306747917213
KGHM,10,xgboost,,9.0,2017-12-29,5,-8.887370297710744,0.4982653106168165,2242,-9.918674085549437
KGHM,10,xgboost,,10.0,2017-12-29,5,-7.229748959766023,0.8064523974431378,1722,-8.179345472057708
KGHM,20,linear,,1.0,all,0,-7.452444237666775,-0.9048242731369822,8718,-5.455749694191654
KGHM,20,linear,,2.0,all,0,-9.286148329356672,-0.6055573780450727,8712,-8.116209631527186
KGHM,20,linear,,3.0,all,0,-10.008989869906333,-0.3817784600768913,8720,-9.087948698569111
KGHM,20,linear,,4.0,all,0,-10.536821049945932,-0.15608928078581788,8705,-9.552471122244047
KGHM,20,linear,,5.0,all,0,-11.649724204305686,0.05169938204058152,8718,-11.411989416444966
KGHM,20,linear,,6.0,all,0,-10.22196854936575,0.2395697700627164,8710,-10.185593300189808
KGHM,20,linear,,7.0,all,0,-10.080030414026414,0.41173937737061517,8716,-10.557451539003491
KGHM,20,linear,,8.0,all,0,-9.061757985315523,0.5871511414255406,8711,-10.322132394706903
KGHM,20,linear,,9.0,all,0,-7.399055774187131,0.7724215518084687,8715,-8.985699503853102
KGHM,20,linear,,10.0,all,0,-5.416161506685736,0.999651906559558,8713,-7.401280490142868
KGHM,20,linear,,1.0,2017-12-27,0,-6.815503909005576,-0.9164281417683282,3365,-4.990116929074927
KGHM,20,linear,,2.0,2017-12-27,0,-8.037307434266616,-0.6044058670902259,2492,-7.340214053225796
