symbol,horizon,model,control_seed,bin,day,latency,long_crossed_bps,prediction_bps,rows,short_crossed_bps
PEKAO,10,xgboost,,6.0,all,0,-8.931372749801678,0.02003928637193246,4317,-8.960588816473114
PEKAO,10,xgboost,,7.0,all,0,-8.154989683778858,0.1303275556574788,4275,-8.378224542381947
PEKAO,10,xgboost,,8.0,all,0,-8.905168203795439,0.2811169213324279,4297,-9.324694199874127
PEKAO,10,xgboost,,9.0,all,0,-7.049388644674371,0.4622128045985171,4307,-7.861310011026906
PEKAO,10,xgboost,,10.0,all,0,-4.85153172741733,0.8455112432549059,4286,-6.373533875052396
PEKAO,10,xgboost,,1.0,2017-12-27,0,-6.173251913459996,-0.7834333419270322,1576,-4.806851549088319
PEKAO,10,xgboost,,2.0,2017-12-27,0,-7.871197388609269,-0.48557429334799007,1438,-7.191167575810962
PEKAO,10,xgboost,,3.0,2017-12-27,0,-9.020249778726745,-0.32535968128760717,1301,-8.63454448175341
PEKAO,10,xgboost,,4.0,2017-12-27,0,-7.601331543009287,-0.1868179642299349,1290,-7.235727779531178
PEKAO,10,xgboost,,5.0,2017-12-27,0,-7.046650657055884,-0.07847649286150227,1351,-6.770549835197864
PEKAO,10,xgboost,,6.0,2017-12-27,0,-6.525326844402295,0.02741229178931464,1147,-6.754227195600084
PEKAO,10,xgboost,,7.0,2017-12-27,0,-6.518043782425411,0.13419551738409655,1206,-6.976812435504831
PEKAO,10,xgboost,,8.0,2017-12-27,0,-8.048202139854787,0.2814849859742976,1206,-8.266188049806063
PEKAO,10,xgboost,,9.0,2017-12-27,0,-6.427405658039596,0.4609333504024528,1348,-7.42825726347334
PEKAO,10,xgboost,,10.0,2017-12-27,0,-4.402073722102908,0.8434665436838188,1734,-6.207135575436614
PEKAO,10,xgboost,,1.0,2017-12-28,0,-6.311025516902234,-0.8755650877490971,2066,-5.3001765562048195
PEKAO,10,xgboost,,2.0,2017-12-28,0,-8.108413726585749,-0.48633301865758627,1692,-7.396139551524005
PEKAO,10,xgboost,,3.0,2017-12-28,0,-9.337015495657715,-0.3223512919361226,1672,-8.762574943865449
PEKAO,10,xgboost,,4.0,2017-12-28,0,-9.479167782842561,-0.18790373600581112,1462,-9.294831175136405
PEKAO,10,xgboost,,5.0,2017-12-28,0,-8.900122728460929,-0.08080119078670064,1544,-9.043864296315782
PEKAO,10,xgboost,,6.0,2017-12-28,0,-9.143984915293055,0.01725398306585077,1331,-9.15678330563971
PEKAO,10,xgboost,,7.0,2017-12-28,0,-8.205973679571443,0.126781343719922,1600,-8.494920761484524
PEKAO,10,xgboost,,8.0,2017-12-28,0,-9.113420471584217,0.27783759019351034,1802,-9.730060803314187
PEKAO,10,xgboost,,9.0,2017-12-28,0,-6.6952406396334965,0.46189727296227034,1552,-7.4996109438045915
PEKAO,10,xgboost,,10.0,2017-12-28,0,-5.2662586925948185,0.8438272643903768,1610,-6.519229908230734
PEKAO,10,xgboost,,1.0,2017-12-29,0,-7.40590407225661,-0.8233633323480155,655,-5.5657297434988395
PEKAO,10,xgboost,,2.0,2017-12-29,0,-8.692685895581985,-0.49058242266057595,1167,-7.919818562023733
PEKAO,10,xgboost,,3.0,2017-12-29,0,-11.267641726112341,-0.3253548351277576,1347,-10.252757008796024
PEKAO,10,xgboost,,4.0,2017-12-29,0,-11.516258182246972,-0.18507826812565326,1520,-10.874936550442703
PEKAO,10,xgboost,,5.0,2017-12-29,0,-10.765225019319974,-0.08328655428557355,1402,-10.955095464294025
PEKAO,10,xgboost,,6.0,2017-12-29,0,-10.278163321429773,0.017456579186863063,1839,-10.194717100356002
PEKAO,10,xgboost,,7.0,2017-12-29,0,-9.443337106354846,0.1310145381338504,1469,-9.401634379229924
PEKAO,10,xgboost,,8.0,2017-12-29,0,-9.415820249223719,0.28535700570344,1289,-9.748346486594913
PEKAO,10,xgboost,,9.0,2017-12-29,0,-8.035935034018445,0.4637866563083605,1407,-8.675177854688057
PEKAO,10,xgboost,,10.0,2017-12-29,0,-4.970055896503798,0.8521531912678113,942,-6.4308205397197415
PEKAO,10,xgboost,,1.0,all,1,-6.438856720840961,-0.8338169422514748,4297,-5.403381595212478
PEKAO,10,xgboost,,2.0,all,1,-8.158589610000561,-0.487233183301824,4297,-7.454266352855777
PEKAO,10,xgboost,,3.0,all,1,-9.80803874213008,-0.3241938121271906,4320,-9.163730925433168
PEKAO,10,xgboost,,4.0,all,1,-9.603965956478387,-0.18657055324159758,4272,-9.196513339601367
PEKAO,10,xgboost,,5.0,all,1,-8.901831345327054,-0.08088120305769828,4297,-8.915959847672015
PEKAO,10,xgboost,,6.0,all,1,-8.894997913501301,0.02003928637193246,4317,-8.912101823366052
PEKAO,10,xgboost,,7.0,all,1,-8.11315580131015,0.1303275556574788,4275,-8.351628990345752
PEKAO,10,xgboost,,8.0,all,1,-8.857794305319533,0.2811169213324279,4297,-9.279567692734766
PEKAO,10,xgboost,,9.0,all,1,-7.0367240332459975,0.4622128045985171,4307,-7.845546166137587
PEKAO,10,xgboost,,10.0,all,1,-5.100832921048253,0.8455112432549059,4286,-6.382751046670847
PEKAO,10,xgboost,,1.0,2017-12-27,1,-6.208226331465594,-0.7834333419270322,1576,-5.006209003776914
PEKAO,10,xgboost,,2.0,2017-12-27,1,-7.835646830225506,-0.48557429334799007,1438,-7.174661808645646
PEKAO,10,xgboost,,3.0,2017-12-27,1,-8.97205222698506,-0.32535968128760717,1301,-8.628431425839908
PEKAO,10,xgboost,,4.0,2017-12-27,1,-7.5496263825853065,-0.1868179642299349,1290,-7.186994463174731
PEKAO,10,xgboost,,5.0,2017-12-27,1,-7.017527482858554,-0.07847649286150227,1351,-6.715414951184459
PEKAO,10,xgboost,,6.0,2017-12-27,1,-6.470480481781624,0.02741229178931464,1147,-6.689304105257358
PEKAO,10,xgboost,,7.0,2017-12-27,1,-6.4528685180779615,0.13419551738409655,1206,-6.937680319322303
PEKAO,10,xgboost,,8.0,2017-12-27,1,-7.979860045676272,0.2814849859742976,1206,-8.227190836590898
PEKAO,10,xgboost,,9.0,2017-12-27,1,-6.407094524043836,0.4609333504024528,1348,-7.436947738979701
PEKAO,10,xgboost,,10.0,2017-12-27,1,-4.641993447636834,0.8434665436838188,1734,-6.2184635636915395
PEKAO,10,xgboost,,1.0,2017-12-28,1,-6.290995625902472,-0.8755650877490971,2066,-5.560490178882436
PEKAO,10,xgboost,,2.0,2017-12-28,1,-8.089733471993236,-0.48633301865758627,1692,-7.341874813916799
PEKAO,10,xgboost,,3.0,2017-12-28,1,-9.295443658143716,-0.3223512919361226,1672,-8.69696423696431
PEKAO,10,xgboost,,4.0,2017-12-28,1,-9.467020928412802,-0.18790373600581112,1462,-9.23832701368419
PEKAO,10,xgboost,,5.0,2017-12-28,1,-8.898583240977715,-0.08080119078670064,1544,-9.001839060604466
PEKAO,10,xgboost,,6.0,2017-12-28,1,-9.094629391569272,0.01725398306585077,1331,-9.109175859906268
PEKAO,10,xgboost,,7.0,2017-12-28,1,-8.174546233823607,0.126781343719922,1600,-8.46689041270811
PEKAO,10,xgboost,,8.0,2017-12-28,1,-9.073944560021479,0.27783759019351034,1802,-9.66490130582112
PEKAO,10,xgboost,,9.0,2017-12-28,1,-6.6747623496114565,0.46189727296227034,1552,-7.4811415796040865
PEKAO,10,xgboost,,10.0,2017-12-28,1,-5.503692955251188,0.8438272643903768,1610,-6.557488826547374
PEKAO,10,xgboost,,1.0,2017-12-29,1,-7.460161325113468,-0.8233633323480155,655,-5.863469641380898
PEKAO,10,xgboost,,2.0,2017-12-29,1,-8.656358507022773,-0.49058242266057595,1167,-7.9617537722721625
PEKAO,10,xgboost,,3.0,2017-12-29,1,-11.25174879159472,-0.3253548351277576,1347,-10.260136680511678
PEKAO,10,xgboost,,4.0,2017-12-29,1,-11.479171010000726,-0.18507826812565326,1520,-10.86174212847063
PEKAO,10,xgboost,,5.0,2017-12-29,1,-10.721167715733843,-0.08328655428557355,1402,-10.941878999160592
PEKAO,10,xgboost,,6.0,2017-12-29,1,-10.262704273954812,0.017456579186863063,1839,-10.155844857643185
PEKAO,10,xgboost,,7.0,2017-12-29,1,-9.409331275480668,0.1310145381338504,1469,-9.386893674807634
PEKAO,10,xgboost,,8.0,2017-12-29,1,-9.3770231324389,0.28535700570344,1289,-9.725491135502727
PEKAO,10,xgboost,,9.0,2017-12-29,1,-8.039215228274657,0.4637866563083605,1407,-8.638969476804835
PEKAO,10,xgboost,,10.0,2017-12-29,1,-5.256908283923704,0.8521531912678113,942,-6.386516089011512
PEKAO,10,xgboost,,1.0,all,5,-6.456740040592835,-0.8338169422514748,4297,-5.712835191601095
PEKAO,10,xgboost,,2.0,all,5,-8.057528157700673,-0.487233183301824,4297,-7.5006971526691055
PEKAO,10,xgboost,,3.0,all,5,-9.678712627396001,-0.3241938121271906,4320,-9.212369489170204
PEKAO,10,xgboost,,4.0,all,5,-9.44426609146227,-0.18657055324159758,4272,-9.208144292528543
PEKAO,10,xgboost,,5.0,all,5,-8.92364317750964,-0.08088120305769828,4297,-8.854905443804869
PEKAO,10,xgboost,,6.0,all,5,-8.797823969156896,0.02003928637193246,4317,-8.899999683282116
PEKAO,10,xgboost,,7.0,all,5,-8.040761070805559,0.1303275556574788,4275,-8.353264216091468
PEKAO,10,xgboost,,8.0,all,5,-8.729006407685286,0.2811169213324279,4297,-9.124107752679228
PEKAO,10,xgboost,,9.0,all,5,-7.171976146788498,0.4622128045985171,4307,-7.78711774135979
PEKAO,10,xgboost,,10.0,all,5,-5.615861296339431,0.8455112432549059,4286,-6.255357344466773
PEKAO,10,xgboost,,1.0,2017-12-27,5,-6.305569987416121,-0.7834333419270322,1576,-5.2756000694969885
PEKAO,10,xgboost,,2.0,2017-12-27,5,-7.660721582313972,-0.48557429334799007,1438,-7.2510336600064464
PEKAO,10,xgboost,,3.0,2017-12-27,5,-8.812412171619629,-0.32535968128760717,1301,-8.63468474680531
PEKAO,10,xgboost,,4.0,2017-12-27,5,-7.2725565902931315,-0.1868179642299349,1290,-7.220452031900164
PEKAO,10,xgboost,,5.0,2017-12-27,5,-6.936007028746808,-0.07847649286150227,1351,-6.666064166938689
PEKAO,10,xgboost,,6.0,2017-12-27,5,-6.395111079666567,0.02741229178931464,1147,-6.665379002955815
PEKAO,10,xgboost,,7.0,2017-12-27,5,-6.404025809307431,0.13419551738409655,1206,-6.882099312158457
PEKAO,10,xgboost,,8.0,2017-12-27,5,-7.813914660968398,0.2814849859742976,1206,-8.106743434426825
PEKAO,10,xgboost,,9.0,2017-12-27,5,-6.450495808186932,0.4609333504024528,1348,-7.355175334440386
PEKAO,10,xgboost,,10.0,2017-12-27,5,-5.2534048246163,0.8434665436838188,1734,-6.138997351904295
PEKAO,10,xgboost,,1.0,2017-12-28,5,-6.290412201096172,-0.8755650877490971,2066,-5.850775493535794
PEKAO,10,xgboost,,2.0,2017-12-28,5,-8.067998429407062,-0.48633301865758627,1692,-7.36718239615464
PEKAO,10,xgboost,,3.0,2017-12-28,5,-9.12238082848905,-0.3223512919361226,1672,-8.685587737065267
PEKAO,10,xgboost,,4.0,2017-12-28,5,-9.31864039619666,-0.18790373600581112,1462,-9.158677304306755
PEKAO,10,xgboost,,5.0,2017-12-28,5,-8.956558943391128,-0.08080119078670064,1544,-8.991310499996947
PEKAO,10,xgboost,,6.0,2017-12-28,5,-8.968612006249867,0.01725398306585077,1331,-9.088233930907638
PEKAO,10,xgboost,,7.0,2017-12-28,5,-8.120773036007021,0.126781343719922,1600,-8.467775435956366
PEKAO,10,xgboost,,8.0,2017-12-28,5,-8.90444486067671,0.27783759019351034,1802,-9.48558942709101
PEKAO,10,xgboost,,9.0,2017-12-28,5,-6.918992880630166,0.46189727296227034,1552,-7.537213505583838
PEKAO,10,xgboost,,10.0,2017-12-28,5,-5.899897531227521,0.8438272643903768,1610,-6.406006069882826
PEKAO,10,xgboost,,1.0,2017-12-29,5,-7.345102361518956,-0.8233633323480155,655,-6.329778533034659
PEKAO,10,xgboost,,2.0,2017-12-29,5,-8.531300356225838,-0.49058242266057595,1167,-8.001916578951349
PEKAO,10,xgboost,,3.0,2017-12-29,5,-11.205990771967253,-0.3253548351277576,1347,-10.424208345396028
PEKAO,10,xgboost,,4.0,2017-12-29,5,-11.408193738163922,-0.18507826812565326,1520,-10.94264676160148
PEKAO,10,xgboost,,5.0,2017-12-29,5,-10.802726269134151,-0.08328655428557355,1402,-10.813903416904466
PEKAO,10,xgboost,,6.0,2017-12-29,5,-10.172806463379118,0.017456579186863063,1839,-10.15751471141953
PEKAO,10,xgboost,,7.0,2017-12-29,5,-9.29731898846683,0.1310145381338504,1469,-9.436318622054282
PEKAO,10,xgboost,,8.0,2017-12-29,5,-9.339914518042168,0.28535700570344,1289,-9.570617753084475
PEKAO,10,xgboost,,9.0,2017-12-29,5,-8.142257259448513,0.4637866563083605,1407,-8.476605828390092
PEKAO,10,xgboost,,10.0,2017-12-29,5,-5.797603529670731,0.8521531912678113,942,-6.212070485850526
PEKAO,20,linear,,1.0,all,0,-6.805761114592878,-1.007198526498791,4296,-5.262864874139305
PEKAO,20,linear,,2.0,all,0,-8.50382668354703,-0.7210227553364206,4291,-7.36467521443306
PEKAO,20,linear,,3.0,all,0,-9.90411134114349,-0.5237970092622226,4306,-8.639064834686783
PEKAO,20,linear,,4.0,all,0,-9.769131688621375,-0.33243364590902824,4284,-9.436332306618908
PEKAO,20,linear,,5.0,all,0,-8.868610710044146,-0.15213511904397517,4292,-8.720845121990859
PEKAO,20,linear,,6.0,all,0,-8.908011000225445,0.04065495080408859,4292,-9.203274960130543
PEKAO,20,linear,,7.0,all,0,-8.26974785976194,0.2425713777986388,4293,-8.4748740674224
PEKAO,20,linear,,8.0,all,0,-7.762272924211379,0.4729002106641322,4295,-9.117263581303126
PEKAO,20,linear,,9.0,all,0,-7.055243524890871,0.7295301064102541,4297,-8.079186412526095
PEKAO,20,linear,,10.0,all,0,-5.078175735746463,1.044901089052337,4289,-6.609607819323616
PEKAO,20,linear,,1.0,2017-12-27,0,-6.87063511189508,-0.9820301964198912,1544,-4.767337649981448
PEKAO,20,linear,,2.0,2017-12-27,0,-7.990655069566905,-0.7214244621877549,1542,-7.214476509837348
PEKAO,20,linear,,3.0,2017-12-27,0,-8.854185832635826,-0.5155322016668357,1357,-8.463844954633753
PEKAO,20,linear,,4.0,2017-12-27,0,-7.207161778577476,-0.3361191376635048,1265,-7.104564919822997
PEKAO,20,linear,,5.0,2017-12-27,0,-7.05475410833644,-0.14851772176964267,1193,-6.258774799281799
PEKAO,20,linear,,6.0,2017-12-27,0,-6.766589265625511,0.04047512786443115,1184,-7.293173493695608
PEKAO,20,linear,,7.0,2017-12-27,0,-6.577753322381132,0.24497333062135893,1241,-7.113388798572493
PEKAO,20,linear,,8.0,2017-12-27,0,-6.629659345799345,0.4717405004470702,1194,-7.752517600766962
PEKAO,20,linear,,9.0,2017-12-27,0,-6.613397089599564,0.7291964257051504,1404,-7.881457524589364
PEKAO,20,linear,,10.0,2017-12-27,0,-4.182984740672754,1.055040386389205,1663,-6.5174507323911595
PEKAO,20,linear,,1.0,2017-12-28,0,-6.511298823708165,-1.0410755610772702,1932,-5.583850903676446
PEKAO,20,linear,,2.0,2017-12-28,0,-8.265367334097476,-0.7148723583392084,1788,-6.911377259994721
PEKAO,20,linear,,3.0,2017-12-28,0,-9.735415539794202,-0.5307631747261213,1624,-8.12433945047521
PEKAO,20,linear,,4.0,2017-12-28,0,-9.84471229678317,-0.32657902870172156,1510,-9.88943227625902
PEKAO,20,linear,,5.0,2017-12-28,0,-8.450421294636046,-0.15291393079655735,1527,-8.768871773004312
PEKAO,20,linear,,6.0,2017-12-28,0,-8.74715856759236,0.03996809719678748,1567,-9.021717278025491
PEKAO,20,linear,,7.0,2017-12-28,0,-8.418121763192692,0.2480013553124105,1561,-8.814860138969223
PEKAO,20,linear,,8.0,2017-12-28,0,-7.713853534540016,0.4752720691105921,1631,-9.300802551870245
PEKAO,20,linear,,9.0,2017-12-28,0,-6.698554521075073,0.7241081520148354,1537,-7.96646769150797
PEKAO,20,linear,,10.0,2017-12-28,0,-5.784976587215524,1.0560119278649356,1644,-6.849720918646907
PEKAO,20,linear,,1.0,2017-12-29,0,-7.377390009903444,-0.9747710519087907,820,-5.439631977839277
PEKAO,20,linear,,2.0,2017-12-29,0,-9.770919238774043,-0.7318213795468865,961,-8.449069746194077
PEKAO,20,linear,,3.0,2017-12-29,0,-11.18615730071794,-0.5237232667668026,1325,-9.449394948793618
PEKAO,20,linear,,4.0,2017-12-29,0,-11.841209367800445,-0.3352025822334948,1509,-10.937660862046517
PEKAO,20,linear,,5.0,2017-12-29,0,-10.651375444882229,-0.15412386548296095,1572,-10.542672856656488
PEKAO,20,linear,,6.0,2017-12-29,0,-10.716900744354172,0.041491556880140015,1541,-10.855488473509892
PEKAO,20,linear,,7.0,2017-12-29,0,-9.522701285405253,0.23488726086235906,1491,-9.252127562364144
PEKAO,20,linear,,8.0,2017-12-29,0,-8.735954990318836,0.4712105459518845,1470,-10.022130683184216
PEKAO,20,linear,,9.0,2017-12-29,0,-7.917030688617914,0.7360212801681627,1356,-8.411679062133787
PEKAO,20,linear,,10.0,2017-12-29,0,-5.410886555494367,1.0091293268536365,982,-6.363692646493864
PEKAO,20,linear,,1.0,all,1,-6.829382335465526,-1.007198526498791,4296,-5.479412089964764
PEKAO,20,linear,,2.0,all,1,-8.464621557848652,-0.7210227553364206,4291,-7.411692431895099
PEKAO,20,linear,,3.0,all,1,-9.874779152032527,-0.5237970092622226,4306,-8.657558477015309
PEKAO,20,linear,,4.0,all,1,-9.725046562054965,-0.33243364590902824,4284,-9.40035689673279
PEKAO,20,linear,,5.0,all,1,-8.810013251714416,-0.15213511904397517,4292,-8.674503440214545
PEKAO,20,linear,,6.0,all,1,-8.853714833679247,0.04065495080408859,4292,-9.141164889235828
PEKAO,20,linear,,7.0,all,1,-8.2657553573233,0.2425713777986388,4293,-8.41585633096176
PEKAO,20,linear,,8.0,all,1,-7.73328813298375,0.4729002106641322,4295,-9.076526063395129
PEKAO,20,linear,,9.0,all,1,-7.076732562985576,0.7295301064102541,4297,-8.053281638760476
PEKAO,20,linear,,10.0,all,1,-5.29276794255219,1.044901089052337,4289,-6.5983010681756324
PEKAO,20,linear,,1.0,2017-12-27,1,-6.903712417723861,-0.9820301964198912,1544,-4.963235101051281
PEKAO,20,linear,,2.0,2017-12-27,1,-7.95001123907612,-0.7214244621877549,1542,-7.2500567489408025
PEKAO,20,linear,,3.0,2017-12-27,1,-8.816557902734349,-0.5155322016668357,1357,-8.472309203666853
PEKAO,20,linear,,4.0,2017-12-27,1,-7.1451198247234,-0.3361191376635048,1265,-7.079799612578466
PEKAO,20,linear,,5.0,2017-12-27,1,-7.008536718963914,-0.14851772176964267,1193,-6.229197893994342
PEKAO,20,linear,,6.0,2017-12-27,1,-6.650663448263834,0.04047512786443115,1184,-7.253421619079404
PEKAO,20,linear,,7.0,2017-12-27,1,-6.577655478912128,0.24497333062135893,1241,-7.024920711137593
PEKAO,20,linear,,8.0,2017-12-27,1,-6.577098222756607,0.4717405004470702,1194,-7.693397283073788
PEKAO,20,linear,,9.0,2017-12-27,1,-6.599483460912056,0.7291964257051504,1404,-7.842331342602269
PEKAO,20,linear,,10.0,2017-12-27,1,-4.4354295969681585,1.055040386389205,1663,-6.510226373937697
PEKAO,20,linear,,1.0,2017-12-28,1,-6.523822205776919,-1.0410755610772702,1932,-5.832608049076095
PEKAO,20,linear,,2.0,2017-12-28,1,-8.242105644644722,-0.7148723583392084,1788,-6.938233792276082
PEKAO,20,linear,,3.0,2017-12-28,1,-9.706433770488564,-0.5307631747261213,1624,-8.148198021433505
PEKAO,20,linear,,4.0,2017-12-28,1,-9.785880031430157,-0.32657902870172156,1510,-9.811170187674724
PEKAO,20,linear,,5.0,2017-12-28,1,-8.34976526305794,-0.15291393079655735,1527,-8.685903073889326
PEKAO,20,linear,,6.0,2017-12-28,1,-8.732309454341852,0.03996809719678748,1567,-8.91079532034303
PEKAO,20,linear,,7.0,2017-12-28,1,-8.391808661201043,0.2480013553124105,1561,-8.749977528553869
PEKAO,20,linear,,8.0,2017-12-28,1,-7.698154556118134,0.4752720691105921,1631,-9.278496395299594
PEKAO,20,linear,,9.0,2017-12-28,1,-6.748296550709197,0.7241081520148354,1537,-7.964410271410911
PEKAO,20,linear,,10.0,2017-12-28,1,-5.980377480691546,1.0560119278649356,1644,-6.842567751372674
PEKAO,20,linear,,1.0,2017-12-29,1,-7.409353705650306,-0.9747710519087907,820,-5.619171453232233
PEKAO,20,linear,,2.0,2017-12-29,1,-9.704358877677867,-0.7318213795468865,961,-8.551948696988052
PEKAO,20,linear,,3.0,2017-12-29,1,-11.164891706692925,-0.5237232667668026,1325,-9.471584623278485
PEKAO,20,linear,,4.0,2017-12-29,1,-11.826934424194057,-0.3352025822334948,1509,-10.934602685422579
PEKAO,20,linear,,5.0,2017-12-29,1,-10.624237286224458,-0.15412386548296095,1572,-10.51918682190622
PEKAO,20,linear,,6.0,2017-12-29,1,-10.66984401586844,0.041491556880140015,1541,-10.82583532811981
PEKAO,20,linear,,7.0,2017-12-29,1,-9.538835667018207,0.23488726086235906,1491,-9.223762377078799
PEKAO,20,linear,,8.0,2017-12-29,1,-8.71137902868377,0.4712105459518845,1470,-9.97587446636621
PEKAO,20,linear,,9.0,2017-12-29,1,-7.943151361053437,0.7360212801681627,1356,-8.372433192906788
PEKAO,20,linear,,10.0,2017-12-29,1,-5.5935047938812525,1.0091293268536365,982,-6.338518776262953
PEKAO,20,linear,,1.0,all,5,-6.837333439441648,-1.007198526498791,4296,-5.744817864759417
PEKAO,20,linear,,2.0,all,5,-8.324336724983523,-0.7210227553364206,4291,-7.507019619090952
PEKAO,20,linear,,3.0,all,5,-9.718535661445996,-0.5237970092622226,4306,-8.796405137541432
PEKAO,20,linear,,4.0,all,5,-9.590681246267964,-0.33243364590902824,4284,-9.403841708752125
PEKAO,20,linear,,5.0,all,5,-8.693900466127321,-0.15213511904397517,4292,-8.608097647167986
PEKAO,20,linear,,6.0,all,5,-8.834767260924318,0.04065495080408859,4292,-9.136167226483236
PEKAO,20,linear,,7.0,all,5,-8.234302203648989,0.2425713777986388,4293,-8.381850783506716
PEKAO,20,linear,,8.0,all,5,-7.742040482309585,0.4729002106641322,4295,-8.887036542121162
PEKAO,20,linear,,9.0,all,5,-7.3105409466905495,0.7295301064102541,4297,-7.93050145508931
PEKAO,20,linear,,10.0,all,5,-5.643283325730658,1.044901089052337,4289,-6.513432689365396
PEKAO,20,linear,,1.0,2017-12-27,5,-6.91139891332388,-0.9820301964198912,1544,-5.258246559594074
PEKAO,20,linear,,2.0,2017-12-27,5,-7.883931750423587,-0.7214244621877549,1542,-7.339015300508589
PEKAO,20,linear,,3.0,2017-12-27,5,-8.5647446816341,-0.5155322016668357,1357,-8.57939510524359
PEKAO,20,linear,,4.0,2017-12-27,5,-6.956024829608745,-0.3361191376635048,1265,-7.157658108893535
PEKAO,20,linear,,5.0,2017-12-27,5,-6.86023825748282,-0.14851772176964267,1193,-6.219129221254278
PEKAO,20,linear,,6.0,2017-12-27,5,-6.494761640871085,0.04047512786443115,1184,-7.287034286941508
PEKAO,20,linear,,7.0,2017-12-27,5,-6.599950597751116,0.24497333062135893,1241,-6.936418027282027
PEKAO,20,linear,,8.0,2017-12-27,5,-6.60659391156895,0.4717405004470702,1194,-7.473281619301766
PEKAO,20,linear,,9.0,2017-12-27,5,-6.744418819052755,0.7291964257051504,1404,-7.705148094977137
PEKAO,20,linear,,10.0,2017-12-27,5,-4.905378470598826,1.055040386389205,1663,-6.3492133213789765
PEKAO,20,linear,,1.0,2017-12-28,5,-6.53270688550227,-1.0410755610772702,1932,-6.016573831418062
PEKAO,20,linear,,2.0,2017-12-28,5,-8.104939662856125,-0.7148723583392084,1788,-7.01410842745319
PEKAO,20,linear,,3.0,2017-12-28,5,-9.51730072889956,-0.5307631747261213,1624,-8.283514890445224
PEKAO,20,linear,,4.0,2017-12-28,5,-9.661595862232534,-0.32657902870172156,1510,-9.725722284585745
PEKAO,20,linear,,5.0,2017-12-28,5,-8.175291869605992,-0.15291393079655735,1527,-8.589299039504871
PEKAO,20,linear,,6.0,2017-12-28,5,-8.818999784429076,0.03996809719678748,1567,-8.873342765557123
PEKAO,20,linear,,7.0,2017-12-28,5,-8.377436184961503,0.2480013553124105,1561,-8.758812166704098
PEKAO,20,linear,,8.0,2017-12-28,5,-7.660419234427498,0.4752720691105921,1631,-9.12003947651044
PEKAO,20,linear,,9.0,2017-12-28,5,-7.0376304988156795,0.7241081520148354,1537,-7.880311542609513
PEKAO,20,linear,,10.0,2017-12-28,5,-6.281917508097133,1.0560119278649356,1644,-6.824968388277443
PEKAO,20,linear,,1.0,2017-12-29,5,-7.415603452291294,-0.9747710519087907,820,-6.020712459382335
PEKAO,20,linear,,2.0,2017-12-29,5,-9.439202924624736,-0.7318213795468865,961,-8.693687537823859
PEKAO,20,linear,,3.0,2017-12-29,5,-11.146837465264978,-0.5237232667668026,1325,-9.647285420645142
PEKAO,20,linear,,4.0,2017-12-29,5,-11.728361363542591,-0.3352025822334948,1509,-10.964731426652955
PEKAO,20,linear,,5.0,2017-12-29,5,-10.589240378214443,-0.15412386548296095,1572,-10.439360246415209
PEKAO,20,linear,,6.0,2017-12-29,5,-10.648702556064537,0.041491556880140015,1541,-10.824174579298697
PEKAO,20,linear,,7.0,2017-12-29,5,-9.444763771784752,0.23488726086235906,1491,-9.190264821939797
PEKAO,20,linear,,8.0,2017-12-29,5,-8.754861884187136,0.4712105459518845,1470,-9.77682946175208
PEKAO,20,linear,,9.0,2017-12-29,5,-8.206041555530621,0.7360212801681627,1356,-8.220721228746344
PEKAO,20,linear,,10.0,2017-12-29,5,-5.823752957373987,1.0091293268536365,982,-6.269982709681086
PEKAO,20,xgboost,,1.0,all,0,-6.882435656177781,-1.1768859531305311,4294,-5.0316425475198505
PEKAO,20,xgboost,,2.0,all,0,-8.938041576366295,-0.7313752661711015,4293,-7.6513563917428975
PEKAO,20,xgboost,,3.0,all,0,-9.767299456446734,-0.5026725503973035,4294,-8.86050146275911
PEKAO,20,xgboost,,4.0,all,0,-9.608690701293263,-0.29452587810189956,4295,-9.095898114304722
PEKAO,20,xgboost,,5.0,all,0,-8.905442964730907,-0.13227979453473254,4292,-8.859105251674162
PEKAO,20,xgboost,,6.0,all,0,-8.653783679804361,0.03147433879740699,4293,-8.929038295311344
PEKAO,20,xgboost,,7.0,all,0,-8.089356460483335,0.21492064270437555,4293,-8.414472081430226
PEKAO,20,xgboost,,8.0,all,0,-8.247654574774154,0.43029320778474817,4295,-9.28590740418326
PEKAO,20,xgboost,,9.0,all,0,-6.962330996066443,0.6953214171159412,4292,-8.04213382367239
PEKAO,20,xgboost,,10.0,all,0,-4.871843610094957,1.1790376712013302,4294,-6.736568279209691
PEKAO,20,xgboost,,1.0,2017-12-27,0,-6.908913315757295,-1.1042549953448038,1507,-4.67322074635795
PEKAO,20,xgboost,,2.0,2017-12-27,0,-8.211677331347953,-0.7319061547848698,1531,-7.247700507380289
PEKAO,20,xgboost,,3.0,2017-12-27,0,-8.933009580109388,-0.5042131478984827,1226,-8.527331892591523
PEKAO,20,xgboost,,4.0,2017-12-27,0,-7.222952121336406,-0.2990440702932208,1219,-6.916726656175901
PEKAO,20,xgboost,,5.0,2017-12-27,0,-7.061726704156101,-0.1351286880412376,1435,-6.6486990875761895
PEKAO,20,xgboost,,6.0,2017-12-27,0,-6.358529351549849,0.03769900046389825,1085,-6.965823981779316
PEKAO,20,xgboost,,7.0,2017-12-27,0,-6.399900982938242,0.21142706382429627,1269,-7.089563362759484
