symbol,horizon,model,control_seed,bottom_decile_short_bps,coverage,day,decile_bins,excluded_crossing_common,latency,ordered_deciles,prediction_rows,rows,selected_rows,sign_selected_bps,threshold_bps,top_decile_long_bps
PKNORLEN,20,linear,,-7.888647687018788,0.027367856184598874,2017-12-29,10,5,1,0.0,41002,40997,1122,-5.459374517928974,1.0,-7.821840700350491
PKNORLEN,20,linear,,-8.0402033949546,0.023546200499464858,all,10,15,5,0.0,98120,98105,2310,-5.886915375870558,1.0,-7.880006186903429
PKNORLEN,20,linear,,-6.070251755423121,0.02064996614759648,2017-12-27,10,5,5,0.0,29545,29540,610,-5.110986710720688,1.0,-7.508499873797627
PKNORLEN,20,linear,,-8.93590703428565,0.020966337782936738,2017-12-28,10,5,5,0.0,27573,27568,578,-6.324655191521698,1.0,-7.999168610431622
PKNORLEN,20,linear,,-8.283619754943278,0.027367856184598874,2017-12-29,10,5,5,0.0,41002,40997,1122,-6.083263746900025,1.0,-8.245199742892398
PKNORLEN,20,xgboost,,-7.618488138454465,0.09615208195300953,all,10,15,0,0.0,98120,98105,9433,-6.002898161254823,1.0,-7.665105711660521
PKNORLEN,20,xgboost,,-5.446341326555715,0.1083276912660799,2017-12-27,10,5,0,0.0,29545,29540,3200,-5.494528525464955,1.0,-7.504889252782841
PKNORLEN,20,xgboost,,-7.879969154146631,0.0860780615206036,2017-12-28,10,5,0,0.0,27573,27568,2373,-5.885355797497031,1.0,-7.252945069435559
PKNORLEN,20,xgboost,,-8.269816712990062,0.09415323072419933,2017-12-29,10,5,0,0.0,41002,40997,3860,-6.496605638903741,1.0,-8.219791296342807
PKNORLEN,20,xgboost,,-7.82572595976862,0.09615208195300953,all,10,15,1,0.0,98120,98105,9433,-6.3459913438984294,1.0,-7.88537716446934
PKNORLEN,20,xgboost,,-5.627850867121845,0.1083276912660799,2017-12-27,10,5,1,0.0,29545,29540,3200,-5.810667513726075,1.0,-7.704981026639877
PKNORLEN,20,xgboost,,-8.189995858107904,0.0860780615206036,2017-12-28,10,5,1,0.0,27573,27568,2373,-6.35645698138659,1.0,-7.462518611173555
PKNORLEN,20,xgboost,,-8.445641910216983,0.09415323072419933,2017-12-29,10,5,1,0.0,41002,40997,3860,-6.783349193326445,1.0,-8.472919470259258
PKNORLEN,20,xgboost,,-8.221474682218387,0.09615208195300953,all,10,15,5,0.0,98120,98105,9433,-6.986401326380253,1.0,-8.376464222434066
PKNORLEN,20,xgboost,,-5.941045818183518,0.1083276912660799,2017-12-27,10,5,5,0.0,29545,29540,3200,-6.384517730403737,1.0,-8.25855222860407
PKNORLEN,20,xgboost,,-8.753201955166436,0.0860780615206036,2017-12-28,10,5,5,0.0,27573,27568,2373,-7.176264395647723,1.0,-7.937268618858891
PKNORLEN,20,xgboost,,-8.804320903362386,0.09415323072419933,2017-12-29,10,5,5,0.0,41002,40997,3860,-7.368650664140134,1.0,-8.906681937178236
PKNORLEN,50,linear,,-7.655572410876018,0.23864714584502372,all,10,15,0,0.0,98030,98015,23391,-7.987218132965947,1.0,-7.777811520628787
PKNORLEN,50,linear,,-4.8594971842306265,0.22419518807184005,2017-12-27,10,5,0,0.0,29515,29510,6616,-6.795730424323709,1.0,-7.199943825959764
PKNORLEN,50,linear,,-8.288237720744547,0.21777180623138936,2017-12-28,10,5,0,0.0,27543,27538,5997,-8.242818683741664,1.0,-7.5281946239929445
PKNORLEN,50,linear,,-8.270127341808633,0.2630898039885762,2017-12-29,10,5,0,0.0,40972,40967,10778,-8.576385527415297,1.0,-8.689923427152761
PKNORLEN,50,linear,,-7.824291810472652,0.23864714584502372,all,10,15,1,0.0,98030,98015,23391,-8.177739320760056,1.0,-7.999102518756787
PKNORLEN,50,linear,,-5.009359196370235,0.22419518807184005,2017-12-27,10,5,1,0.0,29515,29510,6616,-6.982941814009579,1.0,-7.422062363543118
PKNORLEN,50,linear,,-8.50710813213952,0.21777180623138936,2017-12-28,10,5,1,0.0,27543,27538,5997,-8.468512251872152,1.0,-7.766920030211992
PKNORLEN,50,linear,,-8.424082289998324,0.2630898039885762,2017-12-29,10,5,1,0.0,40972,40967,10778,-8.749368105022619,1.0,-8.895047541828882
PKNORLEN,50,linear,,-8.222976885684558,0.23864714584502372,all,10,15,5,0.0,98030,98015,23391,-8.603401060145927,1.0,-8.440070789586022
PKNORLEN,50,linear,,-5.384354885894536,0.22419518807184005,2017-12-27,10,5,5,0.0,29515,29510,6616,-7.4253624971702274,1.0,-7.90011329343381
PKNORLEN,50,linear,,-8.916296808699842,0.21777180623138936,2017-12-28,10,5,5,0.0,27543,27538,5997,-8.916021471916437,1.0,-8.220092823349297
PKNORLEN,50,linear,,-8.825854464062994,0.2630898039885762,2017-12-29,10,5,5,0.0,40972,40967,10778,-9.152586300752668,1.0,-9.280803012003899
PKNORLEN,50,xgboost,,-7.762587955856315,0.3168596643370913,all,10,15,0,0.0,98030,98015,31057,-8.720292674953061,1.0,-7.758430867270285
PKNORLEN,50,xgboost,,-4.91265344986897,0.30650626906133516,2017-12-27,10,5,0,0.0,29515,29510,9045,-7.661059010692707,1.0,-7.499588494601952
PKNORLEN,50,xgboost,,-7.694000299747643,0.2921417677391241,2017-12-28,10,5,0,0.0,27543,27538,8045,-8.716860426810495,1.0,-7.238425549047245
PKNORLEN,50,xgboost,,-8.757229157068416,0.34093294602973123,2017-12-29,10,5,0,0.0,40972,40967,13967,-9.408227158345474,1.0,-8.49102411335967
PKNORLEN,50,xgboost,,-7.947767176879464,0.3168596643370913,all,10,15,1,0.0,98030,98015,31057,-8.888166967897916,1.0,-7.974446239800475
PKNORLEN,50,xgboost,,-5.1636621616788,0.30650626906133516,2017-12-27,10,5,1,0.0,29515,29510,9045,-7.802900752372841,1.0,-7.691643472232697
PKNORLEN,50,xgboost,,-7.980492485217289,0.2921417677391241,2017-12-28,10,5,1,0.0,27543,27538,8045,-8.933745568558194,1.0,-7.462200776380301
PKNORLEN,50,xgboost,,-8.879499603832524,0.34093294602973123,2017-12-29,10,5,1,0.0,40972,40967,13967,-9.564729800081805,1.0,-8.726320125171249
PKNORLEN,50,xgboost,,-8.373997605266366,0.3168596643370913,all,10,15,5,0.0,98030,98015,31057,-9.28247945921742,1.0,-8.424902956768298
PKNORLEN,50,xgboost,,-5.579847277443163,0.30650626906133516,2017-12-27,10,5,5,0.0,29515,29510,9045,-8.19410741329503,1.0,-8.160725152512121
PKNORLEN,50,xgboost,,-8.454538078721695,0.2921417677391241,2017-12-28,10,5,5,0.0,27543,27538,8045,-9.376955767806992,1.0,-7.908239749258828
PKNORLEN,50,xgboost,,-9.28999265650576,0.34093294602973123,2017-12-29,10,5,5,0.0,40972,40967,13967,-9.932888512898586,1.0,-9.160387986777277
PKOBP,10,linear,,-4.599352780830932,0.0,all,10,15,0,0.0,102527,102512,0,,1.0,-4.0161354133966
PKOBP,10,linear,,-4.225726948975765,0.0,2017-12-27,10,5,0,0.0,22628,22623,0,,1.0,-3.51118981799949
PKOBP,10,linear,,-4.90459625438522,0.0,2017-12-28,10,5,0,0.0,37723,37718,0,,1.0,-4.464366672977221
PKOBP,10,linear,,-4.586664119900456,0.0,2017-12-29,10,5,0,0.0,42176,42171,0,,1.0,-3.9693824003369786
PKOBP,10,linear,,-4.692045369018119,0.0,all,10,15,1,0.0,102527,102512,0,,1.0,-4.251049080644965
PKOBP,10,linear,,-4.311842964679224,0.0,2017-12-27,10,5,1,0.0,22628,22623,0,,1.0,-3.6221789778476725
PKOBP,10,linear,,-4.996402747833372,0.0,2017-12-28,10,5,1,0.0,37723,37718,0,,1.0,-4.61896763835354
PKOBP,10,linear,,-4.6846944660001935,0.0,2017-12-29,10,5,1,0.0,42176,42171,0,,1.0,-4.260813669915754
PKOBP,10,linear,,-4.797919949064531,0.0,all,10,15,5,0.0,102527,102512,0,,1.0,-4.495307461213757
PKOBP,10,linear,,-4.474067857140158,0.0,2017-12-27,10,5,5,0.0,22628,22623,0,,1.0,-3.8269336592244225
PKOBP,10,linear,,-5.103017396769468,0.0,2017-12-28,10,5,5,0.0,37723,37718,0,,1.0,-4.763880522560649
PKOBP,10,linear,,-4.750921562530847,0.0,2017-12-29,10,5,5,0.0,42176,42171,0,,1.0,-4.549433579250243
PKOBP,10,xgboost,,-4.618727183135685,0.008594115810831903,all,10,15,0,0.0,102527,102512,881,-3.0279314936341932,1.0,-4.722709309625194
PKOBP,10,xgboost,,-4.024581036902004,0.007426070812889537,2017-12-27,10,5,0,0.0,22628,22623,168,-2.844355957043238,1.0,-3.492315173131497
PKOBP,10,xgboost,,-5.047634814503278,0.006972798133517154,2017-12-28,10,5,0,0.0,37723,37718,263,-3.626552258388006,1.0,-5.971846663569954
PKOBP,10,xgboost,,-4.711974174934111,0.01067084015081454,2017-12-29,10,5,0,0.0,42176,42171,450,-2.7466057803386987,1.0,-4.435381093514852
PKOBP,10,xgboost,,-4.714061478883052,0.008594115810831903,all,10,15,1,0.0,102527,102512,881,-3.8578272824095796,1.0,-4.899247638748158
PKOBP,10,xgboost,,-4.100958623848021,0.007426070812889537,2017-12-27,10,5,1,0.0,22628,22623,168,-3.3725431264734715,1.0,-3.597786658680362
PKOBP,10,xgboost,,-5.155474395536814,0.006972798133517154,2017-12-28,10,5,1,0.0,37723,37718,263,-4.280699516723792,1.0,-6.15364235191045
PKOBP,10,xgboost,,-4.8112010592335785,0.01067084015081454,2017-12-29,10,5,1,0.0,42176,42171,450,-3.791854705904309,1.0,-4.626892451916397
PKOBP,10,xgboost,,-4.84110837620804,0.008594115810831903,all,10,15,5,0.0,102527,102512,881,-3.9713195247045494,1.0,-5.1419588766172915
PKOBP,10,xgboost,,-4.279823922417767,0.007426070812889537,2017-12-27,10,5,5,0.0,22628,22623,168,-3.5347927714554706,1.0,-3.7265693427111524
PKOBP,10,xgboost,,-5.2739808555964585,0.006972798133517154,2017-12-28,10,5,5,0.0,37723,37718,263,-4.634135328420176,1.0,-6.392380917422163
PKOBP,10,xgboost,,-4.907658863544075,0.01067084015081454,2017-12-29,10,5,5,0.0,42176,42171,450,-3.746910498412627,1.0,-4.899459658617472
PKOBP,20,linear,,-4.518175331180273,1.951562225561562e-05,all,10,15,0,0.0,102497,102482,2,-1.1344299489504266,1.0,-3.991132515278402
PKOBP,20,linear,,-4.275943938579639,4.422234997567771e-05,2017-12-27,10,5,0,0.0,22618,22613,1,0.0,1.0,-3.473341913143289
PKOBP,20,linear,,-4.8252226624978105,2.651957144372547e-05,2017-12-28,10,5,0,0.0,37713,37708,1,-2.268859897900853,1.0,-4.341471594979312
PKOBP,20,linear,,-4.409211455698817,0.0,2017-12-29,10,5,0,0.0,42166,42161,0,,1.0,-3.98461149034265
PKOBP,20,linear,,-4.613537047663629,1.951562225561562e-05,all,10,15,1,0.0,102497,102482,2,-7.9429719436235455,1.0,-4.2293719802681995
PKOBP,20,linear,,-4.365973956606305,4.422234997567771e-05,2017-12-27,10,5,1,0.0,22618,22613,1,-2.280501710375829,1.0,-3.5836248677843296
PKOBP,20,linear,,-4.916047846818043,2.651957144372547e-05,2017-12-28,10,5,1,0.0,37713,37708,1,-13.605442176871263,1.0,-4.514431406405512
PKOBP,20,linear,,-4.512114624074345,0.0,2017-12-29,10,5,1,0.0,42166,42161,0,,1.0,-4.2724562012504546
PKOBP,20,linear,,-4.745009885841062,1.951562225561562e-05,all,10,15,5,0.0,102497,102482,2,-7.9429719436235455,1.0,-4.512232738374303
PKOBP,20,linear,,-4.526445757952652,4.422234997567771e-05,2017-12-27,10,5,5,0.0,22618,22613,1,-2.280501710375829,1.0,-3.773742297284602
PKOBP,20,linear,,-5.063770295549674,2.651957144372547e-05,2017-12-28,10,5,5,0.0,37713,37708,1,-13.605442176871263,1.0,-4.677249976204046
PKOBP,20,linear,,-4.60998349019857,0.0,2017-12-29,10,5,5,0.0,42166,42161,0,,1.0,-4.615799939323036
PKOBP,20,xgboost,,-4.607867439434281,0.033205831267929975,all,10,15,0,0.0,102497,102482,3403,-3.7458120433045914,1.0,-4.660077763550089
PKOBP,20,xgboost,,-4.139969110268808,0.025560518285941716,2017-12-27,10,5,0,0.0,22618,22613,578,-3.6444430122285896,1.0,-3.5432762179565924
PKOBP,20,xgboost,,-5.01680332157392,0.027368197729924684,2017-12-28,10,5,0,0.0,37713,37708,1032,-4.412346852066065,1.0,-5.971134139832127
PKOBP,20,xgboost,,-4.584734644357451,0.042527454282393684,2017-12-29,10,5,0,0.0,42166,42161,1793,-3.3948512944591296,1.0,-4.353528012105662
PKOBP,20,xgboost,,-4.6978720195792105,0.033205831267929975,all,10,15,1,0.0,102497,102482,3403,-4.15279107970594,1.0,-4.844127848821466
PKOBP,20,xgboost,,-4.205356506723533,0.025560518285941716,2017-12-27,10,5,1,0.0,22618,22613,578,-4.061801479011146,1.0,-3.68741039396313
PKOBP,20,xgboost,,-5.1188275051389445,0.027368197729924684,2017-12-28,10,5,1,0.0,37713,37708,1032,-4.805201590884573,1.0,-6.141690931954937
PKOBP,20,xgboost,,-4.681986268383353,0.042527454282393684,2017-12-29,10,5,1,0.0,42166,42161,1793,-3.806613913875066,1.0,-4.552034053893426
PKOBP,20,xgboost,,-4.81052464135283,0.033205831267929975,all,10,15,5,0.0,102497,102482,3403,-4.3991546540789415,1.0,-5.114123641573659
PKOBP,20,xgboost,,-4.361537961692952,0.025560518285941716,2017-12-27,10,5,5,0.0,22618,22613,578,-4.24260179782259,1.0,-3.838112851253961
PKOBP,20,xgboost,,-5.228703481451827,0.027368197729924684,2017-12-28,10,5,5,0.0,37713,37708,1032,-5.217738601006059,1.0,-6.40163678743541
PKOBP,20,xgboost,,-4.765354484481799,0.042527454282393684,2017-12-29,10,5,5,0.0,42166,42161,1793,-3.978468049331249,1.0,-4.852484711297089
PKOBP,50,linear,,-4.415491225859867,0.23886631768106883,all,10,15,0,0.0,102407,102392,24458,-4.6714519498817975,1.0,-4.173988820894378
PKOBP,50,linear,,-4.142774209079183,0.19705087897976353,2017-12-27,10,5,0,0.0,22588,22583,4450,-3.831447375213194,1.0,-3.236261588787555
PKOBP,50,linear,,-4.847038455592067,0.1953129146982324,2017-12-28,10,5,0,0.0,37683,37678,7359,-5.244139526882444,1.0,-4.799043725267822
PKOBP,50,linear,,-4.198376667540294,0.3002302342693029,2017-12-29,10,5,0,0.0,42136,42131,12649,-4.633789880004932,1.0,-4.154883915075277
PKOBP,50,linear,,-4.511137818017146,0.23886631768106883,all,10,15,1,0.0,102407,102392,24458,-4.818794731251905,1.0,-4.406411440490153
PKOBP,50,linear,,-4.231255350438435,0.19705087897976353,2017-12-27,10,5,1,0.0,22588,22583,4450,-3.916840050584114,1.0,-3.3598283033998753
PKOBP,50,linear,,-4.933994148697034,0.1953129146982324,2017-12-28,10,5,1,0.0,37683,37678,7359,-5.352168737255545,1.0,-4.97440602551319
PKOBP,50,linear,,-4.306499274787437,0.3002302342693029,2017-12-29,10,5,1,0.0,42136,42131,12649,-4.825799159964915,1.0,-4.429851066829307
PKOBP,50,linear,,-4.633415022943715,0.23886631768106883,all,10,15,5,0.0,102407,102392,24458,-4.99400774493126,1.0,-4.691034675375332
PKOBP,50,linear,,-4.378109758398307,0.19705087897976353,2017-12-27,10,5,5,0.0,22588,22583,4450,-4.066154303362604,1.0,-3.5657444398342952
PKOBP,50,linear,,-5.070591605962812,0.1953129146982324,2017-12-28,10,5,5,0.0,37683,37678,7359,-5.515550506244477,1.0,-5.209445164562494
PKOBP,50,linear,,-4.40004360488491,0.3002302342693029,2017-12-29,10,5,5,0.0,42136,42131,12649,-5.017006767342244,1.0,-4.74811136534187
PKOBP,50,xgboost,,-4.638159858468296,0.19481014141729822,all,10,15,0,0.0,102407,102392,19947,-5.181009509643329,1.0,-5.448671865348555
PKOBP,50,xgboost,,-4.311902239033635,0.13603152814063676,2017-12-27,10,5,0,0.0,22588,22583,3072,-3.9835865225350084,1.0,-3.814210015559845
PKOBP,50,xgboost,,-5.132734076259986,0.1582621158235575,2017-12-28,10,5,0,0.0,37683,37678,5963,-5.988891281258155,1.0,-6.689403698201212
PKOBP,50,xgboost,,-4.395401145547036,0.25900168521990935,2017-12-29,10,5,0,0.0,42136,42131,10912,-5.076636746837019,1.0,-5.143881220366447
PKOBP,50,xgboost,,-4.7258268087459845,0.19481014141729822,all,10,15,1,0.0,102407,102392,19947,-5.2979536885317104,1.0,-5.591269687896445
PKOBP,50,xgboost,,-4.362696742701821,0.13603152814063676,2017-12-27,10,5,1,0.0,22588,22583,3072,-4.08060070163658,1.0,-3.9773659856204944
PKOBP,50,xgboost,,-5.229840776130381,0.1582621158235575,2017-12-28,10,5,1,0.0,37683,37678,5963,-6.110074870384524,1.0,-6.820611020358968
PKOBP,50,xgboost,,-4.500980367986399,0.25900168521990935,2017-12-29,10,5,1,0.0,42136,42131,10912,-5.196875038270852,1.0,-5.288399451056961
PKOBP,50,xgboost,,-4.850982365834921,0.19481014141729822,all,10,15,5,0.0,102407,102392,19947,-5.477016654021228,1.0,-5.807768616948495
PKOBP,50,xgboost,,-4.517500593216896,0.13603152814063676,2017-12-27,10,5,5,0.0,22588,22583,3072,-4.251709685464948,1.0,-4.115696481913393
PKOBP,50,xgboost,,-5.349112890581625,0.1582621158235575,2017-12-28,10,5,5,0.0,37683,37678,5963,-6.292741066851675,1.0,-7.04122544191007
PKOBP,50,xgboost,,-4.610066913005608,0.25900168521990935,2017-12-29,10,5,5,0.0,42136,42131,10912,-5.376208216860024,1.0,-5.515385807945194
PZU,10,linear,,-4.3414763438475905,6.525157745688502e-06,all,10,705,0,0.0,153958,153253,1,0.0,1.0,-5.13508215691754
PZU,10,linear,,-4.1721106421216,1.2466496291217353e-05,2017-12-27,10,695,0,0.0,80910,80215,1,0.0,1.0,-5.189037632833459
PZU,10,linear,,-4.396152742357455,0.0,2017-12-28,10,5,0,0.0,34932,34927,0,,1.0,-4.80742627570312
PZU,10,linear,,-4.685513202740468,0.0,2017-12-29,10,5,0,0.0,38116,38111,0,,1.0,-5.4129461849115
PZU,10,linear,,-4.505973738486009,6.525157745688502e-06,all,10,705,1,0.0,153958,153253,1,-4.9267151126993785,1.0,-5.296288357239527
PZU,10,linear,,-4.356875768258396,1.2466496291217353e-05,2017-12-27,10,695,1,0.0,80910,80215,1,-4.9267151126993785,1.0,-5.348096765061466
PZU,10,linear,,-4.537177144899405,0.0,2017-12-28,10,5,1,0.0,34932,34927,0,,1.0,-4.955512639242465
PZU,10,linear,,-4.829196004398534,0.0,2017-12-29,10,5,1,0.0,38116,38111,0,,1.0,-5.596030592022206
PZU,10,linear,,-4.807338641425594,6.525157745688502e-06,all,10,705,5,0.0,153958,153253,1,-4.927322000493502,1.0,-5.60069930846338
PZU,10,linear,,-4.680070096266129,1.2466496291217353e-05,2017-12-27,10,695,5,0.0,80910,80215,1,-4.927322000493502,1.0,-5.655586986753992
PZU,10,linear,,-4.801930820671707,0.0,2017-12-28,10,5,5,0.0,34932,34927,0,,1.0,-5.249965975565103
PZU,10,linear,,-5.121764612221774,0.0,2017-12-29,10,5,5,0.0,38116,38111,0,,1.0,-5.905292697558397
PZU,10,xgboost,,-4.387896404607712,0.0035823116023829876,all,10,705,0,0.0,153958,153253,549,-2.5363080009763763,1.0,-5.30183799203067
PZU,10,xgboost,,-4.475184266435833,0.003976812316898335,2017-12-27,10,695,0,0.0,80910,80215,319,-2.597502715993437,1.0,-5.420105263540869
PZU,10,xgboost,,-4.14446005070451,0.00363615540985484,2017-12-28,10,5,0,0.0,34932,34927,127,-2.423250966909685,1.0,-4.644022347144958
PZU,10,xgboost,,-4.442610687708405,0.002702631786098502,2017-12-29,10,5,0,0.0,38116,38111,103,-2.4861830421028577,1.0,-5.784329415744543
PZU,10,xgboost,,-4.556344770578904,0.0035823116023829876,all,10,705,1,0.0,153958,153253,549,-3.8499260481924056,1.0,-5.488864220264691
PZU,10,xgboost,,-4.649815086302762,0.003976812316898335,2017-12-27,10,695,1,0.0,80910,80215,319,-4.073215152418428,1.0,-5.6126775505424025
PZU,10,xgboost,,-4.2831260558943836,0.00363615540985484,2017-12-28,10,5,1,0.0,34932,34927,127,-3.480224207213585,1.0,-4.843925783440354
PZU,10,xgboost,,-4.6302177064755385,0.002702631786098502,2017-12-29,10,5,1,0.0,38116,38111,103,-3.6142261409711356,1.0,-5.941028061068852
PZU,10,xgboost,,-4.897778817075083,0.0035823116023829876,all,10,705,5,0.0,153958,153253,549,-4.432899902888919,1.0,-5.85305294380561
PZU,10,xgboost,,-4.986703033373254,0.003976812316898335,2017-12-27,10,695,5,0.0,80910,80215,319,-4.441333808653055,1.0,-5.980946271903952
PZU,10,xgboost,,-4.599469987492986,0.00363615540985484,2017-12-28,10,5,5,0.0,34932,34927,127,-4.216849511413176,1.0,-5.217599681857075
PZU,10,xgboost,,-5.014832733728778,0.002702631786098502,2017-12-29,10,5,5,0.0,38116,38111,103,-4.673171590060382,1.0,-6.2828915913282
PZU,20,linear,,-4.316351862809412,3.948407475651487e-05,all,10,627,0,0.0,152587,151960,6,-6.398144752916046,1.0,-5.172276736513579
PZU,20,linear,,-4.107954400573463,2.53350561171493e-05,2017-12-27,10,617,0,0.0,79559,78942,2,-1.2125621438104905,1.0,-5.243731497771801
PZU,20,linear,,-4.375747531925057,8.591803419537761e-05,2017-12-28,10,5,0,0.0,34922,34917,3,-8.8253593985733,1.0,-4.819059236906284
PZU,20,linear,,-4.742612245228976,2.624603028791895e-05,2017-12-29,10,5,0,0.0,38106,38101,1,-9.487666034155396,1.0,-5.458078028054454
PZU,20,linear,,-4.4879288559803285,3.948407475651487e-05,all,10,627,1,0.0,152587,151960,6,-8.025984469512984,1.0,-5.337694089637831
PZU,20,linear,,-4.301924359684629,2.53350561171493e-05,2017-12-27,10,617,1,0.0,79559,78942,2,-4.888187818231737,1.0,-5.421001875570368
PZU,20,linear,,-4.523593157116055,8.591803419537761e-05,2017-12-28,10,5,1,0.0,34922,34917,3,-9.630621715486344,1.0,-4.949893102957649
PZU,20,linear,,-4.888630306791271,2.624603028791895e-05,2017-12-29,10,5,1,0.0,38106,38101,1,-9.487666034155396,1.0,-5.63893941536615
PZU,20,linear,,-4.809210028321078,3.948407475651487e-05,all,10,627,5,0.0,152587,151960,6,-7.623070548056218,1.0,-5.648553765679248
PZU,20,linear,,-4.669050887230565,2.53350561171493e-05,2017-12-27,10,617,5,0.0,79559,78942,2,-4.888197307677473,1.0,-5.766366713168351
PZU,20,linear,,-4.782409134727598,8.591803419537761e-05,2017-12-28,10,5,5,0.0,34922,34917,3,-8.824787546275656,1.0,-5.232967972271645
PZU,20,linear,,-5.173780176871773,2.624603028791895e-05,2017-12-29,10,5,5,0.0,38106,38101,1,-9.487666034155396,1.0,-5.897711836016144
PZU,20,xgboost,,-4.431539509209957,0.020498815477757306,all,10,627,0,0.0,152587,151960,3115,-2.929529517415636,1.0,-5.436349001572948
PZU,20,xgboost,,-4.297535353384347,0.022624205112614326,2017-12-27,10,617,0,0.0,79559,78942,1786,-2.907469033073739,1.0,-5.497146950932205
PZU,20,xgboost,,-4.368895755846341,0.024515279090414413,2017-12-28,10,5,0,0.0,34922,34917,856,-2.64444190785721,1.0,-5.186017702068815
PZU,20,xgboost,,-4.850348389965211,0.012414372326185665,2017-12-29,10,5,0,0.0,38106,38101,473,-3.5287578870068437,1.0,-5.610045171098603
PZU,20,xgboost,,-4.611060869681469,0.020498815477757306,all,10,627,1,0.0,152587,151960,3115,-3.614965898561929,1.0,-5.628727901561869
PZU,20,xgboost,,-4.4934900470668575,0.022624205112614326,2017-12-27,10,617,1,0.0,79559,78942,1786,-3.611381341366198,1.0,-5.685378384789592
PZU,20,xgboost,,-4.516643109972839,0.024515279090414413,2017-12-28,10,5,1,0.0,34922,34917,856,-3.2488872196348364,1.0,-5.382186962779351
PZU,20,xgboost,,-5.024983325567849,0.012414372326185665,2017-12-29,10,5,1,0.0,38106,38101,473,-4.291002618040084,1.0,-5.80890142385746
PZU,20,xgboost,,-4.955955720352563,0.020498815477757306,all,10,627,5,0.0,152587,151960,3115,-4.209077517825147,1.0,-6.012170052864018
PZU,20,xgboost,,-4.8778449583272385,0.022624205112614326,2017-12-27,10,617,5,0.0,79559,78942,1786,-4.184636643755123,1.0,-6.106912189330431
PZU,20,xgboost,,-4.778999347944461,0.024515279090414413,2017-12-28,10,5,5,0.0,34922,34917,856,-3.821491434074049,1.0,-5.716947339248628
PZU,20,xgboost,,-5.365497160001101,0.012414372326185665,2017-12-29,10,5,5,0.0,38106,38101,473,-5.002788064928744,1.0,-6.151984547943548
PZU,50,linear,,-4.443482334849639,0.08178151260504202,all,10,472,0,0.0,149222,148750,12165,-3.7829365255408414,1.0,-5.255412203675208
PZU,50,linear,,-4.173912665547216,0.07933554992611358,2017-12-27,10,462,0,0.0,76254,75792,6013,-3.7129891499941645,1.0,-5.385469638272219
PZU,50,linear,,-4.6789224408261685,0.10230171697193798,2017-12-28,10,5,0,0.0,34892,34887,3569,-3.5270695412713615,1.0,-4.689659914281088
PZU,50,linear,,-4.801674882320082,0.06784691760132384,2017-12-29,10,5,0,0.0,38076,38071,2583,-4.299306187182321,1.0,-5.717910083416279
PZU,50,linear,,-4.619388524171649,0.08178151260504202,all,10,472,1,0.0,149222,148750,12165,-4.040823774194847,1.0,-5.411972590282155
PZU,50,linear,,-4.373904259515658,0.07933554992611358,2017-12-27,10,462,1,0.0,76254,75792,6013,-3.990876069769965,1.0,-5.565178192955661
PZU,50,linear,,-4.834164256525495,0.10230171697193798,2017-12-28,10,5,1,0.0,34892,34887,3569,-3.783118862138342,1.0,-4.807463078461963
PZU,50,linear,,-4.945167933851583,0.06784691760132384,2017-12-29,10,5,1,0.0,38076,38071,2583,-4.513175449702581,1.0,-5.869523185221768
PZU,50,linear,,-4.949231657769644,0.08178151260504202,all,10,472,5,0.0,149222,148750,12165,-4.45069101279073,1.0,-5.733174492296007
PZU,50,linear,,-4.731509712640214,0.07933554992611358,2017-12-27,10,462,5,0.0,76254,75792,6013,-4.434995259883782,1.0,-5.9280049473673335
PZU,50,linear,,-5.177460329216417,0.10230171697193798,2017-12-28,10,5,5,0.0,34892,34887,3569,-4.218636814238432,1.0,-5.124115794585139
PZU,50,linear,,-5.196581197883319,0.06784691760132384,2017-12-29,10,5,5,0.0,38076,38071,2583,-4.807864840457257,1.0,-6.0900473608196775
PZU,50,xgboost,,-4.6456090722357155,0.11488403361344537,all,10,472,0,0.0,149222,148750,17089,-4.4952286996727295,1.0,-5.735252959742872
PZU,50,xgboost,,-4.409735575180145,0.12026335233270002,2017-12-27,10,462,0,0.0,76254,75792,9115,-4.409249462774519,1.0,-5.6638171222869165
PZU,50,xgboost,,-4.821967658440307,0.1261214779144094,2017-12-28,10,5,0,0.0,34892,34887,4400,-4.164991549957853,1.0,-5.187818684739136
PZU,50,xgboost,,-5.025927599635342,0.0938772293871976,2017-12-29,10,5,0,0.0,38076,38071,3574,-5.121066473336033,1.0,-6.6192213982707555
PZU,50,xgboost,,-4.824499450883981,0.11488403361344537,all,10,472,1,0.0,149222,148750,17089,-4.742280383843247,1.0,-5.905033154196633
PZU,50,xgboost,,-4.604738146115359,0.12026335233270002,2017-12-27,10,462,1,0.0,76254,75792,9115,-4.6794023318257105,1.0,-5.858781291416069
PZU,50,xgboost,,-4.9808568301100316,0.1261214779144094,2017-12-28,10,5,1,0.0,34892,34887,4400,-4.400992231941104,1.0,-5.3434970094067324
PZU,50,xgboost,,-5.188206901554604,0.0938772293871976,2017-12-29,10,5,1,0.0,38076,38071,3574,-5.322806772346117,1.0,-6.745145823323503
PZU,50,xgboost,,-5.155694051491263,0.11488403361344537,all,10,472,5,0.0,149222,148750,17089,-5.11880758761867,1.0,-6.2059988235575645
