symbol,day,horizon,model,control_seed,latency,interpretation,tail_bin,bins_available,fill_probability_tail_minus_center,markout_5_tail_minus_center
PEKAO,2017-12-29,50,xgboost,,1,retain,10,10,-0.047117654191908304,0.057080717036791184
PEKAO,2017-12-29,50,xgboost,,5,reset,1,10,-0.082571483790447,0.4170290217714342
PEKAO,2017-12-29,50,xgboost,,5,reset,10,10,-0.03666444964811874,-0.11200880098522392
PEKAO,2017-12-29,50,xgboost,,5,retain,1,10,-0.082571483790447,0.4170290217714342
PEKAO,2017-12-29,50,xgboost,,5,retain,10,10,-0.03666444964811874,-0.11200880098522392
PEKAO,all,10,linear,,0,reset,1,10,-0.005572437089209946,-1.398751093752724
PEKAO,all,10,linear,,0,reset,10,10,0.001643250034059936,-0.21786558316857335
PEKAO,all,10,linear,,0,retain,1,10,-0.005572437089209946,-1.398751093752724
PEKAO,all,10,linear,,0,retain,10,10,0.001643250034059936,-0.21786558316857335
PEKAO,all,10,linear,,1,reset,1,10,-0.008011058170197179,-1.2675202418004385
PEKAO,all,10,linear,,1,reset,10,10,0.0006006270917418514,0.12548369858280006
PEKAO,all,10,linear,,1,retain,1,10,-0.008011058170197179,-1.2675202418004385
PEKAO,all,10,linear,,1,retain,10,10,0.0006006270917418514,0.12548369858280006
PEKAO,all,10,linear,,5,reset,1,10,-0.0071971870317026,-0.5266746830647091
PEKAO,all,10,linear,,5,reset,10,10,0.0009503559033564347,0.9005480859529523
PEKAO,all,10,linear,,5,retain,1,10,-0.0071971870317026,-0.5266746830647091
PEKAO,all,10,linear,,5,retain,10,10,0.0009503559033564347,0.9005480859529523
PEKAO,all,10,xgboost,,0,reset,1,10,-0.006017926081036831,-1.1804230151154746
PEKAO,all,10,xgboost,,0,reset,10,10,0.002859875116581482,0.23074206682725884
PEKAO,all,10,xgboost,,0,retain,1,10,-0.006017926081036831,-1.1804230151154746
PEKAO,all,10,xgboost,,0,retain,10,10,0.002859875116581482,0.23074206682725884
PEKAO,all,10,xgboost,,1,reset,1,10,-0.006245852937628183,-1.0924231903649106
PEKAO,all,10,xgboost,,1,reset,10,10,0.0021679183918401883,0.5363090985883456
PEKAO,all,10,xgboost,,1,retain,1,10,-0.006245852937628183,-1.0924231903649106
PEKAO,all,10,xgboost,,1,retain,10,10,0.0021679183918401883,0.5363090985883456
PEKAO,all,10,xgboost,,5,reset,1,10,-0.001942710218361685,-0.7478915013123119
PEKAO,all,10,xgboost,,5,reset,10,10,0.005783484799690314,0.5755359750307055
PEKAO,all,10,xgboost,,5,retain,1,10,-0.001942710218361685,-0.7478915013123119
PEKAO,all,10,xgboost,,5,retain,10,10,0.005783484799690314,0.5755359750307055
PEKAO,all,20,linear,,0,reset,1,10,-0.02392478527727688,-0.5927474044246078
PEKAO,all,20,linear,,0,reset,10,10,-0.015926623626071904,0.31722176490138926
PEKAO,all,20,linear,,0,retain,1,10,-0.02392478527727688,-0.5927474044246078
PEKAO,all,20,linear,,0,retain,10,10,-0.015926623626071904,0.31722176490138926
PEKAO,all,20,linear,,1,reset,1,10,-0.025674714474961,-0.6784585332756574
PEKAO,all,20,linear,,1,reset,10,10,-0.017206340584783042,0.41596705820335855
PEKAO,all,20,linear,,1,retain,1,10,-0.025674714474961,-0.6784585332756574
PEKAO,all,20,linear,,1,retain,10,10,-0.017206340584783042,0.41596705820335855
PEKAO,all,20,linear,,5,reset,1,10,-0.02126860413394746,-0.4674351178106415
PEKAO,all,20,linear,,5,reset,10,10,-0.01884078244445657,0.8254218006754088
PEKAO,all,20,linear,,5,retain,1,10,-0.02126860413394746,-0.4674351178106415
PEKAO,all,20,linear,,5,retain,10,10,-0.01884078244445657,0.8254218006754088
PEKAO,all,20,xgboost,7.0,0,reset,1,10,0.029114662394073565,0.6063963910311254
PEKAO,all,20,xgboost,7.0,0,reset,10,10,0.015610587888834918,0.2909767359608403
PEKAO,all,20,xgboost,7.0,0,retain,1,10,0.029114662394073565,0.6063963910311254
PEKAO,all,20,xgboost,7.0,0,retain,10,10,0.015610587888834918,0.2909767359608403
PEKAO,all,20,xgboost,7.0,1,reset,1,10,0.02480738246869585,0.5818366844158631
PEKAO,all,20,xgboost,7.0,1,reset,10,10,0.013864425542036943,0.26676117758477136
PEKAO,all,20,xgboost,7.0,1,retain,1,10,0.02480738246869585,0.5818366844158631
PEKAO,all,20,xgboost,7.0,1,retain,10,10,0.013864425542036943,0.26676117758477136
PEKAO,all,20,xgboost,7.0,5,reset,1,10,0.018170784338533294,0.3951609478227901
PEKAO,all,20,xgboost,7.0,5,reset,10,10,0.013048549181373797,0.6669706075651642
PEKAO,all,20,xgboost,7.0,5,retain,1,10,0.018170784338533294,0.3951609478227901
PEKAO,all,20,xgboost,7.0,5,retain,10,10,0.013048549181373797,0.6669706075651642
PEKAO,all,20,xgboost,,0,reset,1,10,-0.02023720321244497,-0.6065941780718928
PEKAO,all,20,xgboost,,0,reset,10,10,-0.009061417415006087,-0.05675807830338181
PEKAO,all,20,xgboost,,0,retain,1,10,-0.02023720321244497,-0.6065941780718928
PEKAO,all,20,xgboost,,0,retain,10,10,-0.009061417415006087,-0.05675807830338181
PEKAO,all,20,xgboost,,1,reset,1,10,-0.01953779555944196,-0.6553015307275667
PEKAO,all,20,xgboost,,1,reset,10,10,-0.009991811857462916,-0.1068233315411187
PEKAO,all,20,xgboost,,1,retain,1,10,-0.01953779555944196,-0.6553015307275667
PEKAO,all,20,xgboost,,1,retain,10,10,-0.009991811857462916,-0.1068233315411187
PEKAO,all,20,xgboost,,5,reset,1,10,-0.016274507470674535,-0.9055056322362774
PEKAO,all,20,xgboost,,5,reset,10,10,-0.010686614571955091,0.16135089940203187
PEKAO,all,20,xgboost,,5,retain,1,10,-0.016274507470674535,-0.9055056322362774
PEKAO,all,20,xgboost,,5,retain,10,10,-0.010686614571955091,0.16135089940203187
PEKAO,all,50,linear,,0,reset,1,10,-0.03981241076424935,-0.31318971767439263
PEKAO,all,50,linear,,0,reset,10,10,-0.042580494633691096,0.33936491286977905
PEKAO,all,50,linear,,0,retain,1,10,-0.03981241076424935,-0.31318971767439263
PEKAO,all,50,linear,,0,retain,10,10,-0.042580494633691096,0.33936491286977905
PEKAO,all,50,linear,,1,reset,1,10,-0.03981333598054043,-0.31525704838441526
PEKAO,all,50,linear,,1,reset,10,10,-0.04281381241250584,0.37578673052848466
PEKAO,all,50,linear,,1,retain,1,10,-0.03981333598054043,-0.31525704838441526
PEKAO,all,50,linear,,1,retain,10,10,-0.04281381241250584,0.37578673052848466
PEKAO,all,50,linear,,5,reset,1,10,-0.026051886564999543,-0.2642022913205342
PEKAO,all,50,linear,,5,reset,10,10,-0.030914605692953817,0.4841427609868521
PEKAO,all,50,linear,,5,retain,1,10,-0.026051886564999543,-0.2642022913205342
PEKAO,all,50,linear,,5,retain,10,10,-0.030914605692953817,0.4841427609868521
PEKAO,all,50,xgboost,,0,reset,1,10,-0.05906392653898432,-0.45916565224372285
PEKAO,all,50,xgboost,,0,reset,10,10,-0.06300050415956965,0.35685016155357696
PEKAO,all,50,xgboost,,0,retain,1,10,-0.05906392653898432,-0.45916565224372285
PEKAO,all,50,xgboost,,0,retain,10,10,-0.06300050415956965,0.35685016155357696
PEKAO,all,50,xgboost,,1,reset,1,10,-0.05672933827486762,-0.44756241456294443
PEKAO,all,50,xgboost,,1,reset,10,10,-0.06416448523894452,0.36254043242694495
PEKAO,all,50,xgboost,,1,retain,1,10,-0.05672933827486762,-0.44756241456294443
PEKAO,all,50,xgboost,,1,retain,10,10,-0.06416448523894452,0.36254043242694495
PEKAO,all,50,xgboost,,5,reset,1,10,-0.04343259405790925,-0.18022136733184269
PEKAO,all,50,xgboost,,5,reset,10,10,-0.05062941619030206,0.6054462046913424
PEKAO,all,50,xgboost,,5,retain,1,10,-0.04343259405790925,-0.18022136733184269
PEKAO,all,50,xgboost,,5,retain,10,10,-0.05062941619030206,0.6054462046913424
PKNORLEN,2017-12-27,10,linear,,0,reset,1,10,-0.001579011985715312,
PKNORLEN,2017-12-27,10,linear,,0,reset,10,10,0.000920988014284688,1.6636147687883307
PKNORLEN,2017-12-27,10,linear,,0,retain,1,10,-0.001579011985715312,
PKNORLEN,2017-12-27,10,linear,,0,retain,10,10,0.000920988014284688,1.6636147687883307
PKNORLEN,2017-12-27,10,linear,,1,reset,1,10,-0.0032555728059193013,
PKNORLEN,2017-12-27,10,linear,,1,reset,10,10,-0.00025557280591930126,1.0974334698752708
PKNORLEN,2017-12-27,10,linear,,1,retain,1,10,-0.0032555728059193013,
PKNORLEN,2017-12-27,10,linear,,1,retain,10,10,-0.00025557280591930126,1.0974334698752708
PKNORLEN,2017-12-27,10,linear,,5,reset,1,10,-0.004621772512893836,-2.321816291291411
PKNORLEN,2017-12-27,10,linear,,5,reset,10,10,-0.0006870636378231744,0.15353828907896683
PKNORLEN,2017-12-27,10,linear,,5,retain,1,10,-0.004621772512893836,-2.321816291291411
PKNORLEN,2017-12-27,10,linear,,5,retain,10,10,-0.0006870636378231744,0.15353828907896683
PKNORLEN,2017-12-27,10,xgboost,,0,reset,1,10,-0.0019932165293975942,
PKNORLEN,2017-12-27,10,xgboost,,0,reset,10,10,0.0005715436655241803,0.6641114419610918
PKNORLEN,2017-12-27,10,xgboost,,0,retain,1,10,-0.0019932165293975942,
PKNORLEN,2017-12-27,10,xgboost,,0,retain,10,10,0.0005715436655241803,0.6641114419610918
PKNORLEN,2017-12-27,10,xgboost,,1,reset,1,10,-0.0016919614647824559,-1.408679526690112
PKNORLEN,2017-12-27,10,xgboost,,1,reset,10,10,0.002418190933216037,0.5902352162115397
PKNORLEN,2017-12-27,10,xgboost,,1,retain,1,10,-0.0016919614647824559,-1.408679526690112
PKNORLEN,2017-12-27,10,xgboost,,1,retain,10,10,0.002418190933216037,0.5902352162115397
PKNORLEN,2017-12-27,10,xgboost,,5,reset,1,10,-0.004132147391206915,-1.8078044710640677
PKNORLEN,2017-12-27,10,xgboost,,5,reset,10,10,0.0017700691001749942,0.6870687092462099
PKNORLEN,2017-12-27,10,xgboost,,5,retain,1,10,-0.004132147391206915,-1.8078044710640677
PKNORLEN,2017-12-27,10,xgboost,,5,retain,10,10,0.0017700691001749942,0.6870687092462099
PKNORLEN,2017-12-27,20,linear,,0,reset,1,10,-0.010484784262757611,-1.7923664939025394
PKNORLEN,2017-12-27,20,linear,,0,reset,10,10,-0.0036703049553097524,0.4317731266176299
PKNORLEN,2017-12-27,20,linear,,0,retain,1,10,-0.010484784262757611,-1.7923664939025394
PKNORLEN,2017-12-27,20,linear,,0,retain,10,10,-0.0036703049553097524,0.4317731266176299
PKNORLEN,2017-12-27,20,linear,,1,reset,1,10,-0.009646107978016454,-1.5982717854902497
PKNORLEN,2017-12-27,20,linear,,1,reset,10,10,-0.00460596479213049,0.4082753409878396
PKNORLEN,2017-12-27,20,linear,,1,retain,1,10,-0.009646107978016454,-1.5982717854902497
PKNORLEN,2017-12-27,20,linear,,1,retain,10,10,-0.00460596479213049,0.4082753409878396
PKNORLEN,2017-12-27,20,linear,,5,reset,1,10,-0.006992770116481457,-1.4845155686943885
PKNORLEN,2017-12-27,20,linear,,5,reset,10,10,-0.0032000974350335255,0.5589232396660998
PKNORLEN,2017-12-27,20,linear,,5,retain,1,10,-0.006992770116481457,-1.4845155686943885
PKNORLEN,2017-12-27,20,linear,,5,retain,10,10,-0.0032000974350335255,0.5589232396660998
PKNORLEN,2017-12-27,20,xgboost,7.0,0,reset,1,10,-0.014929545986567873,-1.3756957299071197
PKNORLEN,2017-12-27,20,xgboost,7.0,0,reset,10,10,-0.012783506207911674,0.13725850784185709
PKNORLEN,2017-12-27,20,xgboost,7.0,0,retain,1,10,-0.014929545986567873,-1.3756957299071197
PKNORLEN,2017-12-27,20,xgboost,7.0,0,retain,10,10,-0.012783506207911674,0.13725850784185709
PKNORLEN,2017-12-27,20,xgboost,7.0,1,reset,1,10,-0.015202365688676053,-1.163583520778938
PKNORLEN,2017-12-27,20,xgboost,7.0,1,reset,10,10,-0.01275768559836069,0.08193707671511435
PKNORLEN,2017-12-27,20,xgboost,7.0,1,retain,1,10,-0.015202365688676053,-1.163583520778938
PKNORLEN,2017-12-27,20,xgboost,7.0,1,retain,10,10,-0.01275768559836069,0.08193707671511435
PKNORLEN,2017-12-27,20,xgboost,7.0,5,reset,1,10,-0.011646921292720283,-1.0801791174070767
PKNORLEN,2017-12-27,20,xgboost,7.0,5,reset,10,10,-0.011920043023060913,-0.25792522779225246
PKNORLEN,2017-12-27,20,xgboost,7.0,5,retain,1,10,-0.011646921292720283,-1.0801791174070767
PKNORLEN,2017-12-27,20,xgboost,7.0,5,retain,10,10,-0.011920043023060913,-0.25792522779225246
PKNORLEN,2017-12-27,20,xgboost,,0,reset,1,10,-0.007101718230871449,-2.1279579823840113
PKNORLEN,2017-12-27,20,xgboost,,0,reset,10,10,-0.003789185291407369,0.03272980259660552
PKNORLEN,2017-12-27,20,xgboost,,0,retain,1,10,-0.007101718230871449,-2.1279579823840113
PKNORLEN,2017-12-27,20,xgboost,,0,retain,10,10,-0.003789185291407369,0.03272980259660552
PKNORLEN,2017-12-27,20,xgboost,,1,reset,1,10,-0.005411535750144041,-1.821648171476813
PKNORLEN,2017-12-27,20,xgboost,,1,reset,10,10,-0.0027871175085786085,0.040220406342953596
PKNORLEN,2017-12-27,20,xgboost,,1,retain,1,10,-0.005411535750144041,-1.821648171476813
PKNORLEN,2017-12-27,20,xgboost,,1,retain,10,10,-0.0027871175085786085,0.040220406342953596
PKNORLEN,2017-12-27,20,xgboost,,5,reset,1,10,-0.0004216084017798563,-0.8447993635389005
PKNORLEN,2017-12-27,20,xgboost,,5,reset,10,10,-0.0015995814620481316,0.5199756493332058
PKNORLEN,2017-12-27,20,xgboost,,5,retain,1,10,-0.0004216084017798563,-0.8447993635389005
PKNORLEN,2017-12-27,20,xgboost,,5,retain,10,10,-0.0015995814620481316,0.5199756493332058
PKNORLEN,2017-12-27,50,linear,,0,reset,1,10,-0.007381006765772816,-1.4898998742748377
PKNORLEN,2017-12-27,50,linear,,0,reset,10,10,-0.025751031721543693,0.06863042752118204
PKNORLEN,2017-12-27,50,linear,,0,retain,1,10,-0.007381006765772816,-1.4898998742748377
PKNORLEN,2017-12-27,50,linear,,0,retain,10,10,-0.025751031721543693,0.06863042752118204
PKNORLEN,2017-12-27,50,linear,,1,reset,1,10,-0.0028591858956722865,-1.4190986132023105
PKNORLEN,2017-12-27,50,linear,,1,reset,10,10,-0.02141315714381232,0.1176757632740299
PKNORLEN,2017-12-27,50,linear,,1,retain,1,10,-0.0028591858956722865,-1.4190986132023105
PKNORLEN,2017-12-27,50,linear,,1,retain,10,10,-0.02141315714381232,0.1176757632740299
PKNORLEN,2017-12-27,50,linear,,5,reset,1,10,0.009722437823434613,-1.1197807694486286
PKNORLEN,2017-12-27,50,linear,,5,reset,10,10,-0.014273766087474465,0.3004063525084853
PKNORLEN,2017-12-27,50,linear,,5,retain,1,10,0.009722437823434613,-1.1197807694486286
PKNORLEN,2017-12-27,50,linear,,5,retain,10,10,-0.014273766087474465,0.3004063525084853
PKNORLEN,2017-12-27,50,xgboost,,0,reset,1,10,-0.012475401733282793,-1.5256084882028382
PKNORLEN,2017-12-27,50,xgboost,,0,reset,10,10,-0.03932422848753544,-0.021575828533208552
PKNORLEN,2017-12-27,50,xgboost,,0,retain,1,10,-0.012475401733282793,-1.5256084882028382
PKNORLEN,2017-12-27,50,xgboost,,0,retain,10,10,-0.03932422848753544,-0.021575828533208552
PKNORLEN,2017-12-27,50,xgboost,,1,reset,1,10,-0.0057081711513106426,-1.3385371120846241
PKNORLEN,2017-12-27,50,xgboost,,1,reset,10,10,-0.0349322061162282,0.06095468127342274
PKNORLEN,2017-12-27,50,xgboost,,1,retain,1,10,-0.0057081711513106426,-1.3385371120846241
PKNORLEN,2017-12-27,50,xgboost,,1,retain,10,10,-0.0349322061162282,0.06095468127342274
PKNORLEN,2017-12-27,50,xgboost,,5,reset,1,10,0.014667214278900387,-1.1747243008799442
PKNORLEN,2017-12-27,50,xgboost,,5,reset,10,10,-0.014601401071689613,0.06421418389162503
PKNORLEN,2017-12-27,50,xgboost,,5,retain,1,10,0.014667214278900387,-1.1747243008799442
PKNORLEN,2017-12-27,50,xgboost,,5,retain,10,10,-0.014601401071689613,0.06421418389162503
PKNORLEN,2017-12-28,10,linear,,0,reset,1,10,0.00010624335045748227,0.33012074453753215
PKNORLEN,2017-12-28,10,linear,,0,reset,10,10,-0.0018883384017748775,-0.558768188247056
PKNORLEN,2017-12-28,10,linear,,0,retain,1,10,0.00010624335045748227,0.33012074453753215
PKNORLEN,2017-12-28,10,linear,,0,retain,10,10,-0.0018883384017748775,-0.558768188247056
PKNORLEN,2017-12-28,10,linear,,1,reset,1,10,-0.00039840738789081315,1.1887150177529808
PKNORLEN,2017-12-28,10,linear,,1,reset,10,10,-0.0015980843799612335,0.47908555902441907
PKNORLEN,2017-12-28,10,linear,,1,retain,1,10,-0.00039840738789081315,1.1887150177529808
PKNORLEN,2017-12-28,10,linear,,1,retain,10,10,-0.0015980843799612335,0.47908555902441907
PKNORLEN,2017-12-28,10,linear,,5,reset,1,10,0.0005108796301239059,1.3651724964225187
PKNORLEN,2017-12-28,10,linear,,5,reset,10,10,-0.0008775560941793256,1.2243514349135496
PKNORLEN,2017-12-28,10,linear,,5,retain,1,10,0.0005108796301239059,1.3651724964225187
PKNORLEN,2017-12-28,10,linear,,5,retain,10,10,-0.0008775560941793256,1.2243514349135496
PKNORLEN,2017-12-28,10,xgboost,,0,reset,1,10,-0.00038717129958355453,1.2087162689264785
PKNORLEN,2017-12-28,10,xgboost,,0,reset,10,10,-0.001089664863490704,0.4425949075841298
PKNORLEN,2017-12-28,10,xgboost,,0,retain,1,10,-0.00038717129958355453,1.2087162689264785
PKNORLEN,2017-12-28,10,xgboost,,0,retain,10,10,-0.001089664863490704,0.4425949075841298
PKNORLEN,2017-12-28,10,xgboost,,1,reset,1,10,0.001966490344927587,1.0813985414220697
PKNORLEN,2017-12-28,10,xgboost,,1,reset,10,10,0.00067828350710395,0.676956985249886
PKNORLEN,2017-12-28,10,xgboost,,1,retain,1,10,0.001966490344927587,1.0813985414220697
PKNORLEN,2017-12-28,10,xgboost,,1,retain,10,10,0.00067828350710395,0.676956985249886
PKNORLEN,2017-12-28,10,xgboost,,5,reset,1,10,0.0021334664007798413,1.455636663931895
PKNORLEN,2017-12-28,10,xgboost,,5,reset,10,10,0.000845424274225585,1.1142969983864437
PKNORLEN,2017-12-28,10,xgboost,,5,retain,1,10,0.0021334664007798413,1.455636663931895
PKNORLEN,2017-12-28,10,xgboost,,5,retain,10,10,0.000845424274225585,1.1142969983864437
PKNORLEN,2017-12-28,20,linear,,0,reset,1,10,0.010778982049762437,2.11578659977427
PKNORLEN,2017-12-28,20,linear,,0,reset,10,10,-0.014735536125485477,1.8378130652887879
PKNORLEN,2017-12-28,20,linear,,0,retain,1,10,0.010778982049762437,2.11578659977427
PKNORLEN,2017-12-28,20,linear,,0,retain,10,10,-0.014735536125485477,1.8378130652887879
PKNORLEN,2017-12-28,20,linear,,1,reset,1,10,0.010242182556025433,2.145744196093621
PKNORLEN,2017-12-28,20,linear,,1,reset,10,10,-0.015990722412816554,2.2624258469847787
PKNORLEN,2017-12-28,20,linear,,1,retain,1,10,0.010242182556025433,2.145744196093621
PKNORLEN,2017-12-28,20,linear,,1,retain,10,10,-0.015990722412816554,2.2624258469847787
PKNORLEN,2017-12-28,20,linear,,5,reset,1,10,0.008899915957664092,2.3265059294589756
PKNORLEN,2017-12-28,20,linear,,5,reset,10,10,-0.013494768724505585,2.144760209790508
PKNORLEN,2017-12-28,20,linear,,5,retain,1,10,0.008899915957664092,2.3265059294589756
PKNORLEN,2017-12-28,20,linear,,5,retain,10,10,-0.013494768724505585,2.144760209790508
PKNORLEN,2017-12-28,20,xgboost,7.0,0,reset,1,10,0.006574263204238276,0.37798079101350496
PKNORLEN,2017-12-28,20,xgboost,7.0,0,reset,10,10,-0.002628377601246075,1.2723768420765813
PKNORLEN,2017-12-28,20,xgboost,7.0,0,retain,1,10,0.006574263204238276,0.37798079101350496
PKNORLEN,2017-12-28,20,xgboost,7.0,0,retain,10,10,-0.002628377601246075,1.2723768420765813
PKNORLEN,2017-12-28,20,xgboost,7.0,1,reset,1,10,0.00610615182597456,0.43863796413594985
PKNORLEN,2017-12-28,20,xgboost,7.0,1,reset,10,10,-0.0035301673601590457,1.3674985679158738
PKNORLEN,2017-12-28,20,xgboost,7.0,1,retain,1,10,0.00610615182597456,0.43863796413594985
PKNORLEN,2017-12-28,20,xgboost,7.0,1,retain,10,10,-0.0035301673601590457,1.3674985679158738
PKNORLEN,2017-12-28,20,xgboost,7.0,5,reset,1,10,0.009082712688865742,-0.07050703267816513
PKNORLEN,2017-12-28,20,xgboost,7.0,5,reset,10,10,-0.008176243671687969,0.706874252345781
PKNORLEN,2017-12-28,20,xgboost,7.0,5,retain,1,10,0.009082712688865742,-0.07050703267816513
PKNORLEN,2017-12-28,20,xgboost,7.0,5,retain,10,10,-0.008176243671687969,0.706874252345781
PKNORLEN,2017-12-28,20,xgboost,,0,reset,1,10,0.011751159154443788,1.2507443044841984
PKNORLEN,2017-12-28,20,xgboost,,0,reset,10,10,-0.012828363937147612,0.3640140701108484
PKNORLEN,2017-12-28,20,xgboost,,0,retain,1,10,0.011751159154443788,1.2507443044841984
PKNORLEN,2017-12-28,20,xgboost,,0,retain,10,10,-0.012828363937147612,0.3640140701108484
PKNORLEN,2017-12-28,20,xgboost,,1,reset,1,10,0.015925705361776107,1.3726229608611198
PKNORLEN,2017-12-28,20,xgboost,,1,reset,10,10,-0.011090806859960781,0.94737471417484
PKNORLEN,2017-12-28,20,xgboost,,1,retain,1,10,0.015925705361776107,1.3726229608611198
PKNORLEN,2017-12-28,20,xgboost,,1,retain,10,10,-0.011090806859960781,0.94737471417484
PKNORLEN,2017-12-28,20,xgboost,,5,reset,1,10,0.01586972585012042,1.8058958547803927
PKNORLEN,2017-12-28,20,xgboost,,5,reset,10,10,-0.011882141501019872,2.01635645263357
PKNORLEN,2017-12-28,20,xgboost,,5,retain,1,10,0.01586972585012042,1.8058958547803927
PKNORLEN,2017-12-28,20,xgboost,,5,retain,10,10,-0.011882141501019872,2.01635645263357
PKNORLEN,2017-12-28,50,linear,,0,reset,1,10,0.009855679250609956,1.0508015653270975
PKNORLEN,2017-12-28,50,linear,,0,reset,10,10,-0.037527332763024945,0.204813690011719
PKNORLEN,2017-12-28,50,linear,,0,retain,1,10,0.009855679250609956,1.0508015653270975
PKNORLEN,2017-12-28,50,linear,,0,retain,10,10,-0.037527332763024945,0.204813690011719
PKNORLEN,2017-12-28,50,linear,,1,reset,1,10,0.013672106212052587,1.0132776299034363
PKNORLEN,2017-12-28,50,linear,,1,reset,10,10,-0.03559484539733624,0.287296629964806
PKNORLEN,2017-12-28,50,linear,,1,retain,1,10,0.013672106212052587,1.0132776299034363
PKNORLEN,2017-12-28,50,linear,,1,retain,10,10,-0.03559484539733624,0.287296629964806
PKNORLEN,2017-12-28,50,linear,,5,reset,1,10,0.017785403236470418,0.9515532185900617
PKNORLEN,2017-12-28,50,linear,,5,reset,10,10,-0.024601929697188073,0.24423131111842755
PKNORLEN,2017-12-28,50,linear,,5,retain,1,10,0.017785403236470418,0.9515532185900617
PKNORLEN,2017-12-28,50,linear,,5,retain,10,10,-0.024601929697188073,0.24423131111842755
PKNORLEN,2017-12-28,50,xgboost,,0,reset,1,10,0.021344925117971814,0.9058258461685951
PKNORLEN,2017-12-28,50,xgboost,,0,reset,10,10,-0.037757140014062225,0.22019237542824754
PKNORLEN,2017-12-28,50,xgboost,,0,retain,1,10,0.021344925117971814,0.9058258461685951
PKNORLEN,2017-12-28,50,xgboost,,0,retain,10,10,-0.037757140014062225,0.22019237542824754
PKNORLEN,2017-12-28,50,xgboost,,1,reset,1,10,0.029280727402606774,0.9144002663045518
PKNORLEN,2017-12-28,50,xgboost,,1,reset,10,10,-0.03259353562170757,0.40548598037012196
PKNORLEN,2017-12-28,50,xgboost,,1,retain,1,10,0.029280727402606774,0.9144002663045518
PKNORLEN,2017-12-28,50,xgboost,,1,retain,10,10,-0.03259353562170757,0.40548598037012196
PKNORLEN,2017-12-28,50,xgboost,,5,reset,1,10,0.03244621166604034,0.9663909030672978
PKNORLEN,2017-12-28,50,xgboost,,5,reset,10,10,-0.02109299482500765,0.5247571860744104
PKNORLEN,2017-12-28,50,xgboost,,5,retain,1,10,0.03244621166604034,0.9663909030672978
PKNORLEN,2017-12-28,50,xgboost,,5,retain,10,10,-0.02109299482500765,0.5247571860744104
PKNORLEN,2017-12-29,10,linear,,0,reset,1,10,-0.0007693937978532472,0.35472477610256664
PKNORLEN,2017-12-29,10,linear,,0,reset,10,10,-0.002185258947114981,-2.6387421009309335
PKNORLEN,2017-12-29,10,linear,,0,retain,1,10,-0.0007693937978532472,0.35472477610256664
PKNORLEN,2017-12-29,10,linear,,0,retain,10,10,-0.002185258947114981,-2.6387421009309335
PKNORLEN,2017-12-29,10,linear,,1,reset,1,10,-0.0009253226471173733,0.44736995683301906
PKNORLEN,2017-12-29,10,linear,,1,reset,10,10,-0.0026933620337525853,-1.8765094916273453
PKNORLEN,2017-12-29,10,linear,,1,retain,1,10,-0.0009253226471173733,0.44736995683301906
PKNORLEN,2017-12-29,10,linear,,1,retain,10,10,-0.0026933620337525853,-1.8765094916273453
PKNORLEN,2017-12-29,10,linear,,5,reset,1,10,0.0013887448651692105,0.31487619084205143
PKNORLEN,2017-12-29,10,linear,,5,reset,10,10,-0.0022696595285293004,-2.862484694679689
PKNORLEN,2017-12-29,10,linear,,5,retain,1,10,0.0013887448651692105,0.31487619084205143
PKNORLEN,2017-12-29,10,linear,,5,retain,10,10,-0.0022696595285293004,-2.862484694679689
PKNORLEN,2017-12-29,10,xgboost,,0,reset,1,10,0.0012029964693596076,0.6540742953397942
PKNORLEN,2017-12-29,10,xgboost,,0,reset,10,10,-0.0004889060632486441,-0.4998469944860998
PKNORLEN,2017-12-29,10,xgboost,,0,retain,1,10,0.0012029964693596076,0.6540742953397942
PKNORLEN,2017-12-29,10,xgboost,,0,retain,10,10,-0.0004889060632486441,-0.4998469944860998
PKNORLEN,2017-12-29,10,xgboost,,1,reset,1,10,0.0010060919174777051,0.7853575250733758
PKNORLEN,2017-12-29,10,xgboost,,1,reset,10,10,-0.000860605231456364,-0.38068392434585685
PKNORLEN,2017-12-29,10,xgboost,,1,retain,1,10,0.0010060919174777051,0.7853575250733758
PKNORLEN,2017-12-29,10,xgboost,,1,retain,10,10,-0.000860605231456364,-0.38068392434585685
PKNORLEN,2017-12-29,10,xgboost,,5,reset,1,10,0.002422105321975285,-0.6410964698566863
PKNORLEN,2017-12-29,10,xgboost,,5,reset,10,10,-0.00014377029226205276,-0.2579300293695744
PKNORLEN,2017-12-29,10,xgboost,,5,retain,1,10,0.002422105321975285,-0.6410964698566863
PKNORLEN,2017-12-29,10,xgboost,,5,retain,10,10,-0.00014377029226205276,-0.2579300293695744
PKNORLEN,2017-12-29,20,linear,,0,reset,1,10,-0.005366902028103165,0.20314107376806878
PKNORLEN,2017-12-29,20,linear,,0,reset,10,10,-0.014581065126771655,-1.3922096601315719
PKNORLEN,2017-12-29,20,linear,,0,retain,1,10,-0.005366902028103165,0.20314107376806878
PKNORLEN,2017-12-29,20,linear,,0,retain,10,10,-0.014581065126771655,-1.3922096601315719
PKNORLEN,2017-12-29,20,linear,,1,reset,1,10,-0.005327874903179191,0.025795792913224758
PKNORLEN,2017-12-29,20,linear,,1,reset,10,10,-0.015075428857280897,-1.3479640703462088
