symbol,day,horizon,model,control_seed,latency,interpretation,tail_bin,bins_available,fill_probability_tail_minus_center,markout_5_tail_minus_center
KGHM,all,20,xgboost,7.0,0,retain,10,10,-0.006482272589200491,1.445969204648785
KGHM,all,20,xgboost,7.0,1,reset,1,10,0.00040164542484336097,-0.13932432001177386
KGHM,all,20,xgboost,7.0,1,reset,10,10,-0.005334930986354437,1.374851105089801
KGHM,all,20,xgboost,7.0,1,retain,1,10,0.00040164542484336097,-0.13932432001177386
KGHM,all,20,xgboost,7.0,1,retain,10,10,-0.005334930986354437,1.374851105089801
KGHM,all,20,xgboost,7.0,5,reset,1,10,-0.0005161146591923446,-0.28011331070204015
KGHM,all,20,xgboost,7.0,5,reset,10,10,-0.0032696713365672897,1.0822804285931524
KGHM,all,20,xgboost,7.0,5,retain,1,10,-0.0005161146591923446,-0.28011331070204015
KGHM,all,20,xgboost,7.0,5,retain,10,10,-0.0032696713365672897,1.0822804285931524
KGHM,all,20,xgboost,,0,reset,1,10,-0.012409861594127623,-0.5159770162455135
KGHM,all,20,xgboost,,0,reset,10,10,-0.019272645025111227,-1.8760533182506114
KGHM,all,20,xgboost,,0,retain,1,10,-0.012409861594127623,-0.5159770162455135
KGHM,all,20,xgboost,,0,retain,10,10,-0.019272645025111227,-1.8760533182506114
KGHM,all,20,xgboost,,1,reset,1,10,-0.012698525945782177,-0.4227287781072566
KGHM,all,20,xgboost,,1,reset,10,10,-0.019903147861175637,-1.8783338372539096
KGHM,all,20,xgboost,,1,retain,1,10,-0.012698525945782177,-0.4227287781072566
KGHM,all,20,xgboost,,1,retain,10,10,-0.019903147861175637,-1.8783338372539096
KGHM,all,20,xgboost,,5,reset,1,10,-0.01631536011835831,0.0605935220030871
KGHM,all,20,xgboost,,5,reset,10,10,-0.01995646788779177,-1.216443936952285
KGHM,all,20,xgboost,,5,retain,1,10,-0.01631536011835831,0.0605935220030871
KGHM,all,20,xgboost,,5,retain,10,10,-0.01995646788779177,-1.216443936952285
KGHM,all,50,linear,,0,reset,1,10,-0.05318133778676352,0.5388735927913274
KGHM,all,50,linear,,0,reset,10,10,-0.05489794209321825,-0.03022218747755545
KGHM,all,50,linear,,0,retain,1,10,-0.05318133778676352,0.5388735927913274
KGHM,all,50,linear,,0,retain,10,10,-0.05489794209321825,-0.03022218747755545
KGHM,all,50,linear,,1,reset,1,10,-0.054559697538658754,0.4936409404769436
KGHM,all,50,linear,,1,reset,10,10,-0.0555870296247087,-0.06237395864270989
KGHM,all,50,linear,,1,retain,1,10,-0.054559697538658754,0.4936409404769436
KGHM,all,50,linear,,1,retain,10,10,-0.0555870296247087,-0.06237395864270989
KGHM,all,50,linear,,5,reset,1,10,-0.053870840868311225,0.5065256360015902
KGHM,all,50,linear,,5,reset,10,10,-0.04961406481013675,0.030799944975879123
KGHM,all,50,linear,,5,retain,1,10,-0.053870840868311225,0.5065256360015902
KGHM,all,50,linear,,5,retain,10,10,-0.04961406481013675,0.030799944975879123
KGHM,all,50,xgboost,,0,reset,1,10,-0.06191907694301214,0.31300426374663026
KGHM,all,50,xgboost,,0,reset,10,10,-0.07305953864049691,-1.0033887023419197
KGHM,all,50,xgboost,,0,retain,1,10,-0.06191907694301214,0.31300426374663026
KGHM,all,50,xgboost,,0,retain,10,10,-0.07305953864049691,-1.0033887023419197
KGHM,all,50,xgboost,,1,reset,1,10,-0.061404095353888785,0.2838215580270699
KGHM,all,50,xgboost,,1,reset,10,10,-0.0726594071719662,-0.9146878980982283
KGHM,all,50,xgboost,,1,retain,1,10,-0.061404095353888785,0.2838215580270699
KGHM,all,50,xgboost,,1,retain,10,10,-0.0726594071719662,-0.9146878980982283
KGHM,all,50,xgboost,,5,reset,1,10,-0.05795997974841958,0.40920951815031137
KGHM,all,50,xgboost,,5,reset,10,10,-0.06060153252204999,-0.524752064866026
KGHM,all,50,xgboost,,5,retain,1,10,-0.05795997974841958,0.40920951815031137
KGHM,all,50,xgboost,,5,retain,10,10,-0.06060153252204999,-0.524752064866026
PEKAO,2017-12-27,10,linear,,0,reset,1,10,-0.0177276314306114,
PEKAO,2017-12-27,10,linear,,0,reset,10,10,-0.00844688897121465,-2.932077760253763
PEKAO,2017-12-27,10,linear,,0,retain,1,10,-0.0177276314306114,
PEKAO,2017-12-27,10,linear,,0,retain,10,10,-0.00844688897121465,-2.932077760253763
PEKAO,2017-12-27,10,linear,,1,reset,1,10,-0.01896772011574161,
PEKAO,2017-12-27,10,linear,,1,reset,10,10,-0.010267024060057157,-2.8656969948163713
PEKAO,2017-12-27,10,linear,,1,retain,1,10,-0.01896772011574161,
PEKAO,2017-12-27,10,linear,,1,retain,10,10,-0.010267024060057157,-2.8656969948163713
PEKAO,2017-12-27,10,linear,,5,reset,1,10,-0.01642388088793894,0.2816556742162524
PEKAO,2017-12-27,10,linear,,5,reset,10,10,-0.012544933924276906,-3.116792151838374
PEKAO,2017-12-27,10,linear,,5,retain,1,10,-0.01642388088793894,0.2816556742162524
PEKAO,2017-12-27,10,linear,,5,retain,10,10,-0.012544933924276906,-3.116792151838374
PEKAO,2017-12-27,10,xgboost,,0,reset,1,10,-0.017255454160017086,
PEKAO,2017-12-27,10,xgboost,,0,reset,10,10,-0.0097583376663608,-2.1456767078741716
PEKAO,2017-12-27,10,xgboost,,0,retain,1,10,-0.017255454160017086,
PEKAO,2017-12-27,10,xgboost,,0,retain,10,10,-0.0097583376663608,-2.1456767078741716
PEKAO,2017-12-27,10,xgboost,,1,reset,1,10,-0.018933309757311095,
PEKAO,2017-12-27,10,xgboost,,1,reset,10,10,-0.010859491994912018,-1.3189441360767122
PEKAO,2017-12-27,10,xgboost,,1,retain,1,10,-0.018933309757311095,
PEKAO,2017-12-27,10,xgboost,,1,retain,10,10,-0.010859491994912018,-1.3189441360767122
PEKAO,2017-12-27,10,xgboost,,5,reset,1,10,-0.014950673665295205,-0.14044887096233832
PEKAO,2017-12-27,10,xgboost,,5,reset,10,10,-0.011206878516620592,-1.1249807003305958
PEKAO,2017-12-27,10,xgboost,,5,retain,1,10,-0.014950673665295205,-0.14044887096233832
PEKAO,2017-12-27,10,xgboost,,5,retain,10,10,-0.011206878516620592,-1.1249807003305958
PEKAO,2017-12-27,20,linear,,0,reset,1,10,-0.04627962765008314,0.18456667381386477
PEKAO,2017-12-27,20,linear,,0,reset,10,10,-0.03263575101786531,-2.0257425342417283
PEKAO,2017-12-27,20,linear,,0,retain,1,10,-0.04627962765008314,0.18456667381386477
PEKAO,2017-12-27,20,linear,,0,retain,10,10,-0.03263575101786531,-2.0257425342417283
PEKAO,2017-12-27,20,linear,,1,reset,1,10,-0.04750748379446572,0.17431124100527534
PEKAO,2017-12-27,20,linear,,1,reset,10,10,-0.035158943949812664,-1.8927220217543843
PEKAO,2017-12-27,20,linear,,1,retain,1,10,-0.04750748379446572,0.17431124100527534
PEKAO,2017-12-27,20,linear,,1,retain,10,10,-0.035158943949812664,-1.8927220217543843
PEKAO,2017-12-27,20,linear,,5,reset,1,10,-0.052218932620532885,0.21453676405247551
PEKAO,2017-12-27,20,linear,,5,reset,10,10,-0.04250741183438886,-1.1016579833140812
PEKAO,2017-12-27,20,linear,,5,retain,1,10,-0.052218932620532885,0.21453676405247551
PEKAO,2017-12-27,20,linear,,5,retain,10,10,-0.04250741183438886,-1.1016579833140812
PEKAO,2017-12-27,20,xgboost,7.0,0,reset,1,10,0.035728595082489614,0.5639165251889633
PEKAO,2017-12-27,20,xgboost,7.0,0,reset,10,10,-0.02394331957759134,0.4047465104602821
PEKAO,2017-12-27,20,xgboost,7.0,0,retain,1,10,0.035728595082489614,0.5639165251889633
PEKAO,2017-12-27,20,xgboost,7.0,0,retain,10,10,-0.02394331957759134,0.4047465104602821
PEKAO,2017-12-27,20,xgboost,7.0,1,reset,1,10,0.0344400707329431,0.6812946379850103
PEKAO,2017-12-27,20,xgboost,7.0,1,reset,10,10,-0.021355874934889787,1.3153782630983781
PEKAO,2017-12-27,20,xgboost,7.0,1,retain,1,10,0.0344400707329431,0.6812946379850103
PEKAO,2017-12-27,20,xgboost,7.0,1,retain,10,10,-0.021355874934889787,1.3153782630983781
PEKAO,2017-12-27,20,xgboost,7.0,5,reset,1,10,0.026972027907646315,0.8838210466504729
PEKAO,2017-12-27,20,xgboost,7.0,5,reset,10,10,-0.030089610289513596,1.0401908768782042
PEKAO,2017-12-27,20,xgboost,7.0,5,retain,1,10,0.026972027907646315,0.8838210466504729
PEKAO,2017-12-27,20,xgboost,7.0,5,retain,10,10,-0.030089610289513596,1.0401908768782042
PEKAO,2017-12-27,20,xgboost,,0,reset,1,10,-0.04183832267131985,-0.09872169986216982
PEKAO,2017-12-27,20,xgboost,,0,reset,10,10,-0.02377730999432378,-1.9426967818336125
PEKAO,2017-12-27,20,xgboost,,0,retain,1,10,-0.04183832267131985,-0.09872169986216982
PEKAO,2017-12-27,20,xgboost,,0,retain,10,10,-0.02377730999432378,-1.9426967818336125
PEKAO,2017-12-27,20,xgboost,,1,reset,1,10,-0.04206663442071032,-0.0867016266577218
PEKAO,2017-12-27,20,xgboost,,1,reset,10,10,-0.02434231584013849,-1.8226109422300645
PEKAO,2017-12-27,20,xgboost,,1,retain,1,10,-0.04206663442071032,-0.0867016266577218
PEKAO,2017-12-27,20,xgboost,,1,retain,10,10,-0.02434231584013849,-1.8226109422300645
PEKAO,2017-12-27,20,xgboost,,5,reset,1,10,-0.04162449121807507,-0.1358853604170927
PEKAO,2017-12-27,20,xgboost,,5,reset,10,10,-0.02889112205307643,-1.0237414516882846
PEKAO,2017-12-27,20,xgboost,,5,retain,1,10,-0.04162449121807507,-0.1358853604170927
PEKAO,2017-12-27,20,xgboost,,5,retain,10,10,-0.02889112205307643,-1.0237414516882846
PEKAO,2017-12-27,50,linear,,0,reset,1,10,-0.0885781155692742,-0.4094270167341259
PEKAO,2017-12-27,50,linear,,0,reset,10,10,-0.07015877524216538,-0.739702940789593
PEKAO,2017-12-27,50,linear,,0,retain,1,10,-0.0885781155692742,-0.4094270167341259
PEKAO,2017-12-27,50,linear,,0,retain,10,10,-0.07015877524216538,-0.739702940789593
PEKAO,2017-12-27,50,linear,,1,reset,1,10,-0.08998552323070519,-0.38405337152624164
PEKAO,2017-12-27,50,linear,,1,reset,10,10,-0.07472508296913831,-0.6626627697605738
PEKAO,2017-12-27,50,linear,,1,retain,1,10,-0.08998552323070519,-0.38405337152624164
PEKAO,2017-12-27,50,linear,,1,retain,10,10,-0.07472508296913831,-0.6626627697605738
PEKAO,2017-12-27,50,linear,,5,reset,1,10,-0.07460045070186302,-0.15969968082892783
PEKAO,2017-12-27,50,linear,,5,reset,10,10,-0.07578953484616915,-0.3200450504894762
PEKAO,2017-12-27,50,linear,,5,retain,1,10,-0.07460045070186302,-0.15969968082892783
PEKAO,2017-12-27,50,linear,,5,retain,10,10,-0.07578953484616915,-0.3200450504894762
PEKAO,2017-12-27,50,xgboost,,0,reset,1,10,-0.11933614347883523,-0.47080622057111965
PEKAO,2017-12-27,50,xgboost,,0,reset,10,10,-0.09639203286556122,-0.5477499730991555
PEKAO,2017-12-27,50,xgboost,,0,retain,1,10,-0.11933614347883523,-0.47080622057111965
PEKAO,2017-12-27,50,xgboost,,0,retain,10,10,-0.09639203286556122,-0.5477499730991555
PEKAO,2017-12-27,50,xgboost,,1,reset,1,10,-0.12229228105893059,-0.4625619823646636
PEKAO,2017-12-27,50,xgboost,,1,reset,10,10,-0.10204062169753576,-0.4710445487474868
PEKAO,2017-12-27,50,xgboost,,1,retain,1,10,-0.12229228105893059,-0.4625619823646636
PEKAO,2017-12-27,50,xgboost,,1,retain,10,10,-0.10204062169753576,-0.4710445487474868
PEKAO,2017-12-27,50,xgboost,,5,reset,1,10,-0.10359356205622713,-0.1572564879018804
PEKAO,2017-12-27,50,xgboost,,5,reset,10,10,-0.10065178244184517,-0.032739537742337066
PEKAO,2017-12-27,50,xgboost,,5,retain,1,10,-0.10359356205622713,-0.1572564879018804
PEKAO,2017-12-27,50,xgboost,,5,retain,10,10,-0.10065178244184517,-0.032739537742337066
PEKAO,2017-12-28,10,linear,,0,reset,1,10,0.0006951478465682948,-1.4441311032756212
PEKAO,2017-12-28,10,linear,,0,reset,10,10,0.006842282888803151,0.7442953188337483
PEKAO,2017-12-28,10,linear,,0,retain,1,10,0.0006951478465682948,-1.4441311032756212
PEKAO,2017-12-28,10,linear,,0,retain,10,10,0.006842282888803151,0.7442953188337483
PEKAO,2017-12-28,10,linear,,1,reset,1,10,-0.0034894806099048208,-1.322914836510234
PEKAO,2017-12-28,10,linear,,1,reset,10,10,0.006481746210532713,1.0729063926201632
PEKAO,2017-12-28,10,linear,,1,retain,1,10,-0.0034894806099048208,-1.322914836510234
PEKAO,2017-12-28,10,linear,,1,retain,10,10,0.006481746210532713,1.0729063926201632
PEKAO,2017-12-28,10,linear,,5,reset,1,10,-0.004855872307264579,-0.6727346077528631
PEKAO,2017-12-28,10,linear,,5,reset,10,10,0.010234659786349999,1.8512018346149766
PEKAO,2017-12-28,10,linear,,5,retain,1,10,-0.004855872307264579,-0.6727346077528631
PEKAO,2017-12-28,10,linear,,5,retain,10,10,0.010234659786349999,1.8512018346149766
PEKAO,2017-12-28,10,xgboost,,0,reset,1,10,-0.006101687161543936,-1.6819076698610738
PEKAO,2017-12-28,10,xgboost,,0,reset,10,10,0.009131495278712933,0.6075842982206427
PEKAO,2017-12-28,10,xgboost,,0,retain,1,10,-0.006101687161543936,-1.6819076698610738
PEKAO,2017-12-28,10,xgboost,,0,retain,10,10,0.009131495278712933,0.6075842982206427
PEKAO,2017-12-28,10,xgboost,,1,reset,1,10,-0.005289078937810766,-1.4941851142142126
PEKAO,2017-12-28,10,xgboost,,1,reset,10,10,0.00862817551002585,0.7978868084027604
PEKAO,2017-12-28,10,xgboost,,1,retain,1,10,-0.005289078937810766,-1.4941851142142126
PEKAO,2017-12-28,10,xgboost,,1,retain,10,10,0.00862817551002585,0.7978868084027604
PEKAO,2017-12-28,10,xgboost,,5,reset,1,10,0.0006756230714187565,-1.233273583501959
PEKAO,2017-12-28,10,xgboost,,5,reset,10,10,0.019340745715907652,0.6814495508702467
PEKAO,2017-12-28,10,xgboost,,5,retain,1,10,0.0006756230714187565,-1.233273583501959
PEKAO,2017-12-28,10,xgboost,,5,retain,10,10,0.019340745715907652,0.6814495508702467
PEKAO,2017-12-28,20,linear,,0,reset,1,10,-0.019199585369434252,-0.9887656208982544
PEKAO,2017-12-28,20,linear,,0,reset,10,10,-0.023748405849705063,0.9343088261977658
PEKAO,2017-12-28,20,linear,,0,retain,1,10,-0.019199585369434252,-0.9887656208982544
PEKAO,2017-12-28,20,linear,,0,retain,10,10,-0.023748405849705063,0.9343088261977658
PEKAO,2017-12-28,20,linear,,1,reset,1,10,-0.024923015359510838,-1.082759321996949
PEKAO,2017-12-28,20,linear,,1,reset,10,10,-0.02807394250282135,1.0561769305742383
PEKAO,2017-12-28,20,linear,,1,retain,1,10,-0.024923015359510838,-1.082759321996949
PEKAO,2017-12-28,20,linear,,1,retain,10,10,-0.02807394250282135,1.0561769305742383
PEKAO,2017-12-28,20,linear,,5,reset,1,10,-0.018738342586894045,-0.7960883449839252
PEKAO,2017-12-28,20,linear,,5,reset,10,10,-0.028772949892209063,1.3668308573370576
PEKAO,2017-12-28,20,linear,,5,retain,1,10,-0.018738342586894045,-0.7960883449839252
PEKAO,2017-12-28,20,linear,,5,retain,10,10,-0.028772949892209063,1.3668308573370576
PEKAO,2017-12-28,20,xgboost,7.0,0,reset,1,10,0.005096259520750358,0.6104956688659327
PEKAO,2017-12-28,20,xgboost,7.0,0,reset,10,10,0.039293856123772446,0.582835091505212
PEKAO,2017-12-28,20,xgboost,7.0,0,retain,1,10,0.005096259520750358,0.6104956688659327
PEKAO,2017-12-28,20,xgboost,7.0,0,retain,10,10,0.039293856123772446,0.582835091505212
PEKAO,2017-12-28,20,xgboost,7.0,1,reset,1,10,-0.0006698102364937966,0.7001906186796851
PEKAO,2017-12-28,20,xgboost,7.0,1,reset,10,10,0.03583794979830299,0.5427878462718942
PEKAO,2017-12-28,20,xgboost,7.0,1,retain,1,10,-0.0006698102364937966,0.7001906186796851
PEKAO,2017-12-28,20,xgboost,7.0,1,retain,10,10,0.03583794979830299,0.5427878462718942
PEKAO,2017-12-28,20,xgboost,7.0,5,reset,1,10,-0.002827809947150123,0.36124611141546803
PEKAO,2017-12-28,20,xgboost,7.0,5,reset,10,10,0.03732776134237904,1.0940248540061392
PEKAO,2017-12-28,20,xgboost,7.0,5,retain,1,10,-0.002827809947150123,0.36124611141546803
PEKAO,2017-12-28,20,xgboost,7.0,5,retain,10,10,0.03732776134237904,1.0940248540061392
PEKAO,2017-12-28,20,xgboost,,0,reset,1,10,-0.020585056741531223,-1.133939194929056
PEKAO,2017-12-28,20,xgboost,,0,reset,10,10,-0.00363721156441843,0.47487820320404467
PEKAO,2017-12-28,20,xgboost,,0,retain,1,10,-0.020585056741531223,-1.133939194929056
PEKAO,2017-12-28,20,xgboost,,0,retain,10,10,-0.00363721156441843,0.47487820320404467
PEKAO,2017-12-28,20,xgboost,,1,reset,1,10,-0.020030578128051833,-1.322095289167466
PEKAO,2017-12-28,20,xgboost,,1,reset,10,10,-0.006308539402551945,0.2923549475098305
PEKAO,2017-12-28,20,xgboost,,1,retain,1,10,-0.020030578128051833,-1.322095289167466
PEKAO,2017-12-28,20,xgboost,,1,retain,10,10,-0.006308539402551945,0.2923549475098305
PEKAO,2017-12-28,20,xgboost,,5,reset,1,10,-0.017207451538480092,-1.472584208842695
PEKAO,2017-12-28,20,xgboost,,5,reset,10,10,-0.004126222923539723,0.46228330932927264
PEKAO,2017-12-28,20,xgboost,,5,retain,1,10,-0.017207451538480092,-1.472584208842695
PEKAO,2017-12-28,20,xgboost,,5,retain,10,10,-0.004126222923539723,0.46228330932927264
PEKAO,2017-12-28,50,linear,,0,reset,1,10,-0.052340443784468976,-0.518360627357952
PEKAO,2017-12-28,50,linear,,0,reset,10,10,-0.10682127195685254,1.1225979403196356
PEKAO,2017-12-28,50,linear,,0,retain,1,10,-0.052340443784468976,-0.518360627357952
PEKAO,2017-12-28,50,linear,,0,retain,10,10,-0.10682127195685254,1.1225979403196356
PEKAO,2017-12-28,50,linear,,1,reset,1,10,-0.05736536315415619,-0.5001146455809
PEKAO,2017-12-28,50,linear,,1,reset,10,10,-0.11099591100633124,1.2233283041014231
PEKAO,2017-12-28,50,linear,,1,retain,1,10,-0.05736536315415619,-0.5001146455809
PEKAO,2017-12-28,50,linear,,1,retain,10,10,-0.11099591100633124,1.2233283041014231
PEKAO,2017-12-28,50,linear,,5,reset,1,10,-0.05708694792547775,-0.46998494952741
PEKAO,2017-12-28,50,linear,,5,reset,10,10,-0.0985454882505811,1.3293687540644377
PEKAO,2017-12-28,50,linear,,5,retain,1,10,-0.05708694792547775,-0.46998494952741
PEKAO,2017-12-28,50,linear,,5,retain,10,10,-0.0985454882505811,1.3293687540644377
PEKAO,2017-12-28,50,xgboost,,0,reset,1,10,-0.011921394176772904,-0.45338583646465414
PEKAO,2017-12-28,50,xgboost,,0,reset,10,10,-0.04949964422565331,1.0955338032482227
PEKAO,2017-12-28,50,xgboost,,0,retain,1,10,-0.011921394176772904,-0.45338583646465414
PEKAO,2017-12-28,50,xgboost,,0,retain,10,10,-0.04949964422565331,1.0955338032482227
PEKAO,2017-12-28,50,xgboost,,1,reset,1,10,-0.008563407606073298,-0.4318781846005748
PEKAO,2017-12-28,50,xgboost,,1,reset,10,10,-0.05122797987227867,1.1494889665988066
PEKAO,2017-12-28,50,xgboost,,1,retain,1,10,-0.008563407606073298,-0.4318781846005748
PEKAO,2017-12-28,50,xgboost,,1,retain,10,10,-0.05122797987227867,1.1494889665988066
PEKAO,2017-12-28,50,xgboost,,5,reset,1,10,-0.007380591876139819,-0.1515730391026131
PEKAO,2017-12-28,50,xgboost,,5,reset,10,10,-0.02598717487725219,1.487767641178132
PEKAO,2017-12-28,50,xgboost,,5,retain,1,10,-0.007380591876139819,-0.1515730391026131
PEKAO,2017-12-28,50,xgboost,,5,retain,10,10,-0.02598717487725219,1.487767641178132
PEKAO,2017-12-29,10,linear,,0,reset,1,10,-0.00509559390954329,0.31744499067929266
PEKAO,2017-12-29,10,linear,,0,reset,10,10,0.004608984933215621,1.0156714953577675
PEKAO,2017-12-29,10,linear,,0,retain,1,10,-0.00509559390954329,0.31744499067929266
PEKAO,2017-12-29,10,linear,,0,retain,10,10,0.004608984933215621,1.0156714953577675
PEKAO,2017-12-29,10,linear,,1,reset,1,10,-0.006677704291471135,0.4942418880871708
PEKAO,2017-12-29,10,linear,,1,reset,10,10,0.004021899426909666,1.134282850709106
PEKAO,2017-12-29,10,linear,,1,retain,1,10,-0.006677704291471135,0.4942418880871708
PEKAO,2017-12-29,10,linear,,1,retain,10,10,0.004021899426909666,1.134282850709106
PEKAO,2017-12-29,10,linear,,5,reset,1,10,-0.005758139881323096,3.7479554148192027
PEKAO,2017-12-29,10,linear,,5,reset,10,10,0.003700769047975819,1.507258908649564
PEKAO,2017-12-29,10,linear,,5,retain,1,10,-0.005758139881323096,3.7479554148192027
PEKAO,2017-12-29,10,linear,,5,retain,10,10,0.003700769047975819,1.507258908649564
PEKAO,2017-12-29,10,xgboost,,0,reset,1,10,0.000792707157012836,0.40070252653771166
PEKAO,2017-12-29,10,xgboost,,0,reset,10,10,0.004127232542899578,1.6807844517815824
PEKAO,2017-12-29,10,xgboost,,0,retain,1,10,0.000792707157012836,0.40070252653771166
PEKAO,2017-12-29,10,xgboost,,0,retain,10,10,0.004127232542899578,1.6807844517815824
PEKAO,2017-12-29,10,xgboost,,1,reset,1,10,-0.00010770001397493196,1.315930796689059
PEKAO,2017-12-29,10,xgboost,,1,reset,10,10,0.0032268253719118104,2.5960127219329294
PEKAO,2017-12-29,10,xgboost,,1,retain,1,10,-0.00010770001397493196,1.315930796689059
PEKAO,2017-12-29,10,xgboost,,1,retain,10,10,0.0032268253719118104,2.5960127219329294
PEKAO,2017-12-29,10,xgboost,,5,reset,1,10,0.0020267941807429147,2.182591699217191
PEKAO,2017-12-29,10,xgboost,,5,reset,10,10,0.003387989326189435,2.4161594854868413
PEKAO,2017-12-29,10,xgboost,,5,retain,1,10,0.0020267941807429147,2.182591699217191
PEKAO,2017-12-29,10,xgboost,,5,retain,10,10,0.003387989326189435,2.4161594854868413
PEKAO,2017-12-29,20,linear,,0,reset,1,10,-0.02025829023686262,-0.38989566852122337
PEKAO,2017-12-29,20,linear,,0,reset,10,10,0.008741277744375418,2.155000317771558
PEKAO,2017-12-29,20,linear,,0,retain,1,10,-0.02025829023686262,-0.38989566852122337
PEKAO,2017-12-29,20,linear,,0,retain,10,10,0.008741277744375418,2.155000317771558
PEKAO,2017-12-29,20,linear,,1,reset,1,10,-0.017820407548544685,-0.3382326312617423
PEKAO,2017-12-29,20,linear,,1,reset,10,10,0.012828237764051748,2.1245723080333017
PEKAO,2017-12-29,20,linear,,1,retain,1,10,-0.017820407548544685,-0.3382326312617423
PEKAO,2017-12-29,20,linear,,1,retain,10,10,0.012828237764051748,2.1245723080333017
PEKAO,2017-12-29,20,linear,,5,reset,1,10,-0.005658274635106025,0.5580716380956527
PEKAO,2017-12-29,20,linear,,5,reset,10,10,0.014905818434078691,2.3234406260522427
PEKAO,2017-12-29,20,linear,,5,retain,1,10,-0.005658274635106025,0.5580716380956527
PEKAO,2017-12-29,20,linear,,5,retain,10,10,0.014905818434078691,2.3234406260522427
PEKAO,2017-12-29,20,xgboost,7.0,0,reset,1,10,0.04433545200429781,0.6512908320273646
PEKAO,2017-12-29,20,xgboost,7.0,0,reset,10,10,-0.019609737277818694,-1.9239162976041184
PEKAO,2017-12-29,20,xgboost,7.0,0,retain,1,10,0.04433545200429781,0.6512908320273646
PEKAO,2017-12-29,20,xgboost,7.0,0,retain,10,10,-0.019609737277818694,-1.9239162976041184
PEKAO,2017-12-29,20,xgboost,7.0,1,reset,1,10,0.03842440428151132,0.33820538655728793
PEKAO,2017-12-29,20,xgboost,7.0,1,reset,10,10,-0.02123262033508204,-2.08240583105028
PEKAO,2017-12-29,20,xgboost,7.0,1,retain,1,10,0.03842440428151132,0.33820538655728793
PEKAO,2017-12-29,20,xgboost,7.0,1,retain,10,10,-0.02123262033508204,-2.08240583105028
PEKAO,2017-12-29,20,xgboost,7.0,5,reset,1,10,0.029051110626577004,-0.3634961165632957
PEKAO,2017-12-29,20,xgboost,7.0,5,reset,10,10,-0.020008993689592008,-1.6640629990346638
PEKAO,2017-12-29,20,xgboost,7.0,5,retain,1,10,0.029051110626577004,-0.3634961165632957
PEKAO,2017-12-29,20,xgboost,7.0,5,retain,10,10,-0.020008993689592008,-1.6640629990346638
PEKAO,2017-12-29,20,xgboost,,0,reset,1,10,-0.004414489235939869,0.6277177333571292
PEKAO,2017-12-29,20,xgboost,,0,reset,10,10,-0.008912063520276823,2.589508125542726
PEKAO,2017-12-29,20,xgboost,,0,retain,1,10,-0.004414489235939869,0.6277177333571292
PEKAO,2017-12-29,20,xgboost,,0,retain,10,10,-0.008912063520276823,2.589508125542726
PEKAO,2017-12-29,20,xgboost,,1,reset,1,10,-0.003810139041008357,0.5624814749464491
PEKAO,2017-12-29,20,xgboost,,1,reset,10,10,-0.008856448158211964,2.5096746097916096
PEKAO,2017-12-29,20,xgboost,,1,retain,1,10,-0.003810139041008357,0.5624814749464491
PEKAO,2017-12-29,20,xgboost,,1,retain,10,10,-0.008856448158211964,2.5096746097916096
PEKAO,2017-12-29,20,xgboost,,5,reset,1,10,0.0011400394814202776,0.021582754023758755
PEKAO,2017-12-29,20,xgboost,,5,reset,10,10,-0.008224351217780725,1.6877165767970663
PEKAO,2017-12-29,20,xgboost,,5,retain,1,10,0.0011400394814202776,0.021582754023758755
PEKAO,2017-12-29,20,xgboost,,5,retain,10,10,-0.008224351217780725,1.6877165767970663
PEKAO,2017-12-29,50,linear,,0,reset,1,10,0.0015812368046248942,0.3605850524001649
PEKAO,2017-12-29,50,linear,,0,reset,10,10,0.0628988830516275,0.6229395736054912
PEKAO,2017-12-29,50,linear,,0,retain,1,10,0.0015812368046248942,0.3605850524001649
PEKAO,2017-12-29,50,linear,,0,retain,10,10,0.0628988830516275,0.6229395736054912
PEKAO,2017-12-29,50,linear,,1,reset,1,10,0.00880387959665914,0.30318805793862424
PEKAO,2017-12-29,50,linear,,1,reset,10,10,0.07197890446713143,0.5437684284371547
PEKAO,2017-12-29,50,linear,,1,retain,1,10,0.00880387959665914,0.30318805793862424
PEKAO,2017-12-29,50,linear,,1,retain,10,10,0.07197890446713143,0.5437684284371547
PEKAO,2017-12-29,50,linear,,5,reset,1,10,0.03478179443240412,0.16303186433234418
PEKAO,2017-12-29,50,linear,,5,reset,10,10,0.0933875528811767,0.3804068701109933
PEKAO,2017-12-29,50,linear,,5,retain,1,10,0.03478179443240412,0.16303186433234418
PEKAO,2017-12-29,50,linear,,5,retain,10,10,0.0933875528811767,0.3804068701109933
PEKAO,2017-12-29,50,xgboost,,0,reset,1,10,-0.123132754022523,0.006098630214273371
PEKAO,2017-12-29,50,xgboost,,0,reset,10,10,-0.05120762033268342,0.1641278423482604
PEKAO,2017-12-29,50,xgboost,,0,retain,1,10,-0.123132754022523,0.006098630214273371
PEKAO,2017-12-29,50,xgboost,,0,retain,10,10,-0.05120762033268342,0.1641278423482604
PEKAO,2017-12-29,50,xgboost,,1,reset,1,10,-0.11554628438524438,0.03768364337260133
PEKAO,2017-12-29,50,xgboost,,1,reset,10,10,-0.047117654191908304,0.057080717036791184
PEKAO,2017-12-29,50,xgboost,,1,retain,1,10,-0.11554628438524438,0.03768364337260133
