symbol,horizon,model,control_seed,adverse_before_fill,bin,day,eligible_decisions,fill_before_adverse,fill_probability,fills,interpretation,latency,markout_1,markout_10,markout_10_observations,markout_1_observations,markout_5,markout_5_observations,markout_remaining,markout_remaining_observations,mean_fill_time,mean_queue_ahead,median_fill_time,median_queue_ahead,no_event_fraction,placed_orders,queue_ahead_p10,queue_ahead_p90,simultaneous,spread_1,spread_10,spread_10_observations,spread_1_observations,spread_5,spread_5_observations,spread_remaining,spread_remaining_observations,unfilled_fraction,zero_signal_decisions
KGHM,10,linear,,0.032002752924982794,4,all,8718,0.0033264510208763478,0.0035558614361091995,31,retain,1,-0.2144439861589903,-0.2872994104857455,31,31,-0.5021142286870328,31,0.10019815451907114,22,7.806451612903226,779.9213122275752,8.0,580.0,0.9645560908465244,8718,149.0,1500.0,0.00011470520761642578,8.054533605072335,7.908921285314642,31,31,7.479450615434256,31,9.522338044622888,22,0.9964441385638908,0
KGHM,10,linear,,0.044250831136077036,5,all,8723,0.007566204287515763,0.010202911842256105,89,retain,1,0.5518569821910229,0.4060629570162174,89,89,0.8544302902126948,89,0.7643329801491806,70,7.449438202247191,690.5033818640376,8.0,556.0,0.9480683251175055,8723,145.0,1347.0,0.00011463945890175398,5.211893871954852,4.919948810049598,89,89,5.816827152190457,89,5.606516098731645,70,0.9897970881577439,0
KGHM,10,linear,,0.030751577739529547,6,all,8715,0.0024096385542168677,0.002983362019506598,26,retain,1,0.08478394975845377,-1.0231773864486366,26,26,-0.5974005732529241,26,-0.8900587771022946,20,7.538461538461538,848.4473895582329,8.5,685.0,0.9668387837062535,8715,178.0,1665.0,0.0,5.477962825576442,3.2612393327020266,26,26,4.112753701599771,26,4.229871515064151,20,0.9970166379804934,0
KGHM,10,linear,,0.026844097740048183,7,all,8717,0.0034415509923138693,0.004703453022828955,41,retain,1,-0.16221440606800097,-1.2489847465825654,41,41,-0.43422377675204776,41,-0.26224289843317644,34,7.341463414634147,1010.7403923368131,7.0,691.0,0.9695996329012275,8717,221.0,2139.600000000005,0.00011471836641046231,3.6967224163787735,1.5222579524684023,41,41,3.152775039469771,41,3.5386362203510804,34,0.9952965469771711,0
KGHM,10,linear,,0.02339986235375086,8,all,8718,0.00516173434273916,0.0060793760036705665,53,retain,1,0.2957580971297611,-0.49998818271661827,53,53,0.2955989661123828,53,0.3195810741063959,42,7.471698113207547,1506.9693737095665,8.0,784.0,0.97143840330351,8718,245.0,2530.0,0.0,2.9434348889851076,1.352182318228509,53,53,2.9434315369105097,53,2.6543129663739053,42,0.9939206239963294,0
KGHM,10,linear,,0.014221814428260121,9,all,8719,0.0019497648812937262,0.00401422181442826,35,retain,1,1.4603770249083883,-0.8839249986072484,35,35,0.06647070024051632,35,1.067677475303717,25,8.228571428571428,2413.166532859273,8.0,964.0,0.9838284206904462,8719,381.0,4668.0,0.0,2.6649262792030175,-2.023678628910328,35,35,-0.12314014300598854,35,1.2456381248543453,25,0.9959857781855718,0
KGHM,10,linear,,0.011241110346409728,10,all,8718,0.0004588208304657031,0.0004588208304657031,4,retain,1,-1.6655562958022303,-1.6655562958022303,4,4,-1.6655562958022303,4,-1.1103708638681535,2,9.25,3829.1197522367515,9.5,1216.0,0.9883000688231246,8718,419.0,15251.0,0.0,2.221235006663579,2.221235006663579,4,4,2.221235006663579,4,2.2212350066629476,2,0.9995411791695343,0
KGHM,10,linear,,0.007690032534753032,1,2017-12-27,3381,0.003845016267376516,0.003845016267376516,13,retain,1,0.0,-0.3578847790831973,13,13,-1.5526075180706853,13,0.0,10,7.923076923076923,2711.3954451345758,8.0,1292.0,0.9884649511978705,3381,325.0,8680.0,0.0,7.540593345505256,6.82638151520241,13,13,4.437466082808176,13,7.126721863649459,10,0.9961549837326235,0
KGHM,10,linear,,0.027941755214482486,2,2017-12-27,2541,0.0,0.0,0,retain,1,,,0,0,,0,,0,,2502.3305785123966,,1451.0,0.9720582447855175,2541,252.0,7973.0,0.0,,,0,0,,0,,0,1.0,0
KGHM,10,linear,,0.028969957081545063,3,2017-12-27,1864,0.002145922746781116,0.002145922746781116,4,retain,1,-2.2241992882567336,-2.2241992882567336,4,4,-2.2241992882567336,4,-1.482799525504489,3,8.5,1502.0944206008583,8.5,1159.5,0.9688841201716738,1864,355.0,2297.0,0.0,-4.448398576513467,-4.448398576513467,4,4,-4.448398576513467,4,-2.965599051008978,3,0.9978540772532188,0
