breakeven_shortfall_bps,cohort,common_rows,control_seed,coverage,crossed_bps,entry_half_spread_bps,exit_half_spread_bps,gross_midpoint_bps,horizon,latency,max_identity_error_bps,model,period,prediction_rows,selected_rows,symbol,undefined_reason,unit
4.051771038084577,monthly,770961,,0.03733911313283032,-4.051771038084577,2.146010960092138,2.3256230898394223,0.41986301184697333,20,5,1.596056620201125e-12,xgboost,2017-09,770961,28787,PZU,,bp
7.427478266656872,monthly,883375,,5.9997169944813927e-05,-7.427478266656872,3.937116645631867,3.9942518421759465,0.5038902211508697,20,0,1.6218137943724287e-12,linear,2017-11,883375,53,PZU,,bp
7.5031399634679214,monthly,883375,,5.9997169944813927e-05,-7.5031399634679214,4.03326568481972,3.9944518965823974,0.5245776179340087,20,1,1.6218137943724287e-12,linear,2017-11,883375,53,PZU,,bp
7.909358878331245,monthly,883375,,5.9997169944813927e-05,-7.909358878331245,4.13327270097274,3.9943275496408672,0.2182413722821606,20,5,1.6218137943724287e-12,linear,2017-11,883375,53,PZU,,bp
3.9527548841550697,monthly,883375,,0.014363096080373568,-3.9527548841550697,2.1651755330982603,2.917378114515175,1.129798763458362,20,0,1.6218137943724287e-12,xgboost,2017-11,883375,12688,PZU,,bp
4.56852761405913,monthly,883375,,0.014363096080373568,-4.56852761405913,2.4571108670956145,2.917444849295116,0.8060281023315963,20,1,1.6218137943724287e-12,xgboost,2017-11,883375,12688,PZU,,bp
5.0874785587104485,monthly,883375,,0.014363096080373568,-5.0874785587104485,2.617130024378105,2.9175003143543106,0.4471517800219665,20,5,1.6218137943724287e-12,xgboost,2017-11,883375,12688,PZU,,bp
4.618933267953027,later,87153,,0.06838548300115888,-4.618933267953027,2.41770992927231,3.35855510280516,1.1573317641244425,20,0,1.2789769243681803e-12,linear,later,87153,5960,KGHM,,bp
4.910962614602807,later,87153,,0.06838548300115888,-4.910962614602807,2.5659617436219877,3.3585305368124625,1.013529665831644,20,1,1.2789769243681803e-12,linear,later,87153,5960,KGHM,,bp
5.518913956516644,later,87153,,0.06838548300115888,-5.518913956516644,2.806082783392884,3.3584635408485046,0.6456323677247472,20,5,1.2789769243681803e-12,linear,later,87153,5960,KGHM,,bp
5.319834099968102,later,87153,,0.13711518823218938,-5.319834099968102,2.919188682267233,3.5947526879174623,1.1941072702166087,20,0,1.2780887459484802e-12,xgboost,later,87153,11950,KGHM,,bp
5.602409036613876,later,87153,,0.13711518823218938,-5.602409036613876,3.0435138410612916,3.5947420018389833,1.0358468062864112,20,1,1.2780887459484802e-12,xgboost,later,87153,11950,KGHM,,bp
6.191754101981856,later,87153,,0.13711518823218938,-6.191754101981856,3.2194384040907145,3.594718839729634,0.6224031418385032,20,5,1.2780887459484802e-12,xgboost,later,87153,11950,KGHM,,bp
,later,87153,7.0,0.0,,,,,20,0,1.2789769243681803e-12,xgboost,later,87153,0,KGHM,no_threshold_selected_rows,bp
,later,87153,7.0,0.0,,,,,20,1,1.2789769243681803e-12,xgboost,later,87153,0,KGHM,no_threshold_selected_rows,bp
,later,87153,7.0,0.0,,,,,20,5,1.2780887459484802e-12,xgboost,later,87153,0,KGHM,no_threshold_selected_rows,bp
4.464708864731409,later,42950,,0.10344586728754365,-4.464708864731409,2.402101175209933,2.9728173011701973,0.9102096116486366,20,0,2.219557870830613e-12,linear,later,42950,4443,PEKAO,,bp
4.774375888946547,later,42950,,0.10344586728754365,-4.774375888946547,2.5529773877149577,2.972813968987395,0.7514154677557128,20,1,2.219557870830613e-12,linear,later,42950,4443,PEKAO,,bp
5.255908642594706,later,42950,,0.10344586728754365,-5.255908642594706,2.7341740311207365,2.9727989333091456,0.45106432183508655,20,5,2.219557870830613e-12,linear,later,42950,4443,PEKAO,,bp
4.598543354204525,later,42950,,0.13462165308498253,-4.598543354204525,2.585411989382454,3.0750143161172754,1.0618829512951449,20,0,2.219557870830613e-12,xgboost,later,42950,5782,PEKAO,,bp
4.941505488456111,later,42950,,0.13462165308498253,-4.941505488456111,2.7420677895708208,3.0750241833673435,0.8755864844819861,20,1,2.219557870830613e-12,xgboost,later,42950,5782,PEKAO,,bp
5.4664992580453555,later,42950,,0.13462165308498253,-5.4664992580453555,2.8857092578488603,3.0750166016643634,0.4942266014678085,20,5,2.219557870830613e-12,xgboost,later,42950,5782,PEKAO,,bp
,later,42950,7.0,0.0,,,,,20,0,2.219557870830613e-12,xgboost,later,42950,0,PEKAO,no_threshold_selected_rows,bp
,later,42950,7.0,0.0,,,,,20,1,2.219557870830613e-12,xgboost,later,42950,0,PEKAO,no_threshold_selected_rows,bp
,later,42950,7.0,0.0,,,,,20,5,2.219557870830613e-12,xgboost,later,42950,0,PEKAO,no_threshold_selected_rows,bp
4.8495728699453,later,98120,,0.023593558907460253,-4.8495728699453,2.7118965771819554,3.796435899570403,1.658759606807022,20,0,1.3393730569077889e-12,linear,later,98120,2315,PKNORLEN,,bp
5.290763620370576,later,98120,,0.023593558907460253,-5.290763620370576,2.9354279856559007,3.7964576508848973,1.44112201617019,20,1,1.3393730569077889e-12,linear,later,98120,2315,PKNORLEN,,bp
5.983507052814875,later,98120,,0.023593558907460253,-5.983507052814875,3.206563893249275,3.796535664469704,1.019592504904083,20,5,1.3393730569077889e-12,linear,later,98120,2315,PKNORLEN,,bp
6.001908889869345,later,98120,,0.09619853240929474,-6.001908889869345,3.401179544146617,4.132670027372148,1.53194068164941,20,0,1.3393730569077889e-12,xgboost,later,98120,9439,PKNORLEN,,bp
6.361896117494866,later,98120,,0.09619853240929474,-6.361896117494866,3.541905668546382,4.1326637664025885,1.3126733174540994,20,1,1.3393730569077889e-12,xgboost,later,98120,9439,PKNORLEN,,bp
7.051200701326793,later,98120,,0.09619853240929474,-7.051200701326793,3.7362989253991503,4.13265137305557,0.8177495971279267,20,5,1.3393730569077889e-12,xgboost,later,98120,9439,PKNORLEN,,bp
,later,98120,7.0,0.0,,,,,20,0,1.3393730569077889e-12,xgboost,later,98120,0,PKNORLEN,no_threshold_selected_rows,bp
,later,98120,7.0,0.0,,,,,20,1,1.3393730569077889e-12,xgboost,later,98120,0,PKNORLEN,no_threshold_selected_rows,bp
,later,98120,7.0,0.0,,,,,20,5,1.3393730569077889e-12,xgboost,later,98120,0,PKNORLEN,no_threshold_selected_rows,bp
1.1344299489504266,later,102497,,1.9512766227304213e-05,-1.1344299489504266,1.1374054180832651,3.9734802904601376,3.976455759593383,20,0,1.6218137943724287e-12,linear,later,102497,2,PKOBP,,bp
7.9429719436235455,later,102497,,1.9512766227304213e-05,-7.9429719436235455,4.54161139940573,3.9714859718117728,0.5701254275943624,20,1,1.6218137943724287e-12,linear,later,102497,2,PKOBP,,bp
7.9429719436235455,later,102497,,1.9512766227304213e-05,-7.9429719436235455,4.54161139940573,3.9714859718117728,0.5701254275943624,20,5,1.6218137943724287e-12,linear,later,102497,2,PKOBP,,bp
3.7458120433045914,later,102497,,0.03320097173575812,-3.7458120433045914,2.1794223381236857,2.6521856030894404,1.0857958979085338,20,0,1.6218137943724287e-12,xgboost,later,102497,3403,PKOBP,,bp
4.173329073839427,later,102497,,0.03320097173575812,-4.173329073839427,2.3795479433439772,2.6521483489523296,0.858367218456875,20,1,1.6218137943724287e-12,xgboost,later,102497,3403,PKOBP,,bp
4.482264258201327,later,102497,,0.03320097173575812,-4.482264258201327,2.4353775044121595,2.6521001006475577,0.6052133468583767,20,5,1.6218137943724287e-12,xgboost,later,102497,3403,PKOBP,,bp
,later,102497,7.0,0.0,,,,,20,0,1.6218137943724287e-12,xgboost,later,102497,0,PKOBP,no_threshold_selected_rows,bp
,later,102497,7.0,0.0,,,,,20,1,1.6218137943724287e-12,xgboost,later,102497,0,PKOBP,no_threshold_selected_rows,bp
,later,102497,7.0,0.0,,,,,20,5,1.6218137943724287e-12,xgboost,later,102497,0,PKOBP,no_threshold_selected_rows,bp
6.398144752916046,later,152587,,3.932182951365451e-05,-6.398144752916046,2.6071805355894435,3.4200877936792935,-0.37087642364773865,20,0,1.7639223415244487e-12,linear,later,152587,6,PZU,,bp
8.025984469512984,later,152587,,3.932182951365451e-05,-8.025984469512984,3.6204414749164555,3.4199718958948373,-0.9855710987021249,20,1,1.7639223415244487e-12,linear,later,152587,6,PZU,,bp
8.027159932628292,later,152587,,3.932182951365451e-05,-8.027159932628292,3.4157494101117085,3.419973347320011,-1.1914371751968604,20,5,1.7630341631047486e-12,linear,later,152587,6,PZU,,bp
2.939276728455022,later,152587,,0.020506334091370825,-2.939276728455022,1.8105607867650833,2.543591041221606,1.4148750995317185,20,0,1.7639223415244487e-12,xgboost,later,152587,3129,PZU,,bp
3.640514285464735,later,152587,,0.020506334091370825,-3.640514285464735,2.1429248743715954,2.543579334231037,1.0459899231379266,20,1,1.7639223415244487e-12,xgboost,later,152587,3129,PZU,,bp
4.301646253515111,later,152587,,0.020506334091370825,-4.301646253515111,2.3313452712309894,2.543569520569857,0.5732685382857615,20,5,1.7630341631047486e-12,xgboost,later,152587,3129,PZU,,bp
,later,152587,7.0,0.0,,,,,20,0,1.7639223415244487e-12,xgboost,later,152587,0,PZU,no_threshold_selected_rows,bp
,later,152587,7.0,0.0,,,,,20,1,1.7639223415244487e-12,xgboost,later,152587,0,PZU,no_threshold_selected_rows,bp
,later,152587,7.0,0.0,,,,,20,5,1.7639223415244487e-12,xgboost,later,152587,0,PZU,no_threshold_selected_rows,bp
