daily_ic,daily_ic_available_case,days_defined,days_expected,feature_group,first_test_day,horizon,ic,kind,last_train_day,mean_day_prediction_label_ic,model,origin,original_prediction_sha256,period,prediction_std_bps,scope,seed,shuffle,symbol,task_id,test_row_hash,test_rows,train_row_hash,train_rows,undefined_reason
0.29147748910826693,0.29147748910826693,21,21,F5,2017-09-01,20,0.28436414986728203,ablation,2017-08-31,0.38051948051948054,linear,verified_original_prediction,6de2e4a77e41d1ae57f36e3b683d60038e5443b8994adc22063133952594de0d,2017-09,0.52954251314971,monthly,,none,KGHM,62a9a932ff1e1793f3e4ba8949b6827701d210a30a4f08e208a70986b1f5c1d6,284d9e7413ca7e975b62d890893650d7d36e91d9e8f489daa7b527f9c0e8c641,916540,6fb42676a7057be9c05938f71a5376dbd0cfb862287b196680fbfca393973ca9,10135890,
0.27839872693001,0.27839872693001,21,21,F1,2017-09-01,20,0.2695193570440251,ablation,2017-08-31,0.2636363636363636,xgboost,new_fit,,2017-09,0.5220807359933128,monthly,,none,KGHM,851a4cc6637bc7513cef279c6ef0b4dcf9753cc0ce7c0ec0aa5ee36ac153d6e5,284d9e7413ca7e975b62d890893650d7d36e91d9e8f489daa7b527f9c0e8c641,916540,6fb42676a7057be9c05938f71a5376dbd0cfb862287b196680fbfca393973ca9,10135890,
0.28478180981997114,0.28478180981997114,21,21,F2,2017-09-01,20,0.27367762664016515,ablation,2017-08-31,0.22857142857142856,xgboost,new_fit,,2017-09,0.5325565859697395,monthly,,none,KGHM,070ce5cd8e22c881ba7bac163d7ecec161cbdbe5a2f1986628df4fba011f91fd,284d9e7413ca7e975b62d890893650d7d36e91d9e8f489daa7b527f9c0e8c641,916540,6fb42676a7057be9c05938f71a5376dbd0cfb862287b196680fbfca393973ca9,10135890,
0.2938148163738363,0.2938148163738363,21,21,F3,2017-09-01,20,0.28400690505573845,ablation,2017-08-31,0.23766233766233766,xgboost,new_fit,,2017-09,0.5672255190169482,monthly,,none,KGHM,a857e4f34a5724021157ab14c69effc741bf9a1e91944b79719450a6b8933c9e,284d9e7413ca7e975b62d890893650d7d36e91d9e8f489daa7b527f9c0e8c641,916540,6fb42676a7057be9c05938f71a5376dbd0cfb862287b196680fbfca393973ca9,10135890,
0.2882324395898749,0.2882324395898749,21,21,F4,2017-09-01,20,0.27862246989834355,ablation,2017-08-31,0.374025974025974,xgboost,new_fit,,2017-09,0.5313771111108531,monthly,,none,KGHM,7a7edea51cc47bf75e52cbc17f28c94ba70cdbcd9169a2f859b597640748bccf,284d9e7413ca7e975b62d890893650d7d36e91d9e8f489daa7b527f9c0e8c641,916540,6fb42676a7057be9c05938f71a5376dbd0cfb862287b196680fbfca393973ca9,10135890,
0.296679913190951,0.296679913190951,21,21,F5,2017-09-01,20,0.28801511066833096,ablation,2017-08-31,0.374025974025974,xgboost,verified_original_prediction,fe4a042247159af6c5386e7681ae6ca703aa7a71580f11f51ad169d47e043050,2017-09,0.5650157746101871,monthly,,none,KGHM,22b2bbdda6b045940970bbb0e63eafb6d1da7117f485c0f2497fec8c7a83bab3,284d9e7413ca7e975b62d890893650d7d36e91d9e8f489daa7b527f9c0e8c641,916540,6fb42676a7057be9c05938f71a5376dbd0cfb862287b196680fbfca393973ca9,10135890,
0.25445119565922714,0.25445119565922714,21,21,F1,2017-11-02,20,0.2564344464088976,ablation,2017-10-31,0.059740259740259746,linear,new_fit,,2017-11,0.516538238273083,monthly,,none,KGHM,6ace4e25b77e54dc216343a25f42b5253b235a884a53e63768cd9caa3ff6d2b5,d9776cbdf1150d918522142dde71d9249f10dac498f131e31088c432b54eb1a3,832293,b5c80e53a96c8b6f2de4444e9658aa6e243a41277d26e93be7ec196a98302ea4,12142724,
0.257361019578063,0.257361019578063,21,21,F2,2017-11-02,20,0.25933930954196643,ablation,2017-10-31,0.09480519480519481,linear,new_fit,,2017-11,0.520339831276874,monthly,,none,KGHM,d0973be6509fc345f0208411ea187405a1aa1e9467c60741e4c371d16d2007db,d9776cbdf1150d918522142dde71d9249f10dac498f131e31088c432b54eb1a3,832293,b5c80e53a96c8b6f2de4444e9658aa6e243a41277d26e93be7ec196a98302ea4,12142724,
0.2589995313779052,0.2589995313779052,21,21,F3,2017-11-02,20,0.26095033081537716,ablation,2017-10-31,0.0935064935064935,linear,new_fit,,2017-11,0.5224461004491857,monthly,,none,KGHM,d0c98491760978a7449d771b44e1dd8f981e9542f1e5964615ce7e476f459251,d9776cbdf1150d918522142dde71d9249f10dac498f131e31088c432b54eb1a3,832293,b5c80e53a96c8b6f2de4444e9658aa6e243a41277d26e93be7ec196a98302ea4,12142724,
0.26093858042921947,0.26093858042921947,21,21,F4,2017-11-02,20,0.26372105050364303,ablation,2017-10-31,0.212987012987013,linear,new_fit,,2017-11,0.5213337715159746,monthly,,none,KGHM,6b43780a0824dbb303c799ac557ec039753762a3a34881775daf9308b2ad7da0,d9776cbdf1150d918522142dde71d9249f10dac498f131e31088c432b54eb1a3,832293,b5c80e53a96c8b6f2de4444e9658aa6e243a41277d26e93be7ec196a98302ea4,12142724,
