adverse_before_fill,control_seed,eligible_decisions,fill_before_adverse,fill_probability,fills,horizon,interpretation,latency,markout_1,markout_10,markout_10_observations,markout_1_observations,markout_5,markout_5_observations,markout_remaining,markout_remaining_observations,mean_fill_time,mean_queue_ahead,median_fill_time,median_queue_ahead,model,month,no_event_fraction,placed_orders,queue_ahead_p10,queue_ahead_p90,simultaneous,spread_1,spread_10,spread_10_observations,spread_1_observations,spread_5,spread_5_observations,spread_remaining,spread_remaining_observations,symbol,unfilled_fraction,zero_signal_decisions,cohort,passive_price_markout_1_bps,passive_price_markout_5_bps,passive_price_markout_10_bps,passive_price_markout_remaining_bps,day,excluded_invalid_placement
0.0983466818,,883375,0.0162388567,0.0240203764,21219,20,reset,0,-0.0689715943,-0.3570226363,21219,21219,-0.2630849487,21219,-0.2397076888,21219,13.8942928507,1250.8191979624,14.0,953.0,linear,2017-11,0.8827745861,883375,276.0,2499.0,0.0026398755,4.8050653613,4.2289045103,21219,21219,4.4167755947,21219,4.463549643,21219,PZU,0.9759796236,0,monthly,2.40253268065,2.20838779735,2.11445225515,2.2317748215,,
0.0964890335,,883375,0.0158652894,0.023281166,20566,20,reset,0,-0.066241728,-0.3435397098,20566,20566,-0.2585545558,20566,-0.2244272199,20566,13.9399008072,1238.7518313287,15.0,942.0,xgboost,2017-11,0.8850046696,883375,262.0,2484.0,0.0026410075,4.9259496593,4.3713069023,20566,20566,4.5412762247,20566,4.6095504874,20566,PZU,0.976718834,0,monthly,2.46297482965,2.27063811235,2.18565345115,2.3047752437,,
0.1014133296,,883375,0.017179567,0.0255803028,22597,20,reset,1,-0.0409559879,-0.3228473949,22597,22597,-0.2257966701,22597,-0.1976459846,20672,13.6908439173,1234.5871549455,14.0,939.0,linear,2017-11,0.8786800623,883375,248.0,2486.0,0.0027270412,4.7855688498,4.2217225573,22597,22597,4.4158234623,22597,4.4435695158,20672,PZU,0.9744196972,0,monthly,2.3927844249,2.20791173115,2.11086127865,2.2217847579,,
0.0996156785,,883375,0.0167052498,0.0248082638,21915,20,reset,1,-0.0336176724,-0.304870823,21915,21915,-0.2197460582,21915,-0.1777359484,20003,13.7413187315,1224.2987451535,14.0,928.0,xgboost,2017-11,0.8809531626,883375,243.0,2473.0,0.0027259092,4.9226597459,4.3801100874,21915,21915,4.5503607914,21915,4.6058142863,20003,PZU,0.9751917362,0,monthly,2.46132987295,2.2751803957,2.1900550437,2.30290714315,,
0.1081284845,,883375,0.0186081789,0.0280718834,24798,20,reset,5,-0.0452409358,-0.2992444924,24798,24798,-0.2101966979,24798,-0.1211818668,14903,13.5291152512,1192.3397198245,14.0,890.0,linear,2017-11,0.8704457337,883375,243.0,2456.0,0.0028176029,4.6329083054,4.1248592766,24798,24798,4.302953486,24798,4.2890551103,14903,PZU,0.9719281166,0,monthly,2.3164541527,2.151476743,2.0624296383,2.14452755515,,
0.1069364653,,883375,0.0183285694,0.027641715,24418,20,reset,5,-0.0484864392,-0.2933615248,24418,24418,-0.2103781437,24418,-0.1129853582,14636,13.5552461299,1183.3209010896,14.0,879.0,xgboost,2017-11,0.8719150983,883375,243.0,2445.0,0.002819867,4.6980679716,4.208308799,24418,24418,4.3742773897,24418,4.3578396327,14636,PZU,0.972358285,0,monthly,2.3490339858,2.18713869485,2.1041543995,2.17891981635,,
0.221660842,,882745,0.0699341259,0.1023625169,90360,50,reset,0,-0.1473322851,-0.4667132822,90360,90360,-0.3648707751,90360,-0.556306048,90360,30.9560535635,1250.1615857354,32.0,953.0,linear,2017-11,0.6969747775,882745,275.0,2499.0,0.0114302545,5.5682962958,4.9295299033,90360,90360,5.1332192027,90360,4.7503579674,90360,PZU,0.8976374831,0,monthly,2.7841481479,2.56660960135,2.46476495165,2.3751789837,,
0.2183053996,,882745,0.070473353,0.1027839297,90732,50,reset,0,-0.1402442395,-0.4545487197,90732,90732,-0.3575803118,90732,-0.5428174157,90732,31.1176541904,1230.7455425972,32.0,934.0,xgboost,2017-11,0.6996595846,882745,252.0,2478.0,0.0115616628,5.7196707377,5.0910757935,90732,90732,5.2850146719,90732,4.9145508333,90732,PZU,0.8972160703,0,monthly,2.85983536885,2.64250733595,2.54553789675,2.45727541665,,
0.2252065999,,882745,0.071885992,0.1054132281,93053,50,reset,1,-0.137192484,-0.4502536683,93053,93053,-0.3502172145,93053,-0.531838745,90521,30.6939163702,1233.9013169149,32.0,938.0,linear,2017-11,0.6913253544,882745,246.0,2485.0,0.0115820537,5.5689347564,4.942806655,93053,93053,5.1428843076,93053,4.7392657652,90521,PZU,0.8945867719,0,monthly,2.7844673782,2.5714421538,2.4714033275,2.3696328826,,
0.2215441605,,882745,0.0721533399,0.1054755337,93108,50,reset,1,-0.1323922598,-0.4413458523,93108,93108,-0.3455356107,93108,-0.5229089824,90546,30.8642329338,1216.5555998618,32.0,920.0,xgboost,2017-11,0.6945890376,882745,243.0,2467.0,0.011713462,5.7075521695,5.0896571557,93108,93108,5.2812792491,93108,4.8888391499,90546,PZU,0.8945244663,0,monthly,2.85377608475,2.64063962455,2.54482857785,2.44441957495,,
0.2337164187,,882745,0.0766110258,0.1123132955,99144,50,reset,5,-0.1332568957,-0.4295125892,99144,99144,-0.3402659692,99144,-0.4734179853,85933,30.4344387961,1191.4962203128,31.0,889.0,linear,2017-11,0.6777574498,882745,243.0,2455.0,0.0119151057,5.5607574582,4.9682403598,99144,99144,5.1467406587,99144,4.6861335607,85933,PZU,0.8876867045,0,monthly,2.7803787291,2.57337032935,2.4841201799,2.34306678035,,
0.2305875423,,882745,0.0770607593,0.112696192,99482,50,reset,5,-0.129915785,-0.4207970957,99482,99482,-0.3324671901,99482,-0.4712578974,86114,30.5188074224,1176.2323309676,31.0,869.0,xgboost,2017-11,0.6803108485,882745,243.0,2441.0,0.0120408498,5.6683606625,5.0866083658,99482,99482,5.2632711316,99482,4.7920811464,86114,PZU,0.887303808,0,monthly,2.83418033125,2.6316355658,2.5433041829,2.3960405732,,
0.0493377461,,579536,0.0057287209,0.0068986223,3998,10,retain,0,-0.1487234096,-0.3906711167,3998,3998,-0.1806545123,3998,-0.0960081525,3998,7.7411205603,831.8662205627,8.0,585.0,linear,2017-04,0.9443986223,579536,165.0,1664.0,0.0005349107,5.0683625867,4.5845906976,3998,3998,5.0045255136,3998,5.1738347311,3998,PEKAO,0.9931013777,0,monthly,2.53418129335,2.5022627568,2.2922953488,2.58691736555,,
0.0485716159,,579536,0.0054733442,0.0066052842,3828,10,retain,0,-0.1008976574,-0.3510031269,3828,3828,-0.1239064643,3828,-0.0781866558,3828,7.7484326019,822.5178780956,8.0,576.0,xgboost,2017-04,0.9454805223,579536,158.0,1652.0,0.0004745175,5.0732106041,4.5731321463,3828,3828,5.0271873402,3828,5.1186576309,3828,PEKAO,0.9933947158,0,monthly,2.53660530205,2.5135936701,2.28656607315,2.55932881545,,
0.0527128599,,579536,0.006487949,0.0083808426,4857,10,retain,1,-0.0890098411,-0.2803124905,4857,4857,-0.0666978825,4857,0.0044801983,3890,7.4910438542,819.2359508296,8.0,574.0,linear,2017-04,0.94022977,579536,152.0,1650.0,0.0005694211,4.1267162379,3.7442219395,4857,4857,4.1714067548,4857,4.079419792,3890,PEKAO,0.9916191574,0,monthly,2.06335811895,2.0857033774,1.87211096975,2.039709896,,
0.052203832,,579536,0.006204964,0.0080719748,4678,10,retain,1,-0.0603766409,-0.2644506391,4678,4678,-0.0315389788,4678,0.0138022156,3744,7.4899529714,811.0782125701,8.0,566.0,xgboost,2017-04,0.9410580188,579536,146.0,1638.0,0.0005331852,4.0853927732,3.6773715485,4678,4678,4.1431134356,4678,3.9855279909,3744,PEKAO,0.9919280252,0,monthly,2.0426963866,2.0715567178,1.83868577425,1.99276399545,,
0.0586400155,,579536,0.0080029541,0.0103324039,5988,10,retain,5,-0.0689658096,-0.2772023198,5988,5988,-0.0916055297,5988,0.0536170056,1316,7.4250167001,786.5766527015,8.0,542.0,linear,2017-04,0.9326978824,579536,134.0,1605.0,0.000659148,4.0201561189,3.6038247277,5988,5988,3.9749531966,5988,2.1223615196,1316,PEKAO,0.9896675961,0,monthly,2.01007805945,1.9874765983,1.80191236385,1.0611807598,,
0.0586986831,,579536,0.0077475774,0.0100977334,5852,10,retain,5,-0.0382621326,-0.263764126,5852,5852,-0.0382486532,5852,0.0546588135,1303,7.4149008886,780.0240709809,8.0,535.0,xgboost,2017-04,0.9329411805,579536,130.0,1595.0,0.000612559,4.0915399774,3.6406550933,5852,5852,4.0916082979,5852,2.1837738367,1303,PEKAO,0.9899022666,0,monthly,2.0457699887,2.04580414895,1.82032754665,1.09188691835,,
0.0906575577,,579356,0.0258959949,0.0309447041,17928,20,retain,0,-0.2629639307,-0.5972559029,17928,17928,-0.4020059,17928,-0.3944075603,17928,14.1188643463,831.8548353689,15.0,585.0,linear,2017-04,0.8814424982,579356,165.0,1664.0,0.0020039492,5.0423448737,4.373801379,17928,17928,4.764250465,17928,4.7794804296,17928,PEKAO,0.9690552959,0,monthly,2.52117243685,2.3821252325,2.1869006895,2.3897402148,,
0.0906264887,,579356,0.0254610291,0.0304234357,17626,20,retain,0,-0.2379514383,-0.5602977341,17626,17626,-0.3620561174,17626,-0.3622324737,17626,14.1667990469,821.6290501868,15.0,576.0,xgboost,2017-04,0.8819585885,579356,158.0,1651.0,0.0019538936,5.1413544409,4.4966908799,17626,17626,4.8931207159,17626,4.8927971598,17626,PEKAO,0.9695765643,0,monthly,2.57067722045,2.44656035795,2.24834543995,2.4463985799,,
0.094755211,,579356,0.0275271163,0.0336839525,19515,20,retain,1,-0.2403555151,-0.5502665283,19515,19515,-0.3567569933,19515,-0.3455214929,17751,13.821829362,819.2255280001,14.0,575.0,linear,2017-04,0.875634325,579356,152.0,1650.0,0.0020833477,4.7578094061,4.138026272,19515,19515,4.5250017795,19515,4.5076375327,17751,PEKAO,0.9663160475,0,monthly,2.37890470305,2.26250088975,2.069013136,2.25381876635,,
0.0943185192,,579356,0.0269885873,0.0327259923,18960,20,retain,1,-0.2218692467,-0.5295615969,18960,18960,-0.3344283082,18960,-0.324449086,17230,13.940664557,810.5347368457,15.0,565.0,xgboost,2017-04,0.8766388887,579356,147.0,1637.0,0.0020540048,4.9731422383,4.3577905827,18960,18960,4.7480088474,18960,4.7353616333,17230,PEKAO,0.9672740077,0,monthly,2.48657111915,2.3740044237,2.17889529135,2.36768081665,,
0.1026122108,,579356,0.0314676986,0.0388914588,22532,20,retain,5,-0.223226344,-0.5220068523,22529,22532,-0.337477596,22529,-0.23805863,13377,13.6066483224,786.6410773341,14.0,543.0,linear,2017-04,0.8636365206,579356,134.0,1605.0,0.00228357,4.6028348606,4.003522059,22529,22532,4.3725451422,22529,4.2967804663,13377,PEKAO,0.9611085412,0,monthly,2.3014174303,2.1862725711,2.0017610295,2.14839023315,,
0.1028331458,,579356,0.0309326217,0.0380991998,22073,20,retain,5,-0.2149025571,-0.5119194161,22070,22073,-0.3322011421,22070,-0.2187674632,13028,13.6771621438,779.3845959997,14.0,534.0,xgboost,2017-04,0.8640110744,579356,130.0,1592.0,0.0022231581,4.7518195568,4.1560160741,22070,22073,4.5154167596,22070,4.5496559197,13028,PEKAO,0.9619008002,0,monthly,2.3759097784,2.2577083798,2.07800803705,2.27482795985,,
0.1767262826,,578816,0.0989416326,0.1236800641,71588,50,retain,0,-0.3142748641,-0.7784447898,71588,71588,-0.5751947986,71588,-0.9193772144,71588,30.1746382075,831.471429608,31.0,585.0,linear,2017-04,0.7159235405,578816,166.0,1664.0,0.0084085443,5.6982596524,4.7699364826,71588,71588,5.1764378336,71588,4.4880217082,71588,PEKAO,0.8763199359,0,monthly,2.8491298262,2.5882189168,2.3849682413,2.2440108541,,
0.1767953892,,578816,0.0992111483,0.1244678793,72044,50,retain,0,-0.3113365251,-0.7755412416,72044,72044,-0.5627219075,72044,-0.8985895224,72044,30.2312059297,817.9989806778,31.0,571.0,xgboost,2017-04,0.7155451819,578816,155.0,1647.0,0.0084482806,5.7899755174,4.8615921836,72044,72044,5.2872083916,72044,4.6154480439,72044,PEKAO,0.8755321207,0,monthly,2.8949877587,2.6436041958,2.4307960918,2.30772402195,,
0.1815913866,,578816,0.1017957347,0.1282410991,74228,50,retain,1,-0.3063014574,-0.754240802,74228,74228,-0.5545423831,74228,-0.8859541006,72470,29.7966670259,818.7930395843,30.0,574.0,linear,2017-04,0.7080073806,578816,152.0,1649.0,0.0086054981,5.6019085366,4.7060476148,74228,74228,5.1054455638,74228,4.4206203618,72470,PEKAO,0.8717589009,0,monthly,2.8009542683,2.5527227819,2.3530238074,2.2103101809,,
0.1816224845,,578816,0.1017957347,0.1286799259,74482,50,retain,1,-0.3057424397,-0.7581276341,74482,74482,-0.5485473003,74482,-0.8733589704,72688,29.8956929191,806.8537410852,30.0,561.0,xgboost,2017-04,0.707938274,578816,144.0,1633.0,0.0086435067,5.6897490175,4.7850050561,74482,74482,5.2041465874,74482,4.5293099115,72688,PEKAO,0.8713200741,0,monthly,2.84487450875,2.6020732937,2.39250252805,2.26465495575,,
0.1921940651,,578816,0.1097930949,0.1389923568,80451,50,retain,5,-0.3018553823,-0.7265935715,80451,80451,-0.5378347127,80451,-0.8249236798,71156,29.2962797231,786.1428035852,30.0,542.0,linear,2017-04,0.6889063191,578816,134.0,1604.0,0.0091065209,5.4998843155,4.650416066,80451,80451,5.0279407825,80451,4.3162732094,71156,PEKAO,0.8610076432,0,monthly,2.74994215775,2.51397039125,2.325208033,2.1581366047,,
0.192601794,,578816,0.1095564048,0.1394812859,80734,50,retain,5,-0.3051333993,-0.7355240503,80734,80734,-0.5363385032,80734,-0.8156009891,71332,29.3632050933,776.250618504,30.0,532.0,xgboost,2017-04,0.68870591,578816,128.0,1589.5,0.0091358912,5.560006659,4.6992471153,80734,80734,5.0976094357,80734,4.3869268948,71332,PEKAO,0.8605187141,0,monthly,2.7800033295,2.54880471785,2.34962355765,2.1934634474,,
0.0493377461,,579536,0.0057287209,0.0068986223,3998,10,reset,0,-0.1487234096,-0.3906711167,3998,3998,-0.1806545123,3998,-0.0960081525,3998,7.7411205603,831.8662205627,8.0,585.0,linear,2017-04,0.9443986223,579536,165.0,1664.0,0.0005349107,5.0683625867,4.5845906976,3998,3998,5.0045255136,3998,5.1738347311,3998,PEKAO,0.9931013777,0,monthly,2.53418129335,2.5022627568,2.2922953488,2.58691736555,,
0.0485716159,,579536,0.0054733442,0.0066052842,3828,10,reset,0,-0.1008976574,-0.3510031269,3828,3828,-0.1239064643,3828,-0.0781866558,3828,7.7484326019,822.5178780956,8.0,576.0,xgboost,2017-04,0.9454805223,579536,158.0,1652.0,0.0004745175,5.0732106041,4.5731321463,3828,3828,5.0271873402,3828,5.1186576309,3828,PEKAO,0.9933947158,0,monthly,2.53660530205,2.5135936701,2.28656607315,2.55932881545,,
0.0527128599,,579536,0.006487949,0.0083808426,4857,10,reset,1,-0.0890098411,-0.2803124905,4857,4857,-0.0666978825,4857,0.0044801983,3890,7.4910438542,819.2359508296,8.0,574.0,linear,2017-04,0.94022977,579536,152.0,1650.0,0.0005694211,4.1267162379,3.7442219395,4857,4857,4.1714067548,4857,4.079419792,3890,PEKAO,0.9916191574,0,monthly,2.06335811895,2.0857033774,1.87211096975,2.039709896,,
0.052203832,,579536,0.006204964,0.0080719748,4678,10,reset,1,-0.0603766409,-0.2644506391,4678,4678,-0.0315389788,4678,0.0138022156,3744,7.4899529714,811.0782125701,8.0,566.0,xgboost,2017-04,0.9410580188,579536,146.0,1638.0,0.0005331852,4.0853927732,3.6773715485,4678,4678,4.1431134356,4678,3.9855279909,3744,PEKAO,0.9919280252,0,monthly,2.0426963866,2.0715567178,1.83868577425,1.99276399545,,
0.0586400155,,579536,0.0080029541,0.0103324039,5988,10,reset,5,-0.0689658096,-0.2772023198,5988,5988,-0.0916055297,5988,0.0536170056,1316,7.4250167001,786.5766527015,8.0,542.0,linear,2017-04,0.9326978824,579536,134.0,1605.0,0.000659148,4.0201561189,3.6038247277,5988,5988,3.9749531966,5988,2.1223615196,1316,PEKAO,0.9896675961,0,monthly,2.01007805945,1.9874765983,1.80191236385,1.0611807598,,
0.0586986831,,579536,0.0077475774,0.0100977334,5852,10,reset,5,-0.0382621326,-0.263764126,5852,5852,-0.0382486532,5852,0.0546588135,1303,7.4149008886,780.0240709809,8.0,535.0,xgboost,2017-04,0.9329411805,579536,130.0,1595.0,0.000612559,4.0915399774,3.6406550933,5852,5852,4.0916082979,5852,2.1837738367,1303,PEKAO,0.9899022666,0,monthly,2.0457699887,2.04580414895,1.82032754665,1.09188691835,,
0.0906575577,,579356,0.0258959949,0.0309447041,17928,20,reset,0,-0.2629639307,-0.5972559029,17928,17928,-0.4020059,17928,-0.3944075603,17928,14.1188643463,831.8548353689,15.0,585.0,linear,2017-04,0.8814424982,579356,165.0,1664.0,0.0020039492,5.0423448737,4.373801379,17928,17928,4.764250465,17928,4.7794804296,17928,PEKAO,0.9690552959,0,monthly,2.52117243685,2.3821252325,2.1869006895,2.3897402148,,
0.0906264887,,579356,0.0254610291,0.0304234357,17626,20,reset,0,-0.2379514383,-0.5602977341,17626,17626,-0.3620561174,17626,-0.3622324737,17626,14.1667990469,821.6290501868,15.0,576.0,xgboost,2017-04,0.8819585885,579356,158.0,1651.0,0.0019538936,5.1413544409,4.4966908799,17626,17626,4.8931207159,17626,4.8927971598,17626,PEKAO,0.9695765643,0,monthly,2.57067722045,2.44656035795,2.24834543995,2.4463985799,,
0.094755211,,579356,0.0275271163,0.0336839525,19515,20,reset,1,-0.2403555151,-0.5502665283,19515,19515,-0.3567569933,19515,-0.3455214929,17751,13.821829362,819.2255280001,14.0,575.0,linear,2017-04,0.875634325,579356,152.0,1650.0,0.0020833477,4.7578094061,4.138026272,19515,19515,4.5250017795,19515,4.5076375327,17751,PEKAO,0.9663160475,0,monthly,2.37890470305,2.26250088975,2.069013136,2.25381876635,,
0.0943185192,,579356,0.0269885873,0.0327259923,18960,20,reset,1,-0.2218692467,-0.5295615969,18960,18960,-0.3344283082,18960,-0.324449086,17230,13.940664557,810.5347368457,15.0,565.0,xgboost,2017-04,0.8766388887,579356,147.0,1637.0,0.0020540048,4.9731422383,4.3577905827,18960,18960,4.7480088474,18960,4.7353616333,17230,PEKAO,0.9672740077,0,monthly,2.48657111915,2.3740044237,2.17889529135,2.36768081665,,
0.1026122108,,579356,0.0314676986,0.0388914588,22532,20,reset,5,-0.223226344,-0.5220068523,22529,22532,-0.337477596,22529,-0.23805863,13377,13.6066483224,786.6410773341,14.0,543.0,linear,2017-04,0.8636365206,579356,134.0,1605.0,0.00228357,4.6028348606,4.003522059,22529,22532,4.3725451422,22529,4.2967804663,13377,PEKAO,0.9611085412,0,monthly,2.3014174303,2.1862725711,2.0017610295,2.14839023315,,
0.1028331458,,579356,0.0309326217,0.0380991998,22073,20,reset,5,-0.2149025571,-0.5119194161,22070,22073,-0.3322011421,22070,-0.2187674632,13028,13.6771621438,779.3845959997,14.0,534.0,xgboost,2017-04,0.8640110744,579356,130.0,1592.0,0.0022231581,4.7518195568,4.1560160741,22070,22073,4.5154167596,22070,4.5496559197,13028,PEKAO,0.9619008002,0,monthly,2.3759097784,2.2577083798,2.07800803705,2.27482795985,,
0.1767262826,,578816,0.0989416326,0.1236800641,71588,50,reset,0,-0.3142748641,-0.7784447898,71588,71588,-0.5751947986,71588,-0.9193772144,71588,30.1746382075,831.471429608,31.0,585.0,linear,2017-04,0.7159235405,578816,166.0,1664.0,0.0084085443,5.6982596524,4.7699364826,71588,71588,5.1764378336,71588,4.4880217082,71588,PEKAO,0.8763199359,0,monthly,2.8491298262,2.5882189168,2.3849682413,2.2440108541,,
0.1767953892,,578816,0.0992111483,0.1244678793,72044,50,reset,0,-0.3113365251,-0.7755412416,72044,72044,-0.5627219075,72044,-0.8985895224,72044,30.2312059297,817.9989806778,31.0,571.0,xgboost,2017-04,0.7155451819,578816,155.0,1647.0,0.0084482806,5.7899755174,4.8615921836,72044,72044,5.2872083916,72044,4.6154480439,72044,PEKAO,0.8755321207,0,monthly,2.8949877587,2.6436041958,2.4307960918,2.30772402195,,
0.1815913866,,578816,0.1017957347,0.1282410991,74228,50,reset,1,-0.3063014574,-0.754240802,74228,74228,-0.5545423831,74228,-0.8859541006,72470,29.7966670259,818.7930395843,30.0,574.0,linear,2017-04,0.7080073806,578816,152.0,1649.0,0.0086054981,5.6019085366,4.7060476148,74228,74228,5.1054455638,74228,4.4206203618,72470,PEKAO,0.8717589009,0,monthly,2.8009542683,2.5527227819,2.3530238074,2.2103101809,,
0.1816224845,,578816,0.1017957347,0.1286799259,74482,50,reset,1,-0.3057424397,-0.7581276341,74482,74482,-0.5485473003,74482,-0.8733589704,72688,29.8956929191,806.8537410852,30.0,561.0,xgboost,2017-04,0.707938274,578816,144.0,1633.0,0.0086435067,5.6897490175,4.7850050561,74482,74482,5.2041465874,74482,4.5293099115,72688,PEKAO,0.8713200741,0,monthly,2.84487450875,2.6020732937,2.39250252805,2.26465495575,,
0.1921940651,,578816,0.1097930949,0.1389923568,80451,50,reset,5,-0.3018553823,-0.7265935715,80451,80451,-0.5378347127,80451,-0.8249236798,71156,29.2962797231,786.1428035852,30.0,542.0,linear,2017-04,0.6889063191,578816,134.0,1604.0,0.0091065209,5.4998843155,4.650416066,80451,80451,5.0279407825,80451,4.3162732094,71156,PEKAO,0.8610076432,0,monthly,2.74994215775,2.51397039125,2.325208033,2.1581366047,,
0.192601794,,578816,0.1095564048,0.1394812859,80734,50,reset,5,-0.3051333993,-0.7355240503,80734,80734,-0.5363385032,80734,-0.8156009891,71332,29.3632050933,776.250618504,30.0,532.0,xgboost,2017-04,0.68870591,578816,128.0,1589.5,0.0091358912,5.560006659,4.6992471153,80734,80734,5.0976094357,80734,4.3869268948,71332,PEKAO,0.8605187141,0,monthly,2.7800033295,2.54880471785,2.34962355765,2.1934634474,,
0.0432804004,,657688,0.0077848463,0.0092201773,6064,10,retain,0,-0.2003467472,-0.2891327242,6064,6064,-0.1908594336,6064,-0.0964380485,6064,7.7371372032,1046.0380529978,8.0,696.0,linear,2017-06,0.9485014171,657688,200.0,2117.0,0.0004333362,4.3286412212,4.1509735889,6064,6064,4.3476150559,6064,4.5364621937,6064,PEKAO,0.9907798227,0,monthly,2.1643206106,2.17380752795,2.07548679445,2.26823109685,,
0.042247996,,657688,0.0075734999,0.0089023975,5855,10,retain,0,-0.1743610799,-0.2484266808,5855,5855,-0.1549581408,5855,-0.0719233699,5855,7.8051238258,1031.961519748,8.0,682.0,xgboost,2017-06,0.9497679751,657688,198.0,2095.0,0.000410529,4.3052534439,4.157047792,5855,5855,4.3440900599,5855,4.5101506874,5855,PEKAO,0.9910976025,0,monthly,2.15262672195,2.17204502995,2.078523896,2.2550753437,,
0.0705182397,7.0,657688,0.0213490287,0.0260032112,17102,10,retain,0,-0.1776105242,-0.3476429074,17102,17102,-0.2246426031,17102,-0.1509111689,17102,7.2606712665,690.3382470107,8.0,409.0,xgboost,2017-06,0.9070167009,657688,68.0,1511.0,0.0011160307,3.0710113617,2.7309197314,17102,17102,2.9769496603,17102,3.124420647,17102,PEKAO,0.9739967888,0,monthly,1.53550568085,1.48847483015,1.3654598657,1.5622103235,,
0.0463137536,,657688,0.0095957354,0.0115145783,7573,10,retain,1,-0.1330534914,-0.241185132,7573,7573,-0.1268616862,7573,-0.0270501554,6106,7.493859765,1026.7700627045,8.0,680.0,linear,2017-06,0.9435963557,657688,186.0,2095.0,0.0004941553,4.0430128488,3.8266557081,7573,7573,4.0554023422,7573,4.1958219218,6106,PEKAO,0.9884854217,0,monthly,2.0215064244,2.0277011711,1.91332785405,2.0979109609,,
0.0454516427,,657688,0.0091578378,0.0109763292,7219,10,retain,1,-0.1208615605,-0.223451244,7219,7219,-0.1084293064,7219,-0.0195938357,5764,7.5370549938,1014.6973580178,8.0,670.0,xgboost,2017-06,0.9449206919,657688,181.0,2071.0,0.0004698276,4.0453047773,3.8400363261,7219,7219,4.070196108,7219,4.1966592488,5764,PEKAO,0.9890236708,0,monthly,2.02265238865,2.035098054,1.92001816305,2.0983296244,,
0.0692744888,7.0,657688,0.021127039,0.0255151379,16781,10,retain,1,-0.1823389648,-0.3578390908,16781,16781,-0.2278764462,16781,-0.1323320311,13779,7.3012931291,691.1391632507,8.0,410.0,xgboost,2017-06,0.9085219739,657688,69.0,1513.0,0.0010764983,3.1165840029,2.7655597682,16781,16781,3.0255123816,16781,3.1231775915,13779,PEKAO,0.9744848621,0,monthly,1.55829200145,1.5127561908,1.3827798841,1.56158879575,,
0.0541457348,,657688,0.0123113087,0.0150314435,9886,10,retain,5,-0.131868112,-0.2765406062,9886,9886,-0.1447864399,9886,0.0685840524,2106,7.4025895205,979.8519541181,8.0,640.0,linear,2017-06,0.9329393269,657688,149.0,2035.0,0.0006036297,3.6220506431,3.3326443071,9886,9886,3.5962460209,9886,3.6100194747,2106,PEKAO,0.9849685565,0,monthly,1.81102532155,1.79812301045,1.66632215355,1.80500973735,,
0.0534691221,,657688,0.0121318923,0.0147501551,9701,10,retain,5,-0.1370369095,-0.2657804864,9701,9701,-0.1525501655,9701,0.0781454932,1983,7.4362436862,969.3863853377,8.0,630.0,xgboost,2017-06,0.9338075197,657688,145.0,2011.0,0.0005914659,3.6012393555,3.3437025997,9701,9701,3.5702587585,9701,3.5689571012,1983,PEKAO,0.9852498449,0,monthly,1.80061967775,1.78512937925,1.67185129985,1.7844785506,,
0.0684807994,7.0,657688,0.0209263359,0.025133498,16530,10,retain,5,-0.1518541981,-0.3462790979,16530,16530,-0.1997237707,16530,0.0321889169,3779,7.3173623714,692.1051623262,8.0,409.0,xgboost,2017-06,0.9095619808,657688,72.0,1515.0,0.0010308839,3.2127319995,2.8238355714,16530,16530,3.1169909087,16530,2.9909195575,3779,PEKAO,0.974866502,0,monthly,1.60636599975,1.55849545435,1.4119177857,1.49545977875,,
0.0794201479,,657478,0.0325425337,0.0391587247,25746,20,retain,0,-0.2797007045,-0.5774915389,25746,25746,-0.4210049682,25746,-0.3912519646,25746,13.9820166239,1046.171935791,15.0,696.0,linear,2017-06,0.8862547492,657478,200.0,2117.0,0.0017825692,4.3952485216,3.7996571816,25746,25746,4.1126529188,25746,4.1721331124,25746,PEKAO,0.9608412753,0,monthly,2.1976242608,2.0563264594,1.8998285908,2.0860665562,,
0.1167263391,7.0,657478,0.0656660755,0.0789410444,51902,20,retain,0,-0.2525706682,-0.5102316348,51902,51902,-0.3956278645,51902,-0.3862791781,51902,12.9901159878,700.4686544645,13.0,416.0,xgboost,2017-06,0.8140409261,657478,86.0,1509.0,0.0035666593,3.7459406887,3.2306142685,51902,51902,3.4598262331,51902,3.4785171021,51902,PEKAO,0.9210589556,0,monthly,1.87297034435,1.72991311655,1.61530713425,1.73925855105,,
0.1099276326,29.0,657478,0.0577905268,0.0703399962,46247,20,retain,0,-0.2694050812,-0.5075826183,46247,46247,-0.4161390793,46247,-0.3978827442,46247,13.0201526586,757.9004362123,13.0,456.0,xgboost,2017-06,0.829061961,657478,86.0,1650.0,0.0032198796,3.9560636531,3.479663064,46247,46247,3.6625617405,46247,3.699070898,46247,PEKAO,0.9296600038,0,monthly,1.97803182655,1.83128087025,1.739831532,1.849535449,,
0.0778246573,,657478,0.0325699111,0.0390659459,25685,20,retain,0,-0.2715890077,-0.5681675993,25685,25685,-0.4211142955,25685,-0.3853322852,25685,14.0238660697,1031.8233142402,15.0,682.0,xgboost,2017-06,0.8878122158,657478,198.0,2095.0,0.0017932159,4.4083708623,3.8152021077,25685,25685,4.1093312804,25685,4.1808723467,25685,PEKAO,0.9609340541,0,monthly,2.20418543115,2.0546656402,1.90760105385,2.09043617335,,
