model,horizon,latency,interpretation,metric,expected,defined,mean,median,positive,available_case_mean,cohort
linear,50,0,retain,markout_5,5,5,-0.6217597868823459,-0.6630963787082155,0,-0.6217597868823459,later
linear,50,1,reset,markout_5,5,5,-0.6051553031476493,-0.6332708439673491,0,-0.6051553031476493,later
linear,50,1,retain,markout_5,5,5,-0.6051553031476493,-0.6332708439673491,0,-0.6051553031476493,later
linear,50,5,reset,markout_5,5,5,-0.5890863955494743,-0.6127425756610125,0,-0.5890863955494743,later
linear,50,5,retain,markout_5,5,5,-0.5890863955494743,-0.6127425756610125,0,-0.5890863955494743,later
xgboost,10,0,reset,markout_5,5,5,-0.2019420890261224,-0.2704652260507496,2,-0.2019420890261224,later
xgboost,10,0,retain,markout_5,5,5,-0.2019420890261224,-0.2704652260507496,2,-0.2019420890261224,later
xgboost,10,1,reset,markout_5,5,5,-0.1930345232908755,-0.2165490788055809,2,-0.1930345232908755,later
xgboost,10,1,retain,markout_5,5,5,-0.1930345232908755,-0.2165490788055809,2,-0.1930345232908755,later
xgboost,10,5,reset,markout_5,5,5,-0.25232099675304465,-0.3223050469815343,2,-0.25232099675304465,later
xgboost,10,5,retain,markout_5,5,5,-0.25232099675304465,-0.3223050469815343,2,-0.25232099675304465,later
xgboost,20,0,reset,markout_5,5,5,-0.4560272908494385,-0.4351723400103447,0,-0.4560272908494385,later
xgboost,20,0,retain,markout_5,5,5,-0.4560272908494385,-0.4351723400103447,0,-0.4560272908494385,later
xgboost,20,1,reset,markout_5,5,5,-0.4314681321374689,-0.4192171640131653,0,-0.4314681321374689,later
xgboost,20,1,retain,markout_5,5,5,-0.4314681321374689,-0.4192171640131653,0,-0.4314681321374689,later
xgboost,20,5,reset,markout_5,5,5,-0.41642709674582223,-0.4230796702537931,0,-0.41642709674582223,later
xgboost,20,5,retain,markout_5,5,5,-0.41642709674582223,-0.4230796702537931,0,-0.41642709674582223,later
xgboost,50,0,reset,markout_5,5,5,-0.6252781953939224,-0.6542782151135845,0,-0.6252781953939224,later
xgboost,50,0,retain,markout_5,5,5,-0.6252781953939224,-0.6542782151135845,0,-0.6252781953939224,later
xgboost,50,1,reset,markout_5,5,5,-0.6116427923003851,-0.6309943664242653,0,-0.6116427923003851,later
xgboost,50,1,retain,markout_5,5,5,-0.6116427923003851,-0.6309943664242653,0,-0.6116427923003851,later
xgboost,50,5,reset,markout_5,5,5,-0.5889729427863442,-0.5984628473990948,0,-0.5889729427863442,later
xgboost,50,5,retain,markout_5,5,5,-0.5889729427863442,-0.5984628473990948,0,-0.5889729427863442,later
linear,10,0,reset,spread_5,5,5,4.51572207591128,3.589361512745242,5,4.51572207591128,later
linear,10,0,retain,spread_5,5,5,4.51572207591128,3.589361512745242,5,4.51572207591128,later
linear,10,1,reset,spread_5,5,5,4.468494139066565,3.75412150573737,5,4.468494139066565,later
linear,10,1,retain,spread_5,5,5,4.468494139066565,3.75412150573737,5,4.468494139066565,later
linear,10,5,reset,spread_5,5,5,4.11159748210946,3.1616401491998944,5,4.11159748210946,later
linear,10,5,retain,spread_5,5,5,4.11159748210946,3.1616401491998944,5,4.11159748210946,later
linear,20,0,reset,spread_5,5,5,4.132283887497524,3.3117017597874936,5,4.132283887497524,later
linear,20,0,retain,spread_5,5,5,4.132283887497524,3.3117017597874936,5,4.132283887497524,later
linear,20,1,reset,spread_5,5,5,4.161461443300636,3.3286253475050627,5,4.161461443300636,later
linear,20,1,retain,spread_5,5,5,4.161461443300636,3.3286253475050627,5,4.161461443300636,later
linear,20,5,reset,spread_5,5,5,4.003866414835376,3.0994018925271773,5,4.003866414835376,later
linear,20,5,retain,spread_5,5,5,4.003866414835376,3.0994018925271773,5,4.003866414835376,later
linear,50,0,reset,spread_5,5,5,4.149120038341839,3.2243378480326506,5,4.149120038341839,later
linear,50,0,retain,spread_5,5,5,4.149120038341839,3.2243378480326506,5,4.149120038341839,later
linear,50,1,reset,spread_5,5,5,4.163715876326782,3.219986824125845,5,4.163715876326782,later
linear,50,1,retain,spread_5,5,5,4.163715876326782,3.219986824125845,5,4.163715876326782,later
linear,50,5,reset,spread_5,5,5,4.137634804071371,3.170597092319857,5,4.137634804071371,later
linear,50,5,retain,spread_5,5,5,4.137634804071371,3.170597092319857,5,4.137634804071371,later
xgboost,10,0,reset,spread_5,5,5,4.453387810625916,3.4922195844343795,5,4.453387810625916,later
xgboost,10,0,retain,spread_5,5,5,4.453387810625916,3.4922195844343795,5,4.453387810625916,later
xgboost,10,1,reset,spread_5,5,5,4.340677607814802,3.652838078304207,5,4.340677607814802,later
xgboost,10,1,retain,spread_5,5,5,4.340677607814802,3.652838078304207,5,4.340677607814802,later
xgboost,10,5,reset,spread_5,5,5,4.131038818144697,3.10172081543701,5,4.131038818144697,later
xgboost,10,5,retain,spread_5,5,5,4.131038818144697,3.10172081543701,5,4.131038818144697,later
xgboost,20,0,reset,spread_5,5,5,4.110762021419641,3.2769527368404106,5,4.110762021419641,later
xgboost,20,0,retain,spread_5,5,5,4.110762021419641,3.2769527368404106,5,4.110762021419641,later
xgboost,20,1,reset,spread_5,5,5,4.150292249648919,3.308800748675571,5,4.150292249648919,later
xgboost,20,1,retain,spread_5,5,5,4.150292249648919,3.308800748675571,5,4.150292249648919,later
xgboost,20,5,reset,spread_5,5,5,4.015533601120873,3.2319794792429453,5,4.015533601120873,later
xgboost,20,5,retain,spread_5,5,5,4.015533601120873,3.2319794792429453,5,4.015533601120873,later
xgboost,50,0,reset,spread_5,5,5,4.210098253735003,3.3049160105225126,5,4.210098253735003,later
xgboost,50,0,retain,spread_5,5,5,4.210098253735003,3.3049160105225126,5,4.210098253735003,later
xgboost,50,1,reset,spread_5,5,5,4.209030589205805,3.308324106959371,5,4.209030589205805,later
xgboost,50,1,retain,spread_5,5,5,4.209030589205805,3.308324106959371,5,4.209030589205805,later
xgboost,50,5,reset,spread_5,5,5,4.175410539354629,3.254991175910076,5,4.175410539354629,later
xgboost,50,5,retain,spread_5,5,5,4.175410539354629,3.254991175910076,5,4.175410539354629,later
linear,10,0,reset,passive_price_markout_5_bps,5,5,2.25786103795564,1.794680756372621,5,2.25786103795564,later
linear,10,0,retain,passive_price_markout_5_bps,5,5,2.25786103795564,1.794680756372621,5,2.25786103795564,later
linear,10,1,reset,passive_price_markout_5_bps,5,5,2.234247069533282,1.877060752868685,5,2.234247069533282,later
linear,10,1,retain,passive_price_markout_5_bps,5,5,2.234247069533282,1.877060752868685,5,2.234247069533282,later
linear,10,5,reset,passive_price_markout_5_bps,5,5,2.05579874105473,1.5808200745999472,5,2.05579874105473,later
linear,10,5,retain,passive_price_markout_5_bps,5,5,2.05579874105473,1.5808200745999472,5,2.05579874105473,later
linear,20,0,reset,passive_price_markout_5_bps,5,5,2.066141943748762,1.6558508798937468,5,2.066141943748762,later
linear,20,0,retain,passive_price_markout_5_bps,5,5,2.066141943748762,1.6558508798937468,5,2.066141943748762,later
linear,20,1,reset,passive_price_markout_5_bps,5,5,2.080730721650318,1.6643126737525311,5,2.080730721650318,later
linear,20,1,retain,passive_price_markout_5_bps,5,5,2.080730721650318,1.6643126737525311,5,2.080730721650318,later
linear,20,5,reset,passive_price_markout_5_bps,5,5,2.001933207417688,1.549700946263589,5,2.001933207417688,later
linear,20,5,retain,passive_price_markout_5_bps,5,5,2.001933207417688,1.549700946263589,5,2.001933207417688,later
linear,50,0,reset,passive_price_markout_5_bps,5,5,2.0745600191709195,1.6121689240163253,5,2.0745600191709195,later
linear,50,0,retain,passive_price_markout_5_bps,5,5,2.0745600191709195,1.6121689240163253,5,2.0745600191709195,later
linear,50,1,reset,passive_price_markout_5_bps,5,5,2.081857938163391,1.6099934120629225,5,2.081857938163391,later
linear,50,1,retain,passive_price_markout_5_bps,5,5,2.081857938163391,1.6099934120629225,5,2.081857938163391,later
linear,50,5,reset,passive_price_markout_5_bps,5,5,2.0688174020356853,1.5852985461599285,5,2.0688174020356853,later
linear,50,5,retain,passive_price_markout_5_bps,5,5,2.0688174020356853,1.5852985461599285,5,2.0688174020356853,later
xgboost,10,0,reset,passive_price_markout_5_bps,5,5,2.2266939053129575,1.7461097922171898,5,2.2266939053129575,later
xgboost,10,0,retain,passive_price_markout_5_bps,5,5,2.2266939053129575,1.7461097922171898,5,2.2266939053129575,later
xgboost,10,1,reset,passive_price_markout_5_bps,5,5,2.170338803907401,1.8264190391521036,5,2.170338803907401,later
xgboost,10,1,retain,passive_price_markout_5_bps,5,5,2.170338803907401,1.8264190391521036,5,2.170338803907401,later
xgboost,10,5,reset,passive_price_markout_5_bps,5,5,2.0655194090723485,1.550860407718505,5,2.0655194090723485,later
xgboost,10,5,retain,passive_price_markout_5_bps,5,5,2.0655194090723485,1.550860407718505,5,2.0655194090723485,later
xgboost,20,0,reset,passive_price_markout_5_bps,5,5,2.0553810107098207,1.6384763684202053,5,2.0553810107098207,later
xgboost,20,0,retain,passive_price_markout_5_bps,5,5,2.0553810107098207,1.6384763684202053,5,2.0553810107098207,later
xgboost,20,1,reset,passive_price_markout_5_bps,5,5,2.0751461248244594,1.6544003743377855,5,2.0751461248244594,later
xgboost,20,1,retain,passive_price_markout_5_bps,5,5,2.0751461248244594,1.6544003743377855,5,2.0751461248244594,later
xgboost,20,5,reset,passive_price_markout_5_bps,5,5,2.0077668005604363,1.6159897396214726,5,2.0077668005604363,later
xgboost,20,5,retain,passive_price_markout_5_bps,5,5,2.0077668005604363,1.6159897396214726,5,2.0077668005604363,later
xgboost,50,0,reset,passive_price_markout_5_bps,5,5,2.1050491268675016,1.6524580052612563,5,2.1050491268675016,later
xgboost,50,0,retain,passive_price_markout_5_bps,5,5,2.1050491268675016,1.6524580052612563,5,2.1050491268675016,later
xgboost,50,1,reset,passive_price_markout_5_bps,5,5,2.1045152946029027,1.6541620534796857,5,2.1045152946029027,later
xgboost,50,1,retain,passive_price_markout_5_bps,5,5,2.1045152946029027,1.6541620534796857,5,2.1045152946029027,later
xgboost,50,5,reset,passive_price_markout_5_bps,5,5,2.0877052696773144,1.627495587955038,5,2.0877052696773144,later
xgboost,50,5,retain,passive_price_markout_5_bps,5,5,2.0877052696773144,1.627495587955038,5,2.0877052696773144,later
