task_id,symbol,period,model,feature_group,spread_bin,imbalance_bin,rows,ic,undefined_reason
013523400dd59a59616e6f1b5f0fd2ddddc3d54dbca61626ce8bff26072f4533,PEKAO,2017-06,linear,F2,3,3,68991,0.0925110820296157,
e9503b37c16c16c4bc9ee1f7215bf868877d8ad879b31ee9d4eb32a22639f08f,PEKAO,2017-06,linear,F3,1,1,93281,0.1380435722796525,
e9503b37c16c16c4bc9ee1f7215bf868877d8ad879b31ee9d4eb32a22639f08f,PEKAO,2017-06,linear,F3,1,2,79053,0.0894687761324169,
e9503b37c16c16c4bc9ee1f7215bf868877d8ad879b31ee9d4eb32a22639f08f,PEKAO,2017-06,linear,F3,1,3,95488,0.1433507779864734,
e9503b37c16c16c4bc9ee1f7215bf868877d8ad879b31ee9d4eb32a22639f08f,PEKAO,2017-06,linear,F3,2,1,64462,0.1020862320862624,
e9503b37c16c16c4bc9ee1f7215bf868877d8ad879b31ee9d4eb32a22639f08f,PEKAO,2017-06,linear,F3,2,2,68778,0.079000291264314,
e9503b37c16c16c4bc9ee1f7215bf868877d8ad879b31ee9d4eb32a22639f08f,PEKAO,2017-06,linear,F3,2,3,68066,0.0815151794152322,
e9503b37c16c16c4bc9ee1f7215bf868877d8ad879b31ee9d4eb32a22639f08f,PEKAO,2017-06,linear,F3,3,1,51752,0.0712146321286447,
e9503b37c16c16c4bc9ee1f7215bf868877d8ad879b31ee9d4eb32a22639f08f,PEKAO,2017-06,linear,F3,3,2,67607,0.0531385806644994,
e9503b37c16c16c4bc9ee1f7215bf868877d8ad879b31ee9d4eb32a22639f08f,PEKAO,2017-06,linear,F3,3,3,68991,0.0926001080384894,
849c1ef6e0d6d081309374d9dffafd9e8825a466cb17c0894f1d9bcbc4c4ad3a,PEKAO,2017-06,linear,F4,1,1,93281,0.1376629027377036,
849c1ef6e0d6d081309374d9dffafd9e8825a466cb17c0894f1d9bcbc4c4ad3a,PEKAO,2017-06,linear,F4,1,2,79053,0.0847693962436188,
849c1ef6e0d6d081309374d9dffafd9e8825a466cb17c0894f1d9bcbc4c4ad3a,PEKAO,2017-06,linear,F4,1,3,95488,0.1400969031994012,
849c1ef6e0d6d081309374d9dffafd9e8825a466cb17c0894f1d9bcbc4c4ad3a,PEKAO,2017-06,linear,F4,2,1,64462,0.1026524897740879,
849c1ef6e0d6d081309374d9dffafd9e8825a466cb17c0894f1d9bcbc4c4ad3a,PEKAO,2017-06,linear,F4,2,2,68778,0.0792714404597128,
849c1ef6e0d6d081309374d9dffafd9e8825a466cb17c0894f1d9bcbc4c4ad3a,PEKAO,2017-06,linear,F4,2,3,68066,0.0763255349133267,
849c1ef6e0d6d081309374d9dffafd9e8825a466cb17c0894f1d9bcbc4c4ad3a,PEKAO,2017-06,linear,F4,3,1,51752,0.069739506763163,
849c1ef6e0d6d081309374d9dffafd9e8825a466cb17c0894f1d9bcbc4c4ad3a,PEKAO,2017-06,linear,F4,3,2,67607,0.0504140437855342,
849c1ef6e0d6d081309374d9dffafd9e8825a466cb17c0894f1d9bcbc4c4ad3a,PEKAO,2017-06,linear,F4,3,3,68991,0.0896062044013639,
60a116424b8372f4bc33a6fae8e871dc5491afef9934f4705c940fabc711bc30,PEKAO,2017-06,linear,F5,1,1,93281,0.1393642966743288,
60a116424b8372f4bc33a6fae8e871dc5491afef9934f4705c940fabc711bc30,PEKAO,2017-06,linear,F5,1,2,79053,0.088165724031756,
60a116424b8372f4bc33a6fae8e871dc5491afef9934f4705c940fabc711bc30,PEKAO,2017-06,linear,F5,1,3,95488,0.14210507212446,
60a116424b8372f4bc33a6fae8e871dc5491afef9934f4705c940fabc711bc30,PEKAO,2017-06,linear,F5,2,1,64462,0.1034344420092657,
60a116424b8372f4bc33a6fae8e871dc5491afef9934f4705c940fabc711bc30,PEKAO,2017-06,linear,F5,2,2,68778,0.0813350419084491,
60a116424b8372f4bc33a6fae8e871dc5491afef9934f4705c940fabc711bc30,PEKAO,2017-06,linear,F5,2,3,68066,0.079065705807874,
60a116424b8372f4bc33a6fae8e871dc5491afef9934f4705c940fabc711bc30,PEKAO,2017-06,linear,F5,3,1,51752,0.0717143249930468,
60a116424b8372f4bc33a6fae8e871dc5491afef9934f4705c940fabc711bc30,PEKAO,2017-06,linear,F5,3,2,67607,0.0511895536582953,
60a116424b8372f4bc33a6fae8e871dc5491afef9934f4705c940fabc711bc30,PEKAO,2017-06,linear,F5,3,3,68991,0.0895601111070655,
cf10fc71e41ddaa25984778262a6bbda2df944ade94d3f2db4b9e4db71c54d08,PEKAO,2017-06,xgboost,F1,1,1,93281,0.1280310423055857,
cf10fc71e41ddaa25984778262a6bbda2df944ade94d3f2db4b9e4db71c54d08,PEKAO,2017-06,xgboost,F1,1,2,79053,0.0811682418849477,
cf10fc71e41ddaa25984778262a6bbda2df944ade94d3f2db4b9e4db71c54d08,PEKAO,2017-06,xgboost,F1,1,3,95488,0.1322491295543371,
cf10fc71e41ddaa25984778262a6bbda2df944ade94d3f2db4b9e4db71c54d08,PEKAO,2017-06,xgboost,F1,2,1,64462,0.1012986611817494,
cf10fc71e41ddaa25984778262a6bbda2df944ade94d3f2db4b9e4db71c54d08,PEKAO,2017-06,xgboost,F1,2,2,68778,0.0709130980082682,
cf10fc71e41ddaa25984778262a6bbda2df944ade94d3f2db4b9e4db71c54d08,PEKAO,2017-06,xgboost,F1,2,3,68066,0.0919095637140218,
cf10fc71e41ddaa25984778262a6bbda2df944ade94d3f2db4b9e4db71c54d08,PEKAO,2017-06,xgboost,F1,3,1,51752,0.0860252931533162,
cf10fc71e41ddaa25984778262a6bbda2df944ade94d3f2db4b9e4db71c54d08,PEKAO,2017-06,xgboost,F1,3,2,67607,0.0644518852337412,
cf10fc71e41ddaa25984778262a6bbda2df944ade94d3f2db4b9e4db71c54d08,PEKAO,2017-06,xgboost,F1,3,3,68991,0.0831496123162432,
22fb8df2be14b35f1bddb80a2ec416f96e2978a62eae71c03d8a6fab6254b590,PEKAO,2017-06,xgboost,F2,1,1,93281,0.1309136707329231,
22fb8df2be14b35f1bddb80a2ec416f96e2978a62eae71c03d8a6fab6254b590,PEKAO,2017-06,xgboost,F2,1,2,79053,0.0859823831037764,
22fb8df2be14b35f1bddb80a2ec416f96e2978a62eae71c03d8a6fab6254b590,PEKAO,2017-06,xgboost,F2,1,3,95488,0.1389475807446382,
22fb8df2be14b35f1bddb80a2ec416f96e2978a62eae71c03d8a6fab6254b590,PEKAO,2017-06,xgboost,F2,2,1,64462,0.1033801952185766,
22fb8df2be14b35f1bddb80a2ec416f96e2978a62eae71c03d8a6fab6254b590,PEKAO,2017-06,xgboost,F2,2,2,68778,0.0751560766719418,
22fb8df2be14b35f1bddb80a2ec416f96e2978a62eae71c03d8a6fab6254b590,PEKAO,2017-06,xgboost,F2,2,3,68066,0.0865629143902078,
22fb8df2be14b35f1bddb80a2ec416f96e2978a62eae71c03d8a6fab6254b590,PEKAO,2017-06,xgboost,F2,3,1,51752,0.084955139571884,
22fb8df2be14b35f1bddb80a2ec416f96e2978a62eae71c03d8a6fab6254b590,PEKAO,2017-06,xgboost,F2,3,2,67607,0.0588807228359367,
22fb8df2be14b35f1bddb80a2ec416f96e2978a62eae71c03d8a6fab6254b590,PEKAO,2017-06,xgboost,F2,3,3,68991,0.0780923410553485,
68889281ef997d3654ee3004ed1d6c3315c75e70d2358e520b8a209158e4aadb,PEKAO,2017-06,xgboost,F3,1,1,93281,0.1611028919764544,
68889281ef997d3654ee3004ed1d6c3315c75e70d2358e520b8a209158e4aadb,PEKAO,2017-06,xgboost,F3,1,2,79053,0.1276281586750418,
68889281ef997d3654ee3004ed1d6c3315c75e70d2358e520b8a209158e4aadb,PEKAO,2017-06,xgboost,F3,1,3,95488,0.1607464269892912,
68889281ef997d3654ee3004ed1d6c3315c75e70d2358e520b8a209158e4aadb,PEKAO,2017-06,xgboost,F3,2,1,64462,0.1062002994253883,
68889281ef997d3654ee3004ed1d6c3315c75e70d2358e520b8a209158e4aadb,PEKAO,2017-06,xgboost,F3,2,2,68778,0.093666878069174,
68889281ef997d3654ee3004ed1d6c3315c75e70d2358e520b8a209158e4aadb,PEKAO,2017-06,xgboost,F3,2,3,68066,0.1122634262676481,
68889281ef997d3654ee3004ed1d6c3315c75e70d2358e520b8a209158e4aadb,PEKAO,2017-06,xgboost,F3,3,1,51752,0.0920397249426287,
68889281ef997d3654ee3004ed1d6c3315c75e70d2358e520b8a209158e4aadb,PEKAO,2017-06,xgboost,F3,3,2,67607,0.0653922658062966,
68889281ef997d3654ee3004ed1d6c3315c75e70d2358e520b8a209158e4aadb,PEKAO,2017-06,xgboost,F3,3,3,68991,0.0795086596796268,
0a57e1df2c2404cc4c3ce724788f3f99555153700ee08e306a9e9fd76d979b68,PEKAO,2017-06,xgboost,F4,1,1,93281,0.1327997722580838,
0a57e1df2c2404cc4c3ce724788f3f99555153700ee08e306a9e9fd76d979b68,PEKAO,2017-06,xgboost,F4,1,2,79053,0.0814017547997062,
0a57e1df2c2404cc4c3ce724788f3f99555153700ee08e306a9e9fd76d979b68,PEKAO,2017-06,xgboost,F4,1,3,95488,0.1330470807798382,
0a57e1df2c2404cc4c3ce724788f3f99555153700ee08e306a9e9fd76d979b68,PEKAO,2017-06,xgboost,F4,2,1,64462,0.1060962463321276,
0a57e1df2c2404cc4c3ce724788f3f99555153700ee08e306a9e9fd76d979b68,PEKAO,2017-06,xgboost,F4,2,2,68778,0.0735945407946153,
0a57e1df2c2404cc4c3ce724788f3f99555153700ee08e306a9e9fd76d979b68,PEKAO,2017-06,xgboost,F4,2,3,68066,0.0852135270585668,
0a57e1df2c2404cc4c3ce724788f3f99555153700ee08e306a9e9fd76d979b68,PEKAO,2017-06,xgboost,F4,3,1,51752,0.0854364449171723,
0a57e1df2c2404cc4c3ce724788f3f99555153700ee08e306a9e9fd76d979b68,PEKAO,2017-06,xgboost,F4,3,2,67607,0.0638576195096156,
0a57e1df2c2404cc4c3ce724788f3f99555153700ee08e306a9e9fd76d979b68,PEKAO,2017-06,xgboost,F4,3,3,68991,0.0838825010375609,
6a0bfcee05e5e95b3756c9c953ca0923dfd1baeadaa063480b6ddcca3b1a69a0,PEKAO,2017-06,xgboost,F5,1,1,93281,0.1641593130263215,
6a0bfcee05e5e95b3756c9c953ca0923dfd1baeadaa063480b6ddcca3b1a69a0,PEKAO,2017-06,xgboost,F5,1,2,79053,0.1244323015873598,
6a0bfcee05e5e95b3756c9c953ca0923dfd1baeadaa063480b6ddcca3b1a69a0,PEKAO,2017-06,xgboost,F5,1,3,95488,0.1547315521132339,
6a0bfcee05e5e95b3756c9c953ca0923dfd1baeadaa063480b6ddcca3b1a69a0,PEKAO,2017-06,xgboost,F5,2,1,64462,0.1084569422964746,
6a0bfcee05e5e95b3756c9c953ca0923dfd1baeadaa063480b6ddcca3b1a69a0,PEKAO,2017-06,xgboost,F5,2,2,68778,0.0911938225100658,
6a0bfcee05e5e95b3756c9c953ca0923dfd1baeadaa063480b6ddcca3b1a69a0,PEKAO,2017-06,xgboost,F5,2,3,68066,0.1101922770550867,
6a0bfcee05e5e95b3756c9c953ca0923dfd1baeadaa063480b6ddcca3b1a69a0,PEKAO,2017-06,xgboost,F5,3,1,51752,0.0904489249495318,
6a0bfcee05e5e95b3756c9c953ca0923dfd1baeadaa063480b6ddcca3b1a69a0,PEKAO,2017-06,xgboost,F5,3,2,67607,0.0672354952190285,
6a0bfcee05e5e95b3756c9c953ca0923dfd1baeadaa063480b6ddcca3b1a69a0,PEKAO,2017-06,xgboost,F5,3,3,68991,0.0826499153824088,
92ddad4b3d3069ac7d780c1d052443e7a4b55b919c0ffc6a44444e59a6a90661,PEKAO,2017-09,linear,F1,1,1,46739,0.1611470600796136,
92ddad4b3d3069ac7d780c1d052443e7a4b55b919c0ffc6a44444e59a6a90661,PEKAO,2017-09,linear,F1,1,2,44510,0.116497081130801,
92ddad4b3d3069ac7d780c1d052443e7a4b55b919c0ffc6a44444e59a6a90661,PEKAO,2017-09,linear,F1,1,3,49560,0.1534384141219616,
92ddad4b3d3069ac7d780c1d052443e7a4b55b919c0ffc6a44444e59a6a90661,PEKAO,2017-09,linear,F1,2,1,44393,0.1876018172781853,
92ddad4b3d3069ac7d780c1d052443e7a4b55b919c0ffc6a44444e59a6a90661,PEKAO,2017-09,linear,F1,2,2,46218,0.0754795596211212,
92ddad4b3d3069ac7d780c1d052443e7a4b55b919c0ffc6a44444e59a6a90661,PEKAO,2017-09,linear,F1,2,3,39123,0.0971593023729267,
92ddad4b3d3069ac7d780c1d052443e7a4b55b919c0ffc6a44444e59a6a90661,PEKAO,2017-09,linear,F1,3,1,47208,0.1237104291307226,
92ddad4b3d3069ac7d780c1d052443e7a4b55b919c0ffc6a44444e59a6a90661,PEKAO,2017-09,linear,F1,3,2,47662,0.0404956907341131,
92ddad4b3d3069ac7d780c1d052443e7a4b55b919c0ffc6a44444e59a6a90661,PEKAO,2017-09,linear,F1,3,3,38488,0.0510392228480186,
0d9c160868ae188580bfeaf94dc1db457e0b9205452b5317d0480f867534c501,PEKAO,2017-09,linear,F2,1,1,46739,0.1643949792407148,
0d9c160868ae188580bfeaf94dc1db457e0b9205452b5317d0480f867534c501,PEKAO,2017-09,linear,F2,1,2,44510,0.1168362955779602,
0d9c160868ae188580bfeaf94dc1db457e0b9205452b5317d0480f867534c501,PEKAO,2017-09,linear,F2,1,3,49560,0.1537504657740914,
0d9c160868ae188580bfeaf94dc1db457e0b9205452b5317d0480f867534c501,PEKAO,2017-09,linear,F2,2,1,44393,0.1898384155949119,
0d9c160868ae188580bfeaf94dc1db457e0b9205452b5317d0480f867534c501,PEKAO,2017-09,linear,F2,2,2,46218,0.0747465381054184,
0d9c160868ae188580bfeaf94dc1db457e0b9205452b5317d0480f867534c501,PEKAO,2017-09,linear,F2,2,3,39123,0.0950812238198296,
0d9c160868ae188580bfeaf94dc1db457e0b9205452b5317d0480f867534c501,PEKAO,2017-09,linear,F2,3,1,47208,0.1019036411129631,
0d9c160868ae188580bfeaf94dc1db457e0b9205452b5317d0480f867534c501,PEKAO,2017-09,linear,F2,3,2,47662,0.0412912869126846,
0d9c160868ae188580bfeaf94dc1db457e0b9205452b5317d0480f867534c501,PEKAO,2017-09,linear,F2,3,3,38488,0.0530784850861256,
aba0b565e872b95bf21286d21d83d87abd45db314ee02959dbd5101cef8ea35f,PEKAO,2017-09,linear,F3,1,1,46739,0.1683355946054287,
aba0b565e872b95bf21286d21d83d87abd45db314ee02959dbd5101cef8ea35f,PEKAO,2017-09,linear,F3,1,2,44510,0.1222968887290434,
aba0b565e872b95bf21286d21d83d87abd45db314ee02959dbd5101cef8ea35f,PEKAO,2017-09,linear,F3,1,3,49560,0.1579811632517872,
aba0b565e872b95bf21286d21d83d87abd45db314ee02959dbd5101cef8ea35f,PEKAO,2017-09,linear,F3,2,1,44393,0.1943208495429574,
aba0b565e872b95bf21286d21d83d87abd45db314ee02959dbd5101cef8ea35f,PEKAO,2017-09,linear,F3,2,2,46218,0.0803085293686777,
aba0b565e872b95bf21286d21d83d87abd45db314ee02959dbd5101cef8ea35f,PEKAO,2017-09,linear,F3,2,3,39123,0.1002563439973564,
aba0b565e872b95bf21286d21d83d87abd45db314ee02959dbd5101cef8ea35f,PEKAO,2017-09,linear,F3,3,1,47208,0.1060338096858238,
aba0b565e872b95bf21286d21d83d87abd45db314ee02959dbd5101cef8ea35f,PEKAO,2017-09,linear,F3,3,2,47662,0.0468860721131368,
aba0b565e872b95bf21286d21d83d87abd45db314ee02959dbd5101cef8ea35f,PEKAO,2017-09,linear,F3,3,3,38488,0.0574534248353327,
f723e3857a58c01b4b144b488e29938d8626039513fc296ec7a90b526e219c26,PEKAO,2017-09,linear,F4,1,1,46739,0.1637524639097954,
f723e3857a58c01b4b144b488e29938d8626039513fc296ec7a90b526e219c26,PEKAO,2017-09,linear,F4,1,2,44510,0.1160693263420449,
f723e3857a58c01b4b144b488e29938d8626039513fc296ec7a90b526e219c26,PEKAO,2017-09,linear,F4,1,3,49560,0.1542998445510452,
f723e3857a58c01b4b144b488e29938d8626039513fc296ec7a90b526e219c26,PEKAO,2017-09,linear,F4,2,1,44393,0.1887520912797834,
f723e3857a58c01b4b144b488e29938d8626039513fc296ec7a90b526e219c26,PEKAO,2017-09,linear,F4,2,2,46218,0.0725955627705212,
f723e3857a58c01b4b144b488e29938d8626039513fc296ec7a90b526e219c26,PEKAO,2017-09,linear,F4,2,3,39123,0.0945472272490869,
f723e3857a58c01b4b144b488e29938d8626039513fc296ec7a90b526e219c26,PEKAO,2017-09,linear,F4,3,1,47208,0.1001825019391895,
f723e3857a58c01b4b144b488e29938d8626039513fc296ec7a90b526e219c26,PEKAO,2017-09,linear,F4,3,2,47662,0.0408353952048422,
f723e3857a58c01b4b144b488e29938d8626039513fc296ec7a90b526e219c26,PEKAO,2017-09,linear,F4,3,3,38488,0.0522467958832107,
15bee629e557d48493dc5d44f8cc6ed8f6bc231ede6d126e90fe233afd3ce732,PEKAO,2017-09,linear,F5,1,1,46739,0.167688887781636,
15bee629e557d48493dc5d44f8cc6ed8f6bc231ede6d126e90fe233afd3ce732,PEKAO,2017-09,linear,F5,1,2,44510,0.1215329323489625,
15bee629e557d48493dc5d44f8cc6ed8f6bc231ede6d126e90fe233afd3ce732,PEKAO,2017-09,linear,F5,1,3,49560,0.1585826740963835,
15bee629e557d48493dc5d44f8cc6ed8f6bc231ede6d126e90fe233afd3ce732,PEKAO,2017-09,linear,F5,2,1,44393,0.193176245606856,
15bee629e557d48493dc5d44f8cc6ed8f6bc231ede6d126e90fe233afd3ce732,PEKAO,2017-09,linear,F5,2,2,46218,0.078031943895471,
15bee629e557d48493dc5d44f8cc6ed8f6bc231ede6d126e90fe233afd3ce732,PEKAO,2017-09,linear,F5,2,3,39123,0.099738045010247,
15bee629e557d48493dc5d44f8cc6ed8f6bc231ede6d126e90fe233afd3ce732,PEKAO,2017-09,linear,F5,3,1,47208,0.1041893209155719,
15bee629e557d48493dc5d44f8cc6ed8f6bc231ede6d126e90fe233afd3ce732,PEKAO,2017-09,linear,F5,3,2,47662,0.0464988471522163,
15bee629e557d48493dc5d44f8cc6ed8f6bc231ede6d126e90fe233afd3ce732,PEKAO,2017-09,linear,F5,3,3,38488,0.0565900188640366,
307dd5824027d2d4d9ce889de0271e9ddf695b3aaed5c118248a38e6f2a360ef,PEKAO,2017-09,xgboost,F1,1,1,46739,0.1752061256099029,
307dd5824027d2d4d9ce889de0271e9ddf695b3aaed5c118248a38e6f2a360ef,PEKAO,2017-09,xgboost,F1,1,2,44510,0.1109905881550452,
307dd5824027d2d4d9ce889de0271e9ddf695b3aaed5c118248a38e6f2a360ef,PEKAO,2017-09,xgboost,F1,1,3,49560,0.1485019471744219,
307dd5824027d2d4d9ce889de0271e9ddf695b3aaed5c118248a38e6f2a360ef,PEKAO,2017-09,xgboost,F1,2,1,44393,0.1785439365252652,
307dd5824027d2d4d9ce889de0271e9ddf695b3aaed5c118248a38e6f2a360ef,PEKAO,2017-09,xgboost,F1,2,2,46218,0.0799306961415214,
307dd5824027d2d4d9ce889de0271e9ddf695b3aaed5c118248a38e6f2a360ef,PEKAO,2017-09,xgboost,F1,2,3,39123,0.0990463285170878,
307dd5824027d2d4d9ce889de0271e9ddf695b3aaed5c118248a38e6f2a360ef,PEKAO,2017-09,xgboost,F1,3,1,47208,0.1169927560585627,
307dd5824027d2d4d9ce889de0271e9ddf695b3aaed5c118248a38e6f2a360ef,PEKAO,2017-09,xgboost,F1,3,2,47662,0.0332119286637466,
307dd5824027d2d4d9ce889de0271e9ddf695b3aaed5c118248a38e6f2a360ef,PEKAO,2017-09,xgboost,F1,3,3,38488,0.0527048540533282,
8237e4eee40f645db409e29f6b5e7943e852e475af3821be10def8e3015dc233,PEKAO,2017-09,xgboost,F2,1,1,46739,0.1786632899952058,
8237e4eee40f645db409e29f6b5e7943e852e475af3821be10def8e3015dc233,PEKAO,2017-09,xgboost,F2,1,2,44510,0.1173750110186433,
8237e4eee40f645db409e29f6b5e7943e852e475af3821be10def8e3015dc233,PEKAO,2017-09,xgboost,F2,1,3,49560,0.1491359107215388,
8237e4eee40f645db409e29f6b5e7943e852e475af3821be10def8e3015dc233,PEKAO,2017-09,xgboost,F2,2,1,44393,0.1834352459606474,
8237e4eee40f645db409e29f6b5e7943e852e475af3821be10def8e3015dc233,PEKAO,2017-09,xgboost,F2,2,2,46218,0.0801867270864574,
8237e4eee40f645db409e29f6b5e7943e852e475af3821be10def8e3015dc233,PEKAO,2017-09,xgboost,F2,2,3,39123,0.1013044684395802,
8237e4eee40f645db409e29f6b5e7943e852e475af3821be10def8e3015dc233,PEKAO,2017-09,xgboost,F2,3,1,47208,0.112171288002638,
8237e4eee40f645db409e29f6b5e7943e852e475af3821be10def8e3015dc233,PEKAO,2017-09,xgboost,F2,3,2,47662,0.0310427285229027,
8237e4eee40f645db409e29f6b5e7943e852e475af3821be10def8e3015dc233,PEKAO,2017-09,xgboost,F2,3,3,38488,0.0410638176623493,
e38d1d355bc2bfd97e1a54318ea030a5dee105cc86554880e66875cb9ade007d,PEKAO,2017-09,xgboost,F3,1,1,46739,0.198255187841951,
e38d1d355bc2bfd97e1a54318ea030a5dee105cc86554880e66875cb9ade007d,PEKAO,2017-09,xgboost,F3,1,2,44510,0.1537347413563685,
e38d1d355bc2bfd97e1a54318ea030a5dee105cc86554880e66875cb9ade007d,PEKAO,2017-09,xgboost,F3,1,3,49560,0.1826876726983805,
e38d1d355bc2bfd97e1a54318ea030a5dee105cc86554880e66875cb9ade007d,PEKAO,2017-09,xgboost,F3,2,1,44393,0.1919680982090818,
e38d1d355bc2bfd97e1a54318ea030a5dee105cc86554880e66875cb9ade007d,PEKAO,2017-09,xgboost,F3,2,2,46218,0.1092718150147264,
e38d1d355bc2bfd97e1a54318ea030a5dee105cc86554880e66875cb9ade007d,PEKAO,2017-09,xgboost,F3,2,3,39123,0.1330506685293571,
e38d1d355bc2bfd97e1a54318ea030a5dee105cc86554880e66875cb9ade007d,PEKAO,2017-09,xgboost,F3,3,1,47208,0.1248019398535505,
e38d1d355bc2bfd97e1a54318ea030a5dee105cc86554880e66875cb9ade007d,PEKAO,2017-09,xgboost,F3,3,2,47662,0.0577033341535508,
e38d1d355bc2bfd97e1a54318ea030a5dee105cc86554880e66875cb9ade007d,PEKAO,2017-09,xgboost,F3,3,3,38488,0.0650308757884307,
09f7e45fa4da36908c3069c38d783f7ea280befc1d9cbb77808cb05d0cf44a54,PEKAO,2017-09,xgboost,F4,1,1,46739,0.1777041818147511,
09f7e45fa4da36908c3069c38d783f7ea280befc1d9cbb77808cb05d0cf44a54,PEKAO,2017-09,xgboost,F4,1,2,44510,0.1140869268015295,
09f7e45fa4da36908c3069c38d783f7ea280befc1d9cbb77808cb05d0cf44a54,PEKAO,2017-09,xgboost,F4,1,3,49560,0.1512758107915757,
09f7e45fa4da36908c3069c38d783f7ea280befc1d9cbb77808cb05d0cf44a54,PEKAO,2017-09,xgboost,F4,2,1,44393,0.1789786456419231,
09f7e45fa4da36908c3069c38d783f7ea280befc1d9cbb77808cb05d0cf44a54,PEKAO,2017-09,xgboost,F4,2,2,46218,0.0742808293651141,
09f7e45fa4da36908c3069c38d783f7ea280befc1d9cbb77808cb05d0cf44a54,PEKAO,2017-09,xgboost,F4,2,3,39123,0.1015448791236381,
09f7e45fa4da36908c3069c38d783f7ea280befc1d9cbb77808cb05d0cf44a54,PEKAO,2017-09,xgboost,F4,3,1,47208,0.118625267395614,
09f7e45fa4da36908c3069c38d783f7ea280befc1d9cbb77808cb05d0cf44a54,PEKAO,2017-09,xgboost,F4,3,2,47662,0.0360371821673271,
09f7e45fa4da36908c3069c38d783f7ea280befc1d9cbb77808cb05d0cf44a54,PEKAO,2017-09,xgboost,F4,3,3,38488,0.0436770654978182,
13faa45ddb81c190d0bc4af3a3cbc37036540c87f92494329ca0ff885a3bfb7f,PEKAO,2017-09,xgboost,F5,1,1,46739,0.1974074379794861,
13faa45ddb81c190d0bc4af3a3cbc37036540c87f92494329ca0ff885a3bfb7f,PEKAO,2017-09,xgboost,F5,1,2,44510,0.1492709526779772,
13faa45ddb81c190d0bc4af3a3cbc37036540c87f92494329ca0ff885a3bfb7f,PEKAO,2017-09,xgboost,F5,1,3,49560,0.1828479065577022,
13faa45ddb81c190d0bc4af3a3cbc37036540c87f92494329ca0ff885a3bfb7f,PEKAO,2017-09,xgboost,F5,2,1,44393,0.1886032272527656,
13faa45ddb81c190d0bc4af3a3cbc37036540c87f92494329ca0ff885a3bfb7f,PEKAO,2017-09,xgboost,F5,2,2,46218,0.1046569974738666,
13faa45ddb81c190d0bc4af3a3cbc37036540c87f92494329ca0ff885a3bfb7f,PEKAO,2017-09,xgboost,F5,2,3,39123,0.1299198657128911,
13faa45ddb81c190d0bc4af3a3cbc37036540c87f92494329ca0ff885a3bfb7f,PEKAO,2017-09,xgboost,F5,3,1,47208,0.1264374308253993,
13faa45ddb81c190d0bc4af3a3cbc37036540c87f92494329ca0ff885a3bfb7f,PEKAO,2017-09,xgboost,F5,3,2,47662,0.0619249779099305,
13faa45ddb81c190d0bc4af3a3cbc37036540c87f92494329ca0ff885a3bfb7f,PEKAO,2017-09,xgboost,F5,3,3,38488,0.0704500773769253,
d598f0843aa1c51663e7b2543da1a8144c21c9f0addeb142dc3363cec17fbb34,PEKAO,2017-11,linear,F1,1,1,59611,0.1295416996657123,
d598f0843aa1c51663e7b2543da1a8144c21c9f0addeb142dc3363cec17fbb34,PEKAO,2017-11,linear,F1,1,2,51313,0.0845203275304763,
d598f0843aa1c51663e7b2543da1a8144c21c9f0addeb142dc3363cec17fbb34,PEKAO,2017-11,linear,F1,1,3,54791,0.1479290358253341,
d598f0843aa1c51663e7b2543da1a8144c21c9f0addeb142dc3363cec17fbb34,PEKAO,2017-11,linear,F1,2,1,48596,0.0938456742916138,
d598f0843aa1c51663e7b2543da1a8144c21c9f0addeb142dc3363cec17fbb34,PEKAO,2017-11,linear,F1,2,2,49725,0.0728399994680977,
d598f0843aa1c51663e7b2543da1a8144c21c9f0addeb142dc3363cec17fbb34,PEKAO,2017-11,linear,F1,2,3,55247,0.0810319300705431,
d598f0843aa1c51663e7b2543da1a8144c21c9f0addeb142dc3363cec17fbb34,PEKAO,2017-11,linear,F1,3,1,52505,0.0579613666619821,
d598f0843aa1c51663e7b2543da1a8144c21c9f0addeb142dc3363cec17fbb34,PEKAO,2017-11,linear,F1,3,2,56153,0.0423407967335113,
d598f0843aa1c51663e7b2543da1a8144c21c9f0addeb142dc3363cec17fbb34,PEKAO,2017-11,linear,F1,3,3,53589,0.0589914021017219,
8fcc7ebb4d0abbc36d0f52f7e551d20782053ea816c3e57e9e1cbfb17b66609d,PEKAO,2017-11,linear,F2,1,1,59611,0.1298165938960518,
8fcc7ebb4d0abbc36d0f52f7e551d20782053ea816c3e57e9e1cbfb17b66609d,PEKAO,2017-11,linear,F2,1,2,51313,0.084547145895897,
8fcc7ebb4d0abbc36d0f52f7e551d20782053ea816c3e57e9e1cbfb17b66609d,PEKAO,2017-11,linear,F2,1,3,54791,0.1479486899609241,
8fcc7ebb4d0abbc36d0f52f7e551d20782053ea816c3e57e9e1cbfb17b66609d,PEKAO,2017-11,linear,F2,2,1,48596,0.0950746241444095,
8fcc7ebb4d0abbc36d0f52f7e551d20782053ea816c3e57e9e1cbfb17b66609d,PEKAO,2017-11,linear,F2,2,2,49725,0.0724397915544862,
8fcc7ebb4d0abbc36d0f52f7e551d20782053ea816c3e57e9e1cbfb17b66609d,PEKAO,2017-11,linear,F2,2,3,55247,0.0801635434583598,
