kind,scope,symbol,period,model,feature_group,shuffle,seed,horizon,task_id,ic,imbalance_bin,imbalance_cut1,imbalance_cut2,rows,spread_bin,spread_cut1,spread_cut2
ablation,monthly,KGHM,2017-04,xgboost,F1,none,,20,a734efed403d5302ca6e1041d4114d4a120f3b44146185c3f09c14f6e84ad7db,0.09777199551961674,3,-0.3261105092091008,0.29292929292929293,158449,3,4.613610149943379,8.980691513247287
ablation,monthly,KGHM,2017-04,xgboost,F2,none,,20,5b11b0e7f55d5153d915068cd3399bbaf7cc5153a7b8033a67f852905fc9d3f5,0.09984410616353488,1,-0.3261105092091008,0.29292929292929293,87337,1,4.613610149943379,8.980691513247287
ablation,monthly,KGHM,2017-04,xgboost,F2,none,,20,5b11b0e7f55d5153d915068cd3399bbaf7cc5153a7b8033a67f852905fc9d3f5,0.11295039841131857,2,-0.3261105092091008,0.29292929292929293,75699,1,4.613610149943379,8.980691513247287
ablation,monthly,KGHM,2017-04,xgboost,F2,none,,20,5b11b0e7f55d5153d915068cd3399bbaf7cc5153a7b8033a67f852905fc9d3f5,0.1276501802938866,3,-0.3261105092091008,0.29292929292929293,102602,1,4.613610149943379,8.980691513247287
ablation,monthly,KGHM,2017-04,xgboost,F2,none,,20,5b11b0e7f55d5153d915068cd3399bbaf7cc5153a7b8033a67f852905fc9d3f5,0.08086947925137572,1,-0.3261105092091008,0.29292929292929293,115561,2,4.613610149943379,8.980691513247287
ablation,monthly,KGHM,2017-04,xgboost,F2,none,,20,5b11b0e7f55d5153d915068cd3399bbaf7cc5153a7b8033a67f852905fc9d3f5,0.08121573650106426,2,-0.3261105092091008,0.29292929292929293,138561,2,4.613610149943379,8.980691513247287
ablation,monthly,KGHM,2017-04,xgboost,F2,none,,20,5b11b0e7f55d5153d915068cd3399bbaf7cc5153a7b8033a67f852905fc9d3f5,0.11102770801817304,3,-0.3261105092091008,0.29292929292929293,135840,2,4.613610149943379,8.980691513247287
ablation,monthly,KGHM,2017-04,xgboost,F2,none,,20,5b11b0e7f55d5153d915068cd3399bbaf7cc5153a7b8033a67f852905fc9d3f5,0.050957857281715264,1,-0.3261105092091008,0.29292929292929293,126628,3,4.613610149943379,8.980691513247287
ablation,monthly,KGHM,2017-04,xgboost,F2,none,,20,5b11b0e7f55d5153d915068cd3399bbaf7cc5153a7b8033a67f852905fc9d3f5,0.05108633549805781,2,-0.3261105092091008,0.29292929292929293,158299,3,4.613610149943379,8.980691513247287
ablation,monthly,KGHM,2017-04,xgboost,F2,none,,20,5b11b0e7f55d5153d915068cd3399bbaf7cc5153a7b8033a67f852905fc9d3f5,0.09280952010616236,3,-0.3261105092091008,0.29292929292929293,158449,3,4.613610149943379,8.980691513247287
ablation,monthly,KGHM,2017-04,xgboost,F3,none,,20,017bce95d7089978dcd9f60e07f71fbec004ec90f093a49815960eb900434f7f,0.1481242495989873,1,-0.3261105092091008,0.29292929292929293,87337,1,4.613610149943379,8.980691513247287
ablation,monthly,KGHM,2017-04,xgboost,F3,none,,20,017bce95d7089978dcd9f60e07f71fbec004ec90f093a49815960eb900434f7f,0.16563397590212334,2,-0.3261105092091008,0.29292929292929293,75699,1,4.613610149943379,8.980691513247287
ablation,monthly,KGHM,2017-04,xgboost,F3,none,,20,017bce95d7089978dcd9f60e07f71fbec004ec90f093a49815960eb900434f7f,0.1803514924354756,3,-0.3261105092091008,0.29292929292929293,102602,1,4.613610149943379,8.980691513247287
ablation,monthly,KGHM,2017-04,xgboost,F3,none,,20,017bce95d7089978dcd9f60e07f71fbec004ec90f093a49815960eb900434f7f,0.12016279639242071,1,-0.3261105092091008,0.29292929292929293,115561,2,4.613610149943379,8.980691513247287
ablation,monthly,KGHM,2017-04,xgboost,F3,none,,20,017bce95d7089978dcd9f60e07f71fbec004ec90f093a49815960eb900434f7f,0.11230394719036041,2,-0.3261105092091008,0.29292929292929293,138561,2,4.613610149943379,8.980691513247287
ablation,monthly,KGHM,2017-04,xgboost,F3,none,,20,017bce95d7089978dcd9f60e07f71fbec004ec90f093a49815960eb900434f7f,0.14380901528851195,3,-0.3261105092091008,0.29292929292929293,135840,2,4.613610149943379,8.980691513247287
ablation,monthly,KGHM,2017-04,xgboost,F3,none,,20,017bce95d7089978dcd9f60e07f71fbec004ec90f093a49815960eb900434f7f,0.0628749256116329,1,-0.3261105092091008,0.29292929292929293,126628,3,4.613610149943379,8.980691513247287
ablation,monthly,KGHM,2017-04,xgboost,F3,none,,20,017bce95d7089978dcd9f60e07f71fbec004ec90f093a49815960eb900434f7f,0.0608740180880949,2,-0.3261105092091008,0.29292929292929293,158299,3,4.613610149943379,8.980691513247287
ablation,monthly,KGHM,2017-04,xgboost,F3,none,,20,017bce95d7089978dcd9f60e07f71fbec004ec90f093a49815960eb900434f7f,0.10322673152833096,3,-0.3261105092091008,0.29292929292929293,158449,3,4.613610149943379,8.980691513247287
ablation,monthly,KGHM,2017-04,xgboost,F4,none,,20,9cdceedb9861fc0f604eef9d1e935f307833dc340a29830eb774923bdc6a39c1,0.09656585431060627,1,-0.3261105092091008,0.29292929292929293,87337,1,4.613610149943379,8.980691513247287
ablation,monthly,KGHM,2017-04,xgboost,F4,none,,20,9cdceedb9861fc0f604eef9d1e935f307833dc340a29830eb774923bdc6a39c1,0.11225005053204494,2,-0.3261105092091008,0.29292929292929293,75699,1,4.613610149943379,8.980691513247287
ablation,monthly,KGHM,2017-04,xgboost,F4,none,,20,9cdceedb9861fc0f604eef9d1e935f307833dc340a29830eb774923bdc6a39c1,0.1288593553528429,3,-0.3261105092091008,0.29292929292929293,102602,1,4.613610149943379,8.980691513247287
ablation,monthly,KGHM,2017-04,xgboost,F4,none,,20,9cdceedb9861fc0f604eef9d1e935f307833dc340a29830eb774923bdc6a39c1,0.09269276437959376,1,-0.3261105092091008,0.29292929292929293,115561,2,4.613610149943379,8.980691513247287
ablation,monthly,KGHM,2017-04,xgboost,F4,none,,20,9cdceedb9861fc0f604eef9d1e935f307833dc340a29830eb774923bdc6a39c1,0.09366255859923428,2,-0.3261105092091008,0.29292929292929293,138561,2,4.613610149943379,8.980691513247287
ablation,monthly,KGHM,2017-04,xgboost,F4,none,,20,9cdceedb9861fc0f604eef9d1e935f307833dc340a29830eb774923bdc6a39c1,0.11805934758921008,3,-0.3261105092091008,0.29292929292929293,135840,2,4.613610149943379,8.980691513247287
ablation,monthly,KGHM,2017-04,xgboost,F4,none,,20,9cdceedb9861fc0f604eef9d1e935f307833dc340a29830eb774923bdc6a39c1,0.06620258326169767,1,-0.3261105092091008,0.29292929292929293,126628,3,4.613610149943379,8.980691513247287
ablation,monthly,KGHM,2017-04,xgboost,F4,none,,20,9cdceedb9861fc0f604eef9d1e935f307833dc340a29830eb774923bdc6a39c1,0.05728915982535037,2,-0.3261105092091008,0.29292929292929293,158299,3,4.613610149943379,8.980691513247287
ablation,monthly,KGHM,2017-04,xgboost,F4,none,,20,9cdceedb9861fc0f604eef9d1e935f307833dc340a29830eb774923bdc6a39c1,0.10003545986749934,3,-0.3261105092091008,0.29292929292929293,158449,3,4.613610149943379,8.980691513247287
ablation,monthly,KGHM,2017-04,xgboost,F5,none,,20,12b5398b11d65932ae2f3b5a82ca633d7161afdfbfec2f002575925872a840d9,0.14638782985992152,1,-0.3261105092091008,0.29292929292929293,87337,1,4.613610149943379,8.980691513247287
ablation,monthly,KGHM,2017-04,xgboost,F5,none,,20,12b5398b11d65932ae2f3b5a82ca633d7161afdfbfec2f002575925872a840d9,0.1651317376089176,2,-0.3261105092091008,0.29292929292929293,75699,1,4.613610149943379,8.980691513247287
