symbol,month,horizon,model,control_seed,task_id,latency,original_rows,rows,threshold_bps,coverage,selected_rows,sign_selected_bps,top_decile_long_bps,bottom_decile_short_bps,ordered_deciles,decile_bins
PKNORLEN,2017-06,20,xgboost,7.0,e5f6ea16a69d125a0d054e8fa5fb9217d7c1f5b2102e1b4e136108966d4d6efe,0,862980,862875,1.0,0.0,0,,-10.250173968545619,-10.441742248927602,0.0,10
PKNORLEN,2017-06,20,xgboost,7.0,e5f6ea16a69d125a0d054e8fa5fb9217d7c1f5b2102e1b4e136108966d4d6efe,1,862980,862875,1.0,0.0,0,,-10.296511111357749,-10.458499451156591,0.0,10
PKNORLEN,2017-06,20,xgboost,7.0,e5f6ea16a69d125a0d054e8fa5fb9217d7c1f5b2102e1b4e136108966d4d6efe,5,862980,862875,1.0,0.0,0,,-10.38587397882171,-10.457527404743827,0.0,10
PKNORLEN,2017-06,50,linear,,551e31596361ae6cfd818a61f5dc26674bfd948d650a8bde15872e0725121718,0,862350,862245,1.0,0.20730302872153505,178746,-6.903200160241244,-7.021147572561929,-6.656874336091774,0.0,10
PKNORLEN,2017-06,50,linear,,551e31596361ae6cfd818a61f5dc26674bfd948d650a8bde15872e0725121718,1,862350,862245,1.0,0.20730302872153505,178746,-7.174605163932147,-7.287996749244654,-6.940048047421709,0.0,10
PKNORLEN,2017-06,50,linear,,551e31596361ae6cfd818a61f5dc26674bfd948d650a8bde15872e0725121718,5,862350,862245,1.0,0.20730302872153505,178746,-7.648673349619921,-7.734967753106959,-7.441184555164444,0.0,10
PKNORLEN,2017-06,50,xgboost,,ebc4ecc2b7e331e0937261280a2636d37efa2c79a1e396334dfd1d81fb6e1b43,0,862350,862245,1.0,0.32106999750650916,276841,-6.906558958591597,-6.300343107433845,-6.413547959964328,0.0,10
PKNORLEN,2017-06,50,xgboost,,ebc4ecc2b7e331e0937261280a2636d37efa2c79a1e396334dfd1d81fb6e1b43,1,862350,862245,1.0,0.32106999750650916,276841,-7.116394560520291,-6.596529842869419,-6.672819895495741,0.0,10
PKNORLEN,2017-06,50,xgboost,,ebc4ecc2b7e331e0937261280a2636d37efa2c79a1e396334dfd1d81fb6e1b43,5,862350,862245,1.0,0.32106999750650916,276841,-7.5841262346407845,-7.173647460389383,-7.201521844685554,0.0,10
PKNORLEN,2017-06,50,xgboost,7.0,6932669d8ce869fa5706d6f00e908695ce642a9f7f62a8042e25ceba091ca8d0,0,862350,862245,1.0,0.0,0,,-10.545815904148037,-9.377486906032065,0.0,10
PKNORLEN,2017-06,50,xgboost,7.0,6932669d8ce869fa5706d6f00e908695ce642a9f7f62a8042e25ceba091ca8d0,1,862350,862245,1.0,0.0,0,,-10.53403031010427,-9.452877322621664,0.0,10
PKNORLEN,2017-06,50,xgboost,7.0,6932669d8ce869fa5706d6f00e908695ce642a9f7f62a8042e25ceba091ca8d0,5,862350,862245,1.0,0.0,0,,-10.543002023991422,-9.616041832828568,0.0,10
PKNORLEN,2017-09,10,linear,,e4e594c9019224bd93fa6052fbcd053e680306e809659ef285da0f6ee15a2679,0,1014105,1014000,1.0,1.282051282051282e-05,13,-4.111672156208917,-5.4487119183829,-5.335123857247052,0.0,10
PKNORLEN,2017-09,10,linear,,e4e594c9019224bd93fa6052fbcd053e680306e809659ef285da0f6ee15a2679,1,1014105,1014000,1.0,1.282051282051282e-05,13,-4.4246220216405465,-5.716846714437494,-5.553376210910218,0.0,10
PKNORLEN,2017-09,10,linear,,e4e594c9019224bd93fa6052fbcd053e680306e809659ef285da0f6ee15a2679,5,1014105,1014000,1.0,1.282051282051282e-05,13,-4.090708984110285,-6.228338007783124,-5.99659563356542,0.0,10
PKNORLEN,2017-09,10,xgboost,,1dc4f8a93083e499a31085a51cdb43f6494a049389303257a880766bee164e0a,0,1014105,1014000,1.0,0.025724852071005916,26085,-4.7054603210809445,-5.871709213175193,-6.412299637603896,0.0,10
PKNORLEN,2017-09,10,xgboost,,1dc4f8a93083e499a31085a51cdb43f6494a049389303257a880766bee164e0a,1,1014105,1014000,1.0,0.025724852071005916,26085,-5.439040182134114,-6.137559511465523,-6.622282139153065,0.0,10
PKNORLEN,2017-09,10,xgboost,,1dc4f8a93083e499a31085a51cdb43f6494a049389303257a880766bee164e0a,5,1014105,1014000,1.0,0.025724852071005916,26085,-6.121632616609077,-6.634568287169494,-7.0231040342021585,0.0,10
PKNORLEN,2017-09,20,linear,,e8639fee1e895e0dbf037cfc02cbf2e0f44020893d5965fab7c53b5e8aff2aa8,0,1013895,1013790,1.0,0.010929285157675652,11080,-3.9510568106980712,-5.524374327818968,-5.392242009264508,0.0,10
PKNORLEN,2017-09,20,linear,,e8639fee1e895e0dbf037cfc02cbf2e0f44020893d5965fab7c53b5e8aff2aa8,1,1013895,1013790,1.0,0.010929285157675652,11080,-4.462190902039577,-5.800290532298578,-5.621272380935718,0.0,10
PKNORLEN,2017-09,20,linear,,e8639fee1e895e0dbf037cfc02cbf2e0f44020893d5965fab7c53b5e8aff2aa8,5,1013895,1013790,1.0,0.010929285157675652,11080,-5.272831978942766,-6.343066028147501,-6.099934218590409,0.0,10
PKNORLEN,2017-09,20,xgboost,,71de7ddea0ae0ec801a47ca5cea41c63afef90ae67de31f34645e206e117c90f,0,1013895,1013790,1.0,0.07732567888813265,78392,-4.8428420530533325,-5.805368880251821,-5.954151613918567,0.0,10
PKNORLEN,2017-09,20,xgboost,,71de7ddea0ae0ec801a47ca5cea41c63afef90ae67de31f34645e206e117c90f,1,1013895,1013790,1.0,0.07732567888813265,78392,-5.270062283179468,-6.070645531389901,-6.1876293245292615,0.0,10
PKNORLEN,2017-09,20,xgboost,,71de7ddea0ae0ec801a47ca5cea41c63afef90ae67de31f34645e206e117c90f,5,1013895,1013790,1.0,0.07732567888813265,78392,-5.950498572114533,-6.608287724716331,-6.6712288735977,0.0,10
PKNORLEN,2017-09,50,linear,,7ce4a788085c5b2d8d79653f32f2f9f2661e86deb618c473add64fc6416549f3,0,1013265,1013160,1.0,0.2631065182202219,266569,-6.486071943462656,-6.245721163172651,-6.197393918016135,0.0,10
PKNORLEN,2017-09,50,linear,,7ce4a788085c5b2d8d79653f32f2f9f2661e86deb618c473add64fc6416549f3,1,1013265,1013160,1.0,0.2631065182202219,266569,-6.699105702797576,-6.505633994898237,-6.419788713925811,0.0,10
PKNORLEN,2017-09,50,linear,,7ce4a788085c5b2d8d79653f32f2f9f2661e86deb618c473add64fc6416549f3,5,1013265,1013160,1.0,0.2631065182202219,266569,-7.145949397570797,-7.010438216970826,-6.885279798236008,0.0,10
PKNORLEN,2017-09,50,xgboost,,4193a43ff8338dd70d6addb0d14a1ade58d8cc11a21cdc5897b7ff0be2a798b2,0,1013265,1013160,1.0,0.23760314264282048,240730,-6.442226520469867,-6.509511792812014,-6.192524823540162,0.0,10
PKNORLEN,2017-09,50,xgboost,,4193a43ff8338dd70d6addb0d14a1ade58d8cc11a21cdc5897b7ff0be2a798b2,1,1013265,1013160,1.0,0.23760314264282048,240730,-6.65874589406103,-6.761157081115835,-6.423829798810845,0.0,10
PKNORLEN,2017-09,50,xgboost,,4193a43ff8338dd70d6addb0d14a1ade58d8cc11a21cdc5897b7ff0be2a798b2,5,1013265,1013160,1.0,0.23760314264282048,240730,-7.14066823441424,-7.281711973484863,-6.924327369210569,0.0,10
PKNORLEN,2017-11,10,linear,,ae03cb726cdfdc6cdb9b3afea9b7f791e2a8d18dd4f859f185981c455147d5aa,0,1041523,1041418,1.0,4.801146129604059e-05,50,-9.082464356567554,-6.272795266881231,-6.664514188505693,0.0,10
PKNORLEN,2017-11,10,linear,,ae03cb726cdfdc6cdb9b3afea9b7f791e2a8d18dd4f859f185981c455147d5aa,1,1041523,1041418,1.0,4.801146129604059e-05,50,-11.035877827225686,-6.57170742724971,-6.92452942487075,0.0,10
PKNORLEN,2017-11,10,linear,,ae03cb726cdfdc6cdb9b3afea9b7f791e2a8d18dd4f859f185981c455147d5aa,5,1041523,1041418,1.0,4.801146129604059e-05,50,-11.28832601310413,-7.13426894097198,-7.427687418185304,0.0,10
PKNORLEN,2017-11,10,xgboost,,59130cbb870013e01fd27b2c6af19fad187129d427638077230a87f6bd681676,0,1041523,1041418,1.0,0.029738299126767544,30970,-5.8760847917630565,-6.377966647846068,-7.463378894684273,0.0,10
PKNORLEN,2017-11,10,xgboost,,59130cbb870013e01fd27b2c6af19fad187129d427638077230a87f6bd681676,1,1041523,1041418,1.0,0.029738299126767544,30970,-6.634560369216406,-6.698686575185828,-7.706898150357073,0.0,10
PKNORLEN,2017-11,10,xgboost,,59130cbb870013e01fd27b2c6af19fad187129d427638077230a87f6bd681676,5,1041523,1041418,1.0,0.029738299126767544,30970,-7.422702490544922,-7.290566193914819,-8.204905582430492,0.0,10
PKNORLEN,2017-11,20,linear,,07b0e79837f9cbfe5b4da319d6fe4250b84ff385ce368c9c0b5186bd4b678d39,0,1041313,1041208,1.0,0.01812510084440381,18872,-4.518096077894499,-6.454533999458622,-6.693932625465671,0.0,10
PKNORLEN,2017-11,20,linear,,07b0e79837f9cbfe5b4da319d6fe4250b84ff385ce368c9c0b5186bd4b678d39,1,1041313,1041208,1.0,0.01812510084440381,18872,-5.071743910900682,-6.758299935343149,-6.9604118139403885,0.0,10
PKNORLEN,2017-11,20,linear,,07b0e79837f9cbfe5b4da319d6fe4250b84ff385ce368c9c0b5186bd4b678d39,5,1041313,1041208,1.0,0.01812510084440381,18872,-6.006957638199485,-7.333833148194912,-7.494465078850654,0.0,10
PKNORLEN,2017-11,20,xgboost,,3fabdfcf353a56fa70b7797f2012fada9319205bfd5eb0f0a0e3549862e2fe3b,0,1041313,1041208,1.0,0.08590406527802322,89444,-5.472355091032046,-6.431260684281182,-6.884945601419269,0.0,10
PKNORLEN,2017-11,20,xgboost,,3fabdfcf353a56fa70b7797f2012fada9319205bfd5eb0f0a0e3549862e2fe3b,1,1041313,1041208,1.0,0.08590406527802322,89444,-5.954962408551273,-6.750476763638834,-7.155062792152392,0.0,10
PKNORLEN,2017-11,20,xgboost,,3fabdfcf353a56fa70b7797f2012fada9319205bfd5eb0f0a0e3549862e2fe3b,5,1041313,1041208,1.0,0.08590406527802322,89444,-6.731301843972171,-7.386680753545173,-7.722051667112697,0.0,10
PKNORLEN,2017-11,50,linear,,38d1afb766f98ab413469ed31fc37211560f886d5da8d8c73927b5e0627f95e5,0,1040683,1040578,1.0,0.2524404705846174,262684,-7.7984468274462175,-7.534072857824298,-7.369325914966369,0.0,10
PKNORLEN,2017-11,50,linear,,38d1afb766f98ab413469ed31fc37211560f886d5da8d8c73927b5e0627f95e5,1,1040683,1040578,1.0,0.2524404705846174,262684,-8.02782350281121,-7.805713744419302,-7.617138815102404,0.0,10
PKNORLEN,2017-11,50,linear,,38d1afb766f98ab413469ed31fc37211560f886d5da8d8c73927b5e0627f95e5,5,1040683,1040578,1.0,0.2524404705846174,262684,-8.483565132707652,-8.303984669173635,-8.119427011589858,0.0,10
PKNORLEN,2017-11,50,xgboost,,cd257c2fbf94f10a6852cbae09fce8e06ccee3957a7bf660f154e83aea663a5c,0,1040683,1040578,1.0,0.24640055815133513,256399,-7.672678287548587,-7.8446257136798305,-6.90596155627862,0.0,10
PKNORLEN,2017-11,50,xgboost,,cd257c2fbf94f10a6852cbae09fce8e06ccee3957a7bf660f154e83aea663a5c,1,1040683,1040578,1.0,0.24640055815133513,256399,-7.913478965855793,-8.138770106268293,-7.168848806952882,0.0,10
PKNORLEN,2017-11,50,xgboost,,cd257c2fbf94f10a6852cbae09fce8e06ccee3957a7bf660f154e83aea663a5c,5,1040683,1040578,1.0,0.24640055815133513,256399,-8.413720281494061,-8.67262653719267,-7.7384744204438425,0.0,10
PKOBP,2017-04,10,linear,,5a418a31520360397201f19473c671e74bbb1e773e2655e646f0ec8b3c7b1e5f,0,953529,949905,1.0,1.263284223159158e-05,12,-9.665932096746674,-6.5407539912004795,-6.25323713239535,0.0,10
PKOBP,2017-04,10,linear,,5a418a31520360397201f19473c671e74bbb1e773e2655e646f0ec8b3c7b1e5f,1,953529,949905,1.0,1.263284223159158e-05,12,-9.213372449024986,-6.6765207584983415,-6.414672706544711,0.0,10
PKOBP,2017-04,10,linear,,5a418a31520360397201f19473c671e74bbb1e773e2655e646f0ec8b3c7b1e5f,5,953529,949905,1.0,1.263284223159158e-05,12,-9.688714527237645,-6.934110818891503,-6.713393717153858,0.0,10
PKOBP,2017-04,10,xgboost,,1de5de580d2b30d96c88795351b49492a739c9b167e50b2cdde88e70c909a995,0,953529,949905,1.0,0.01030839926097873,9792,-4.86389811371364,-7.739084618343117,-6.818935274689444,0.0,10
PKOBP,2017-04,10,xgboost,,1de5de580d2b30d96c88795351b49492a739c9b167e50b2cdde88e70c909a995,1,953529,949905,1.0,0.01030839926097873,9792,-5.596540752180362,-7.869601940865459,-6.970543186094831,0.0,10
PKOBP,2017-04,10,xgboost,,1de5de580d2b30d96c88795351b49492a739c9b167e50b2cdde88e70c909a995,5,953529,949905,1.0,0.01030839926097873,9792,-6.146962408536605,-8.133122825459473,-7.276835815885673,0.0,10
PKOBP,2017-04,20,linear,,b30bfa0f2cbdfdfdcca4ba031265f1c6642346e4298d61f95beda9f56fa86425,0,946426,943074,1.0,9.75533203120858e-05,92,-5.640202154557339,-6.751702092557524,-6.3381757493043915,0.0,10
PKOBP,2017-04,20,linear,,b30bfa0f2cbdfdfdcca4ba031265f1c6642346e4298d61f95beda9f56fa86425,1,946426,943074,1.0,9.75533203120858e-05,92,-6.759617513858173,-6.88433362388272,-6.497371499913248,0.0,10
PKOBP,2017-04,20,linear,,b30bfa0f2cbdfdfdcca4ba031265f1c6642346e4298d61f95beda9f56fa86425,5,946426,943074,1.0,9.75533203120858e-05,92,-7.0750206531127615,-7.1475181824471266,-6.799113271714823,0.0,10
PKOBP,2017-04,20,xgboost,,d154af0db722fe82f1d0452b12b697179c8a30fc15e1cc3878af8355d741323a,0,946426,943074,1.0,0.03564513495229431,33616,-6.5159719408740395,-7.93258007042489,-6.835706973168493,0.0,10
PKOBP,2017-04,20,xgboost,,d154af0db722fe82f1d0452b12b697179c8a30fc15e1cc3878af8355d741323a,1,946426,943074,1.0,0.03564513495229431,33616,-6.915289500633865,-8.057550699916645,-6.984204859343415,0.0,10
PKOBP,2017-04,20,xgboost,,d154af0db722fe82f1d0452b12b697179c8a30fc15e1cc3878af8355d741323a,5,946426,943074,1.0,0.03564513495229431,33616,-7.31765924726303,-8.320680503766086,-7.277305817376151,0.0,10
PKOBP,2017-04,50,linear,,ec9bca18c5d19a5810229f8b225f3179c9033d0f6d08f25c063039a0e5103ed0,0,927506,924613,1.0,0.23774487271972167,219822,-7.5724584541971245,-7.339424658753449,-7.133078505397971,0.0,10
PKOBP,2017-04,50,linear,,ec9bca18c5d19a5810229f8b225f3179c9033d0f6d08f25c063039a0e5103ed0,1,927506,924613,1.0,0.23774487271972167,219822,-7.697839734133918,-7.472053305832766,-7.2826942261029926,0.0,10
PKOBP,2017-04,50,linear,,ec9bca18c5d19a5810229f8b225f3179c9033d0f6d08f25c063039a0e5103ed0,5,927506,924613,1.0,0.23774487271972167,219822,-7.953110731925076,-7.740420199576636,-7.578521418390316,0.0,10
PKOBP,2017-04,50,xgboost,,5104153618a9faaff4aa7cfee5205cf8689df433038a2a31052f73bb8b2819e5,0,927506,924613,1.0,0.24170977479226444,223488,-8.026020537090986,-8.49009304055265,-7.242954657931839,0.0,10
PKOBP,2017-04,50,xgboost,,5104153618a9faaff4aa7cfee5205cf8689df433038a2a31052f73bb8b2819e5,1,927506,924613,1.0,0.24170977479226444,223488,-8.14222819119807,-8.608397722866348,-7.392337390416704,0.0,10
PKOBP,2017-04,50,xgboost,,5104153618a9faaff4aa7cfee5205cf8689df433038a2a31052f73bb8b2819e5,5,927506,924613,1.0,0.24170977479226444,223488,-8.382633028655464,-8.83810960549936,-7.689451631227529,0.0,10
PKOBP,2017-06,10,linear,,0af22dbfdfd7980eb5f6a92ed2eecd9136539a90e22a17a653faf5782279b13a,0,1064414,1060420,1.0,1.9803474095169837e-05,21,-8.810758448851841,-7.6486752268267475,-7.547680425621558,0.0,10
PKOBP,2017-06,10,linear,,0af22dbfdfd7980eb5f6a92ed2eecd9136539a90e22a17a653faf5782279b13a,1,1064414,1060420,1.0,1.9803474095169837e-05,21,-10.390797888580117,-7.904201158949931,-7.804832975571396,0.0,10
PKOBP,2017-06,10,linear,,0af22dbfdfd7980eb5f6a92ed2eecd9136539a90e22a17a653faf5782279b13a,5,1064414,1060420,1.0,1.9803474095169837e-05,21,-12.112314340117376,-8.32649177888113,-8.249089570921443,0.0,10
PKOBP,2017-06,10,xgboost,,3990960a5476f9f8a91d0bd97899e56d7d47cc4f3500c69fc59bf84922e1b0ff,0,1064414,1060420,1.0,0.013252296259972464,14053,-6.65832833845939,-9.131593229511632,-8.61673794315023,0.0,10
PKOBP,2017-06,10,xgboost,,3990960a5476f9f8a91d0bd97899e56d7d47cc4f3500c69fc59bf84922e1b0ff,1,1064414,1060420,1.0,0.013252296259972464,14053,-7.817760042929165,-9.337783022772166,-8.82310646986815,0.0,10
PKOBP,2017-06,10,xgboost,,3990960a5476f9f8a91d0bd97899e56d7d47cc4f3500c69fc59bf84922e1b0ff,5,1064414,1060420,1.0,0.013252296259972464,14053,-8.724850162939578,-9.745855307408258,-9.283154165392368,0.0,10
PKOBP,2017-06,10,xgboost,7.0,fa1875278a0754b8c441b3411d8196bf1ab1a6b93435a7921cc378d62c4df4f9,0,1064414,1060420,1.0,0.0,0,,-11.83075443924867,-13.049553230028815,0.0,10
PKOBP,2017-06,10,xgboost,7.0,fa1875278a0754b8c441b3411d8196bf1ab1a6b93435a7921cc378d62c4df4f9,1,1064414,1060420,1.0,0.0,0,,-11.870691836819034,-13.03038330430876,0.0,10
PKOBP,2017-06,10,xgboost,7.0,fa1875278a0754b8c441b3411d8196bf1ab1a6b93435a7921cc378d62c4df4f9,5,1064414,1060420,1.0,0.0,0,,-11.972487116103933,-13.003966994134537,0.0,10
PKOBP,2017-06,20,linear,,14852fc95eea0d6b068da81f7ee308258bc079dedd2fa31cb4a5d5cc6a920425,0,1056564,1052806,1.0,0.0002469590788806295,260,-7.20998264403799,-7.963940073722396,-7.6083892484190425,0.0,10
PKOBP,2017-06,20,linear,,14852fc95eea0d6b068da81f7ee308258bc079dedd2fa31cb4a5d5cc6a920425,1,1056564,1052806,1.0,0.0002469590788806295,260,-8.490573916641509,-8.216971949969073,-7.870715244814447,0.0,10
PKOBP,2017-06,20,linear,,14852fc95eea0d6b068da81f7ee308258bc079dedd2fa31cb4a5d5cc6a920425,5,1056564,1052806,1.0,0.0002469590788806295,260,-8.68935975015855,-8.633695074214225,-8.33139862075968,0.0,10
PKOBP,2017-06,20,xgboost,,be21d8340d12563c86c0ee94500f051adfb4855812ee0c64435be76306665e39,0,1056564,1052806,1.0,0.041967845927929744,44184,-7.699819641966364,-9.26498268913094,-8.256404076099063,0.0,10
PKOBP,2017-06,20,xgboost,,be21d8340d12563c86c0ee94500f051adfb4855812ee0c64435be76306665e39,1,1056564,1052806,1.0,0.041967845927929744,44184,-8.221217801138653,-9.448280097380174,-8.471257384181252,0.0,10
PKOBP,2017-06,20,xgboost,,be21d8340d12563c86c0ee94500f051adfb4855812ee0c64435be76306665e39,5,1056564,1052806,1.0,0.041967845927929744,44184,-8.901859409378403,-9.829869802336818,-8.948991891866848,0.0,10
PKOBP,2017-06,20,xgboost,7.0,fafb81d034a582bf115133e0b672d902bd7e790badb13acf8c54396cf1e44466,0,1056564,1052806,1.0,0.0,0,,-11.944674909083691,-13.432933349791579,0.0,10
PKOBP,2017-06,20,xgboost,7.0,fafb81d034a582bf115133e0b672d902bd7e790badb13acf8c54396cf1e44466,1,1056564,1052806,1.0,0.0,0,,-11.97808110930229,-13.435829592914304,0.0,10
PKOBP,2017-06,20,xgboost,7.0,fafb81d034a582bf115133e0b672d902bd7e790badb13acf8c54396cf1e44466,5,1056564,1052806,1.0,0.0,0,,-12.022677455898396,-13.445459879470082,0.0,10
PKOBP,2017-06,50,linear,,2adb8ddaf3dcdaadf3dd84c8cbc6e8d5bcbda810a54660b64f309dcef20f428e,0,1034912,1031484,1.0,0.19705007542530956,203254,-8.43994445694505,-8.561790946923114,-8.357824269262004,0.0,10
PKOBP,2017-06,50,linear,,2adb8ddaf3dcdaadf3dd84c8cbc6e8d5bcbda810a54660b64f309dcef20f428e,1,1034912,1031484,1.0,0.19705007542530956,203254,-8.681262707389507,-8.802557672718882,-8.594833139488047,0.0,10
PKOBP,2017-06,50,linear,,2adb8ddaf3dcdaadf3dd84c8cbc6e8d5bcbda810a54660b64f309dcef20f428e,5,1034912,1031484,1.0,0.19705007542530956,203254,-9.101210695858926,-9.208414846492248,-9.02348189101871,0.0,10
PKOBP,2017-06,50,xgboost,,b81d88796318cb57570f92379a1b76a6cb00db78cf082cb032060333112386cd,0,1034912,1031484,1.0,0.21311140066157108,219821,-9.095202178607872,-9.525518405402586,-8.585539154827055,0.0,10
PKOBP,2017-06,50,xgboost,,b81d88796318cb57570f92379a1b76a6cb00db78cf082cb032060333112386cd,1,1034912,1031484,1.0,0.21311140066157108,219821,-9.274748942114194,-9.703975679444842,-8.778854854279146,0.0,10
PKOBP,2017-06,50,xgboost,,b81d88796318cb57570f92379a1b76a6cb00db78cf082cb032060333112386cd,5,1034912,1031484,1.0,0.21311140066157108,219821,-9.661560348756925,-10.057942913787905,-9.207789548173038,0.0,10
PKOBP,2017-06,50,xgboost,7.0,6a65f3149be7ad53b36fceb00cc76863a8d46a643018e7d7e5c8dc279b472199,0,1034912,1031484,1.0,0.0,0,,-11.54346122270042,-13.374324899312985,0.0,10
PKOBP,2017-06,50,xgboost,7.0,6a65f3149be7ad53b36fceb00cc76863a8d46a643018e7d7e5c8dc279b472199,1,1034912,1031484,1.0,0.0,0,,-11.585792184649666,-13.339552835726245,0.0,10
PKOBP,2017-06,50,xgboost,7.0,6a65f3149be7ad53b36fceb00cc76863a8d46a643018e7d7e5c8dc279b472199,5,1034912,1031484,1.0,0.0,0,,-11.716491077767108,-13.301418348599396,0.0,10
PKOBP,2017-09,10,linear,,b038832cf7b8187fa5575cba5a32c39c7ddf966f2b092bb1e1c0f3221bb4200d,0,773577,769006,1.0,1.4304179681302877e-05,11,-6.390191524588122,-6.3495044196751,-5.87711337725119,0.0,10
PKOBP,2017-09,10,linear,,b038832cf7b8187fa5575cba5a32c39c7ddf966f2b092bb1e1c0f3221bb4200d,1,773577,769006,1.0,1.4304179681302877e-05,11,-7.407424054374777,-6.530899582313987,-6.050516724263764,0.0,10
PKOBP,2017-09,10,linear,,b038832cf7b8187fa5575cba5a32c39c7ddf966f2b092bb1e1c0f3221bb4200d,5,773577,769006,1.0,1.4304179681302877e-05,11,-8.926810089214705,-6.8278699757283325,-6.321136421573671,0.0,10
PKOBP,2017-09,10,xgboost,,581b563a1c98ee467489b6900bb85b23a83695053eb6486ab734af6583c9ba29,0,773577,769006,1.0,0.015460217475546354,11889,-4.3123705114719435,-6.399215938283057,-5.752369450410604,0.0,10
PKOBP,2017-09,10,xgboost,,581b563a1c98ee467489b6900bb85b23a83695053eb6486ab734af6583c9ba29,1,773577,769006,1.0,0.015460217475546354,11889,-5.195432609985539,-6.582902178693831,-5.924031785566726,0.0,10
PKOBP,2017-09,10,xgboost,,581b563a1c98ee467489b6900bb85b23a83695053eb6486ab734af6583c9ba29,5,773577,769006,1.0,0.015460217475546354,11889,-5.783177453486065,-6.91262894835742,-6.276530925408941,0.0,10
PKOBP,2017-09,20,linear,,1be2c2e5ed48000a834f651977ac3b40f66494de5201e3ecfa68ea318ea293a2,0,764588,760308,1.0,0.00024858346880474755,189,-5.609962062203332,-6.430042666555193,-5.9546670874790015,0.0,10
PKOBP,2017-09,20,linear,,1be2c2e5ed48000a834f651977ac3b40f66494de5201e3ecfa68ea318ea293a2,1,764588,760308,1.0,0.00024858346880474755,189,-6.542018076999329,-6.611988737010519,-6.130256292029914,0.0,10
PKOBP,2017-09,20,linear,,1be2c2e5ed48000a834f651977ac3b40f66494de5201e3ecfa68ea318ea293a2,5,764588,760308,1.0,0.00024858346880474755,189,-7.195463115762965,-6.92388424853249,-6.415863612877293,0.0,10
PKOBP,2017-09,20,xgboost,,07787f330ed06e0845dfdabd65e128be64cc96db0168a769d9c5e08f05064529,0,764588,760308,1.0,0.05344413053657202,40634,-4.837471383303819,-6.639921441990396,-5.889346488800867,0.0,10
PKOBP,2017-09,20,xgboost,,07787f330ed06e0845dfdabd65e128be64cc96db0168a769d9c5e08f05064529,1,764588,760308,1.0,0.05344413053657202,40634,-5.26076796406164,-6.819558106969877,-6.073007736477872,0.0,10
PKOBP,2017-09,20,xgboost,,07787f330ed06e0845dfdabd65e128be64cc96db0168a769d9c5e08f05064529,5,764588,760308,1.0,0.05344413053657202,40634,-5.790587140976144,-7.148321485017085,-6.413518269279612,0.0,10
PKOBP,2017-09,50,linear,,35263fb5d172f23038792ff3ababa63dbe8f213a445898af76203e89039915a5,0,740815,737220,1.0,0.22181167087165296,163524,-6.640609846534753,-6.6391006225294475,-6.34339472006922,0.0,10
PKOBP,2017-09,50,linear,,35263fb5d172f23038792ff3ababa63dbe8f213a445898af76203e89039915a5,1,740815,737220,1.0,0.22181167087165296,163524,-6.803423343889386,-6.819351310474592,-6.516704866528095,0.0,10
PKOBP,2017-09,50,linear,,35263fb5d172f23038792ff3ababa63dbe8f213a445898af76203e89039915a5,5,740815,737220,1.0,0.22181167087165296,163524,-7.092470802274215,-7.137664755323158,-6.811763091919327,0.0,10
PKOBP,2017-09,50,xgboost,,2202a2f989f50bfc613b59456ba9e84355ab0c20856371c4e29add4a09c62a54,0,740815,737220,1.0,0.21818995686497925,160854,-6.860694412975562,-7.174564951303868,-6.385915282661562,0.0,10
PKOBP,2017-09,50,xgboost,,2202a2f989f50bfc613b59456ba9e84355ab0c20856371c4e29add4a09c62a54,1,740815,737220,1.0,0.21818995686497925,160854,-7.017342450994251,-7.334023097812974,-6.563670066522178,0.0,10
PKOBP,2017-09,50,xgboost,,2202a2f989f50bfc613b59456ba9e84355ab0c20856371c4e29add4a09c62a54,5,740815,737220,1.0,0.21818995686497925,160854,-7.321279270302058,-7.637873147578221,-6.901439513238922,0.0,10
PKOBP,2017-11,10,linear,,7d200fa76e6793130f86c5f86bebca9924b2bf3830e2107edd59854376d40bbe,0,912408,908843,1.0,1.2103300570065457e-05,11,-14.01955374111791,-5.6537521583401915,-5.237198632266943,0.0,10
PKOBP,2017-11,10,linear,,7d200fa76e6793130f86c5f86bebca9924b2bf3830e2107edd59854376d40bbe,1,912408,908843,1.0,1.2103300570065457e-05,11,-14.485465882143961,-5.81854028677058,-5.419210216297718,0.0,10
PKOBP,2017-11,10,linear,,7d200fa76e6793130f86c5f86bebca9924b2bf3830e2107edd59854376d40bbe,5,912408,908843,1.0,1.2103300570065457e-05,11,-14.949092655417974,-6.079663089791803,-5.723566022339745,0.0,10
PKOBP,2017-11,10,xgboost,,a15a25c516958db3af6931dd899f0a4e966baae2aa4ba40554f8736939fc95d8,0,912408,908843,1.0,0.010812648609275749,9827,-6.348214658920044,-6.260441488146148,-6.783773222236997,0.0,10
PKOBP,2017-11,10,xgboost,,a15a25c516958db3af6931dd899f0a4e966baae2aa4ba40554f8736939fc95d8,1,912408,908843,1.0,0.010812648609275749,9827,-7.081591642467051,-6.417776655729098,-6.921956221161768,0.0,10
PKOBP,2017-11,10,xgboost,,a15a25c516958db3af6931dd899f0a4e966baae2aa4ba40554f8736939fc95d8,5,912408,908843,1.0,0.010812648609275749,9827,-7.381809988453126,-6.660688896933566,-7.148850708430743,0.0,10
