task_id,symbol,month,horizon,model,control_seed,feature,normalized_gain
fb080d4785c680a88203c7c02664144d509ba87f4951c6dd31fd15b95bd48e71,PEKAO,2017-06,20,xgboost,17.0,microprice_minus_mid_bps,0.19819832583159439
fb080d4785c680a88203c7c02664144d509ba87f4951c6dd31fd15b95bd48e71,PEKAO,2017-06,20,xgboost,17.0,ofi_l1_norm,0.1911444311845614
fb080d4785c680a88203c7c02664144d509ba87f4951c6dd31fd15b95bd48e71,PEKAO,2017-06,20,xgboost,17.0,spread_bps,0.20150886566708195
fb080d4785c680a88203c7c02664144d509ba87f4951c6dd31fd15b95bd48e71,PEKAO,2017-06,20,xgboost,17.0,top_imbalance,0.20207279694534871
4e8e6029c4553ccccb937b6c4e8add6ff885f48688ef52a9c29b0f33f1b85e75,PEKAO,2017-06,20,xgboost,29.0,depth_imbalance,0.2040230921054247
4e8e6029c4553ccccb937b6c4e8add6ff885f48688ef52a9c29b0f33f1b85e75,PEKAO,2017-06,20,xgboost,29.0,microprice_minus_mid_bps,0.19640025938290717
4e8e6029c4553ccccb937b6c4e8add6ff885f48688ef52a9c29b0f33f1b85e75,PEKAO,2017-06,20,xgboost,29.0,ofi_l1_norm,0.1993570960800352
4e8e6029c4553ccccb937b6c4e8add6ff885f48688ef52a9c29b0f33f1b85e75,PEKAO,2017-06,20,xgboost,29.0,spread_bps,0.19372043526914942
4e8e6029c4553ccccb937b6c4e8add6ff885f48688ef52a9c29b0f33f1b85e75,PEKAO,2017-06,20,xgboost,29.0,top_imbalance,0.20649911716248348
2618e214b8212b86eb4554455c5d9984d94a090ecaf5364283188e64f4559e07,PEKAO,2017-06,50,xgboost,,depth_imbalance,0.04216105204161157
2618e214b8212b86eb4554455c5d9984d94a090ecaf5364283188e64f4559e07,PEKAO,2017-06,50,xgboost,,microprice_minus_mid_bps,0.2920843284457403
2618e214b8212b86eb4554455c5d9984d94a090ecaf5364283188e64f4559e07,PEKAO,2017-06,50,xgboost,,ofi_l1_norm,0.14641812652744174
2618e214b8212b86eb4554455c5d9984d94a090ecaf5364283188e64f4559e07,PEKAO,2017-06,50,xgboost,,spread_bps,0.05901486504757516
2618e214b8212b86eb4554455c5d9984d94a090ecaf5364283188e64f4559e07,PEKAO,2017-06,50,xgboost,,top_imbalance,0.4603216279376312
5c78a13bd2e20d426311f27f8e62c94ce8b52350005d3cda76629b05380a7137,PEKAO,2017-06,50,xgboost,7.0,depth_imbalance,0.2050897042392798
5c78a13bd2e20d426311f27f8e62c94ce8b52350005d3cda76629b05380a7137,PEKAO,2017-06,50,xgboost,7.0,microprice_minus_mid_bps,0.18996123732347037
5c78a13bd2e20d426311f27f8e62c94ce8b52350005d3cda76629b05380a7137,PEKAO,2017-06,50,xgboost,7.0,ofi_l1_norm,0.19664960766435075
5c78a13bd2e20d426311f27f8e62c94ce8b52350005d3cda76629b05380a7137,PEKAO,2017-06,50,xgboost,7.0,spread_bps,0.21111581286039016
5c78a13bd2e20d426311f27f8e62c94ce8b52350005d3cda76629b05380a7137,PEKAO,2017-06,50,xgboost,7.0,top_imbalance,0.19718363791250892
b293993c0bbf1dc98bc0e51aff7567ae6cad722efac609f267fd7823a2bd4828,PEKAO,2017-09,10,xgboost,,depth_imbalance,0.026807909567141727
b293993c0bbf1dc98bc0e51aff7567ae6cad722efac609f267fd7823a2bd4828,PEKAO,2017-09,10,xgboost,,microprice_minus_mid_bps,0.2593303464684404
b293993c0bbf1dc98bc0e51aff7567ae6cad722efac609f267fd7823a2bd4828,PEKAO,2017-09,10,xgboost,,ofi_l1_norm,0.1362140627412863
b293993c0bbf1dc98bc0e51aff7567ae6cad722efac609f267fd7823a2bd4828,PEKAO,2017-09,10,xgboost,,spread_bps,0.056891767062521484
b293993c0bbf1dc98bc0e51aff7567ae6cad722efac609f267fd7823a2bd4828,PEKAO,2017-09,10,xgboost,,top_imbalance,0.5207559141606101
7fe8ad67d2e0c914326f4d8a3e916862bf34c27e862a0efe9e24fe4123b210a5,PEKAO,2017-09,20,xgboost,,depth_imbalance,0.026848900903037563
