adverse_before_fill,control_seed,eligible_decisions,fill_before_adverse,fill_probability,fills,horizon,interpretation,latency,markout_1,markout_10,markout_10_observations,markout_1_observations,markout_5,markout_5_observations,markout_remaining,markout_remaining_observations,mean_fill_time,mean_queue_ahead,median_fill_time,median_queue_ahead,model,month,no_event_fraction,placed_orders,queue_ahead_p10,queue_ahead_p90,simultaneous,spread_1,spread_10,spread_10_observations,spread_1_observations,spread_5,spread_5_observations,spread_remaining,spread_remaining_observations,symbol,unfilled_fraction,zero_signal_decisions
0.0867722224,,764588,0.0124616133,0.0194954668,14906,20,reset,5,-0.0587827711,-0.2764114071,14799,14902,-0.2017912447,14856,-0.0495751416,8828,13.6667784785,2095.8652306863,14.0,1550.0,linear,2017-09,0.8988697181,764588,450.0,4194.0,0.0018964462,4.1785549981,3.7527339069,14799,14902,3.8971844188,14856,3.8946841487,8828,PKOBP,0.9805045332,0
0.0863550043,,764588,0.0125675527,0.0196184089,15000,20,reset,5,-0.0805043709,-0.300772284,14896,14996,-0.2071178556,14951,-0.081945842,8920,13.6645333333,2084.0443977672,14.0,1539.0,xgboost,2017-09,0.8991548389,764588,448.0,4178.0,0.0019226041,4.2499847207,3.8190653842,14896,14996,4.0014285055,14951,3.989194852,8920,PKOBP,0.9803815911,0
0.171590748,,740815,0.0532319135,0.0766493659,56783,50,reset,0,-0.1216056954,-0.473854842,56690,56781,-0.3497401592,56750,-0.60487728,56783,31.6093373017,2179.3964863022,33.0,1625.0,linear,2017-09,0.7672954786,740815,547.0,4274.0,0.0078818598,5.4325866115,4.7309328675,56690,56781,4.9773647868,56750,4.4660069411,56783,PKOBP,0.9233506341,0
0.1703124262,,740815,0.0529362931,0.0760054805,56306,50,reset,0,-0.1271201972,-0.4734925315,56213,56304,-0.3420420784,56273,-0.6052313758,56306,31.5694242177,2158.7308302343,33.0,1602.0,xgboost,2017-09,0.7688869691,740815,534.0,4248.0,0.0078643116,5.4360923499,4.7457370161,56213,56304,5.0070743146,56273,4.4798358414,56306,PKOBP,0.9239945195,0
0.1756065954,,740815,0.0544845879,0.0790737229,58579,50,reset,1,-0.1154420746,-0.464476248,58465,58574,-0.3414188709,58533,-0.5884198389,56923,31.3492036395,2154.4943055959,32.0,1602.0,linear,2017-09,0.7618568738,740815,509.0,4249.0,0.0080519428,5.3975004162,4.702505541,58465,58574,4.9466815493,58533,4.4205059469,56923,PKOBP,0.9209262771,0
0.1739462619,,740815,0.0541390226,0.0782962008,58003,50,reset,1,-0.1213564387,-0.4641080512,57888,57998,-0.3346380131,57957,-0.588323565,56348,31.3125010775,2136.5098425383,32.0,1583.0,xgboost,2017-09,0.7638870703,740815,500.0,4225.0,0.0080276452,5.4072018151,4.7243522689,57888,57998,4.981568069,57957,4.4425758097,56348,PKOBP,0.9217037992,0
0.1853391198,,740815,0.0581454209,0.0852196567,63132,50,reset,5,-0.1120995414,-0.4544366404,62933,63110,-0.3364341696,63034,-0.5307514688,54550,30.8575841095,2088.487371341,32.0,1542.0,linear,2017-09,0.747960017,740815,445.0,4179.0,0.0085554423,5.2921072041,4.6115404731,62933,63110,4.8448430885,63034,4.2887569556,54550,PKOBP,0.9147803433,0
0.1839325608,,740815,0.0579699385,0.0847512537,62785,50,reset,5,-0.1204503196,-0.4547672638,62582,62762,-0.331706546,62687,-0.5308654955,54168,30.8472883651,2072.9278942786,32.0,1531.0,xgboost,2017-09,0.7495380088,740815,440.0,4163.0,0.0085594919,5.3088926512,4.6440227854,62582,62762,4.8875306573,62687,4.3253367503,54168,PKOBP,0.9152487463,0
0.0445546291,,912408,0.003633243,0.0050021482,4564,10,retain,0,0.0504845966,-0.0635437852,4547,4564,0.0061052325,4564,0.0660391167,4564,7.6982909728,2374.2563315973,8.0,1740.0,linear,2017-11,0.9513835916,912408,561.0,4497.0,0.0004285364,4.4995435171,4.2835293352,4547,4564,4.410768246,4564,4.5306295049,4564,PKOBP,0.9949978518,0
0.0439551166,,912408,0.0033833548,0.0047106119,4298,10,retain,0,0.0603246618,-0.0658249799,4283,4298,0.030434379,4298,0.0622639975,4298,7.7149837134,2358.0543539732,8.0,1721.0,xgboost,2017-11,0.9522209362,912408,550.0,4477.0,0.0004405924,4.6274559818,4.3838743305,4283,4298,4.5676703228,4298,4.6313173055,4298,PKOBP,0.9952893881,0
0.0472562713,,912408,0.0043335876,0.0060751331,5543,10,retain,1,0.1145729154,-0.026029712,5525,5543,0.0556776403,5542,0.0903282636,4420,7.4353238319,2346.4425432482,8.0,1715.0,linear,2017-11,0.9479465327,912408,519.0,4478.0,0.0004636084,5.0011651685,4.7313838325,5525,5543,4.8837685557,5542,4.9894850222,4420,PKOBP,0.9939248669,0
0.0465164707,,912408,0.0039861553,0.0055764526,5088,10,retain,1,0.0722470803,-0.0490299569,5070,5088,0.0613695937,5087,0.0619636922,4022,7.5139544025,2333.1972735881,8.0,1699.0,xgboost,2017-11,0.9490217096,912408,510.0,4455.0,0.0004756644,4.8138871988,4.5808040438,5070,5088,4.7925030987,5087,4.8013986704,4022,PKOBP,0.9944235474,0
0.0526036598,,912408,0.0049922842,0.0072895021,6651,10,retain,5,0.0923777488,-0.0439706643,6629,6650,0.0444664418,6642,0.1221014359,1451,7.3802435724,2272.2868464547,8.0,1639.0,linear,2017-11,0.9418385196,912408,460.0,4415.0,0.0005655365,4.5600601992,4.302852884,6629,6650,4.4710661107,6642,5.5009024058,1451,PKOBP,0.9927104979,0
0.0522069074,,912408,0.004751164,0.0069881018,6376,10,retain,5,0.0454158443,-0.0651784154,6355,6374,0.018532952,6367,0.1143350913,1343,7.4195420326,2260.8878593787,8.0,1629.0,xgboost,2017-11,0.9424665281,912408,450.0,4400.0,0.0005754005,4.4213705704,4.2139762726,6355,6374,4.3743924674,6367,5.5495369175,1343,PKOBP,0.9930118982,0
0.0818410848,,905401,0.0144665182,0.0206383691,18686,20,retain,0,0.0202832842,-0.1929974358,18652,18685,-0.0831202688,18677,-0.0850258534,18686,13.8819437012,2371.4958322335,14.0,1734.0,linear,2017-11,0.9018335522,905401,560.0,4491.0,0.0018588449,4.4665633757,4.0455437064,18652,18685,4.2608372087,18677,4.2567598932,18686,PKOBP,0.9793616309,0
0.0811054991,,905401,0.0141627853,0.0202098297,18298,20,retain,0,0.0215909163,-0.1812754772,18272,18297,-0.0700163777,18292,-0.0788937561,18298,13.9741501803,2353.6035049663,15.0,1716.0,xgboost,2017-11,0.9028342138,905401,549.0,4465.0,0.0018975018,4.5662607678,4.1650586081,18272,18297,4.3842735008,18292,4.3661148984,18298,PKOBP,0.9797901703,0
0.0852318475,,905401,0.0157090615,0.0226308564,20490,20,retain,1,0.0447479272,-0.1693619244,20445,20488,-0.0561374096,20475,-0.056242413,18742,13.5812591508,2343.5452976085,14.0,1708.0,linear,2017-11,0.8971096785,905401,517.0,4469.0,0.0019494125,4.6062338917,4.1831974089,20445,20488,4.4053556206,20475,4.3901469165,18742,PKOBP,0.9773691436,0
0.0843825001,,905401,0.0152661638,0.0219957787,19915,20,retain,1,0.0316816187,-0.1546894695,19877,19913,-0.0437691618,19903,-0.0481310886,18184,13.7146874215,2328.7487974941,14.0,1694.0,xgboost,2017-11,0.8983654756,905401,509.0,4446.0,0.0019858604,4.563347131,4.1964001872,19877,19913,4.4137886895,19903,4.3720249307,18184,PKOBP,0.9780042213,0
0.0925457339,,905401,0.0175159957,0.0256891698,23259,20,retain,5,0.044412792,-0.1697449093,23185,23252,-0.0538381724,23230,0.0070794784,14108,13.4199234705,2269.1893503542,14.0,1634.0,linear,2017-11,0.8877591255,905401,457.0,4409.0,0.0021791449,4.511424236,4.089590736,23185,23252,4.3166238151,23230,4.3003517224,14108,PKOBP,0.9743108302,0
0.0920365672,,905401,0.0172752184,0.0253578249,22959,20,retain,5,0.027922546,-0.162207034,22887,22952,-0.0523205909,22932,0.0060908145,13846,13.4874776776,2256.2836257084,14.0,1621.0,xgboost,2017-11,0.8884571588,905401,450.0,4388.0,0.0022310556,4.4516237046,4.0797861048,22887,22952,4.2930940244,22932,4.2080509074,13846,PKOBP,0.9746421751,0
0.1799727059,,886640,0.0638229721,0.0907166381,80433,50,retain,0,-0.068047127,-0.3588295365,80354,80428,-0.2619592851,80402,-0.4566695453,80433,30.9269951388,2363.2612706397,32.0,1723.0,linear,2017-11,0.7481864116,886640,555.0,4478.0,0.0080179103,5.0236881384,4.4404551625,80354,80428,4.6345307405,80402,4.2468033915,80433,PKOBP,0.9092833619,0
0.1783745376,,886640,0.0644308851,0.0912241722,80883,50,retain,0,-0.0714398793,-0.3664154675,80802,80878,-0.2657234513,80848,-0.4466884676,80883,31.0138347984,2339.9339810972,32.0,1698.0,xgboost,2017-11,0.7493153929,886640,540.0,4441.0,0.0078791843,5.1128194412,4.5209765628,80802,80878,4.7226915325,80848,4.3625954004,80883,PKOBP,0.9087758278,0
0.1841412524,,886640,0.0660301814,0.0943686276,83671,50,retain,1,-0.0601587682,-0.3460014316,83572,83658,-0.2487220132,83626,-0.4327204526,81429,30.5278770422,2335.079949021,31.0,1697.0,linear,2017-11,0.7416200487,886640,510.0,4453.0,0.0082085175,5.0703714232,4.4968231359,83572,83658,4.6916824876,83626,4.2963628352,81429,PKOBP,0.9056313724,0
0.1822317964,,886640,0.0663550032,0.0945817919,83860,50,retain,1,-0.0652278998,-0.3516513013,83759,83848,-0.2510544859,83811,-0.422902923,81579,30.6384092535,2315.2288662817,31.0,1674.0,xgboost,2017-11,0.7433603266,886640,500.0,4417.0,0.0080528738,5.1392090435,4.5642705385,83759,83848,4.7657668448,83811,4.3956111273,81579,PKOBP,0.9054182081,0
0.1935780023,,886640,0.0709859695,0.1019500586,90393,50,retain,5,-0.0647341085,-0.3395617883,90224,90356,-0.2423986808,90299,-0.3915663331,78598,30.142798668,2260.669219751,31.0,1623.0,linear,2017-11,0.7267560679,886640,450.0,4393.0,0.0086799603,5.0645967286,4.5128227547,90224,90356,4.7073865888,90299,4.2678327024,78598,PKOBP,0.8980499414,0
0.1921929983,,886640,0.0713852296,0.1024406749,90828,50,retain,5,-0.0650681343,-0.3373180819,90652,90793,-0.2364816212,90726,-0.3743753318,78881,30.2080635927,2243.0799332311,31.0,1604.0,xgboost,2017-11,0.7278839213,886640,444.0,4372.0,0.0085378508,5.105382029,4.5586393128,90652,90793,4.7605300815,90726,4.3452153721,78881,PKOBP,0.8975593251,0
0.0445546291,,912408,0.003633243,0.0050021482,4564,10,reset,0,0.0504845966,-0.0635437852,4547,4564,0.0061052325,4564,0.0660391167,4564,7.6982909728,2374.2563315973,8.0,1740.0,linear,2017-11,0.9513835916,912408,561.0,4497.0,0.0004285364,4.4995435171,4.2835293352,4547,4564,4.410768246,4564,4.5306295049,4564,PKOBP,0.9949978518,0
0.0439551166,,912408,0.0033833548,0.0047106119,4298,10,reset,0,0.0603246618,-0.0658249799,4283,4298,0.030434379,4298,0.0622639975,4298,7.7149837134,2358.0543539732,8.0,1721.0,xgboost,2017-11,0.9522209362,912408,550.0,4477.0,0.0004405924,4.6274559818,4.3838743305,4283,4298,4.5676703228,4298,4.6313173055,4298,PKOBP,0.9952893881,0
0.0472562713,,912408,0.0043335876,0.0060751331,5543,10,reset,1,0.1145729154,-0.026029712,5525,5543,0.0556776403,5542,0.0903282636,4420,7.4353238319,2346.4425432482,8.0,1715.0,linear,2017-11,0.9479465327,912408,519.0,4478.0,0.0004636084,5.0011651685,4.7313838325,5525,5543,4.8837685557,5542,4.9894850222,4420,PKOBP,0.9939248669,0
0.0465164707,,912408,0.0039861553,0.0055764526,5088,10,reset,1,0.0722470803,-0.0490299569,5070,5088,0.0613695937,5087,0.0619636922,4022,7.5139544025,2333.1972735881,8.0,1699.0,xgboost,2017-11,0.9490217096,912408,510.0,4455.0,0.0004756644,4.8138871988,4.5808040438,5070,5088,4.7925030987,5087,4.8013986704,4022,PKOBP,0.9944235474,0
0.0526036598,,912408,0.0049922842,0.0072895021,6651,10,reset,5,0.0923777488,-0.0439706643,6629,6650,0.0444664418,6642,0.1221014359,1451,7.3802435724,2272.2868464547,8.0,1639.0,linear,2017-11,0.9418385196,912408,460.0,4415.0,0.0005655365,4.5600601992,4.302852884,6629,6650,4.4710661107,6642,5.5009024058,1451,PKOBP,0.9927104979,0
0.0522069074,,912408,0.004751164,0.0069881018,6376,10,reset,5,0.0454158443,-0.0651784154,6355,6374,0.018532952,6367,0.1143350913,1343,7.4195420326,2260.8878593787,8.0,1629.0,xgboost,2017-11,0.9424665281,912408,450.0,4400.0,0.0005754005,4.4213705704,4.2139762726,6355,6374,4.3743924674,6367,5.5495369175,1343,PKOBP,0.9930118982,0
0.0818410848,,905401,0.0144665182,0.0206383691,18686,20,reset,0,0.0202832842,-0.1929974358,18652,18685,-0.0831202688,18677,-0.0850258534,18686,13.8819437012,2371.4958322335,14.0,1734.0,linear,2017-11,0.9018335522,905401,560.0,4491.0,0.0018588449,4.4665633757,4.0455437064,18652,18685,4.2608372087,18677,4.2567598932,18686,PKOBP,0.9793616309,0
0.0811054991,,905401,0.0141627853,0.0202098297,18298,20,reset,0,0.0215909163,-0.1812754772,18272,18297,-0.0700163777,18292,-0.0788937561,18298,13.9741501803,2353.6035049663,15.0,1716.0,xgboost,2017-11,0.9028342138,905401,549.0,4465.0,0.0018975018,4.5662607678,4.1650586081,18272,18297,4.3842735008,18292,4.3661148984,18298,PKOBP,0.9797901703,0
0.0852318475,,905401,0.0157090615,0.0226308564,20490,20,reset,1,0.0447479272,-0.1693619244,20445,20488,-0.0561374096,20475,-0.056242413,18742,13.5812591508,2343.5452976085,14.0,1708.0,linear,2017-11,0.8971096785,905401,517.0,4469.0,0.0019494125,4.6062338917,4.1831974089,20445,20488,4.4053556206,20475,4.3901469165,18742,PKOBP,0.9773691436,0
0.0843825001,,905401,0.0152661638,0.0219957787,19915,20,reset,1,0.0316816187,-0.1546894695,19877,19913,-0.0437691618,19903,-0.0481310886,18184,13.7146874215,2328.7487974941,14.0,1694.0,xgboost,2017-11,0.8983654756,905401,509.0,4446.0,0.0019858604,4.563347131,4.1964001872,19877,19913,4.4137886895,19903,4.3720249307,18184,PKOBP,0.9780042213,0
0.0925457339,,905401,0.0175159957,0.0256891698,23259,20,reset,5,0.044412792,-0.1697449093,23185,23252,-0.0538381724,23230,0.0070794784,14108,13.4199234705,2269.1893503542,14.0,1634.0,linear,2017-11,0.8877591255,905401,457.0,4409.0,0.0021791449,4.511424236,4.089590736,23185,23252,4.3166238151,23230,4.3003517224,14108,PKOBP,0.9743108302,0
0.0920365672,,905401,0.0172752184,0.0253578249,22959,20,reset,5,0.027922546,-0.162207034,22887,22952,-0.0523205909,22932,0.0060908145,13846,13.4874776776,2256.2836257084,14.0,1621.0,xgboost,2017-11,0.8884571588,905401,450.0,4388.0,0.0022310556,4.4516237046,4.0797861048,22887,22952,4.2930940244,22932,4.2080509074,13846,PKOBP,0.9746421751,0
0.1799727059,,886640,0.0638229721,0.0907166381,80433,50,reset,0,-0.068047127,-0.3588295365,80354,80428,-0.2619592851,80402,-0.4566695453,80433,30.9269951388,2363.2612706397,32.0,1723.0,linear,2017-11,0.7481864116,886640,555.0,4478.0,0.0080179103,5.0236881384,4.4404551625,80354,80428,4.6345307405,80402,4.2468033915,80433,PKOBP,0.9092833619,0
0.1783745376,,886640,0.0644308851,0.0912241722,80883,50,reset,0,-0.0714398793,-0.3664154675,80802,80878,-0.2657234513,80848,-0.4466884676,80883,31.0138347984,2339.9339810972,32.0,1698.0,xgboost,2017-11,0.7493153929,886640,540.0,4441.0,0.0078791843,5.1128194412,4.5209765628,80802,80878,4.7226915325,80848,4.3625954004,80883,PKOBP,0.9087758278,0
0.1841412524,,886640,0.0660301814,0.0943686276,83671,50,reset,1,-0.0601587682,-0.3460014316,83572,83658,-0.2487220132,83626,-0.4327204526,81429,30.5278770422,2335.079949021,31.0,1697.0,linear,2017-11,0.7416200487,886640,510.0,4453.0,0.0082085175,5.0703714232,4.4968231359,83572,83658,4.6916824876,83626,4.2963628352,81429,PKOBP,0.9056313724,0
0.1822317964,,886640,0.0663550032,0.0945817919,83860,50,reset,1,-0.0652278998,-0.3516513013,83759,83848,-0.2510544859,83811,-0.422902923,81579,30.6384092535,2315.2288662817,31.0,1674.0,xgboost,2017-11,0.7433603266,886640,500.0,4417.0,0.0080528738,5.1392090435,4.5642705385,83759,83848,4.7657668448,83811,4.3956111273,81579,PKOBP,0.9054182081,0
0.1935780023,,886640,0.0709859695,0.1019500586,90393,50,reset,5,-0.0647341085,-0.3395617883,90224,90356,-0.2423986808,90299,-0.3915663331,78598,30.142798668,2260.669219751,31.0,1623.0,linear,2017-11,0.7267560679,886640,450.0,4393.0,0.0086799603,5.0645967286,4.5128227547,90224,90356,4.7073865888,90299,4.2678327024,78598,PKOBP,0.8980499414,0
0.1921929983,,886640,0.0713852296,0.1024406749,90828,50,reset,5,-0.0650681343,-0.3373180819,90652,90793,-0.2364816212,90726,-0.3743753318,78881,30.2080635927,2243.0799332311,31.0,1604.0,xgboost,2017-11,0.7278839213,886640,444.0,4372.0,0.0085378508,5.105382029,4.5586393128,90652,90793,4.7605300815,90726,4.3452153721,78881,PKOBP,0.8975593251,0
0.0532870244,,956762,0.0036801211,0.005601184,5359,10,retain,0,0.0763398295,-0.0665735496,5338,5358,0.1215650039,5355,0.1197700896,5359,7.5459973876,2656.946660716,8.0,1770.0,linear,2017-04,0.9425687893,956762,450.0,5486.0,0.0004640653,5.2619127207,4.9998594378,5338,5358,5.3538216747,5355,5.3483167127,5359,PZU,0.994398816,0
0.0539214559,,956762,0.0034585404,0.0052918072,5063,10,retain,0,0.0755389746,-0.0501296279,5042,5062,0.1283242716,5059,0.116597319,5063,7.5929290934,2625.6797468963,8.0,1740.0,xgboost,2017-04,0.9421663904,956762,434.0,5451.0,0.0004536133,5.299146308,5.0696009092,5042,5062,5.4063034436,5059,5.3807769408,5063,PZU,0.9947081928,0
0.0556658814,,956762,0.0043960776,0.0064624222,6183,10,retain,1,0.133457858,-0.0051526608,6151,6180,0.1606855165,6173,0.1527069222,5012,7.4138767589,2623.9246886896,8.0,1745.0,linear,2017-04,0.9394342585,956762,423.0,5451.0,0.0005037825,4.9097085025,4.6556934091,6151,6180,4.9667628683,6173,4.8365238748,5012,PZU,0.9935375778,0
0.0562240139,,956762,0.004235118,0.006200079,5932,10,retain,1,0.0942365298,-0.0326689201,5902,5929,0.1302115304,5924,0.1058277794,4761,7.4418408631,2595.3830304715,8.0,1714.0,xgboost,2017-04,0.9390569442,956762,410.0,5414.0,0.0004839239,4.871211354,4.6367816779,5902,5929,4.9439839477,5924,4.7932395205,4761,PZU,0.993799921,0
0.0612931952,,956762,0.0053628802,0.0078870189,7546,10,retain,5,0.1566481822,0.0253638217,7478,7531,0.1463247914,7509,0.1875768872,1663,7.382851842,2540.0012960381,8.0,1662.0,linear,2017-04,0.932774295,956762,364.0,5356.0,0.0005696296,4.7307947942,4.4875756383,7478,7531,4.7142683587,7509,4.0436101876,1663,PZU,0.9921129811,0
0.0619067229,,956762,0.0053545187,0.007795042,7458,10,retain,5,0.1505627943,0.0086247437,7394,7444,0.1443295019,7428,0.1986225689,1599,7.4120407616,2514.354705768,8.0,1633.0,xgboost,2017-04,0.932192123,956762,360.0,5331.0,0.0005466354,4.7085737963,4.4421536307,7394,7444,4.6984330412,7428,4.0369852273,1599,PZU,0.992204958,0
0.095791006,,948659,0.01530687,0.0222408684,21099,20,retain,0,-0.0705891021,-0.340094911,21044,21098,-0.1822777084,21087,-0.1778136779,21099,13.7812218589,2653.3645451105,14.0,1768.0,linear,2017-04,0.8868455367,948659,450.0,5483.0,0.0020565872,5.1687628605,4.6330910339,21044,21098,4.9473289165,21087,4.9540293182,21099,PZU,0.9777591316,0
0.0978265109,,948659,0.0155788329,0.0227226011,21556,20,retain,0,-0.0617371916,-0.3121275633,21499,21556,-0.1691023309,21549,-0.1593832381,21556,13.8191222861,2608.9585994546,14.0,1723.0,xgboost,2017-04,0.8845169866,948659,428.0,5426.0,0.0020776696,5.0795321689,4.5796587559,21499,21556,4.8654488567,21549,4.8842235275,21556,PZU,0.9772773989,0
0.0989755012,,948659,0.0165718135,0.0240138975,22781,20,retain,1,-0.0431294655,-0.3035324387,22719,22779,-0.1546174451,22766,-0.1453740484,20835,13.5734164435,2620.2845268953,14.0,1742.0,linear,2017-04,0.8823033356,948659,420.0,5449.0,0.0021493498,5.0175880791,4.499787613,22719,22779,4.7969789554,22766,4.7822476571,20835,PZU,0.9759861025,0
0.1006747419,,948659,0.0168016115,0.0243817852,23130,20,retain,1,-0.0510817684,-0.2978360924,23067,23130,-0.159604678,23122,-0.1423590922,21147,13.6167747514,2578.9372092607,14.0,1697.0,xgboost,2017-04,0.8803542685,948659,403.0,5388.0,0.002169378,4.9360661884,4.4431524755,23067,23130,4.7198954952,23122,4.7244496125,21147,PZU,0.9756182148,0
0.1068181507,,948659,0.0186789985,0.0272753434,25875,20,retain,5,-0.0286546385,-0.2668272962,25774,25862,-0.1414851056,25840,-0.0306992063,15936,13.3391690821,2536.1195624561,14.0,1657.0,linear,2017-04,0.8722059244,948659,364.0,5356.0,0.0022969265,4.8513880279,4.3785457215,25774,25862,4.6285534747,25840,4.5884999768,15936,PZU,0.9727246566,0
0.1085511232,,948659,0.0189267166,0.0276653676,26245,20,retain,5,-0.0291484597,-0.2612792846,26146,26238,-0.1379590791,26221,-0.0262238561,16090,13.3606401219,2498.2012050695,14.0,1613.0,xgboost,2017-04,0.8701946643,948659,353.0,5302.0,0.002327496,4.7733867137,4.3110031893,26146,26238,4.5572701336,26221,4.5162293273,16090,PZU,0.9723346324,0
0.1890771214,,927045,0.065805867,0.0948702598,87949,50,retain,0,-0.1593485917,-0.4725477569,87876,87948,-0.3593499529,87929,-0.5897477926,87949,30.7604861909,2645.6072963017,32.0,1762.0,linear,2017-04,0.736779768,927045,446.0,5483.0,0.0083372436,5.87072438,5.2431000748,87876,87948,5.4703517611,87929,5.0098949137,87949,PZU,0.9051297402,0
0.1913510132,,927045,0.067166103,0.0968227001,89759,50,retain,0,-0.1534276798,-0.4545373816,89683,89758,-0.3555040048,89740,-0.5683570692,89759,30.7863278334,2610.215272182,32.0,1724.0,xgboost,2017-04,0.7331467189,927045,429.0,5429.0,0.0083361649,5.9836711461,5.3804029684,89683,89758,5.5792992263,89740,5.1537226161,89759,PZU,0.9031772999,0
0.1930488811,,927045,0.0679147183,0.098165677,91004,50,retain,1,-0.1498222875,-0.4570528713,90914,91002,-0.3457841618,90977,-0.5648521791,88607,30.4200035163,2612.4394220345,31.0,1735.0,linear,2017-04,0.7304963621,927045,418.4,5441.0,0.0085400385,5.8080772888,5.1922294557,90914,91002,5.4156395754,90977,4.9499025137,88607,PZU,0.901834323,0
0.1944598159,,927045,0.0689340863,0.0994784503,92221,50,retain,1,-0.1490580823,-0.4439796296,92128,92219,-0.3488789785,92195,-0.5520089732,89764,30.5651749602,2580.7531435907,31.0,1699.0,xgboost,2017-04,0.7280606659,927045,404.0,5391.0,0.008545432,5.9205140596,5.3295145399,92128,92219,5.520548943,92195,5.0892704804,89764,PZU,0.9005215497,0
0.2033040467,,927045,0.0729080034,0.1058459945,98124,50,retain,5,-0.1385604044,-0.435757011,97952,98107,-0.3319507836,98053,-0.5026568595,85505,29.9975337328,2527.7584184155,31.0,1648.0,linear,2017-04,0.7147150354,927045,364.0,5350.0,0.0090729145,5.7184392468,5.1220707386,97952,98107,5.3309266796,98053,4.8503745387,85505,PZU,0.8941540055,0
0.2046675188,,927045,0.0738205804,0.1070832592,99271,50,retain,5,-0.1378587236,-0.4246247605,99104,99260,-0.3315848863,99209,-0.4909873664,86425,30.1049551228,2500.3305416673,31.0,1615.0,xgboost,2017-04,0.712443301,927045,356.0,5304.0,0.0090685997,5.8061055781,5.2306021243,99104,99260,5.4178759468,99209,4.960672297,86425,PZU,0.8929167408,0
0.0532870244,,956762,0.0036801211,0.005601184,5359,10,reset,0,0.0763398295,-0.0665735496,5338,5358,0.1215650039,5355,0.1197700896,5359,7.5459973876,2656.946660716,8.0,1770.0,linear,2017-04,0.9425687893,956762,450.0,5486.0,0.0004640653,5.2619127207,4.9998594378,5338,5358,5.3538216747,5355,5.3483167127,5359,PZU,0.994398816,0
0.0539214559,,956762,0.0034585404,0.0052918072,5063,10,reset,0,0.0755389746,-0.0501296279,5042,5062,0.1283242716,5059,0.116597319,5063,7.5929290934,2625.6797468963,8.0,1740.0,xgboost,2017-04,0.9421663904,956762,434.0,5451.0,0.0004536133,5.299146308,5.0696009092,5042,5062,5.4063034436,5059,5.3807769408,5063,PZU,0.9947081928,0
0.0556658814,,956762,0.0043960776,0.0064624222,6183,10,reset,1,0.133457858,-0.0051526608,6151,6180,0.1606855165,6173,0.1527069222,5012,7.4138767589,2623.9246886896,8.0,1745.0,linear,2017-04,0.9394342585,956762,423.0,5451.0,0.0005037825,4.9097085025,4.6556934091,6151,6180,4.9667628683,6173,4.8365238748,5012,PZU,0.9935375778,0
0.0562240139,,956762,0.004235118,0.006200079,5932,10,reset,1,0.0942365298,-0.0326689201,5902,5929,0.1302115304,5924,0.1058277794,4761,7.4418408631,2595.3830304715,8.0,1714.0,xgboost,2017-04,0.9390569442,956762,410.0,5414.0,0.0004839239,4.871211354,4.6367816779,5902,5929,4.9439839477,5924,4.7932395205,4761,PZU,0.993799921,0
0.0612931952,,956762,0.0053628802,0.0078870189,7546,10,reset,5,0.1566481822,0.0253638217,7478,7531,0.1463247914,7509,0.1875768872,1663,7.382851842,2540.0012960381,8.0,1662.0,linear,2017-04,0.932774295,956762,364.0,5356.0,0.0005696296,4.7307947942,4.4875756383,7478,7531,4.7142683587,7509,4.0436101876,1663,PZU,0.9921129811,0
0.0619067229,,956762,0.0053545187,0.007795042,7458,10,reset,5,0.1505627943,0.0086247437,7394,7444,0.1443295019,7428,0.1986225689,1599,7.4120407616,2514.354705768,8.0,1633.0,xgboost,2017-04,0.932192123,956762,360.0,5331.0,0.0005466354,4.7085737963,4.4421536307,7394,7444,4.6984330412,7428,4.0369852273,1599,PZU,0.992204958,0
0.095791006,,948659,0.01530687,0.0222408684,21099,20,reset,0,-0.0705891021,-0.340094911,21044,21098,-0.1822777084,21087,-0.1778136779,21099,13.7812218589,2653.3645451105,14.0,1768.0,linear,2017-04,0.8868455367,948659,450.0,5483.0,0.0020565872,5.1687628605,4.6330910339,21044,21098,4.9473289165,21087,4.9540293182,21099,PZU,0.9777591316,0
0.0978265109,,948659,0.0155788329,0.0227226011,21556,20,reset,0,-0.0617371916,-0.3121275633,21499,21556,-0.1691023309,21549,-0.1593832381,21556,13.8191222861,2608.9585994546,14.0,1723.0,xgboost,2017-04,0.8845169866,948659,428.0,5426.0,0.0020776696,5.0795321689,4.5796587559,21499,21556,4.8654488567,21549,4.8842235275,21556,PZU,0.9772773989,0
0.0989755012,,948659,0.0165718135,0.0240138975,22781,20,reset,1,-0.0431294655,-0.3035324387,22719,22779,-0.1546174451,22766,-0.1453740484,20835,13.5734164435,2620.2845268953,14.0,1742.0,linear,2017-04,0.8823033356,948659,420.0,5449.0,0.0021493498,5.0175880791,4.499787613,22719,22779,4.7969789554,22766,4.7822476571,20835,PZU,0.9759861025,0
0.1006747419,,948659,0.0168016115,0.0243817852,23130,20,reset,1,-0.0510817684,-0.2978360924,23067,23130,-0.159604678,23122,-0.1423590922,21147,13.6167747514,2578.9372092607,14.0,1697.0,xgboost,2017-04,0.8803542685,948659,403.0,5388.0,0.002169378,4.9360661884,4.4431524755,23067,23130,4.7198954952,23122,4.7244496125,21147,PZU,0.9756182148,0
