adverse_before_fill,control_seed,decile,eligible_decisions,fill_before_adverse,fill_probability,fills,horizon,interpretation,latency,markout_1,markout_10,markout_10_observations,markout_1_observations,markout_5,markout_5_observations,markout_remaining,markout_remaining_observations,mean_fill_time,mean_queue_ahead,median_fill_time,median_queue_ahead,model,month,no_event_fraction,placed_orders,queue_ahead_p10,queue_ahead_p90,simultaneous,spread_1,spread_10,spread_10_observations,spread_1_observations,spread_5,spread_5_observations,spread_remaining,spread_remaining_observations,symbol,unfilled_fraction,zero_signal_decisions
0.1023551173,7.0,9,101099,0.0677158033,0.0833638315,8428,50,reset,5,-0.2814655709,-0.8949691917,8428,8428,-0.6341738751,8428,-1.1379497925,7453,29.3300901756,1017.0882501311,30.0,1000.0,xgboost,2017-06,0.8245976716,101099,883.0,1174.0,0.0053314078,4.6081934089,3.3810912705,8428,8428,3.9026431582,8428,2.7696922333,7453,KGHM,0.9166361685,0
0.0937139363,7.0,10,101383,0.0538946372,0.0687886529,6974,50,reset,5,-0.4787700588,-1.2912694863,6974,6974,-0.9190739489,6974,-1.5626126472,6149,30.3402638371,1960.3721827131,31.0,1614.0,xgboost,2017-06,0.8476864958,101383,1272.0,2774.8,0.0047049308,3.4961231329,1.8706719652,6974,6974,2.6152462043,6974,1.171014983,6149,KGHM,0.9312113471,0
0.2412573305,,1,106575,0.1890030495,0.2457142857,26187,50,reset,5,-0.0489501076,-0.0612815608,26187,26187,-0.013039528,26187,-0.0736008663,23696,26.3462023141,96.0713675815,26.0,100.0,xgboost,2017-06,0.5606849636,106575,44.0,144.0,0.0090546563,7.2677018922,7.242968749,26187,26187,7.3394834601,26187,6.998384129,23696,KGHM,0.7542857143,0
0.1919671061,,2,96553,0.1382556731,0.1763694551,17029,50,reset,5,-0.1465257251,-0.3818550479,17021,17029,-0.2763185614,17021,-0.5080111611,15082,28.5109519056,203.5876461632,29.0,200.0,xgboost,2017-06,0.6599380651,96553,163.0,244.0,0.0098391557,7.5923067779,7.1187929987,17021,17029,7.3299230716,17021,6.7148405163,15082,KGHM,0.8236305449,0
0.1654205054,,3,101378,0.1100534633,0.1415297205,14348,50,reset,5,-0.1920874264,-0.598637779,14348,14348,-0.4348364828,14348,-0.6191291253,12510,28.9214524672,303.6535342974,29.0,300.0,xgboost,2017-06,0.7157568703,101378,261.0,347.0,0.008769161,6.6149716489,5.8017790337,14348,14348,6.1293942651,14348,5.45788038,12510,KGHM,0.8584702795,0
0.1484639289,,4,101688,0.0948292817,0.1196798049,12170,50,reset,5,-0.3080886155,-0.7394099403,12170,12170,-0.6701405541,12170,-0.7946620224,10760,29.2818405916,418.1288745968,30.0,417.0,xgboost,2017-06,0.7487609157,101688,370.0,466.0,0.0079458737,5.1952950677,4.3327260736,12170,12170,4.4712672935,12170,3.9503738991,10760,KGHM,0.8803201951,0
0.1445379152,,5,100804,0.0883496687,0.1132593945,11417,50,reset,5,-0.1579147807,-0.8688998559,11417,11417,-0.5505890015,11417,-0.8312850572,9972,30.1285801874,532.481250744,31.0,528.0,xgboost,2017-06,0.7605055355,100804,495.0,581.0,0.0066068807,6.0181185912,4.5961700423,11417,11417,5.2327978766,11417,4.4223905157,9972,KGHM,0.8867406055,0
0.1253352125,,6,102174,0.0826433339,0.1016794879,10389,50,reset,5,-0.3896001431,-1.1179893443,10389,10389,-0.8586430673,10389,-1.1834835926,9117,30.355183367,659.6397811576,31.0,658.0,xgboost,2017-06,0.7868635856,102174,603.0,716.0,0.005157868,5.039410555,3.5826881008,10389,10389,4.1014341894,10389,3.2189656575,9117,KGHM,0.8983205121,0
0.108849864,,7,101075,0.0723522137,0.0931189711,9412,50,reset,5,-0.4587075313,-1.2030492487,9412,9412,-0.795260508,9412,-1.2256652104,8202,29.9254143646,809.6047588424,31.0,805.0,xgboost,2017-06,0.8137719515,101075,745.0,880.0,0.0050259708,4.2608092981,2.7721205247,9412,9412,3.587746777,9412,2.5983047723,8202,KGHM,0.9068810289,0
0.1070852586,,8,101069,0.0667563744,0.083170903,8406,50,reset,5,-0.2890761771,-1.0179710625,8406,8406,-0.7339784376,8406,-1.2473735845,7416,29.6237211516,1005.0138420287,30.0,1000.0,xgboost,2017-06,0.8214190306,101069,916.0,1100.0,0.0047393365,4.1590823015,2.701366026,8406,8406,3.2692960035,8406,2.1010739528,7416,KGHM,0.916829097,0
0.0983901235,,9,101250,0.0556839506,0.0711012346,7199,50,reset,5,-0.2345181627,-1.009894377,7199,7199,-0.7370580667,7199,-1.3335578332,6309,30.3907487151,1308.1236148148,31.0,1292.0,xgboost,2017-06,0.841491358,101250,1157.0,1486.0,0.0044345679,3.4984303992,1.9475872016,7199,7199,2.4932875816,7199,1.1073016225,6309,KGHM,0.9288987654,0
0.0878276396,,10,101369,0.046680938,0.0584596869,5926,50,reset,5,-0.5651316963,-1.4796930011,5926,5926,-1.0813014166,5926,-1.8104309797,5143,31.4476881539,2544.9998717557,32.0,2015.0,xgboost,2017-06,0.8612494944,101369,1612.0,4000.0,0.004241928,2.98495101,1.1555439652,5926,5926,1.9524788165,5926,0.4082594323,5143,KGHM,0.9415403131,0
0.0401222126,,1,94262,0.0098024655,0.0115953406,1093,10,retain,0,0.295276525,0.4332768359,1093,1093,0.444859716,1093,0.4725418335,1093,7.2543458371,140.955475165,8.0,140.0,linear,2017-09,0.9496297554,94262,95.0,199.0,0.0004455666,4.3165480015,4.5924095011,1093,1093,4.6156567783,1093,4.6710146563,1093,KGHM,0.9884046594,0
0.0257896929,,2,91238,0.0067954142,0.0077051229,703,10,retain,0,-0.09397013,-0.413254376,703,703,-0.3674274275,703,-0.064235475,703,7.493598862,253.5019071001,8.0,253.0,linear,2017-09,0.9669764791,91238,211.0,297.0,0.0004384138,4.8000064951,4.1614653458,703,703,4.2531408675,703,4.8594719538,703,KGHM,0.9922948771,0
0.023262909,,3,91777,0.0055351559,0.0062107064,570,10,retain,0,-0.0976460015,-0.1671786978,570,570,-0.0094746752,570,0.0406113461,570,7.4929824561,351.2920993277,8.0,351.0,linear,2017-09,0.9709077438,91777,310.0,394.0,0.0002941914,3.9780337594,3.8389804941,570,570,4.1543968556,570,4.2545807137,570,KGHM,0.9937892936,0
0.0219522476,,4,92519,0.0037289638,0.0042369675,392,10,retain,0,-0.3711142421,-1.0240944722,392,392,-0.8374124166,392,-0.3318050233,392,7.9387755102,454.5482981874,8.0,453.0,linear,2017-09,0.9741674683,92519,411.0,500.0,0.0001513203,3.1976809759,1.8920080971,392,392,2.2652107875,392,3.2762744174,392,KGHM,0.9957630325,0
0.0180197636,,5,92898,0.0032078193,0.0035845766,333,10,retain,0,-0.3477087919,-0.761971503,333,333,-0.7320439496,333,-0.3594661143,333,8.1981981982,557.4931430171,8.0,556.0,linear,2017-09,0.9784710112,92898,511.0,606.0,0.0003014058,2.3064461069,1.4779735765,333,333,1.5378217589,333,2.2829053698,333,KGHM,0.9964154234,0
0.0172588255,,6,87955,0.0024671707,0.0028423626,250,10,retain,0,-0.0213586194,-0.4230484914,250,250,-0.2828469437,250,-0.1324153706,250,7.98,679.5274856461,8.0,677.0,linear,2017-09,0.9801603092,87955,624.0,737.0,0.0001136945,3.677559639,2.8742879017,250,250,3.1546420337,250,3.455399135,250,KGHM,0.9971576374,0
0.017792736,,7,91217,0.0017321333,0.0020500565,187,10,retain,0,-0.887583504,-1.047796438,187,187,-1.237209687,187,-0.6591315871,187,8.2887700535,837.0722343423,9.0,834.0,linear,2017-09,0.9802997248,91217,767.0,909.0,0.0001754059,1.9392388695,1.6187165185,187,187,1.2402199407,187,2.3962917423,187,KGHM,0.9979499435,0
0.0176801851,,8,91628,0.0014515214,0.0015388309,141,10,retain,0,-0.3646334095,-0.7713042538,141,141,-0.5520135339,141,-0.21010518,141,8.5460992908,1047.2562098922,9.0,1032.0,linear,2017-09,0.9808137251,91628,950.0,1164.0,5.45685e-05,2.4296637811,1.6166209633,141,141,2.0551887584,141,2.7387702407,141,KGHM,0.9984611691,0
0.0185730489,,9,91692,0.0007634254,0.000850674,78,10,retain,0,-0.891646759,-1.9654828436,78,78,-1.8830693581,78,-0.8155672089,78,8.2820512821,1450.3522880949,9.0,1439.0,linear,2017-09,0.9806089953,91692,1238.0,1688.0,5.45304e-05,0.7886469794,-1.3597039159,78,78,-1.1949338164,78,0.9405917991,78,KGHM,0.999149326,0
0.015901446,,10,91564,0.0004368529,0.0006115941,56,10,retain,0,-0.8046111252,-1.2306233926,56,56,-1.0721595235,56,-0.6213097143,56,8.1428571429,3240.0709012276,8.5,2567.0,linear,2017-09,0.9836617011,91564,1891.0,4848.0,0.0,1.651170843,0.7988127201,56,56,1.1158417056,56,2.0176623262,56,KGHM,0.9993884059,0
0.039134672,,1,98506,0.0097862059,0.0113191075,1115,10,retain,0,0.2250348868,0.414158684,1115,1115,0.423798051,1115,0.4165489961,1115,7.2502242152,140.2442795363,8.0,140.0,xgboost,2017-09,0.9506832071,98506,92.0,199.0,0.000395915,4.6954260394,5.0735923199,1115,1115,5.0929598941,1115,5.0784322227,1115,KGHM,0.9886808925,0
0.0253074214,,2,85469,0.0054990698,0.0062946799,538,10,retain,0,-0.1905965722,-0.5258716666,538,538,-0.4953474085,538,-0.1337711359,538,7.8234200743,248.9016719512,8.0,250.0,xgboost,2017-09,0.9688308042,85469,211.0,288.0,0.0003627046,4.4246536665,3.7541464614,538,538,3.8152791026,538,4.5383091324,538,KGHM,0.9937053201,0
0.0227312563,,3,91284,0.0065181193,0.0070439507,643,10,retain,0,-0.1208469402,-0.2886266503,643,643,-0.124512737,643,-0.006313503,643,7.300155521,340.6173809211,7.0,340.0,xgboost,2017-09,0.9705205732,91284,301.0,382.0,0.0002300513,5.0608843107,4.7252154448,643,643,5.0534645422,643,5.2899508365,643,KGHM,0.9929560493,0
0.0218867678,,4,91882,0.0034936114,0.0040486711,372,10,retain,0,-0.3560650548,-0.9218265217,372,372,-0.6918777036,372,-0.3690799475,372,7.7849462366,441.6445114386,8.0,440.0,xgboost,2017-09,0.9744237174,91882,400.0,486.0,0.0001959034,3.4745519075,2.3432789079,372,372,2.8030353217,372,3.4485354009,372,KGHM,0.9959513289,0
0.0185281273,,5,92508,0.0030808146,0.0034375405,318,10,retain,0,-0.1757126083,-0.5612350685,318,318,-0.5227487645,318,-0.2143900425,318,8.141509434,543.28919661,8.0,542.0,xgboost,2017-09,0.9781856704,92508,500.0,590.0,0.0002053876,2.7454563768,1.9744492859,318,318,2.0514162173,318,2.6680680396,318,KGHM,0.9965624595,0
0.0169692837,,6,90929,0.0020785448,0.0025074509,228,10,retain,0,-0.2163817506,-0.4496602219,228,228,-0.3804351264,228,-0.1619179589,228,8.0745614035,664.1897744394,8.0,663.0,xgboost,2017-09,0.98077621,90929,611.0,721.0,0.0001759615,3.0949461492,2.6284987634,228,228,2.7669218422,228,3.2038045772,228,KGHM,0.9974925491,0
0.0161853762,,7,91317,0.0020259097,0.0023653865,216,10,retain,0,-0.6355931267,-0.9377431688,216,216,-1.0205523673,216,-0.5470978385,216,8.2222222222,823.22282817,9.0,821.0,xgboost,2017-09,0.9815915985,91317,752.0,897.0,0.0001971155,2.1346011315,1.5301936573,216,216,1.3648656417,216,2.3116994318,216,KGHM,0.9976346135,0
0.0171346874,,8,91627,0.0012660024,0.0013423991,123,10,retain,0,-0.1616503855,-0.7594323301,123,123,-0.4919223717,123,-0.1413952121,123,8.4634146341,1033.2277276349,9.0,1020.0,xgboost,2017-09,0.9815447412,91627,937.0,1150.0,5.45691e-05,2.2890970968,1.0937267515,123,123,1.6287374269,123,2.3295822623,123,KGHM,0.9986576009,0
0.0179766206,,9,91619,0.0007422041,0.0008295223,76,10,retain,0,-0.832487344,-1.8504880082,76,76,-1.7396762235,76,-0.7268339004,76,8.1710526316,1431.5405101562,8.0,1419.0,xgboost,2017-09,0.9812266015,91619,1219.0,1670.0,5.45738e-05,0.6368783768,-1.3998683261,76,76,-1.1783031247,76,0.8479897382,76,KGHM,0.9991704777,0
0.0155443242,,10,91609,0.0004148064,0.0005894617,54,10,retain,0,-0.8342736765,-1.1616194126,54,54,-0.9201260174,54,-0.6043071003,54,8.0925925926,3215.6217838859,8.0,2546.0,xgboost,2017-09,0.9840408693,91609,1869.0,4800.0,0.0,1.9422175088,1.2872144251,54,54,1.7703062125,54,2.4020008674,54,KGHM,0.9994105383,0
0.0487633045,,1,92262,0.0161713381,0.0188593354,1740,10,retain,1,0.221472567,0.2845658944,1740,1740,0.369889238,1740,0.3079739127,1495,6.8103448276,128.5188593354,7.0,126.0,linear,2017-09,0.9344367128,92262,76.0,185.0,0.0006286445,3.6736853873,3.7997664638,1740,1740,3.970477204,1740,3.7064673284,1495,KGHM,0.9811406646,0
0.0308386366,,2,91768,0.0070939761,0.0081727835,750,10,retain,1,0.0863841348,-0.0729707848,750,750,-0.0769043281,750,0.188330456,602,7.4946666667,241.3314881004,8.0,241.0,linear,2017-09,0.9616424026,91768,200.0,284.0,0.0004249847,4.5414183581,4.2227210808,750,750,4.2149550584,750,4.7130905974,602,KGHM,0.9918272165,0
0.0238419619,,3,91016,0.0063285576,0.0070866661,645,10,retain,1,-0.2178702309,-0.3473912653,645,645,-0.1889526133,645,0.0251500281,513,7.5162790698,339.393864815,8.0,339.0,linear,2017-09,0.9695108552,91016,300.0,381.0,0.0003186253,3.8496741173,3.5906618475,645,645,3.9075211335,645,4.2800190667,513,KGHM,0.9929133339,0
0.022854213,,4,91668,0.0039599424,0.0045599337,418,10,retain,1,-0.2668771195,-0.8549913593,418,418,-0.6722390698,418,-0.1396565413,322,7.8732057416,442.2349020378,8.0,440.0,linear,2017-09,0.9729676659,91668,400.0,487.0,0.0002181786,3.3896529128,2.2136341855,418,418,2.5790278695,418,3.7450916039,322,KGHM,0.9954400663,0
0.0195595827,,5,91822,0.0035067849,0.0039315197,361,10,retain,1,-0.1876605807,-0.5741369664,361,361,-0.5440479268,361,-0.1647258696,269,8.1108033241,544.5691991026,8.0,543.0,linear,2017-09,0.9767267104,91822,500.0,592.0,0.0002069221,2.5703352848,1.7974664377,361,361,1.8576153592,361,2.5217021921,269,KGHM,0.9960684803,0
0.0175545188,,6,92170,0.0023760443,0.0027991754,258,10,retain,1,-0.1549277654,-0.4964516628,258,258,-0.4110866851,258,-0.1967563095,193,8.0503875969,667.5333297168,8.0,666.0,linear,2017-09,0.9799066942,92170,611.0,726.0,0.0001627428,3.478388826,2.7954961888,258,258,2.9661887457,258,3.3427200062,193,KGHM,0.9972008246,0
0.0174133964,,7,91711,0.0020935329,0.0024533589,225,10,retain,1,-0.7338089002,-1.0049490311,225,225,-1.1123981099,225,-0.4436245761,163,8.2088888889,828.6640751927,9.0,826.0,linear,2017-09,0.9802858981,91711,757.0,901.0,0.0002071725,2.0902056369,1.5478176546,225,225,1.3331949514,225,2.7990972195,163,KGHM,0.9975466411,0
0.0171535811,,8,91118,0.0014267214,0.0015254944,139,10,retain,1,-0.4012878865,-0.8436958396,139,139,-0.6212498575,139,-0.2395043686,98,8.4820143885,1038.4411861542,9.0,1025.0,linear,2017-09,0.9813648236,91118,942.0,1154.0,5.48739e-05,2.5224595226,1.6379486005,139,139,2.0828267236,139,2.9555129015,98,KGHM,0.9984745056,0
0.0177953426,,9,91597,0.0008078867,0.0008952258,82,10,retain,1,-0.7963683559,-1.8168738256,82,82,-1.7386924112,82,-0.5998473047,58,8.2926829268,1437.9004661725,9.0,1428.0,linear,2017-09,0.9813421837,91597,1225.0,1675.0,5.45869e-05,0.7299977753,-1.3116813902,82,82,-1.1553513001,82,1.1787525021,58,KGHM,0.9991047742,0
0.0151607763,,10,91618,0.0004475103,0.0006221485,57,10,retain,1,-0.8282726161,-1.2845884596,57,57,-1.1289046584,57,-0.6829229579,40,8.1754385965,3214.3271736995,9.0,2547.0,linear,2017-09,0.9843917134,91618,1876.0,4787.0,0.0,1.6977253598,0.7847984618,57,57,1.0962655353,57,1.9365459813,40,KGHM,0.9993778515,0
0.0487230417,,1,92133,0.0138821052,0.0163567886,1507,10,retain,1,0.2143861548,0.2877388197,1507,1507,0.3844750435,1507,0.3004662092,1277,6.9150630392,126.3511119794,7.0,123.0,xgboost,2017-09,0.9368304516,92133,75.0,180.0,0.0005644015,3.8933625248,4.0399605219,1507,1507,4.2335192238,1507,3.9960377306,1277,KGHM,0.9836432114,0
0.0310081732,,2,92008,0.0071298148,0.0082384141,758,10,retain,1,0.0370323757,-0.1517111644,758,758,-0.079082624,758,0.1862358802,605,7.5343007916,237.0453004087,8.0,237.0,xgboost,2017-09,0.9614272672,92008,200.0,278.0,0.0004347448,4.8814131612,4.5038390874,758,758,4.6492358991,758,5.0667710672,605,KGHM,0.9917615859,0
0.0236094525,,3,91277,0.0064638408,0.0070992693,648,10,retain,1,-0.1907462561,-0.3365055721,648,648,-0.1745878718,648,0.037273362,516,7.5015432099,332.6434479661,8.0,331.0,xgboost,2017-09,0.9697295047,91277,299.0,373.0,0.0001972019,4.4208910354,4.1293464888,648,648,4.453200403,648,4.9100684985,516,KGHM,0.9929007307,0
0.0226376881,,4,91838,0.0033210654,0.0039090573,359,10,retain,1,-0.2910549514,-0.9262977555,359,359,-0.7299303055,359,-0.2369265785,280,7.791086351,433.5818724275,8.0,432.0,xgboost,2017-09,0.973812583,91838,394.0,479.0,0.0002286635,3.4847937045,2.2146131422,359,359,2.6071830078,359,3.6260249236,280,KGHM,0.9960909427,0
0.0190408409,,5,91330,0.003558524,0.003952699,361,10,retain,1,-0.1477359752,-0.4658333454,361,361,-0.3953738565,361,-0.0897620289,263,8.1440443213,535.8142231468,8.0,534.0,xgboost,2017-09,0.9771925983,91330,500.0,580.0,0.0002080368,2.7899276665,2.1537778219,361,361,2.294691415,361,2.9041790723,263,KGHM,0.996047301,0
0.0168460306,,6,91713,0.002333366,0.0027477021,252,10,retain,1,-0.2858176867,-0.6264244526,252,252,-0.5896743626,252,-0.2555606103,189,8.0714285714,655.850773609,8.0,654.0,xgboost,2017-09,0.9806461461,91713,604.0,713.0,0.0001744573,3.2416730773,2.5606078602,252,252,2.6340954696,252,3.2342781978,189,KGHM,0.9972522979,0
0.0160455883,,7,91427,0.0021656622,0.0025266059,231,10,retain,1,-0.6149079828,-0.917876988,231,231,-0.9835054841,231,-0.3298291816,164,8.2770562771,815.1263849847,9.0,813.0,xgboost,2017-09,0.9815918711,91427,744.0,890.0,0.0001968784,2.0887966289,1.4827333582,231,231,1.3517178625,231,2.6393492917,164,KGHM,0.9974733941,0
0.0168813182,,8,91699,0.0013522503,0.0014503975,133,10,retain,1,-0.2281315954,-0.7797402101,133,133,-0.547259071,133,-0.1542870921,97,8.3684210526,1024.7104875735,9.0,1011.0,xgboost,2017-09,0.9817119053,91699,928.0,1137.0,5.45262e-05,2.2789156191,1.1758723807,133,133,1.6408201935,133,2.4872562611,97,KGHM,0.9985496025,0
0.0178316301,,9,91691,0.0007743399,0.0008615895,79,10,retain,1,-0.8540208198,-1.8606203969,79,79,-1.7805093877,79,-0.6325662486,55,8.3037974684,1420.7010175481,9.0,1408.0,xgboost,2017-09,0.981339499,91691,1210.0,1657.0,5.4531e-05,0.6958339322,-1.3180588237,79,79,-1.1578707872,79,1.2329015884,55,KGHM,0.9991384105,0
0.0146888709,,10,91634,0.0004256062,0.0006002139,55,10,retain,1,-0.8191050642,-1.2162566354,55,55,-1.0170328171,55,-0.6798961549,37,8.2181818182,3191.7610603051,9.0,2529.0,xgboost,2017-09,0.9848855228,91634,1854.0,4768.0,0.0,1.9069044631,1.1122953749,55,55,1.5108460996,55,2.2103610927,37,KGHM,0.9993997861,0
0.0689576473,,1,92013,0.0220294958,0.0265505961,2443,10,retain,5,0.209976425,0.2536205765,2443,2443,0.3524020832,2443,0.1745260092,735,6.9242734343,100.1992870573,7.0,111.0,linear,2017-09,0.9081868866,92013,40.0,147.0,0.0008259702,3.0660720295,3.1532749409,2443,2443,3.350913353,2443,2.7367830735,735,KGHM,0.9734494039,0
0.0388368633,,2,91408,0.0093427271,0.0111259408,1017,10,retain,5,0.0837703621,-0.0304199166,1017,1017,-0.094999563,1017,0.2549682466,218,7.3559488692,211.6398345878,8.0,210.0,linear,2017-09,0.9511968318,91408,174.0,250.0,0.0006235778,4.3984370326,4.1700921034,1017,1017,4.0410187625,1017,4.951362453,218,KGHM,0.9888740592,0
0.0282095069,,3,92522,0.0078251659,0.0089816476,831,10,retain,5,-0.3092467736,-0.5253448725,831,831,-0.3540354776,831,0.0761437822,161,7.5499398315,310.640615205,8.0,309.0,linear,2017-09,0.9636086552,92522,271.0,351.0,0.0003566719,3.1945880926,2.7624665548,831,831,3.1051149541,831,4.426891904,161,KGHM,0.9910183524,0
0.0242844658,,4,91540,0.0047847935,0.0054948656,503,10,retain,5,-0.3912951824,-0.8605021234,503,503,-0.6641291227,503,0.1437041373,72,7.7713717694,414.8471597116,8.0,413.0,linear,2017-09,0.970657636,91540,374.0,458.0,0.0002731047,3.1182318521,2.1799848483,503,503,2.5726541429,503,4.5218914087,72,KGHM,0.9945051344,0
0.0199055146,,5,91231,0.0042529403,0.0048886892,446,10,retain,5,-0.0992652285,-0.4206657031,446,446,-0.3405954893,446,0.0947292278,49,8.0201793722,521.1328166961,8.0,517.0,linear,2017-09,0.9755894378,91231,483.0,564.0,0.0002521073,2.9785383021,2.3357931326,446,446,2.4959114848,446,4.6217831649,49,KGHM,0.9951113108,0
0.0200392713,,6,91670,0.0027271736,0.0031962474,293,10,retain,5,-0.2636624033,-0.6744333577,293,293,-0.6831903117,293,0.0911161731,25,8.0580204778,642.1458492418,8.0,640.0,linear,2017-09,0.9770481073,91670,591.0,700.0,0.0001854478,3.3367625472,2.5153176967,293,293,2.4977865501,293,4.8753742896,25,KGHM,0.9968037526,0
0.0175689078,,7,91753,0.0024413371,0.002822796,259,10,retain,5,-0.5486763283,-0.8702092936,259,259,-0.8873794126,259,-0.0024037166,16,8.2123552124,803.0331760269,8.0,800.0,linear,2017-09,0.9798044751,91753,733.0,879.0,0.00018528,2.2836892206,1.6405665398,259,259,1.6064179611,259,4.6981472889,16,KGHM,0.997177204,0
0.0184000175,,8,91576,0.0015506246,0.0016707434,153,10,retain,5,-0.5287076352,-0.9135025796,153,153,-0.6706234422,153,-0.3687315634,6,8.5032679739,1013.1489582423,9.0,1001.0,linear,2017-09,0.9799729187,91576,919.0,1123.0,7.64392e-05,2.3578854694,1.5884960762,153,153,2.0742530461,153,2.0733285649,6,KGHM,0.9983292566,0
0.0175141119,,9,91412,0.0008532797,0.000951735,87,10,retain,5,-0.7489915032,-1.7118827672,87,87,-1.6380681808,87,0.0,3,8.4482758621,1407.1434603772,9.0,1392.0,linear,2017-09,0.981577911,91412,1200.0,1640.0,5.46974e-05,0.6030188894,-1.3234554636,87,87,-1.1758152763,87,4.1631973356,3,KGHM,0.999048265,0
0.0149959072,,10,91625,0.0004474761,0.000622101,57,10,retain,5,-0.8282726161,-1.2845884596,57,57,-1.1289046584,57,0.0,5,8.1754385965,3153.7851896317,9.0,2501.0,linear,2017-09,0.9845566166,91625,1830.0,4692.0,0.0,1.6977253598,0.7847984618,57,57,1.0962655353,57,2.5390142992,5,KGHM,0.999377899,0
0.0688345236,,1,92134,0.0204810385,0.0248116873,2286,10,retain,5,0.2103396465,0.2167961351,2286,2286,0.3654843371,2286,0.1720996972,648,6.9737532808,99.4879414765,7.0,111.0,xgboost,2017-09,0.9098269911,92134,41.0,144.0,0.0008574468,3.2075330022,3.2203518688,2286,2286,3.5178355968,2286,2.928207036,648,KGHM,0.9751883127,0
0.0390972351,,2,91541,0.0095148622,0.0111643963,1022,10,retain,5,0.0732551203,-0.0303904182,1022,1022,-0.087929946,1022,0.2539317902,217,7.4001956947,208.8626735561,8.0,206.0,xgboost,2017-09,0.9508416993,91541,171.0,248.0,0.0005462033,4.4437324214,4.2365079484,1022,1022,4.1214773644,1022,4.8714542536,217,KGHM,0.9888356037,0
0.027334554,,3,91752,0.0078581393,0.0090570233,831,10,retain,5,-0.2989491787,-0.5658967185,831,831,-0.3445796964,831,0.0927206498,156,7.6089049338,305.3292026332,8.0,303.0,xgboost,2017-09,0.9644258436,91752,267.0,344.0,0.0003814631,3.3419090296,2.8080281629,831,831,3.2507048732,831,4.7920735887,156,KGHM,0.9909429767,0
0.0252220171,,4,91547,0.0047516576,0.0054398287,498,10,retain,5,-0.3623032779,-0.7543171972,498,498,-0.6091031056,498,0.1074115759,76,7.6586345382,406.814313959,8.0,405.0,xgboost,2017-09,0.9697532415,91547,365.0,450.0,0.0002730838,3.4974248263,2.7135400788,498,498,3.0039060837,498,4.8784287231,76,KGHM,0.9945601713,0
0.0197470553,,5,92115,0.0040384302,0.00463551,427,10,retain,5,-0.1249447427,-0.463365022,427,427,-0.3350054685,427,0.1342224723,51,7.943793911,513.3169190686,8.0,510.0,xgboost,2017-09,0.9759756826,92115,474.0,556.0,0.0002388319,2.8939141866,2.2171210126,427,427,2.4738015304,427,4.4425864704,51,KGHM,0.99536449,0
0.0198112172,,6,91110,0.0027549116,0.0032268686,294,10,retain,5,-0.2887601634,-0.6785118495,294,294,-0.6101155323,294,0.0990393186,23,8.112244898,632.2186697399,8.0,628.0,xgboost,2017-09,0.9772363078,91110,580.0,688.0,0.0001975634,3.1838743876,2.4044290557,294,294,2.5412448395,294,4.9202002276,23,KGHM,0.9967731314,0
0.0169282756,,7,91740,0.0023108786,0.0026487901,243,10,retain,5,-0.4730405921,-0.6807747147,243,243,-0.7829655407,243,-0.0024037166,16,8.1440329218,791.3476346196,8.0,790.0,xgboost,2017-09,0.9805973403,91740,721.0,867.0,0.0001635056,2.3729269667,1.957503057,243,243,1.7532388336,243,4.7257732156,16,KGHM,0.9973512099,0
0.0179069059,,8,91864,0.0016110772,0.0017090482,157,10,retain,5,-0.6402773716,-1.1972133956,157,157,-0.8069012941,157,-0.2765486726,8,8.4458598726,1002.0541670295,9.0,999.0,xgboost,2017-09,0.9804058173,91864,906.0,1111.0,7.61996e-05,2.0236411248,0.909822666,157,157,1.6905919721,157,2.0777902338,8,KGHM,0.9982909518,0
0.0178008062,,9,91288,0.0009311191,0.0010516169,96,10,retain,5,-0.7685495356,-1.5296181521,96,96,-1.5091711079,96,0.0,4,8.3229166667,1392.2283870826,9.0,1378.0,xgboost,2017-09,0.981213303,91288,1188.0,1627.0,5.47717e-05,0.8054450394,-0.7173091781,96,96,-0.6764150899,96,3.1223980017,4,KGHM,0.9989483831,0
0.0147830546,,10,91659,0.0004691301,0.0006436902,59,10,retain,5,-0.7636986951,-1.2386707907,59,59,-1.1235751409,59,0.0,5,8.1186440678,3133.254890409,8.0,2478.0,xgboost,2017-09,0.9847478153,91659,1810.0,4616.0,0.0,1.6956156743,0.7453548571,59,59,0.9756422557,59,2.5390142992,5,KGHM,0.9993563098,0
0.0744491525,,1,94400,0.0350211864,0.0410699153,3877,20,retain,0,-0.0305565049,-0.0968033031,3877,3877,-0.0806996832,3877,-0.0678878458,3877,13.3309259737,140.9881144068,14.0,140.0,linear,2017-09,0.8886864407,94400,95.0,199.0,0.0018432203,4.8132752608,4.6806740963,3877,3877,4.7129330879,3877,4.7385264149,3877,KGHM,0.9589300847,0
0.052459196,,2,91290,0.0246795925,0.0285573447,2607,20,retain,0,-0.2235804931,-0.5770014357,2607,2607,-0.46873601,2607,-0.3955982504,2607,13.6647487534,253.5560959579,14.0,253.0,linear,2017-09,0.9213604995,91290,211.0,297.0,0.001500712,4.7094688661,4.0025491493,2607,2607,4.2191356003,2607,4.3653748914,2607,KGHM,0.9714426553,0
