model,horizon,control_seed,latency,interpretation,decile,adverse_before_fill,eligible_decisions,fill_before_adverse,fill_probability,fills,markout_1,markout_10,markout_10_observations,markout_1_observations,markout_5,markout_5_observations,markout_remaining,markout_remaining_observations,mean_fill_time,mean_queue_ahead,median_fill_time,median_queue_ahead,no_event_fraction,placed_orders,queue_ahead_p10,queue_ahead_p90,simultaneous,spread_1,spread_10,spread_10_observations,spread_1_observations,spread_5,spread_5_observations,spread_remaining,spread_remaining_observations,unfilled_fraction,zero_signal_decisions,blocks,adverse_before_fill_defined_blocks,eligible_decisions_defined_blocks,fill_before_adverse_defined_blocks,fill_probability_defined_blocks,fills_defined_blocks,markout_1_defined_blocks,markout_10_defined_blocks,markout_10_observations_defined_blocks,markout_1_observations_defined_blocks,markout_5_defined_blocks,markout_5_observations_defined_blocks,markout_remaining_defined_blocks,markout_remaining_observations_defined_blocks,mean_fill_time_defined_blocks,mean_queue_ahead_defined_blocks,median_fill_time_defined_blocks,median_queue_ahead_defined_blocks,no_event_fraction_defined_blocks,placed_orders_defined_blocks,queue_ahead_p10_defined_blocks,queue_ahead_p90_defined_blocks,simultaneous_defined_blocks,spread_1_defined_blocks,spread_10_defined_blocks,spread_10_observations_defined_blocks,spread_1_observations_defined_blocks,spread_5_defined_blocks,spread_5_observations_defined_blocks,spread_remaining_defined_blocks,spread_remaining_observations_defined_blocks,unfilled_fraction_defined_blocks,zero_signal_decisions_defined_blocks
linear,20,,5,reset,9,0.056733178535,83619.45,0.010350775845,0.01341510408,1064.45,-0.258246321955,-0.92338951681,1063.35,1064.45,-0.631372594145,1064.05,-0.336133567155,512.75,15.133716260815001,2313.07008809544,15.9,2285.55,0.931856366375,83619.45,2025.5,2649.7,0.00105967925,2.6815761664749997,1.348608985305,1063.35,1064.45,1.93449249398,1064.05,2.507028947635,512.75,0.9865848959199999,0.0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
linear,20,,5,reset,10,0.052026457625,84041.9,0.007707051365,0.009665121855,762.3,-0.29575316210499997,-0.9884266157600001,761.9,762.1,-0.6790228257099999,762.05,-0.406464203835,349.05,15.309038752750002,4619.1094092443045,15.95,3686.55,0.939514882165,84041.9,2896.4,6777.2,0.00075160883,2.73061480986,1.3450718933299999,761.9,762.1,1.96374079437,762.05,2.57043586008,349.05,0.9903348781449999,0.0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
linear,20,,5,retain,1,0.16028256767,86463.05,0.054554491195,0.07416654106500001,6365.75,0.073822339095,0.02360530595,6361.4,6363.95,0.112437337505,6363.15,0.123532522725,4373.6,12.358935146644999,166.01751410619,12.5,170.6,0.781827553655,86463.05,64.95,251.45,0.003335387475,5.2609007904750005,5.15953730556,6361.4,6363.95,5.3376164251,6363.15,4.883107024055,4373.6,0.9258334589349999,0.0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
linear,20,,5,retain,2,0.116776168705,83512.1,0.036504639345,0.048883912335,3982.55,-0.047488953045000004,-0.18836076078,3979.85,3982.5,-0.116104644745,3981.3,-0.013978216125000002,2558.8,13.064111704755001,366.200027838085,13.45,367.05,0.8437443979499999,83512.1,291.2,440.7,0.002974794005,5.269875403325,4.989194595424999,3979.85,3982.5,5.134497400685,3981.3,4.92980476122,2558.8,0.9511160876650001,0.0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
linear,20,,5,retain,3,0.09552850848,83317.4,0.027472687444999998,0.035796646635,2860.3,-0.16392136865,-0.445331773795,2857.25,2859.9,-0.32073940728,2858.15,-0.20937022646,1750.6,13.504646236245,542.371924788205,14.0,543.025,0.874588478885,83317.4,475.25,606.2,0.00241032521,5.03279558557,4.472866511175,2857.25,2859.9,4.723356235115,2858.15,4.587874786695,1750.6,0.9642033533650001,0.0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
linear,20,,5,retain,4,0.085570455905,84252.15,0.023204708995,0.03013979182,2482.9,-0.204083727785,-0.6157186636749999,2480.0,2482.9,-0.470095082335,2481.8,-0.30513432715,1464.2,13.822362434725,712.6541376827751,14.35,712.75,0.889196219205,84252.15,640.15,786.1,0.00202861589,4.36976164394,3.5472669101200003,2480.0,2482.9,3.8374800139500005,2481.8,3.93140083241,1464.2,0.9698602081800001,0.0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
linear,20,,5,retain,5,0.07859702801,83301.9,0.019853633710000002,0.025637489125000003,2041.15,-0.225539584115,-0.6824595313549999,2039.45,2041.1,-0.485260168965,2040.4,-0.31980959575,1164.8,14.096494546055002,904.32532559169,14.6,903.5,0.899666213275,83301.9,822.8,986.3,0.0018831249899999999,3.9268293972099997,3.014541054535,2039.45,2041.1,3.4080972889999996,2040.4,3.5682040508600004,1164.8,0.974362510875,0.0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
linear,20,,5,retain,6,0.072740294975,84883.05,0.017719721075,0.022544107925,1830.5,-0.21514205146999998,-0.68672086186,1828.15,1830.5,-0.51288841115,1829.25,-0.329728196965,1009.25,14.316964325205001,1124.40789347173,14.9,1124.95,0.90786573031,84883.05,1032.5,1217.5,0.0016742536400000002,3.7312938446049997,2.788848698255,1828.15,1830.5,3.135889191205,1829.25,3.3850548779199996,1009.25,0.9774558920749999,0.0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
linear,20,,5,retain,7,0.06493784126999999,83359.1,0.016352429215,0.02079841177,1639.55,-0.32759045196000003,-0.8667334728749999,1637.35,1639.55,-0.6057841833100001,1638.5,-0.401807222465,892.0,14.459656614,1384.440373653665,15.1,1379.85,0.917224917355,83359.1,1267.95,1507.9,0.00148481218,3.1970115052,2.12073668544,1637.35,1639.55,2.64129013821,1638.5,2.89439716883,892.0,0.9792015882299999,0.0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
linear,20,,5,retain,8,0.06169704283499999,84499.0,0.013280730590000001,0.016917775365000002,1353.35,-0.27778472379,-0.8503975741950001,1348.55,1353.2,-0.612309578375,1351.55,-0.368597388315,702.25,14.742030955395,1739.0495540434451,15.275,1729.8,0.92366468813,84499.0,1577.1,1916.65,0.001357538405,2.908371040075,1.7691623567349999,1348.55,1353.2,2.23947262253,1351.55,2.6574725892949997,702.25,0.983082224635,0.0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
linear,20,,5,retain,9,0.056733178535,83619.45,0.010350775845,0.01341510408,1064.45,-0.258246321955,-0.92338951681,1063.35,1064.45,-0.631372594145,1064.05,-0.336133567155,512.75,15.133716260815001,2313.07008809544,15.9,2285.55,0.931856366375,83619.45,2025.5,2649.7,0.00105967925,2.6815761664749997,1.348608985305,1063.35,1064.45,1.93449249398,1064.05,2.507028947635,512.75,0.9865848959199999,0.0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
linear,20,,5,retain,10,0.052026457625,84041.9,0.007707051365,0.009665121855,762.3,-0.29575316210499997,-0.9884266157600001,761.9,762.1,-0.6790228257099999,762.05,-0.406464203835,349.05,15.309038752750002,4619.1094092443045,15.95,3686.55,0.939514882165,84041.9,2896.4,6777.2,0.00075160883,2.73061480986,1.3450718933299999,761.9,762.1,1.96374079437,762.05,2.57043586008,349.05,0.9903348781449999,0.0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
linear,50,,0,reset,1,0.22832044430499998,85792.1,0.13452848162,0.175451005615,15025.55,-0.069955691325,-0.18124589694999999,15022.5,15025.3,-0.123330791615,15024.6,-0.22072999050500003,15025.55,29.63718844073,229.49772974398002,30.2,235.0,0.627497191885,85792.1,133.9,321.35,0.009653882185,7.589710182335,7.36707413139,15022.5,15025.3,7.482727213015001,15024.6,7.288155880444999,15025.55,0.824548994385,0.0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
linear,50,,0,reset,2,0.19516047255,86835.1,0.10328939566999999,0.13505273145000002,11485.75,-0.18899058877,-0.518953849745,11483.65,11485.7,-0.41299523108,11484.75,-0.59636988155,11485.75,30.408635627989998,442.779716386255,31.15,449.35,0.6922534395350001,86835.1,363.4,510.75,0.00929669225,6.8255174293,6.165478822285,11483.65,11485.7,6.377161438315,11484.75,6.010755923505,11485.75,0.8649472685499999,0.0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
linear,50,,0,reset,3,0.17917453698000002,78510.45,0.092704248935,0.12025346563000001,9119.35,-0.22755843821,-0.6826602615499999,9118.4,9119.3,-0.51795368424,9118.9,-0.80889303101,9119.35,30.795690931695,609.053771507675,31.7,610.95,0.71890431983,78510.45,541.95,672.85,0.00921689423,5.768878084365,4.858489028145,9118.4,9119.3,5.1880898733450005,9118.9,4.606192774215,9119.35,0.87974653437,0.0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
linear,50,,0,reset,4,0.16735762923,84397.85,0.08661846197499999,0.1115315952,9147.65,-0.26643429415500003,-0.74622495825,9145.55,9147.6,-0.574576690045,9146.9,-0.8700647487250001,9147.65,31.222095010635,778.17388578959,32.2,777.8,0.7381131133350001,84397.85,706.85,852.3,0.007910795469999999,5.546035444915,4.58671469179,9145.55,9147.6,4.929613872735,9146.9,4.33884151809,9147.65,0.8884684048,0.0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
linear,50,,0,reset,5,0.158066251735,82640.9,0.07859532943,0.101190861005,8053.7,-0.285444176635,-0.8231673160399999,8050.7,8053.65,-0.63626266144,8053.0,-1.019043250435,8053.7,31.215780227125,968.046027909455,32.05,966.45,0.75540102386,82640.9,888.4,1050.5,0.00793739496,4.78874532534,3.7142150571499997,8050.7,8053.65,4.08722711761,8053.0,3.3216854631399997,8053.7,0.898809138995,0.0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
linear,50,,0,reset,6,0.148785407605,83342.7,0.073363295115,0.09400733866000001,7532.75,-0.278706916875,-0.86327217904,7530.3,7532.65,-0.636357857485,7532.15,-1.046916928605,7532.75,31.331644814655,1180.470587145725,32.05,1178.9,0.770265580995,83342.7,1091.7,1270.9,0.007585716300000001,4.64562781654,3.4760795571450003,7530.3,7532.65,3.9304756515149997,7532.15,3.10926442854,7532.75,0.90599266134,0.0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
linear,50,,0,reset,7,0.1389842255,83520.9,0.066567798685,0.08587673178,6893.75,-0.34287987202500003,-0.96300909334,6891.2,6893.7,-0.723629111165,6893.2,-1.167551929705,6893.75,31.354760442705004,1438.6569715765,32.2,1436.2,0.78793496465,83520.9,1322.8,1561.1,0.006513011155000001,4.09196575841,2.851145687215,6891.2,6893.7,3.33053890255,6893.2,2.44270900956,6893.75,0.91412326822,0.0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
linear,50,,0,reset,8,0.129873749085,83546.85,0.057439573035000004,0.0748309666,5984.9,-0.312976137725,-1.013657244485,5982.55,5984.9,-0.731833151675,5984.0,-1.2698772353399999,5984.9,31.74802767632,1791.345073982055,32.6,1782.0,0.806243165315,83546.85,1629.3,1967.95,0.00644351257,3.55611751884,2.1548240922049997,5982.55,5984.9,2.71822318322,5984.0,1.6423433059349999,5984.9,0.9251690333999999,0.0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
linear,50,,0,reset,9,0.12191430512500001,83478.3,0.05154940769000001,0.06656492243499999,5338.75,-0.315095049995,-1.0197041718,5337.35,5338.75,-0.761846400315,5338.35,-1.323850918305,5338.75,32.213087500404995,2366.82620542303,33.0,2339.475,0.8214701450599999,83478.3,2077.25,2707.2,0.00506614212,3.1606758782699997,1.750880930255,5337.35,5338.75,2.26713215303,5338.35,1.143168079565,5338.75,0.933435077565,0.0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
linear,50,,0,reset,10,0.11543052544500002,83488.95,0.04251377646,0.05525540404,4384.2,-0.34496353877499997,-1.116828865625,4383.55,4384.2,-0.821327368895,4384.0,-1.41815939661,4384.2,32.867102537695004,4716.906680972955,33.75,3762.375,0.837357489305,83488.95,2956.7349999999997,6960.870000000015,0.0046982087950000005,2.926510075085,1.3822674473199998,4383.55,4384.2,1.97371192083,4384.0,0.78013722311,4384.2,0.9447445959599999,0.0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
linear,50,,0,retain,1,0.22832044430499998,85792.1,0.13452848162,0.175451005615,15025.55,-0.069955691325,-0.18124589694999999,15022.5,15025.3,-0.123330791615,15024.6,-0.22072999050500003,15025.55,29.63718844073,229.49772974398002,30.2,235.0,0.627497191885,85792.1,133.9,321.35,0.009653882185,7.589710182335,7.36707413139,15022.5,15025.3,7.482727213015001,15024.6,7.288155880444999,15025.55,0.824548994385,0.0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
linear,50,,0,retain,2,0.19516047255,86835.1,0.10328939566999999,0.13505273145000002,11485.75,-0.18899058877,-0.518953849745,11483.65,11485.7,-0.41299523108,11484.75,-0.59636988155,11485.75,30.408635627989998,442.779716386255,31.15,449.35,0.6922534395350001,86835.1,363.4,510.75,0.00929669225,6.8255174293,6.165478822285,11483.65,11485.7,6.377161438315,11484.75,6.010755923505,11485.75,0.8649472685499999,0.0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
linear,50,,0,retain,3,0.17917453698000002,78510.45,0.092704248935,0.12025346563000001,9119.35,-0.22755843821,-0.6826602615499999,9118.4,9119.3,-0.51795368424,9118.9,-0.80889303101,9119.35,30.795690931695,609.053771507675,31.7,610.95,0.71890431983,78510.45,541.95,672.85,0.00921689423,5.768878084365,4.858489028145,9118.4,9119.3,5.1880898733450005,9118.9,4.606192774215,9119.35,0.87974653437,0.0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
linear,50,,0,retain,4,0.16735762923,84397.85,0.08661846197499999,0.1115315952,9147.65,-0.26643429415500003,-0.74622495825,9145.55,9147.6,-0.574576690045,9146.9,-0.8700647487250001,9147.65,31.222095010635,778.17388578959,32.2,777.8,0.7381131133350001,84397.85,706.85,852.3,0.007910795469999999,5.546035444915,4.58671469179,9145.55,9147.6,4.929613872735,9146.9,4.33884151809,9147.65,0.8884684048,0.0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
linear,50,,0,retain,5,0.158066251735,82640.9,0.07859532943,0.101190861005,8053.7,-0.285444176635,-0.8231673160399999,8050.7,8053.65,-0.63626266144,8053.0,-1.019043250435,8053.7,31.215780227125,968.046027909455,32.05,966.45,0.75540102386,82640.9,888.4,1050.5,0.00793739496,4.78874532534,3.7142150571499997,8050.7,8053.65,4.08722711761,8053.0,3.3216854631399997,8053.7,0.898809138995,0.0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
linear,50,,0,retain,6,0.148785407605,83342.7,0.073363295115,0.09400733866000001,7532.75,-0.278706916875,-0.86327217904,7530.3,7532.65,-0.636357857485,7532.15,-1.046916928605,7532.75,31.331644814655,1180.470587145725,32.05,1178.9,0.770265580995,83342.7,1091.7,1270.9,0.007585716300000001,4.64562781654,3.4760795571450003,7530.3,7532.65,3.9304756515149997,7532.15,3.10926442854,7532.75,0.90599266134,0.0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
linear,50,,0,retain,7,0.1389842255,83520.9,0.066567798685,0.08587673178,6893.75,-0.34287987202500003,-0.96300909334,6891.2,6893.7,-0.723629111165,6893.2,-1.167551929705,6893.75,31.354760442705004,1438.6569715765,32.2,1436.2,0.78793496465,83520.9,1322.8,1561.1,0.006513011155000001,4.09196575841,2.851145687215,6891.2,6893.7,3.33053890255,6893.2,2.44270900956,6893.75,0.91412326822,0.0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
linear,50,,0,retain,8,0.129873749085,83546.85,0.057439573035000004,0.0748309666,5984.9,-0.312976137725,-1.013657244485,5982.55,5984.9,-0.731833151675,5984.0,-1.2698772353399999,5984.9,31.74802767632,1791.345073982055,32.6,1782.0,0.806243165315,83546.85,1629.3,1967.95,0.00644351257,3.55611751884,2.1548240922049997,5982.55,5984.9,2.71822318322,5984.0,1.6423433059349999,5984.9,0.9251690333999999,0.0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
linear,50,,0,retain,9,0.12191430512500001,83478.3,0.05154940769000001,0.06656492243499999,5338.75,-0.315095049995,-1.0197041718,5337.35,5338.75,-0.761846400315,5338.35,-1.323850918305,5338.75,32.213087500404995,2366.82620542303,33.0,2339.475,0.8214701450599999,83478.3,2077.25,2707.2,0.00506614212,3.1606758782699997,1.750880930255,5337.35,5338.75,2.26713215303,5338.35,1.143168079565,5338.75,0.933435077565,0.0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
linear,50,,0,retain,10,0.11543052544500002,83488.95,0.04251377646,0.05525540404,4384.2,-0.34496353877499997,-1.116828865625,4383.55,4384.2,-0.821327368895,4384.0,-1.41815939661,4384.2,32.867102537695004,4716.906680972955,33.75,3762.375,0.837357489305,83488.95,2956.7349999999997,6960.870000000015,0.0046982087950000005,2.926510075085,1.3822674473199998,4383.55,4384.2,1.97371192083,4384.0,0.78013722311,4384.2,0.9447445959599999,0.0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
linear,50,,1,reset,1,0.24237354221500002,86531.75,0.146347261255,0.19276599994500002,16682.75,-0.039143552165,-0.148773636165,16678.7,16682.15,-0.088029141565,16681.3,-0.18138699686499998,16296.25,28.54712841907,210.71317149728503,29.125,214.075,0.601180383595,86531.75,114.95,303.15,0.010098812925,7.28608633532,7.06684154454,16678.7,16682.15,7.188095624234999,16681.3,6.958629946385,16296.25,0.807234000055,0.0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
linear,50,,1,reset,2,0.203822894815,84530.55,0.10893075563500002,0.143217776215,11834.95,-0.183609486745,-0.49672511648000006,11832.25,11834.95,-0.392146020305,11833.65,-0.5772420138450001,11532.15,29.95284864999,421.0484500925551,30.6,425.0,0.677596404005,84530.55,343.35,492.65,0.00964994554,6.694691005025,6.068467822695,11832.25,11834.95,6.277382931855,11833.65,5.87092315668,11532.15,0.856782223785,0.0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
linear,50,,1,reset,3,0.18516423049,80297.25,0.09515036460500001,0.123622658135,9558.4,-0.21989221909999998,-0.651061601545,9557.05,9558.2,-0.49253167782,9557.55,-0.749252441855,9304.7,30.609865068285,590.3667352308701,31.4,591.4,0.710213370565,80297.25,524.1,655.7,0.009472034340000001,6.004107258125,5.1413693105850005,9557.05,9558.2,5.45858604729,9557.55,4.91165311231,9304.7,0.876377341865,0.0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
linear,50,,1,reset,4,0.171320802755,83141.0,0.08803616132,0.11380277989000001,9212.25,-0.27631770836,-0.75424830053,9210.0,9212.15,-0.5859810117550001,9211.45,-0.8789988555899999,8960.35,30.989678979705,760.29711723244,31.8,760.5,0.732484608535,83141.0,689.85,831.3,0.00815842739,5.45042450541,4.4947040909950005,9210.0,9212.15,4.83083262256,9211.45,4.212744011035,8960.35,0.88619722011,0.0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
linear,50,,1,reset,5,0.16169159623,83550.15,0.07991694326,0.10298882015,8287.85,-0.270191610305,-0.8084617519949999,8284.45,8287.75,-0.61233960421,8286.95,-0.99945069561,8066.2,31.09626137579,950.1104111246601,31.8,948.25,0.75034956831,83550.15,869.9,1033.1,0.008041892200000001,4.8463504169250005,3.770850781965,8284.45,8287.75,4.162294777535,8286.95,3.3572585703050004,8066.2,0.89701117985,0.0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
linear,50,,1,reset,6,0.151527442215,83605.65,0.074280842855,0.09558035765999999,7671.35,-0.28161821916999996,-0.85750700403,7668.55,7671.1,-0.636450375275,7670.2,-1.02518014818,7457.55,31.310770187779998,1165.323311355925,32.1,1164.25,0.7665393092349999,83605.65,1076.25,1255.9,0.007652405695,4.6114917092550005,3.45926632201,7668.55,7671.1,3.901905608525,7670.2,3.09691011555,7457.55,0.90441964234,0.0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
linear,50,,1,reset,7,0.140051605335,83544.95,0.06728523483,0.08678753596,6972.8,-0.342458414045,-0.9710893887150001,6969.2,6972.65,-0.727921642435,6972.05,-1.172944991975,6779.3,31.290119752994997,1423.6789608097802,32.05,1420.65,0.785956943085,83544.95,1307.35,1546.385,0.00670621676,4.068277876895,2.8103810725750002,6969.2,6972.65,3.2974367616949998,6972.05,2.378490281,6779.3,0.9132124640400001,0.0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
linear,50,,1,reset,8,0.130264045365,83332.85,0.05804906069,0.07549839547500001,6021.25,-0.31397008515999997,-1.0156366818,6018.55,6021.2,-0.73449234663,6020.15,-1.24848976512,5851.9,31.664269472249998,1776.37704573845,32.4,1767.1,0.805274412705,83332.85,1614.59,1953.05,0.00641248123,3.5658281167299997,2.162459141555,6018.55,6021.2,2.724473499015,6020.15,1.67274569413,5851.9,0.9245016045250001,0.0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
linear,50,,1,reset,9,0.12188570554,83534.2,0.052238593774999995,0.06762539575,5423.2,-0.31138850694000003,-1.024745107255,5421.6,5423.2,-0.761553282575,5422.65,-1.321007647535,5267.75,32.17886769411,2350.6841000875747,32.85,2324.4,0.820681057575,83534.2,2061.45,2690.45,0.005194643105,3.140614791245,1.7134860636150002,5421.6,5423.2,2.24024307298,5422.65,1.1028571005,5267.75,0.93237460425,0.0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
linear,50,,1,reset,10,0.11470230558500001,83485.75,0.04285499017,0.055609009919999994,4414.95,-0.34433697901,-1.11504362319,4414.15,4414.95,-0.8216723386950001,4414.65,-1.392625234415,4281.9,32.85214578233,4687.893501753145,33.6,3738.9,0.837731519115,83485.75,2939.1,6907.7,0.004711185105,2.9065286383699998,1.36450730401,4414.15,4414.95,1.95173791033,4414.65,0.797131806615,4281.9,0.9443909900799999,0.0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
linear,50,,1,retain,1,0.24237354221500002,86531.75,0.146347261255,0.19276599994500002,16682.75,-0.039143552165,-0.148773636165,16678.7,16682.15,-0.088029141565,16681.3,-0.18138699686499998,16296.25,28.54712841907,210.71317149728503,29.125,214.075,0.601180383595,86531.75,114.95,303.15,0.010098812925,7.28608633532,7.06684154454,16678.7,16682.15,7.188095624234999,16681.3,6.958629946385,16296.25,0.807234000055,0.0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
linear,50,,1,retain,2,0.203822894815,84530.55,0.10893075563500002,0.143217776215,11834.95,-0.183609486745,-0.49672511648000006,11832.25,11834.95,-0.392146020305,11833.65,-0.5772420138450001,11532.15,29.95284864999,421.0484500925551,30.6,425.0,0.677596404005,84530.55,343.35,492.65,0.00964994554,6.694691005025,6.068467822695,11832.25,11834.95,6.277382931855,11833.65,5.87092315668,11532.15,0.856782223785,0.0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
linear,50,,1,retain,3,0.18516423049,80297.25,0.09515036460500001,0.123622658135,9558.4,-0.21989221909999998,-0.651061601545,9557.05,9558.2,-0.49253167782,9557.55,-0.749252441855,9304.7,30.609865068285,590.3667352308701,31.4,591.4,0.710213370565,80297.25,524.1,655.7,0.009472034340000001,6.004107258125,5.1413693105850005,9557.05,9558.2,5.45858604729,9557.55,4.91165311231,9304.7,0.876377341865,0.0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
linear,50,,1,retain,4,0.171320802755,83141.0,0.08803616132,0.11380277989000001,9212.25,-0.27631770836,-0.75424830053,9210.0,9212.15,-0.5859810117550001,9211.45,-0.8789988555899999,8960.35,30.989678979705,760.29711723244,31.8,760.5,0.732484608535,83141.0,689.85,831.3,0.00815842739,5.45042450541,4.4947040909950005,9210.0,9212.15,4.83083262256,9211.45,4.212744011035,8960.35,0.88619722011,0.0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
linear,50,,1,retain,5,0.16169159623,83550.15,0.07991694326,0.10298882015,8287.85,-0.270191610305,-0.8084617519949999,8284.45,8287.75,-0.61233960421,8286.95,-0.99945069561,8066.2,31.09626137579,950.1104111246601,31.8,948.25,0.75034956831,83550.15,869.9,1033.1,0.008041892200000001,4.8463504169250005,3.770850781965,8284.45,8287.75,4.162294777535,8286.95,3.3572585703050004,8066.2,0.89701117985,0.0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
