symbol,horizon_events,feature_set,model,fold,day,negative_control,n_test,ic,direction_accuracy,cost_coverage,mean_abs_markout_bps,mean_signed_markout_after_cost_bps
PEKAO,10,microprice,linear,1,2017-01-03,True,40621,-0.16530454499695546,0.5039837398373984,0.0,1.0244944332252044,
PEKAO,10,microprice,linear,2,2017-01-04,False,45485,0.2521618255377496,0.6957376058041113,0.016774760910190173,0.8921301228568822,0.18131888298385973
PEKAO,10,microprice,linear,2,2017-01-04,True,45485,0.09258786360329238,0.5022672309552599,0.0,0.8921301228568822,
PEKAO,10,microprice,linear,3,2017-01-05,False,20691,0.2826396246420705,0.7327220241127526,0.004398047460248417,0.7439959293290249,0.1426436293127362
PEKAO,10,microprice,linear,3,2017-01-05,True,20691,0.0644083157656209,0.5136695534046527,0.0,0.7439959293290249,
PEKAO,10,microprice,linear,4,2017-01-09,False,42009,0.25649866039169644,0.7078692714989958,0.011902211430883857,0.7043053634426805,-0.2615842428565354
PEKAO,10,microprice,linear,4,2017-01-09,True,42009,-0.17146228640064723,0.4769947051305459,0.0,0.7043053634426805,
PEKAO,10,microprice,linear,5,2017-01-10,False,32364,0.2458415618121911,0.7005257858820897,0.001050549993820294,0.7532148607046824,0.5581198873945222
PEKAO,10,microprice,linear,5,2017-01-10,True,32364,-0.04544776583687811,0.4941268598277212,0.0,0.7532148607046824,
PEKAO,10,microprice,linear,6,2017-01-11,False,18492,0.277659838113771,0.7151462994836488,0.0003244646333549643,0.680915000607559,1.6348784948445243
PEKAO,10,microprice,linear,6,2017-01-11,True,18492,0.050202464327384434,0.5027969018932874,0.0,0.680915000607559,
PEKAO,10,microprice,linear,7,2017-01-12,False,37020,0.2535848579134935,0.6695140155913086,0.0009184224743381956,0.908851117296522,0.8718508446724514
PEKAO,10,microprice,linear,7,2017-01-12,True,37020,-0.1745830223218222,0.3678885387294742,0.0,0.908851117296522,
PEKAO,10,microprice,linear,8,2017-01-13,False,19922,0.23622786153037573,0.6884745762711865,0.00025097881738781245,0.7460039644481214,-0.2179844018089785
PEKAO,10,microprice,linear,8,2017-01-13,True,19922,-0.15131147327330743,0.45152542372881355,0.0,0.7460039644481214,
PEKAO,10,microprice,linear,9,2017-01-16,False,58110,0.20473484194883915,0.6410281907224183,0.0007399759077611427,1.2838882230790947,-0.3338491459351336
PEKAO,10,microprice,linear,9,2017-01-16,True,58110,-0.024442398874280662,0.5095212051906727,0.0,1.2838882230790947,
PEKAO,10,microprice,tree,1,2017-01-03,False,40621,0.18020290231046457,0.6433333333333333,0.08926417370325694,1.0244944332252044,-0.6286700746377432
PEKAO,10,microprice,tree,1,2017-01-03,True,40621,-0.02638542725264889,0.5039837398373984,0.0,1.0244944332252044,
PEKAO,10,microprice,tree,2,2017-01-04,False,45485,0.23909439320781636,0.6876511487303507,0.0645927228756733,0.8921301228568822,-0.24770803731750668
PEKAO,10,microprice,tree,2,2017-01-04,True,45485,0.01707699017619863,0.50113361547763,0.0,0.8921301228568822,
PEKAO,10,microprice,tree,3,2017-01-05,False,20691,0.28473180056406766,0.7216844965189336,0.04876516359769948,0.7439959293290249,0.10230289853541516
PEKAO,10,microprice,tree,3,2017-01-05,True,20691,0.1927919229870301,0.5046697232127696,0.0,0.7439959293290249,
PEKAO,10,microprice,tree,4,2017-01-09,False,42009,0.26860226898759065,0.7014789118130363,0.04653764669475589,0.7043053634426805,0.032695648555417754
PEKAO,10,microprice,tree,4,2017-01-09,True,42009,-0.06905042377635791,0.4756253423406975,0.0,0.7043053634426805,
PEKAO,10,microprice,tree,5,2017-01-10,False,32364,0.24982204596360927,0.6954916657344222,0.03661475713756025,0.7532148607046824,0.1942741505045189
PEKAO,10,microprice,tree,5,2017-01-10,True,32364,-0.13813429127966947,0.49233695044188386,0.0,0.7532148607046824,
PEKAO,10,microprice,tree,6,2017-01-11,False,18492,0.29017428044800386,0.7280550774526678,0.050616482803374434,0.680915000607559,0.1014855379387409
PEKAO,10,microprice,tree,6,2017-01-11,True,18492,0.032710555933024056,0.5038726333907056,0.0,0.680915000607559,
PEKAO,10,microprice,tree,7,2017-01-12,False,37020,0.2514399569789796,0.6705921379996683,0.041842247433819556,0.908851117296522,0.03954687359595427
PEKAO,10,microprice,tree,7,2017-01-12,True,37020,-0.04503190912068729,0.40122740089567094,0.0,0.908851117296522,
PEKAO,10,microprice,tree,8,2017-01-13,False,19922,0.2349855836030959,0.6796610169491526,0.018070474851922497,0.7460039644481214,0.21102801845023803
